config,set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
Imp_Pi,ty_up,43,Up,0.002205547200682421,0.00213820094123725,Up,TRUE,0.26325523657271444
Imp_Pi,ty_down,56,Down,0.2977264165271347,0.27726347608153057,Down,TRUE,0.26325523657271444
Imp_P,ty_up,231,Up,0.00801994732240257,7.245409478623337e-4,Up,TRUE,0.26325523657271444
Imp_P,ty_down,219,Down,0.10043253497957001,0.07500201909704932,Down,TRUE,0.26325523657271444
