module,delta_VL,delta_LBM
MEgreen,0.004083921921088301,0.9303551760829751
MEpink,0.9832149312901824,0.16295336887229916
MEturquoise,0.793047577604674,0.6565870593387573
MEbrown,0.1522178633961612,0.4974488446522517
MEyellow,0.9956440974058898,0.014967111498253631
MEmagenta,0.9020317314694657,0.635570629300386
MEred,0.8901654993183893,0.4526310409424016
MEblack,0.8690879844881753,0.4399447093753782
MEblue,0.32006848517433545,0.3156597504178679
MEgrey,0.756494676661884,0.4608340350530977
