module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.42020081181858915,0.9988552609602039,0.9054187261276412
MEpink,0.42020081181858915,0.9988552609602039,0.9054187261276412
MEturquoise,0.29940946158333476,0.9988552609602039,0.9054187261276412
MEbrown,0.29940946158333476,0.9988552609602039,0.9054187261276412
MEyellow,0.42020081181858915,0.9988552609602039,0.9054187261276412
MEmagenta,0.42020081181858915,0.9988552609602039,0.9054187261276412
MEred,0.5307170234175391,0.9988552609602039,0.9054187261276412
MEblack,0.43436886104867556,0.9988552609602039,0.9054187261276412
MEblue,0.29940946158333476,0.9988552609602039,0.9054187261276412
MEgrey,0.9547815961148065,0.9988552609602039,0.9054187261276412
