module,delta_VL,delta_LBM
MEgreen,0.21418941622074883,0.571881605841197
MEpink,0.3060290964771505,0.6700045863940418
MEturquoise,0.3356132630920925,0.4701548570897044
MEbrown,0.2219647992057041,0.15100312484441178
MEyellow,0.7970959463456504,0.49540717732377626
MEmagenta,0.6391226777110768,0.13233788393683107
MEred,0.8112307583286729,0.5172661531303795
MEblack,0.3648548112592548,0.2847913999052261
MEblue,0.7120718753654152,0.7686311372650212
MEgrey,0.03434026292196945,0.7665175416835215
