module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,-0.10797264154981094,0.06405377679921963,0.24777999261330305
MEpink,-0.13223089208227606,-0.0042397303878459825,0.03505930526039324
MEturquoise,0.2730292964324109,-0.2086508399765409,-0.010653009424725074
MEbrown,0.28535661674308077,0.07885815500737355,0.137320386735956
MEyellow,-0.14146263725581334,0.35946768398976214,0.18914999597725168
MEmagenta,-0.08630858374243656,0.027891881988543095,0.12855971731816768
MEred,-0.23029713563709003,0.23254006973974356,-0.028499610522092253
MEblack,-0.3446750804312411,0.13561183852340578,0.03629997795323494
MEblue,-0.33701785054446154,-0.14969059764983716,-0.32597229471518513
MEgrey,-0.03495834336455733,-0.10271435304189544,-0.12776085582792623
