contrast,gene,P.Value,adj.P.Val,pi_score,sig_pi
Aging,PRMT5,0.33151626122594247,0.5645171638527587,0.9044033660780716,0
Aging,PSMA7,0.2750540369949573,0.515083383615668,0.9094374618223486,0
Aging,OPLAH,0.00269392153518219,0.02793583031504623,0.11707985670039614,0
Aging,MGST3,0.2415802460129313,0.4764197361152235,0.80103437888464,0
Aging,RGS12,0.593372091786337,0.7683876287110017,0.944579324362732,0
Aging,HAT1,0.00551320293121074,0.04459332986283149,1.9351488682827563e-4,-1
Aging,UQCRQ,0.8058574153427861,0.8990113604880956,0.9945261509425366,0
Aging,MYL12B,0.23435059563613225,0.4677247405756811,0.7495788000650737,0
Aging,UQCR11,0.5907824110388791,0.7669318503702091,0.9466522235291356,0
Aging,CASQ2,0.228843710992678,0.46319376729316825,0.7156151162757861,0
Aging,HGS,0.29074209309114446,0.5291331822253755,0.8249503705991239,0
Aging,HNRNPDL,0.07185125914367879,0.23104464522806809,0.4964608984117755,0
Aging,XPO1,0.08927728338239214,0.264064876164797,0.6851548389725945,0
Aging,ATP2A1,0.34496109784861084,0.575299911796692,0.859873444252454,0
Aging,SYNJ2,0.9808624175899658,0.9930266217007276,0.999868912548955,0
Aging,SYNM,2.5756097106240973e-4,0.00615512184254826,1.5359784252159066e-4,-1
Aging,ARPC1B,0.950711702809608,0.978153968203819,0.9994243701129648,0
Aging,ARPC2,NA,NA,NA,0
Aging,PGRMC2,0.15942629849919543,0.3712427575100042,0.6634148552674629,0
Aging,PFDN6,0.10157492242364775,0.2863432464570124,0.6759690153899537,0
Aging,NDUFA1,0.02123972701170035,0.1073729468884756,0.05101893373105665,0
Aging,SURF4,0.9560852763228016,0.9804089430622784,0.9996065053231676,0
Aging,MAPK13,0.0112059914146461,0.07024905914315029,0.04307754958993577,1
Aging,TCAP,0.02518237286897065,0.1209098861722495,0.08553315167383337,0
Aging,PMM2,0.6019830290136996,0.7735323976774764,0.9462571955983194,0
Aging,EIF3D,0.02066547477861339,0.10548420742578628,0.3655717040102456,0
Aging,EIF3H,0.30432901895493636,0.5410007834845572,0.7678896245488761,0
Aging,BCAT2,0.0930749411805935,0.2708365156349402,0.5759997195696781,0
Aging,STX7,0.5031904324741387,0.6984881052759826,0.9429660274891748,0
Aging,SLC16A3,0.31548762227362065,0.5504856572133267,0.7631609853108268,0
Aging,YKT6,0.4357781141280538,0.6518075206339239,0.943718201040049,0
Aging,ARPC5,0.34250128407579916,0.5739284465429527,0.7856144924127005,0
Aging,TAPBP,0.8570374737477893,0.9295254292375456,0.9907398003914168,0
Aging,DHX15,0.131668342281382,0.3304278327180744,0.6528573909262062,0
Aging,CYB5B,0.6384981107231564,0.7989017341974803,0.9582177535271604,0
Aging,NDUFS4,0.18925543017301225,0.41044604922305633,0.6864552209834103,0
Aging,DYNC1LI2,0.8153727482652966,0.903615014171258,0.993309084603474,0
Aging,PSMD3,0.00157801921363584,0.01940686787296012,0.12610979154705648,0
Aging,RASA4,0.03734108459509839,0.15488816746250872,0.220069135330557,0
Aging,HNRNPR,0.0012255989659101,0.01631287737537315,0.087717959386711,0
Aging,TXNL1,0.00991075557598016,0.0650720561684794,0.4256950541913296,0
Aging,TPD52L2,0.6374587045792488,0.7989017341974803,0.9841708034239938,0
Aging,ERI3,0.9303272884035204,0.9678933096483202,0.9989586859986328,0
Aging,AKR7A2,1.6568113359577152e-5,0.00115312251106187,0.00698220621174302,1
Aging,LAT,0.8168351704710068,0.904583656398382,0.991471588268371,0
Aging,DENR,0.28537144733794517,0.5236790172353392,0.8884459128085491,0
Aging,DNPH1,0.756891951702802,0.8683817645559152,0.9891128370005214,0
Aging,TIMM44,0.01357556728451514,0.07974697765177471,0.2842742546139655,0
Aging,TRAPPC3,0.02996605889035636,0.13465517488551162,0.14487319934055598,0
Aging,CHMP2A,0.02720712814149419,0.12773451318495405,0.5038980949859168,0
Aging,NDUFB5,0.8698927618201966,0.9367048018985528,0.9967514602329496,0
Aging,NDUFB3,0.43330591822955855,0.6499359002235106,0.9015667773783056,0
Aging,NDUFA2,0.26073806182285014,0.49622818462756,0.8116270351502597,0
Aging,BUB3,0.0596935476010807,0.2071543409324632,0.2487633209986588,0
Aging,ACTN4,4.212825115128473e-4,0.00830367293487701,9.26127369136378e-7,-1
Aging,GSTZ1,0.17003971785146638,0.38742527263448945,0.6028822455520729,0
Aging,PRKAB2,0.4234763674067481,0.644407236364972,0.9323491464217838,0
Aging,AP1G1,0.494447024975476,0.6918310668818536,0.8740298717703971,0
Aging,SYNGR2,0.1286576026067307,0.32559198349212354,0.5749881625712642,0
Aging,SGTA,0.00434377584546748,0.03840488970939914,0.2257520017373457,0
Aging,ENSA,0.5210483753493219,0.7157183104896303,0.9416109418305312,0
Aging,SLC25A20,0.05275319817192926,0.18996571191021783,0.3967477983649531,0
Aging,NARS1,5.633809788502999e-4,0.00979165453324116,0.03765640121216015,-1
Aging,LANCL1,0.14627391196276343,0.35562316399733124,0.7252731601607576,0
Aging,SLC37A4,0.0764654345657295,0.24032044787443685,0.4609654743708642,0
Aging,IDH3B,0.21142644795338045,0.4412138290033164,0.7762630529505861,0
Aging,CALU,0.04777961457308382,0.1793989868322105,0.4701809160220019,0
Aging,AHCYL1,0.6767910505890573,0.82021953520880575,0.98130165080027,0
Aging,NDUFS5,0.19276076353693053,0.41322720256693674,0.6930805295422572,0
Aging,TIMM8A,0.06726941904020187,0.22208412596788785,0.25716198134326207,0
Aging,PPP1R12B,0.9812217403205478,0.9930266217007276,0.999871464234126,0
Aging,PRPSAP2,0.01714328218703999,0.0931584559156204,0.17753941645400434,0
Aging,SPAG9,5.489060082437597e-4,0.00961957779447188,0.00983924477009364,-1
Aging,OPA1,0.04489478289597164,0.17260279420517066,0.4965962771724706,0
Aging,TBC1D4,0.2760452523712449,0.5164796848191531,0.8360154478650236,0
Aging,SNX3,0.8040774168068039,0.8989765058717217,0.9957668959064772,0
Aging,SYNCRIP,0.36217374486898646,0.590885481349479,0.9015408618576668,0
Aging,SELENOF,0.37465271745567497,0.6000720981030346,0.6479041669507156,0
Aging,KLHL41,0.09162332685619444,0.2687762042747706,0.3476867717832954,0
Aging,PLIN3,0.00115247264169751,0.01556659661833435,0.09377472902469058,0
Aging,KPNA6,0.11432280860163176,0.3053482508325906,0.6603572627603486,0
Aging,SNX2,0.3767584269595848,0.6016581419086041,0.9102889117881172,0
Aging,USO1,0.2417212831359693,0.4764197361152235,0.8247342828999445,0
Aging,TOM1,0.27726198287311726,0.5178347690782998,0.8569768442497547,0
Aging,PFKFB2,0.9461104203560344,0.9748506683041356,0.9994222868537112,0
Aging,EDF1,0.4624793651487318,0.6708759503067784,0.9352543614594632,0
Aging,DNAJA2,0.08295126232516217,0.25388795815482523,0.6769409193899193,0
Aging,CUTA,0.3964450775271663,0.6217181193434979,0.8748892397025444,0
Aging,PFDN1,0.4673136291090475,0.6740470247025562,0.9432346747484284,0
Aging,NOL3,0.3191328302446818,0.5519213338853338,0.8587250586434397,0
Aging,WDR1,0.04576831805258106,0.1743673421459746,0.5844584450161315,0
Aging,LDB3,0.8645466285715486,0.9337992450371578,0.997158707456424,0
Aging,CLASP2,0.251031271232747,0.4861130418070598,0.733991189521436,0
Aging,COBL,0.48798827873028783,0.688441821664005,0.8706715779372196,0
Aging,CPNE3,0.32793138992486515,0.5611389039967383,0.8997773858632384,0
Aging,CLUH,0.310015601517953,0.5451194063480395,0.6787161763422974,0
Aging,CAND2,0.800172538004215,0.8969951212275394,0.9925757836293828,0
Aging,COQ9,0.08778113043973317,0.26087496900611895,0.6531154152711387,0
Aging,GGCT,0.22053121166781375,0.45336333406955936,0.8160165614462626,0
Aging,NDUFS7,0.833584998444809,0.9154199747934378,0.9926388483029384,0
Aging,RTN2,0.5126607395233937,0.7076027090088038,0.9583636675616573,0
Aging,NDUFS2,0.3522306409144419,0.5809733630141736,0.8584733514743995,0
Aging,NIPSNAP2,0.11477084963344748,0.30552290731536713,0.6799738703389813,0
Aging,CILP,0.2822773401411174,0.5207274090497982,0.6648438365942742,0
Aging,TBCA,0.02865945831148707,0.13126394999604368,0.501661541789186,0
Aging,ATP6V1G1,0.16265554411530672,0.3756227471767545,0.7776525517055538,0
Aging,VPS4B,0.2804466439546852,0.5191719121801963,0.7671325313208487,0
Aging,MACROH2A1,0.2157890298111002,0.44712426894398455,0.5556572201862849,0
Aging,SH3BGRL,0.39248375512335,0.6189938686474165,0.8323576268339952,0
Aging,FLNB,1.0833743952608698e-4,0.00340050201975165,5.984090073723849e-4,-1
Aging,NDUFS6,0.8294098893850345,0.9122641199669076,0.9938432627928476,0
Aging,CS,0.02985998193693419,0.13446582872242527,0.4634803765161205,0
Aging,SEC22B,0.0654526236555196,0.2174516075000912,0.6428084062572742,0
Aging,MTX2,0.7389024472785899,0.859464516939643,0.9888256618708828,0
Aging,VPS26A,0.7010268520413819,0.8371069741033099,0.9851731275555186,0
Aging,NDUFB1,0.4406184965672406,0.6548873831378872,0.9019726107261288,0
Aging,PMPCB,0.02463216237965653,0.1190837643319947,0.3501546100734211,0
Aging,NDUFS3,0.745992091413552,0.8615164021102142,0.9873762844643676,0
Aging,ECI2,0.00638594825723722,0.04883508794534499,0.15719040355490707,0
Aging,BANF1,0.00290569209770408,0.02937822346861392,0.03630838413224881,-1
Aging,CSDE1,0.24779764670072504,0.48276395637305863,0.8449479419443162,0
Aging,PRKRA,0.843642914017921,0.9206959253656918,0.9916718566849966,0
Aging,LYPLA1,0.8112115509384379,0.9016852729354472,0.9948529185641526,0
Aging,TIPRL,0.4758038652017406,0.6797659840484108,0.9530330037766904,0
Aging,PPM1B,0.21250683956740687,0.4424771124854026,0.7590457439835019,0
Aging,SLC25A12,0.46101836717225264,0.6704852186467823,0.9451433828171636,0
Aging,TCEA3,0.3375022153194114,0.5700941034672466,0.8020349463867787,0
Aging,EIF3G,0.00210170445507468,0.02314075638231441,0.1028972205570688,0
Aging,EIF3J,0.10740085816365696,0.29524706499107267,0.7652838351186837,0
Aging,PSMD10,0.9267531475687244,0.9670764593237392,0.9992851805229842,0
Aging,IDH1,0.4958882364778951,0.6924654457589732,0.9595497268705014,0
Aging,SCO1,0.00270989509475484,0.02793583031504623,0.02610866348095912,-1
Aging,ALDH1L1,0.6848639504062803,0.8263160572027581,0.9784268806185038,0
Aging,ARL6IP5,0.23962639322376708,0.4745144114402845,0.8493957131646684,0
Aging,DYSF,0.03901990375471017,0.15933758756535046,0.5411115975280383,0
Aging,PIAS2,0.5781567896007231,0.7596473277175875,0.9607699697976204,0
Aging,DCTN3,0.00870804007552957,0.06012353346613182,0.04550036401302258,-1
Aging,ATP5PD,0.13427351470535462,0.3345701438689109,0.7443566503785745,0
Aging,FLOT1,0.9601459920892714,0.9811404379804364,0.999737668845034,0
Aging,ATP5MG,0.7134956052821351,0.8453415537511719,0.9873041704605364,0
Aging,GLRX3,0.02251713181036593,0.11194687517068456,0.3194861509196693,0
Aging,SNCG,0.7714467110523056,0.8760002339865004,0.9604838619994536,0
Aging,DDAH1,0.3439745998670256,0.5750227213993282,0.8765842898613336,0
Aging,TPPP,0.661515263673602,0.8140237562934962,0.9466623866086412,0
Aging,BAIAP3,0.36598328145291226,0.5934177647613528,0.8528173906981212,0
Aging,TOMM70,0.2446815346776502,0.4793671948231449,0.8150662859329367,0
Aging,UFL1,0.3597497969797835,0.5887578389482371,0.8908029333552371,0
Aging,TMEM63A,0.7457198925015095,0.8615164021102142,0.983245538911491,0
Aging,PLPBP,0.1312165590011173,0.33008184638678195,0.7570119610292688,0
Aging,ERLIN2,0.10303269791125055,0.28928940414867815,0.5821793085026098,0
Aging,ENDOD1,0.16830526378511812,0.38534969267725,0.7992138358179367,0
Aging,SEC31A,0.752880877014597,0.8656689362283749,0.9867014693374184,0
Aging,NDUFB6,0.2966703026400756,0.5350751684837728,0.7813542369523749,0
Aging,MFN2,0.22382613377578725,0.4574405824397285,0.8003778043497644,0
Aging,NDUFA3,0.8447134449099767,0.9213860864344816,0.9938943066516936,0
Aging,NDUFB4,0.7735572144464105,0.8779227317759316,0.98777285264204,0
Aging,NDUFB8,0.8755286345655137,0.940995224538916,0.9971951197615933,0
Aging,NDUFA7,0.5862297484232504,0.7639930501243067,0.9509140746911124,0
Aging,RTN3,0.5167988280308984,0.7110591210081084,0.914519800581548,0
Aging,LETM1,0.03160985764115089,0.13907014773920573,0.35903726136998837,0
Aging,STBD1,4.824796284518969e-5,0.00215883969922199,0.01453920233759572,-1
Aging,ZRANB2,0.29136292202424385,0.5291331822253755,0.6346313158299113,0
Aging,EPM2A,0.3892181522909892,0.6163597697800831,0.8538193364649451,0
Aging,VAPB,9.645325292080948e-5,0.00327163211116874,0.02531079869972709,-1
Aging,NDUFC2,0.8293648259311361,0.9122641199669076,0.99195977934224,0
Aging,NDUFA10,0.3550336307944988,0.5849848998705296,0.8675160161629871,0
Aging,PGLS,0.04567498482440024,0.1743275736582826,0.37145247970505657,0
Aging,TACC2,0.01773739776508528,0.09515751913258762,0.2513602461472866,0
Aging,LYPLA2,0.8208989937996342,0.906362194198982,0.9907737287956214,0
Aging,IPO7,0.22534222454117256,0.4587557581898218,0.7815332238843912,0
Aging,ARIH2,0.17046928455500346,0.3877572778771852,0.6337505054181296,0
Aging,PGM3,0.29296195927180096,0.5315780848564258,0.8300384113076372,0
Aging,SVIL,0.01701530893995217,0.09270257694486896,0.06607332017436926,0
Aging,AHSA1,0.0137884661232018,0.08032449932712854,0.3060314190271909,0
Aging,H6PD,0.08308838071897563,0.25388795815482523,0.5835309753900989,0
Aging,MPC2,0.6798581673070625,0.8226362058957148,0.9795128702189932,0
Aging,ETHE1,0.19841222367957817,0.4231855034464024,0.6473518273954061,0
Aging,ACSL3,0.6494011557617578,0.8066690080135717,0.9802634643656568,0
Aging,ASMTL,0.8176268908204307,0.9049838691554556,0.9868800632638582,0
Aging,CDS2,0.01014930155420776,0.06567378821076592,0.19419596953367385,0
Aging,SNAP29,0.05921517432630877,0.20651660299871863,0.28773072761882423,0
Aging,OXSR1,0.541394014145966,0.7333356785986894,0.9717444104703772,0
Aging,LSM8,0.05267782779756477,0.18996571191021783,0.319325706905526,0
Aging,AP2A1,0.8377336964665963,0.916625371315948,0.9943898416683892,0
Aging,CAVIN2,0.7505185444855901,0.8638973722239716,0.9899300778878752,0
Aging,BAG2,0.6424551179091913,0.8008791422424596,0.9624093550187888,0
Aging,BAG3,0.03894440194989316,0.15933758756535046,0.3584527423813891,0
Aging,MLYCD,0.018174157837905,0.09568997138171197,0.05599561449775545,0
Aging,AIFM1,0.965975666625382,0.9840534453300344,0.9998784608137284,0
Aging,EML2,0.6656994299620955,0.816459861985266,0.9658927356673592,0
Aging,BPNT1,0.01452691731909718,0.0825678570866524,0.2428840873360139,0
Aging,DDAH2,7.050771975110123e-4,0.01158419801848171,0.03203392117386543,1
Aging,ABHD16A,0.05947758350612193,0.20708834124730863,0.19605017818084983,0
Aging,TXNDC12,0.38259172004980657,0.6090767503896618,0.6558661942182383,0
Aging,NUDT3,0.02100770888364353,0.1067130719379284,0.3520801262805985,0
Aging,NDUFB10,0.6004824090781344,0.7733095568226067,0.9591391638342656,0
Aging,CLPTM1,0.4623530684933672,0.6708759503067784,0.8158585726324364,0
Aging,MOCS2,0.01009634219841935,0.06567378821076592,0.12014680350936252,0
Aging,TOMM40,0.79937990688247,0.8969951212275394,0.9930137843319948,0
Aging,PEX11B,0.7304601174281447,0.8550796275086449,0.9719967300928514,0
Aging,CYB5A,0.02786943366350344,0.12932447925016424,0.24591889559020075,0
Aging,ADH1B,0.08679992756446002,0.2585555915978179,0.2833660735245653,0
Aging,LDHA,0.00492196030740471,0.04085386894266409,0.07319421308488093,0
Aging,ALDH1A1,0.5468245102422636,0.7366892665211278,0.945455727088431,0
Aging,GLUD1,0.15678231752053176,0.36839465222980816,0.7351891694517926,0
Aging,CYB5R3,0.01791321518461389,0.09560129346911024,0.36347026195553817,0
Aging,GSR,0.507820875691829,0.7029879215356838,0.964421205633178,0
Aging,MT-CO1,0.00343612803704817,0.03292346217711661,0.01416090384630736,-1
Aging,MT-CO2,0.6204314046418008,0.7859832436682728,0.9659330020269296,0
Aging,MT-CO3,0.35858272949997394,0.5873048910735554,0.835619884212558,0
Aging,SOD1,0.9077787525722314,0.9556493189323834,0.998783346745064,0
Aging,CP,6.182524543083426e-4,0.01040147929128355,0.00896665796096056,1
Aging,F13A1,0.02785290855405615,0.12932447925016424,0.09019315370879408,0
Aging,HPRT1,0.4975577318921493,0.6929562319001258,0.9211956100978396,0
Aging,GOT2,0.04719022709399653,0.17816088566530097,0.5477973148703456,0
Aging,PGK1,0.00559886012284715,0.04475342573156193,0.24401973917250477,0
Aging,AK1,0.28001199351649747,0.5188239844627262,0.8477306168058986,0
Aging,MT-ATP6,0.08669256019764073,0.2585555915978179,0.46671701197913784,0
Aging,CA2,0.00691959983926524,0.05160254773749933,0.110562169307431,0
Aging,ASS1,0.23141118857433712,0.46379599392815063,0.5271150548948803,0
Aging,CST3,0.7407031557476269,0.8605687765433043,0.9863621401396916,0
Aging,CSTA,0.6420711274120903,0.8008751962915931,0.924914455056524,0
Aging,JCHAIN,0.4457054919357955,0.6562806134321818,0.7397785282756099,0
Aging,HLA-B,0.3942057498066823,0.6205199789247403,0.8062163623373506,0
Aging,HLA-DRB1,0.7384490566460424,0.8594124881719022,0.975203063441212,0
Aging,MB,0.00137782678410566,0.01760514735655199,0.12345721459905516,0
Aging,COL1A1,0.05385611067657499,0.19327542790586555,0.07988733046412784,0
Aging,COL3A1,0.03427153579561212,0.1473886294032153,0.03757197786111178,-1
Aging,COL4A1,0.10085540283506415,0.2856126694490763,0.20295064046203207,0
Aging,CRYAB,0.3233118372328715,0.5564032681675358,0.8298989425757811,0
Aging,KRT14,0.900869284231704,0.9525028178679104,0.9934629312495524,0
Aging,LMNA,0.03233224616771163,0.14136115112411135,0.2244452469557856,0
Aging,TNNC2,0.02172239496042431,0.10928755167888116,0.06384878243220883,0
Aging,APOE,0.2619341755571672,0.497603948687193,0.6082672305650363,0
Aging,LRG1,1.1391601883218318e-4,0.00352302040594237,5.442333342280636e-5,1
Aging,FN1,0.6138416972449152,0.7830815659342589,0.87963209514022,0
Aging,RBP4,0.5560437469233155,0.7440012016600854,0.8306146016935353,0
Aging,TTR,0.113028790594861,0.30318819722065393,0.5213101586835415,0
Aging,PPBP,0.08805973406742645,0.26119833673314224,0.1984131845749651,0
Aging,TFRC,0.7747423371132132,0.87879349242129845,0.973866369243024,0
Aging,FTL,0.4350096142625202,0.6515849136709972,0.7119539593400587,0
Aging,FTH1,0.03113061978611794,0.137248833145086,0.11073972617690646,0
Aging,MT2A,0.00177301273140338,0.02066289930988188,0.01078103270488415,1
Aging,MT-ND1,0.2833760858882326,0.5210572881306458,0.802344045915554,0
Aging,MT-ND2,9.06376078969836e-4,0.01332943282568926,0.00368149893623168,-1
Aging,MT-ND3,0.12522614128226386,0.32115923794707424,0.540310411687392,0
Aging,MT-ND4,6.166324516915068e-5,0.00240144082575414,3.38450599113401e-4,-1
Aging,MT-ND5,0.10801962293937588,0.2963437097773304,0.3839062648668844,0
Aging,MT-ATP8,0.7306600526072443,0.8550796275086449,0.982659085593475,0
Aging,CAT,0.5876029387559736,0.7650220276000397,0.9450235680130236,0
Aging,ALDOA,0.5715342899361572,0.7553725427921483,0.9730112950842684,0
Aging,CSTB,0.02708182983760276,0.12773451318495405,0.3298124913543226,0
Aging,ANXA1,0.4802288237547502,0.6837527770115599,0.888700664504301,0
Aging,SOD2,1.9181576029056436e-5,0.00122238952694259,1.4325699882155994e-4,1
Aging,KRT1,0.5346095084508802,0.7266323090643041,0.8769835046162389,0
Aging,VWF,0.7022263817703005,0.8376529103022926,0.9549257747454571,0
Aging,GAPDH,0.11145033316823776,0.3016474268375856,0.6962071605868663,0
Aging,HLA-A,0.02030284634051169,0.1043933639464452,0.1979776322432972,0
Aging,CAPNS1,0.6469869185750692,0.805096739504953,0.9879061093073094,0
Aging,HSPB1,0.27948529423324153,0.5187622010348694,0.7795571065884306,0
Aging,RPN1,0.1155606754709885,0.30607569334444434,0.7704620853390058,0
Aging,RPN2,0.3583548510724961,0.5873048910735554,0.8659861313190221,0
Aging,GNAI2,0.10875688847980428,0.2974196833199329,0.7318665849514414,0
Aging,ATP1A1,0.6898742238846971,0.8299802590557884,0.9877374279606176,0
Aging,ATP1B1,0.9046501675591452,0.9536237104646026,0.9989574238815044,0
Aging,APOD,0.5739537270272601,0.756801331749527,0.9273586447298684,0
Aging,ALDH2,0.00631710442848046,0.04848492924487016,0.06145125969897543,0
Aging,S100A8,0.9662721657662964,0.9840534453300344,0.9994350067247992,0
Aging,SLC25A5,0.800987059530471,0.8974298274867237,0.9943533553895288,0
Aging,SERPING1,0.2413496372947528,0.4764197361152235,0.6913426052888592,0
Aging,PCCA,0.00393509876349153,0.03613761004202052,0.11962468531804508,0
Aging,PCCB,9.955949315369093e-4,0.01427927574690583,0.03103931743075444,1
Aging,EIF2S1,0.2449379824404432,0.4793671948231449,0.9054746013593904,0
Aging,RPLP1,0.03956126581811697,0.16092329209961312,0.2579148052290394,0
Aging,RPLP2,0.11690621361561464,0.3080874276110747,0.5547429563499257,0
Aging,RPLP0,0.0690309348053396,0.22507295487694448,0.4567464931262207,0
Aging,FABP3,0.0252833599489844,0.12111823683989564,0.29905732195037327,0
Aging,CLEC3B,0.00429412911022285,0.03840488970939914,0.02321152341240139,1
Aging,SSB,0.7555080350869591,0.8672671385304993,0.9842606925904408,0
Aging,ITGB1,0.04898614818130619,0.18201037036269777,0.6267488851920734,0
Aging,KRT18,0.2913175540330638,0.5291331822253755,0.6608099525792818,0
Aging,KRT8,0.49283012303962936,0.6911838267920397,0.8257369166176909,0
Aging,MYL1,0.00758889802813957,0.05501767143886046,0.01254815887956335,-1
Aging,GSN,0.46714243265945066,0.6740470247025562,0.8989865157121015,0
Aging,PTMA,0.15603077377669347,0.3674498513464573,0.5614027950003787,0
Aging,ATP5F1B,0.3995509767251608,0.6228730200541239,0.9266237281531696,0
Aging,S100A9,0.9571875773659736,0.9804089430622784,0.999174519831894,0
Aging,S100A6,0.22024510490221183,0.45336333406955936,0.49795322010986,0
Aging,EIF4E,0.03289772726182541,0.1435351046299146,0.4911608428796596,0
Aging,CKM,0.03728020457472534,0.15488816746250872,0.5654192485616478,0
Aging,ENO1,0.9580315634774048,0.9804089430622784,0.9996846877336022,0
Aging,PYGL,0.01434497872888007,0.08197687572509456,0.09411117341342044,0
Aging,GPI,0.9328010519072304,0.9678933096483202,0.99955303792093,0
Aging,NPM1,0.953669516914397,0.979453821313377,0.999626645420725,0
Aging,TPM3,0.04249103364679461,0.16777165059654428,0.07992969041092093,0
Aging,EPHX1,0.6758755639850558,0.819703754936893,0.9730836328511888,0
Aging,DBI,0.6393493193791533,0.7989017341974803,0.9707391431607598,0
Aging,LDHB,0.07229467739077047,0.23176174779388764,0.3617705325769995,0
Aging,GPX1,0.407479108398106,0.6314875202367111,0.9407297251197476,0
Aging,P4HB,0.7547959085478996,0.8669228813087018,0.9929182180468956,0
Aging,H1-0,0.8940952648706095,0.9505977462198644,0.9972136447767966,0
Aging,CTSD,2.5304600308947205e-5,0.00152044498427759,0.00602266526284424,1
Aging,ANXA2,0.47170550020834656,0.6766689406126554,0.936590984040898,0
Aging,CAPN1,0.00406200582565968,0.0369800790102265,0.3513049565984489,0
Aging,TUBB,0.3916132825235331,0.61875487088429,0.927575184014746,0
Aging,CA3,1.1391027930978383e-6,2.395533173884754e-4,1.3663148945689284e-4,1
Aging,DCN,0.4838643613945932,0.6856918814102625,0.8930456921959599,0
Aging,PSAP,3.872436350205915e-6,4.5242964691572435e-4,1.832674225391682e-4,1
Aging,PFN1,0.7457486695117103,0.8615164021102142,0.9919807124199752,0
Aging,BPGM,0.7789551135895858,0.8820939193650728,0.9875872806358466,0
Aging,APRT,0.6752114176549401,0.8194644506135382,0.9833510302293824,0
