"test","Group","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p"
"paired_t_young","Young",14.7688449703674,9.64241430155066e-11,16,34.6428952706309,29.6702885832475,39.6155019580143,0.644086480755537
"paired_t_old","Old",1.87694637635175,0.097361685383249,8,12.5042713332305,-2.85839526473125,27.8669379311923,0.237257638742384
"unpaired_t_delta","Young vs Old",3.13448667481087,0.0105726137329648,10.0294265576391,-22.1386239374004,6.40771726946544,37.8695306053354,NA
