pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,module,Description
HALLMARK_E2F_TARGETS,0.3894058125652168,0.684150748148888,1.2228009259259258,5,32,,Hallmark,1.2690426275331936,blue,E2F Targets
HALLMARK_P53_PATHWAY,0.3990879364201847,0.684150748148888,1.2521481481481482,4,25,,Hallmark,1.3046902971715002,blue,p53 Pathway
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.07356824125530657,0.706255116050943,1.5008625063419583,14,73,,GO:BP,1.6536016949152543,blue,Response To Endoplasmic Reticulum Stress
HALLMARK_ESTROGEN_RESPONSE_LATE,0.4429299092695049,0.7087317645568961,1.150871459694989,5,34,,Hallmark,1.180221210149642,blue,Estrogen Response Late
HALLMARK_APICAL_JUNCTION,0.4528008495780169,0.7087317645568961,1.1179894179894179,6,42,,Hallmark,1.1407828282828283,blue,Apical Junction
GOBP_RECEPTOR_INTERNALIZATION,0.07550467687580827,0.7102554686598155,1.9564814814814817,6,24,,GO:BP,2.3042929292929295,blue,Receptor Internalization
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,0.07818997996812765,0.7102554686598155,1.6769841269841268,9,42,,GO:BP,1.8913270637408568,blue,Vesicle Mediated Transport In Synapse
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.07890498345456906,0.7102554686598155,1.7390946502057614,8,36,,GO:BP,1.9792802617230099,blue,Negative Regulation Of Cell Cycle
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Cardiac Muscle Cell Action Potential
GOBP_MEMBRANE_DOCKING,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Membrane Docking
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_PLATELET_AGGREGATION,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Platelet Aggregation
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Positive Regulation Of Protein Localization To Membrane
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.08434739035462965,0.7102554686598155,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Regulation Of Carbohydrate Biosynthetic Process
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.08455422245950184,0.7102554686598155,1.4961328976034858,13,68,,GO:BP,1.6444287230279448,blue,Mitotic Cell Cycle Phase Transition
GOBP_NUCLEAR_TRANSPORT,0.08455422245950184,0.7102554686598155,1.4961328976034858,13,68,,GO:BP,1.6444287230279448,blue,Nuclear Transport
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.4596414296848368,0.7185943478171392,1.1593964334705076,4,27,,Reactome,1.1899313501144164,blue,G Alpha I Signalling Events
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.08834722619431114,0.7191456762608128,1.637984496124031,9,43,,GO:BP,1.8346855983772818,blue,Leukocyte Mediated Immunity
GOBP_ACTION_POTENTIAL,0.08919086643358003,0.7191456762608128,1.8782222222222222,6,25,,GO:BP,2.1818181818181817,blue,Action Potential
GOBP_TELENCEPHALON_DEVELOPMENT,0.08919086643358003,0.7191456762608128,1.8782222222222222,6,25,,GO:BP,2.1818181818181817,blue,Telencephalon Development
GOBP_EPITHELIAL_CELL_DEVELOPMENT,0.09060664770349526,0.7191456762608128,1.7671445639187573,7,31,,GO:BP,2.0172686945500633,blue,Epithelial Cell Development
REACTOME_SIGNALING_BY_VEGF,0.4805207351253765,0.7477261906390205,1.173888888888889,3,20,,Reactome,1.206873760740251,blue,Signaling By Vegf
GOBP_HINDBRAIN_DEVELOPMENT,0.10126277699525306,0.7791822840550771,1.9564814814814815,5,20,,GO:BP,2.29937106918239,blue,Hindbrain Development
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.10126277699525306,0.7791822840550771,1.9564814814814815,5,20,,GO:BP,2.29937106918239,blue,Negative Regulation Of Cell Projection Organization
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.10126277699525306,0.7791822840550771,1.9564814814814815,5,20,,GO:BP,2.29937106918239,blue,Regulation Of DNA Binding Transcription Factor Activity
GOBP_SODIUM_ION_TRANSPORT,0.10126277699525306,0.7791822840550771,1.9564814814814815,5,20,,GO:BP,2.29937106918239,blue,Sodium Ion Transport
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.10208209990106876,0.7795360356081614,1.6475633528265106,8,38,,GO:BP,1.84529262086514,blue,Receptor Mediated Endocytosis
GOBP_LIPID_HOMEOSTASIS,0.10413555618057224,0.7833480644031107,1.805982905982906,6,26,,GO:BP,2.0715909090909093,blue,Lipid Homeostasis
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.5145384508246603,0.7895912632470593,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Detoxification Of Reactive Oxygen Species
REACTOME_OPIOID_SIGNALLING,0.5145384508246603,0.7895912632470593,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Opioid Signalling
REACTOME_PROTEIN_UBIQUITINATION,0.5145384508246603,0.7895912632470593,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Protein Ubiquitination
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.5179935306347209,0.7912469986301012,1.0794380587484036,4,29,,Reactome,1.0935338345864662,blue,Degradation Of The Extracellular Matrix
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,0.11090020200255653,0.8219662030777719,1.5651851851851852,9,45,,GO:BP,1.7308429118773947,blue,Regulation Of Organelle Assembly
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,0.1139883076516586,0.8266202454163444,2.0869135802469136,4,15,,GO:BP,2.504442925495557,blue,Cell Communication Involved In Cardiac Conduction
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,0.1139883076516586,0.8266202454163444,2.0869135802469136,4,15,,GO:BP,2.504442925495557,blue,Regulation Of Sodium Ion Transport
GOSLIM_WOUND_HEALING,0.38582089230079164,0.8417910377471817,1.1341921631776704,10,69,,GO Slim,1.1629726205997393,blue,Wound Healing
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.11830142463660433,0.8420855175457402,1.6600448933782266,7,33,,GO:BP,1.8600467973091548,blue,Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.11830142463660433,0.8420855175457402,1.6600448933782266,7,33,,GO:BP,1.8600467973091548,blue,Regulation Of Protein Localization To Plasma Membrane
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,0.11968348794868637,0.8420855175457402,1.343845866068088,17,99,,GO:BP,1.4430251614769112,blue,Cellular Component Disassembly
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.5604598382675873,0.8522060554479752,0.9889906389906389,23,182,,Reactome,0.9862246326993099,blue,Metabolism Of Amino Acids And Derivatives
REACTOME_MITOTIC_PROPHASE,0.5788111235268261,0.8761095642474231,1.0207729468599034,3,23,,Reactome,1.0241573033707865,blue,Mitotic Prophase
REACTOME_MUSCLE_CONTRACTION,0.5836491024434549,0.8766782323953167,0.9782407407407407,9,72,,Reactome,0.9742747673782156,blue,Muscle Contraction
REACTOME_RAB_GERANYLGERANYLATION,0.5895123678799025,0.8766782323953167,1.0434567901234568,2,15,,Reactome,1.0505166475315728,blue,Rab Geranylgeranylation
REACTOME_REGULATED_NECROSIS,0.5895123678799025,0.8766782323953167,1.0434567901234568,2,15,,Reactome,1.0505166475315728,blue,Regulated Necrosis
REACTOME_BIOLOGICAL_OXIDATIONS,0.5897174896593121,0.8766782323953167,0.9782407407407409,6,48,,Reactome,0.9745670995670995,blue,Biological Oxidations
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.1336219393742956,0.8853440980204255,1.6112200435729847,7,34,,GO:BP,1.7901703985354176,blue,Regulation Of Cell Projection Assembly
GOBP_REGULATION_OF_HEART_CONTRACTION,0.136370119347406,0.8853440980204255,1.498581560283688,9,47,,GO:BP,1.6379310344827587,blue,Regulation Of Heart Contraction
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,0.1374751803905179,0.8853440980204255,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Cerebral Cortex Development
GOBP_NEUROTRANSMITTER_SECRETION,0.1374751803905179,0.8853440980204255,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Neurotransmitter Secretion
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,0.1374751803905179,0.8853440980204255,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Protein DNA Complex Organization
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,0.1374751803905179,0.8853440980204255,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Regulation Of Chromosome Segregation
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.1374751803905179,0.8853440980204255,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Regulation Of Mitotic Nuclear Division
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,0.1396524916520314,0.8853440980204255,1.7786195286195285,5,22,,GO:BP,2.0266370699223084,blue,Myeloid Leukocyte Activation
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.1396524916520314,0.8853440980204255,1.7786195286195285,5,22,,GO:BP,2.0266370699223084,blue,Protein Transmembrane Transport
REACTOME_ION_HOMEOSTASIS,0.6088777318287221,0.9011390431065086,0.9782407407407409,3,24,,Reactome,0.9748528624933119,blue,Ion Homeostasis
GOBP_CILIUM_ORGANIZATION,0.1431856484314576,0.9020695851181828,1.5270099367660344,8,41,,GO:BP,1.6747628961369418,blue,Cilium Organization
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,0.6257699163022605,0.9060060092550121,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Antigen Processing Ub ATP Independent Proteasomal Degradation
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.6257699163022605,0.9060060092550121,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Collagen Biosynthesis And Modifying Enzymes
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.6257699163022605,0.9060060092550121,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Map2k And Mapk Activation
REACTOME_MTOR_SIGNALLING,0.6257699163022605,0.9060060092550121,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Mtor Signalling
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.6257699163022605,0.9060060092550121,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Rho Gtpases Activate Paks
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,0.14673329841473656,0.9061715013341655,1.2818326947637293,19,116,,GO:BP,1.3625498007968126,blue,Membraneless Organelle Assembly
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.14969476729874884,0.9061715013341655,1.381045751633987,12,68,,GO:BP,1.48421926910299,blue,Protein Localization To Plasma Membrane
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.14987202289597504,0.9061715013341655,1.5651851851851852,7,35,,GO:BP,1.7252851711026616,blue,Regulation Of Intracellular Protein Transport
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,0.14987202289597504,0.9061715013341655,1.5651851851851852,7,35,,GO:BP,1.7252851711026616,blue,Vesicle Mediated Transport To The Plasma Membrane
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,0.15206224510370972,0.9061715013341655,1.3564938271604938,13,75,,GO:BP,1.4530563574745827,blue,Establishment Of Organelle Localization
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.15604426492826096,0.9061715013341655,1.6191570881226054,6,29,,GO:BP,1.7984189723320159,blue,Extrinsic Apoptotic Signaling Pathway
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.15604426492826096,0.9061715013341655,1.6191570881226054,6,29,,GO:BP,1.7984189723320159,blue,Positive Regulation Of Cell Cycle Process
GOBP_HEMOSTASIS,0.15847874689341765,0.9061715013341655,1.490652557319224,8,42,,GO:BP,1.6246070947462954,blue,Hemostasis
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.16091639853265116,0.9061715013341655,1.7012882447665054,5,23,,GO:BP,1.9129979035639413,blue,Cell Cycle Checkpoint Signaling
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.1627153191879801,0.9061715013341655,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Positive Regulation Of Reactive Oxygen Species Metabolic Process
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.1627153191879801,0.9061715013341655,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Regulation Of Establishment Of Protein Localization To Mitochondrion
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.1627153191879801,0.9061715013341655,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Regulation Of Postsynaptic Membrane Neurotransmitter Receptor Levels
GOBP_T_CELL_MEDIATED_IMMUNITY,0.1627153191879801,0.9061715013341655,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,T Cell Mediated Immunity
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.6312942755924046,0.910047592087752,0.9391111111111111,6,50,,Reactome,0.9292355371900827,blue,Metabolism Of Vitamins And Cofactors
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.16700199793355597,0.9249341424012331,1.5217078189300413,7,36,,GO:BP,1.6648747869411302,blue,Positive Regulation Of Small Molecule Metabolic Process
REACTOME_CDC42_GTPASE_CYCLE,0.659501942912716,0.9385219956834805,0.9206971677559912,2,17,,Reactome,0.909452736318408,blue,Cdc42 Gtpase Cycle
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.659501942912716,0.9385219956834805,0.9206971677559912,2,17,,Reactome,0.909452736318408,blue,Iron Uptake And Transport
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0.6703303229660826,0.9485274518335498,0.902991452991453,6,52,,Reactome,0.8878458498023716,blue,Sars Cov 1 Host Interactions
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.672229665563717,0.9485274518335498,0.8943915343915345,4,35,,Reactome,0.8789716226048994,blue,Metabolism Of Nucleotides
REACTOME_RHOG_GTPASE_CYCLE,0.6902248686579935,0.9645100153819469,0.8695473251028807,3,27,,Reactome,0.8515917602996255,blue,Rhog Gtpase Cycle
REACTOME_PLATELET_HOMEOSTASIS,0.6907595901856922,0.9645100153819469,0.8695473251028807,2,18,,Reactome,0.8521455223880597,blue,Platelet Homeostasis
REACTOME_SELENOAMINO_ACID_METABOLISM,0.6922459269558118,0.9645100153819469,0.8995317156236696,10,87,,Reactome,0.8821178821178821,blue,Selenoamino Acid Metabolism
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.17623855874278493,0.9654808000691697,1.304320987654321,14,84,,GO:BP,1.38515625,blue,Regulation Of Supramolecular Fiber Organization
GOBP_STEROID_METABOLIC_PROCESS,0.17969094041611874,0.9694937690969558,1.4086666666666665,9,50,,GO:BP,1.5155592935239697,blue,Steroid Metabolic Process
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.18339316738971503,0.9694937690969558,1.630401234567901,5,24,,GO:BP,1.8113207547169812,blue,Primary Alcohol Metabolic Process
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,0.18558862577532978,0.9694937690969558,1.3450810185185187,11,64,,GO:BP,1.434399358927661,blue,Regulation Of Membrane Potential
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,Cell Cycle G2 M Phase Transition
GOBP_DITERPENOID_METABOLIC_PROCESS,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,Diterpenoid Metabolic Process
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,DNA Templated Transcription Initiation
GOBP_NEURON_MIGRATION,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,Neuron Migration
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,Regulation Of Mononuclear Cell Migration
GOBP_T_CELL_PROLIFERATION,0.1894744766985122,0.9694937690969558,1.7390946502057614,4,18,,GO:BP,1.9645542427497316,blue,T Cell Proliferation
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.7196221196878427,0.9861488306833401,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Rho Gtpases Activate Pkns
REACTOME_SEMAPHORIN_INTERACTIONS,0.7196221196878427,0.9861488306833401,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Semaphorin Interactions
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0.7196221196878427,0.9861488306833401,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Toll Like Receptor 9 Tlr9 Cascade
GOSLIM_DNA_REPLICATION,0.4952770937638276,0.9905541875276552,1.0869341563786008,5,36,,GO Slim,1.1028606208155813,blue,DNA Replication
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,0.5815242408154042,0.9999991762134297,0.9782407407407409,12,96,,GO Slim,0.9739756367663345,blue,Amino Acid Metabolic Process
GOSLIM_CYTOPLASMIC_TRANSLATION,0.7321794667805877,0.9999991762134297,0.8893097643097643,15,132,,GO Slim,0.8677727501256913,blue,Cytoplasmic Translation
GOSLIM_GLYCOPROTEIN_METABOLIC_PROCESS,0.8132857927468351,0.9999991762134297,0.6805152979066023,2,23,,GO Slim,0.6474769012082445,blue,Glycoprotein Metabolic Process
GOSLIM_MUSCLE_SYSTEM_PROCESS,0.8581182516159414,0.9999991762134297,0.8189922480620155,18,172,,GO Slim,0.7833951762523191,blue,Muscle System Process
GOSLIM_KETONE_METABOLIC_PROCESS,0.9077498951192825,0.9999991762134297,0.6137981118373276,4,51,,GO Slim,0.5746280595104784,blue,Ketone Metabolic Process
GOSLIM_RIBOSOME_BIOGENESIS,0.9878095253885253,0.9999991762134297,0.3912962962962963,3,60,,GO Slim,0.352059925093633,blue,Ribosome Biogenesis
GOSLIM_DNA_RECOMBINATION,0.9894177757776026,0.9999991762134297,0.2371492704826038,1,33,,GO Slim,0.210385687732342,blue,DNA Recombination
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,0.9894177757776026,0.9999991762134297,0.2371492704826038,1,33,,GO Slim,0.210385687732342,blue,Extracellular Matrix Organization
GOSLIM_CYTOKINESIS,0.9954101307115761,0.9999991762134297,0.200664767331434,1,39,,GO Slim,0.17657992565055763,blue,Cytokinesis
GOSLIM_DETOXIFICATION,0.9959866171550494,0.9999991762134297,0.2794973544973545,2,56,,GO Slim,0.24723604201216143,blue,Detoxification
GOSLIM_MITOCHONDRION_ORGANIZATION,0.999975837527135,0.9999991762134297,0.24648585593467484,4,127,,GO Slim,0.21028180206614097,blue,Mitochondrion Organization
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.9999991762134297,0.9999991762134297,0.29813051146384484,8,210,,GO Slim,0.24805381301488927,blue,Generation Of Precursor Metabolites And Energy
GOBP_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS,2.6942362866283347e-9,2.715790176921361e-6,6.577431906614787,12,15,,GO:BP,30.253061224489795,brown,Proteasomal Ubiquitin Independent Protein Catabolic Process
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,9.617920865310151e-9,3.2027676481482803e-6,6.166342412451362,12,16,,Reactome,22.677551020408163,brown,Antigen Processing Ub ATP Independent Proteasomal Degradation
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,1.7641680008116378e-7,3.7047528017044395e-6,5.652480544747082,11,16,,KEGG,16.553658536585367,brown,Reference Glycolysis
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,6.95464531931736e-7,7.265590982940752e-6,3.7585325180655924,16,35,,KEGG,6.418868748635073,brown,Variant Mutation Caused Aberrant Sod1 To 26s Proteasome Mediated Protein Degradation
REACTOME_GLUCOSE_METABOLISM,1.1059198374210012e-7,1.5188904276116414e-5,4.404530294608116,15,28,,Reactome,8.787349014621743,brown,Glucose Metabolism
REACTOME_HEDGEHOG_OFF_STATE,1.8244930061401098e-7,1.5188904276116414e-5,3.5503183586841174,19,44,,Reactome,5.846890756302521,brown,Hedgehog Off State
REACTOME_SIGNALING_BY_NOTCH,1.8244930061401098e-7,1.5188904276116414e-5,3.5503183586841174,19,44,,Reactome,5.846890756302521,brown,Signaling By Notch
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.638929019377891e-7,1.7575267269056754e-5,3.3558326054157073,20,49,,Reactome,5.3164556962025316,brown,Nuclear Events Mediated By Nfe2l2
GOBP_T_CELL_SELECTION,6.174257062026431e-8,2.4796428688292127e-5,6.029312581063554,11,15,,GO:BP,20.703252032520325,brown,T Cell Selection
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS,7.379889490563133e-8,2.4796428688292127e-5,3.574691253594992,20,46,,GO:BP,5.939629990262902,brown,Ribonucleotide Catabolic Process
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,6.95464531931736e-7,3.308424130475258e-5,3.7585325180655924,16,35,,Reactome,6.418868748635073,brown,Degradation Of Gli1 By The Proteasome
REACTOME_GLUCONEOGENESIS,1.0357771188347043e-6,3.37998585958296e-5,5.481193255512322,10,15,,Reactome,14.987854251012147,brown,Gluconeogenesis
REACTOME_NEDDYLATION,1.0371630206795948e-6,3.37998585958296e-5,2.779196580259769,24,71,,Reactome,3.9645694457127205,brown,Neddylation
GOBP_LYMPHOCYTE_HOMEOSTASIS,1.8931970439527326e-7,3.816685240608709e-5,5.192709399959042,12,19,,GO:BP,12.937609329446063,brown,Lymphocyte Homeostasis
GOBP_CILIUM_MOVEMENT,2.767331239508426e-7,3.984956984892134e-5,4.42711762945226,14,26,,GO:BP,8.853223593964335,brown,Cilium Movement
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,1.6824614010720222e-6,4.222149957885218e-5,3.4090348296479074,17,41,,Reactome,5.406944444444444,brown,Transcriptional Regulation By Runx2
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,2.26625255829464e-6,4.222149957885218e-5,3.217222128235493,18,46,,Reactome,4.916915720263001,brown,Regulation Of Mrna Stability By Proteins That Bind Au Rich Elements
REACTOME_PROTEASOME_ASSEMBLY,2.703056903761479e-6,4.222149957885218e-5,3.461806266639361,16,38,,Reactome,5.534515277253867,brown,Proteasome Assembly
REACTOME_UCH_PROTEINASES,2.703056903761479e-6,4.222149957885218e-5,3.461806266639361,16,38,,Reactome,5.534515277253867,brown,Uch Proteinases
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,3.7181017091945984e-6,4.222149957885218e-5,3.2504750701294003,17,43,,Reactome,4.985576923076923,brown,Signaling By The B Cell Receptor Bcr
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,4.29542082822333e-6,4.222149957885218e-5,3.7130663988954438,14,31,,Reactome,6.232389251997095,brown,Formation Of Paraxial Mesoderm
REACTOME_GASTRULATION,4.29542082822333e-6,4.222149957885218e-5,3.7130663988954438,14,31,,Reactome,6.232389251997095,brown,Gastrulation
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,4.310903860903825e-6,4.222149957885218e-5,3.523624235686493,15,35,,Reactome,5.690082644628099,brown,Cyclin A Cdk2 Associated Events At S Phase Entry
REACTOME_SIGNALING_BY_NOTCH4,4.310903860903825e-6,4.222149957885218e-5,3.523624235686493,15,35,,Reactome,5.690082644628099,brown,Signaling By Notch4
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,4.310903860903825e-6,4.222149957885218e-5,3.523624235686493,15,35,,Reactome,5.690082644628099,brown,Tnfr2 Non Canonical Nf Kb Pathway
REACTOME_INTERLEUKIN_1_SIGNALING,5.403835754113257e-6,5.042044390518188e-5,3.1766006367173683,17,44,,Reactome,4.798302469135803,brown,Interleukin 1 Signaling
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,6.592612443329439e-6,5.042044390518188e-5,3.4257457846952013,15,36,,Reactome,5.416174734356552,brown,Apc C Mediated Degradation Of Cell Cycle Proteins
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,6.8135735007002534e-6,5.042044390518188e-5,3.5970330739299614,14,32,,Reactome,5.88294467306813,brown,Transcriptional Regulation By Runx3
GOBP_INTERLEUKIN_2_PRODUCTION,4.4634145273686216e-7,5.623902304484463e-5,5.319981689173724,11,17,,GO:BP,13.787262872628727,brown,Interleukin 2 Production
REACTOME_MAPK6_MAPK4_SIGNALING,8.890085734847301e-6,6.279093346628855e-5,3.2085033690803835,16,41,,Reactome,4.862406639004149,brown,Mapk6 Mapk4 Signaling
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,9.179577855959156e-6,6.279093346628855e-5,2.9598443579766536,18,50,,Reactome,4.292887029288703,brown,Beta Catenin Independent Wnt Signaling
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,6.299858265242445e-7,6.54792223843742e-5,3.9782854273879753,15,31,,GO:BP,7.128099173553719,brown,Regulation Of Cell Cycle G1 S Phase Transition
GOBP_GLUCOSE_CATABOLIC_PROCESS,1.0249353953501203e-6,6.54792223843742e-5,5.024427150886295,11,18,,GO:BP,11.811265969802555,brown,Glucose Catabolic Process
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,1.0249353953501203e-6,6.54792223843742e-5,5.024427150886295,11,18,,GO:BP,11.811265969802555,brown,T Cell Differentiation In Thymus
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,1.0357771188347043e-6,6.54792223843742e-5,5.481193255512322,10,15,,GO:BP,14.987854251012147,brown,Negative Regulation Of Lymphocyte Differentiation
