uniprot_id,protein,gene,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S05_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC_Training_Young,CI.L_Training_Young,CI.R_Training_Young,average_intensity_Training_Young,t_Training_Young,B_Training_Young,P.Value_Training_Young,adj.P.Val_Training_Young,pi_score_Training_Young,sig_pi_Training_Young,logFC_Training_Old,CI.L_Training_Old,CI.R_Training_Old,average_intensity_Training_Old,t_Training_Old,B_Training_Old,P.Value_Training_Old,adj.P.Val_Training_Old,pi_score_Training_Old,sig_pi_Training_Old,logFC_Aging,CI.L_Aging,CI.R_Aging,average_intensity_Aging,t_Aging,B_Aging,P.Value_Aging,adj.P.Val_Aging,pi_score_Aging,sig_pi_Aging,logFC_Interaction,CI.L_Interaction,CI.R_Interaction,average_intensity_Interaction,t_Interaction,B_Interaction,P.Value_Interaction,adj.P.Val_Interaction,pi_score_Interaction,sig_pi_Interaction
A0A0U1RRL7,MMPOS_HUMAN,MMP24OS,Protein MMP24OS,NA,16.519814329372068,16.929200585748344,17.11286669561685,16.05472672345627,17.26473337537808,15.129691742082242,NA,16.339496065983724,16.324401807095516,16.448378388973815,16.3368210383219,16.9356611005649,16.18815660854579,17.797398885787704,14.833178910942843,17.182687880313487,16.600395913257646,17.229975999610605,17.156859197298182,16.130584727155675,16.347360294309,NA,16.792349311929883,16.541296685311238,16.394005024056856,16.00403929851002,15.12281794222086,15.739398924258042,16.36456584136432,NA,NA,15.893149275907351,15.786189800478086,NA,NA,NA,NA,NA,16.30632739738635,16.461987247959396,16.490436263405687,NA,NA,15.778138004802424,16.045972668317116,15.870777223061983,NA,15.057371598764483,16.430708830729536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2747014829903982,-1.0393668682681438,0.48996390228734754,16.322754638061575,-0.727846750789474,-5.31237135122342,0.47127917473284675,0.7249117996074258,0.8132967756739126,0,-0.21892147572280507,-0.6408267420604618,0.2029837906148516,16.322754638061575,-1.0512930547074748,-5.168222003306911,0.29992800685002396,0.8302613387083126,0.7682592439916173,0,0.4257448043041663,-0.17746685615547209,1.0289564647638048,16.322754638061575,1.42998013108681,-5.0815264144808605,0.1610960726840649,0.3735628901546273,0.45964288140604376,0,0.055780007267593135,-0.8175568150440581,0.9291168295792444,16.322754638061575,0.12940384166004387,-5.191760201471713,0.8977375796195044,0.9857695289581763,0.9940006616586863,0
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,16.573276748734642,17.044755752894165,17.1469058693449,17.03094214020172,16.696416070152168,16.995731699260663,16.82238282540044,16.873412191064237,16.670976740397176,17.379249388023478,17.128974091190845,16.914843674984322,16.9399133499958,17.182636169354478,16.839086046564436,17.0912731484199,16.802248935912367,17.57452053387053,NA,16.609870882334953,16.88986856436954,17.133282804122583,16.592275606708373,17.121161115479342,17.08274658075545,17.34859477647598,NA,17.3522017608711,16.798849163637374,17.25064688440055,NA,NA,17.235755944270416,NA,NA,16.99229215534779,17.730126297244528,17.32633180572853,NA,17.017465404308567,16.941589104424416,NA,NA,NA,NA,NA,16.801196648850418,NA,17.965141032955405,17.34438279119406,NA,17.14136703964372,17.035254543707996,NA,16.99815944757595,17.6948165048736,NA,18.01974862532365,NA,NA,16.709695795511806,17.47430838491067,0.13384724777912282,-0.15816258879818695,0.4258570843564326,17.09806079638167,0.9237296611602646,-5.409382889158067,0.36065658847902293,0.6587227687850393,0.8724051758414738,0,0.1015207334897994,-0.1113421946288374,0.3143836616084362,17.09806079638167,0.9611421866773876,-5.262311611316052,0.3417239779921595,0.853915393280927,0.8967231669979839,0,-0.2325918862879952,-0.5491324756131577,0.08394870303716728,17.09806079638167,-1.4808057055691588,-4.995099192877169,0.14577189780044472,0.3548639927871453,0.6389653583507556,0,-0.03232651428932343,-0.3936855750933209,0.32903254651467406,17.09806079638167,-0.18028220202249265,-5.34499333940002,0.8577573715933952,0.9844707348266232,0.9950522939249299,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,NA,15.87286024117874,16.973082253740063,17.81448514182148,NA,17.28155550553696,NA,NA,NA,16.792019235253342,17.30508361894578,NA,16.585976378235344,NA,16.52887344523498,NA,16.17256693798351,16.969323862301646,17.14626021025454,16.69120735839343,17.279325463199797,16.918130300903258,15.812085653345015,16.104605179080135,16.95063910086394,16.76773832723848,17.227643150966212,NA,16.828137572195743,16.803155350123827,16.212662505397955,NA,16.753268315185682,NA,NA,NA,NA,17.26805818196178,17.446347349261536,17.26816421061556,17.33483961862295,17.05022267700457,NA,17.680704731956695,17.053410975826438,17.14469579887869,16.824263157719663,16.961608248643763,16.985744494413606,17.37104859729466,NA,NA,17.11039280088116,17.126340348103053,16.170313851892054,17.71092022305837,17.38070591451412,16.94819120544895,17.358558550606077,18.03322807856365,17.332560391295008,17.738134346201214,0.09872229687480427,-0.22080233715145114,0.4182469309010597,17.001980863558746,0.622260555487803,-5.819705819873723,0.536905659973285,0.7714796691660027,0.9404482625046833,0,-0.1268788716183913,-0.46931352532889725,0.21555578209211468,17.001980863558746,-0.7462304508607889,-5.291740933471585,0.45940247856376437,0.8809382632981106,0.9060235188698101,0,-0.2544595753998209,-0.6765910363444818,0.16767188554484003,17.001980863558746,-1.2140384587173247,-5.344956771266976,0.2310554770268957,0.4639368561686546,0.6887974198489256,0,-0.22560116849319556,-0.693957319100238,0.24275498211384677,17.001980863558746,-0.9701222919802767,-5.017383386398016,0.33716244562840747,0.847417479684924,0.7824921164502826,0
A1L4K1,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2,17.800322311262203,17.694327514708668,16.93136177883352,18.171570364116505,17.543283866790247,17.90721833017924,17.89802815406261,17.277784598619167,17.912376624500407,17.850800538411452,16.31979469879244,18.45979379396425,17.989313962233407,17.43692431730436,17.634211212662986,17.418175197289106,17.9636310606534,17.589626752951325,17.919437542388096,17.76295541163806,17.875188996531822,18.154415671443186,17.33952964994464,17.96157261424781,17.66846019012769,18.02107654551248,18.03494449614845,17.426417655427393,18.001455862868287,17.64283868253368,18.072652647856295,18.86038762748695,18.138258712340505,18.66378138633288,NA,NA,NA,18.504802562762492,18.666725572666333,17.481419633991656,18.015735150244975,18.29653252978035,NA,18.115264740062983,18.424171498594088,17.776633703587013,18.096958462506777,18.33480765952275,18.181183091076555,18.49965393924635,NA,NA,18.875162799729043,18.85869741411898,18.522440082015912,17.971067555164396,18.241881510698253,18.0811150602718,18.564337831402295,18.117802195076496,18.1208078646995,17.610025028058335,0.019895173879412198,-0.24154771259822272,0.2813380603570471,17.976770440275736,0.15243719274158715,-6.040314960939626,0.8793892824482896,0.9496825602056892,0.9974461873996112,0,0.13017428421758837,-0.11043748774070103,0.3707860561758778,17.976770440275736,1.0837481266464941,-5.179397725436933,0.2831142543976472,0.8302613387083126,0.8485149748118597,0,-0.6161026283759874,-0.9155858753706222,-0.3166193813813526,17.976770440275736,-4.120980517419251,0.9938644757969213,1.2562653583850282e-4,0.0037086368889789,0.003950333736669758,-1,0.11027911033817617,-0.24503259464023486,0.4655908153165872,17.976770440275736,0.6217327893698408,-5.3352646533467905,0.5366371807661955,0.9332592080153153,0.9336614651925735,0
A2RTX5,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic",NA,15.331233611537575,15.570731591736546,15.263988379009762,15.802051063135748,15.9937997619635,14.9972693009792,NA,15.325928995594404,15.804275448860574,14.57349440855904,15.59968150448156,15.744074684523268,15.944346769211686,16.02959899182342,15.120718778468325,15.692462595466036,15.324521745717131,16.00969348652664,15.893793383666027,15.612984580933356,15.856198521181398,15.042147246583763,15.297736879146022,15.721696979819026,15.724133886097258,15.269779562198403,15.17800127279616,15.331797932826948,15.154282217873362,NA,NA,16.40470842829027,NA,NA,NA,NA,14.858100429494296,14.848063950470593,15.357276411572142,NA,NA,NA,15.67061011574974,NA,NA,15.889332406487778,NA,15.244372332125907,15.85533937799008,NA,NA,15.238448768188851,15.50115341538752,NA,15.16521456667204,NA,15.394854528897254,NA,NA,NA,NA,-0.005106421103228342,-0.4316266383547776,0.4214137961483209,15.490947457801061,-0.02419544597215426,-5.690811160473717,0.9808167848371463,0.9943261393835701,0.99990109555445,0,-0.03781339697498254,-0.31249671514283833,0.23686992119287326,15.490947457801061,-0.27820827023329486,-5.640372204708065,0.7822828608008878,0.9641132447224058,0.9907583098704058,0,0.06076599698561935,-0.3842458872172321,0.5057778811884708,15.490947457801061,0.2759596882211277,-5.908540426154856,0.7839970888685194,0.8861425783452404,0.9853213930656987,0,-0.032706975871754196,-0.5400238600812316,0.4746099083377232,15.490947457801061,-0.13029198513642679,-5.286732584010884,0.8969872236209236,0.9857695289581763,0.9964506189277088,0
A3KMH1,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8,NA,21.697560086451578,21.732292596151176,22.38917296008686,NA,22.458506038348283,NA,NA,21.53086929500874,21.4718194566208,20.935632470337172,NA,NA,21.841249594800892,21.74449499867637,20.872076945694392,22.053064845589937,21.79290473394396,21.42526268036695,21.4657998422546,21.7168192905104,21.53511571118238,21.41352976528611,20.815066400062356,22.056987410888603,NA,NA,20.841844680388704,21.437082011152793,21.426081308169277,NA,NA,21.356315805976877,NA,NA,NA,NA,21.3553183436471,NA,20.56585468945103,NA,NA,NA,NA,NA,NA,20.739624581122325,NA,NA,NA,NA,NA,21.07927459222005,21.517705570486683,NA,NA,NA,NA,NA,NA,NA,NA,0.0359557587375825,-0.56513655208897,0.637048069564135,21.47383309660273,0.12251524338159253,-5.402860920557832,0.9033637302604278,0.957019494131775,0.9963524844789049,0,-0.2903825332066461,-0.6069976775933871,0.0262326111800949,21.47383309660273,-1.8784586835958537,-4.102423219302625,0.07073906549510073,0.5705200492995671,0.4634054731118362,0,0.6654155561587629,0.09468376941751078,1.236147342900015,21.47383309660273,2.387941759864731,-3.342728917592916,0.023910076780630857,0.11654772309814482,0.08338396738268056,0,-0.3263382919442286,-1.0057182414495416,0.3530416575610843,21.47383309660273,-0.9838256760059424,-4.7873360982715125,0.3336038173586011,0.8464028340093782,0.6988951435069886,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,19.076675735031355,NA,20.66665042496193,20.844812495593267,18.853880435526587,19.510809077223787,19.231463499212033,NA,NA,19.9336901598046,19.442252167149796,19.29854227155685,NA,20.78814577964305,19.45365921427655,20.574744634179627,20.244236323111274,20.57691496680408,20.016635312902345,20.07463461428475,20.649100422623352,20.637817369481365,18.891985163025456,18.839750114184813,20.838364163848556,20.547879445325968,20.70262411937866,19.64717580404816,19.5322488043756,19.97461436119705,NA,20.456792868277542,20.54411423621047,NA,19.24371961787382,19.81251490579037,20.81658295165261,21.106062410670397,20.575475656299773,NA,19.6594493821551,19.27133788522396,19.78133958503123,NA,19.657064888983687,19.984650455400654,19.980181725068643,20.972278848022036,20.754109203780857,20.81642766674302,20.45119507118522,22.16272436987464,20.375300718198663,21.30715930117961,NA,20.61270443648205,21.095890850712895,20.556370308255104,20.805137575618694,20.45971939620696,20.510401421229968,21.39258479915793,0.7767492092318307,0.36001926222948427,1.193479156234177,20.226615045547863,3.738414001822591,-0.12045606921321905,4.5491684625601153e-4,0.017649088757524894,0.002535428332522992,1,0.45209469950686554,0.028388552295275704,0.8758008467184554,20.226615045547863,2.1400599327871404,-3.6875410273259233,0.03696460755650082,0.48937420695870587,0.2251664533216922,0,-0.37090841788945994,-0.8918856882454843,0.15006885246656443,20.226615045547863,-1.427937501806598,-5.189131098825479,0.15916771501947202,0.3707296699772423,0.5057795829743511,0,-0.3246545097249651,-0.9189530440605866,0.2696440246106564,20.226615045547863,-1.0956657005004422,-4.9758663173111595,0.2781719316872192,0.8215684414006164,0.6600757972251644,0
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,NA,20.510032762926603,20.787093963835975,20.176069823651957,20.482004693670085,20.92429851431081,20.12213478859308,20.601900896431808,20.81284951744719,20.74191978312646,20.154738641589248,NA,21.034189121228028,20.923551033177628,20.892822100571355,20.89575105195649,20.902874519336052,20.19040641145496,NA,20.155717790036523,20.922829329763015,NA,20.07700311620963,20.849454169282023,20.70642649986448,20.837330068424805,NA,20.74067542879992,21.167176012783127,20.804508042918325,NA,NA,20.665962891008075,NA,NA,20.665929244317834,NA,NA,NA,NA,NA,21.58903808275342,NA,21.570237269629686,NA,NA,20.568586385309416,NA,20.64615495440503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4414611209481798,-0.9773312419063676,0.09440900001000796,20.71353764221978,-1.680026205419726,-4.277059175744142,0.10297933653185298,0.35065196596098286,0.3665789710270232,0,0.03216537806911646,-0.21238420306388542,0.2767149592021183,20.71353764221978,0.26822847086917667,-5.596250159478506,0.7902959615297982,0.9689096328574124,0.9924585307015421,0,-0.4825504810736376,-0.893520663832445,-0.07158029831483026,20.71353764221978,-2.394504050509474,-3.3793118516642147,0.0228594604952695,0.1122094360610887,0.1614977579690126,0,0.47362649901729625,-0.11540769707667375,1.0626606951112663,20.71353764221978,1.6397537061772027,-4.266980269850839,0.11114175939759773,0.7195120774077627,0.3532662844408831,0
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,23.604279309380427,22.97824494718948,22.74682652438285,23.3114302824024,22.529105928976495,23.21481614748516,22.941289300543065,22.823424340380544,23.18888511869498,23.084373396030575,23.094669478465,23.2143741787285,23.100091874665715,23.26333783598545,22.83263992709812,23.681760164859828,22.785872994701712,22.803570011671283,23.389290487549665,22.85204825890951,22.700246913802022,22.843996392325835,22.83713003698059,23.188261847716657,23.229478912588252,22.805793115169983,23.32400644139851,23.134229812608815,23.196813665468788,23.039600279459343,22.82556265465462,23.349577783548533,22.67576003782432,22.53814243159082,23.085842638563225,22.661031126151087,23.247755826482404,22.911176234357914,23.18654905515806,22.344358044562735,23.12217703097748,22.757065102888554,23.22634859779036,23.07171546584299,22.90899267491309,23.19473925300577,22.926563227595892,23.40639187405775,22.977252964634157,22.76452384387661,22.893101769483355,23.108307555016392,23.03297809334295,23.02704881328272,23.084039319490035,22.794649640750706,23.010474009569773,22.911508262967097,23.295380881269683,22.858522391684005,23.122631329158196,22.89704297697269,0.06724843951458226,-0.08320319794894784,0.21770007697811236,23.015437078017477,0.8934725735687128,-5.767780559339879,0.3750550117178454,0.6698552852079166,0.9361782597253637,0,-0.007712617013194034,-0.16174115756012708,0.146315923533739,23.015437078017477,-0.10009133898812636,-5.7017153986033415,0.9205943657081694,0.9944612666153207,0.999362094257666,0,0.11970073397165848,-0.05855675775467947,0.29795822569799646,23.015437078017477,1.3422856757575405,-5.426080552194408,0.18439197629133688,0.4038511831835341,0.8167869320374559,0,-0.07496105652777629,-0.2902759109119448,0.14035379785639227,23.015437078017477,-0.6959173114946688,-5.336991645123056,0.4890779813893742,0.9232845404866145,0.9477972734555273,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,21.339150049569906,21.831511259268854,21.675268599435036,21.239587168908656,21.7757001841642,21.291281703930764,22.00416503600969,21.65485928041606,21.82863333752572,21.515992006655004,20.90208929251248,21.93282615179424,21.328995489357904,21.822687140126217,21.445757299705203,21.77962490540884,21.07720720495878,21.683706145628,20.88212231780053,21.56161564888411,21.197753857820636,21.61198861223118,21.32125404516171,21.544990550914257,20.884220302449005,21.44786368959442,21.951809554382063,22.213910404310184,21.365800779588056,21.088240925020383,21.81417851142308,22.274674056682937,21.38224773142513,22.263228860146803,20.929429547513703,22.078540797036077,22.332420186056417,21.963752670700583,21.96277203748742,21.527957033465736,20.775830647586716,21.873130981375443,22.04584943876108,21.71633760345294,21.907123241296397,22.68336284918559,21.548400945659058,22.090537716669104,20.57953346729403,22.134763745360377,21.410674227941815,21.74248320286816,21.57439109299224,21.73720453398944,22.34955171952768,21.561126970072948,21.787506349131572,21.978866531251477,20.89760838979924,21.9328139101632,21.53606955895193,22.233786557654433,-0.16343272430518851,-0.4160793908738369,0.08921394226345986,21.642367226717024,-1.2930680503300773,-5.352206383650792,0.20077917102786075,0.49837957737365907,0.769203781245544,0,-0.13175967034849378,-0.39041286935438413,0.12689352865739656,21.642367226717024,-1.0182644433826837,-5.240853849290573,0.31250455008809674,0.8379899081980174,0.8579113994920036,0,-0.26846764804106016,-0.5678074347978815,0.03087213871576122,21.642367226717024,-1.7927653373698966,-4.760174071604618,0.0778827869527747,0.24219928998963763,0.5039505255706994,0,0.03167305395669473,-0.32989549484730524,0.3932416027606947,21.642367226717024,0.17510366168975644,-5.532078040714734,0.8615680736192581,0.9844707348266232,0.9952917951896506,0
