pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,set,n_genes
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.8724492473309026,0.987689650806767,0.7912038086601678,10,33,,Hallmark,0.6966403162055336,NA,NA,NA,"discordant, all 802",802
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.8867466146075684,0.987689650806767,0.6962593516209475,4,15,,Hallmark,0.583732057416268,NA,NA,NA,"discordant, all 802",802
HALLMARK_PEROXISOME,0.8965483266591385,0.987689650806767,0.7762350879557861,11,37,,Hallmark,0.6771370222697657,NA,NA,NA,"discordant, all 802",802
HALLMARK_ALLOGRAFT_REJECTION,0.8986193820909529,0.987689650806767,0.7459921624510153,8,28,,Hallmark,0.6408060453400504,NA,NA,NA,"discordant, all 802",802
HALLMARK_ANDROGEN_RESPONSE,0.8986193820909529,0.987689650806767,0.7459921624510153,8,28,,Hallmark,0.6408060453400504,NA,NA,NA,"discordant, all 802",802
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.9041951164408583,0.987689650806767,0.712083427794151,6,22,,Hallmark,0.6011306532663316,NA,NA,NA,"discordant, all 802",802
HALLMARK_GLYCOLYSIS,0.906141816708543,0.987689650806767,0.815928927680798,20,64,,Hallmark,0.7254126947221576,NA,NA,NA,"discordant, all 802",802
HALLMARK_MITOTIC_SPINDLE,0.9169494469714566,0.987689650806767,0.7459921624510153,10,35,,Hallmark,0.6398989898989899,NA,NA,NA,"discordant, all 802",802
HALLMARK_INFLAMMATORY_RESPONSE,0.9427944345349104,0.987689650806767,0.5221945137157107,2,10,,Hallmark,0.40125,NA,NA,NA,"discordant, all 802",802
HALLMARK_APOPTOSIS,0.9587191965060613,0.987689650806767,0.6870980443627772,10,38,,Hallmark,0.56998556998557,NA,NA,NA,"discordant, all 802",802
HALLMARK_HYPOXIA,0.9622146983765774,0.987689650806767,0.7329045806536291,16,57,,Hallmark,0.6211133867063862,NA,NA,NA,"discordant, all 802",802
HALLMARK_FATTY_ACID_METABOLISM,0.9737030464752439,0.987689650806767,0.7549800198299432,24,83,,Hallmark,0.64467779181735,NA,NA,NA,"discordant, all 802",802
HALLMARK_MTORC1_SIGNALING,0.9852358884960457,0.987689650806767,0.728643507510294,24,86,,Hallmark,0.6119910440335019,NA,NA,NA,"discordant, all 802",802
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.9876200746656132,0.987689650806767,0.540201221085218,6,29,,Hallmark,0.41588376665938387,NA,NA,NA,"discordant, all 802",802
HALLMARK_HEME_METABOLISM,0.987689650806767,0.987689650806767,0.6243630055296541,11,46,,Hallmark,0.4994401300343146,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,5.539539996076038e-5,9.971171992936869e-4,1.7232418952618453,33,50,,KEGG,3.2184655396618984,kept,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.014768134854097045,0.13291321368687342,1.4646919287147984,23,41,,KEGG,2.089716160319498,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.024201315272008583,0.1452078916320515,1.740648379052369,10,15,,KEGG,3.25,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.0427593233336043,0.19241695500121936,1.631857855361596,10,16,,KEGG,2.7062289562289563,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION,0.32461044444237347,0.9617494625942471,1.3054862842892767,5,10,,KEGG,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2,0.5745120735691728,0.9617494625942471,1.0443890274314214,4,10,,KEGG,1.0743525480367586,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY,0.662632033826114,0.9617494625942471,0.9494445703922013,4,11,,KEGG,0.9201575366988901,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,0.662632033826114,0.9617494625942471,0.9494445703922013,4,11,,KEGG,0.9201575366988901,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,0.7974576553281889,0.9617494625942471,0.815928927680798,5,16,,KEGG,0.7305805862894947,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,0.8043518697837726,0.9617494625942471,0.783291770573566,3,10,,KEGG,0.689254425174325,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,0.8598535509127678,0.9617494625942471,0.8578909868186676,23,70,,KEGG,0.7820992543632044,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,0.8735260571803212,0.9617494625942471,0.7615336658354115,7,24,,KEGG,0.660377358490566,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,0.9165096010340283,0.9617494625942471,0.6527431421446384,4,16,,KEGG,0.5346700083542189,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,0.9427944345349104,0.9617494625942471,0.5221945137157107,2,10,,KEGG,0.40125,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING,0.9427944345349104,0.9617494625942471,0.5221945137157107,2,10,,KEGG,0.40125,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,0.9487013067533607,0.9617494625942471,0.5594941218382614,3,14,,KEGG,0.43725110934122197,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9493473823173886,0.9617494625942471,0.6911397975649113,9,34,,KEGG,0.5751828499369483,NA,NA,NA,"discordant, all 802",802
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH,0.9617494625942471,0.9617494625942471,0.47472228519610066,2,11,,KEGG,0.35638888888888887,NA,NA,NA,"discordant, all 802",802
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.9925965785461426e-6,8.588091253533875e-4,1.5816468444273932,63,104,,Reactome,2.6011749562691837,kept,NA,NA,"discordant, all 802",802
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.8271738176958894e-4,0.03937559577134642,1.3538376281518427,84,162,,Reactome,1.8208699378615814,redundant,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.6091954022988506,"discordant, all 802",802
REACTOME_STRIATED_MUSCLE_CONTRACTION,3.573696521690466e-4,0.051342106694953024,1.8649804061275383,20,28,,Reactome,4.1048593350383635,NA,NA,NA,"discordant, all 802",802
REACTOME_COMPLEX_I_BIOGENESIS,0.0021913508235269622,0.23611805123503019,1.5452694793628177,29,49,,Reactome,2.3860284605433377,NA,NA,NA,"discordant, all 802",802
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.004113405143714004,0.35457552338814713,2.136250283382453,9,11,,Reactome,7.3203026481715,NA,NA,NA,"discordant, all 802",802
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.006344604549246889,0.42411067843696426,1.528374186485007,24,41,,Reactome,2.3136246786632393,NA,NA,NA,"discordant, all 802",802
REACTOME_MRNA_POLYADENYLATION,0.00772339292010621,0.42411067843696426,1.620603663255654,18,29,,Reactome,2.6737012987012987,NA,NA,NA,"discordant, all 802",802
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.007872123961706994,0.42411067843696426,1.6710224438902743,16,25,,Reactome,2.901894260672887,NA,NA,NA,"discordant, all 802",802
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.013066510435051179,0.6257406663896731,1.7950436408977555,11,16,,Reactome,3.579519595448799,NA,NA,NA,"discordant, all 802",802
REACTOME_MRNA_SPLICING,0.01747776881674699,0.7532918360017953,1.4919843249020306,20,35,,Reactome,2.177323103154305,NA,NA,NA,"discordant, all 802",802
REACTOME_RAC1_GTPASE_CYCLE,0.023667824881077295,0.8084068635287835,1.6163163519771997,13,21,,Reactome,2.6444866920152093,NA,NA,NA,"discordant, all 802",802
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0.024201315272008583,0.8084068635287835,1.740648379052369,10,15,,Reactome,3.25,NA,NA,NA,"discordant, all 802",802
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.024383501684162846,0.8084068635287835,1.6894528384920051,11,17,,Reactome,2.9806152549515383,NA,NA,NA,"discordant, all 802",802
REACTOME_MRNA_3_END_PROCESSING,0.02881402470861781,0.8585762627092667,1.4686720698254365,18,32,,Reactome,2.0958454810495626,NA,NA,NA,"discordant, all 802",802
REACTOME_DNA_REPAIR,0.036029874304685496,0.8585762627092667,1.411336523555975,20,37,,Reactome,1.918158567774936,NA,NA,NA,"discordant, all 802",802
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.03612876298109735,0.8585762627092667,1.523067331670823,14,24,,Reactome,2.2776649746192894,NA,NA,NA,"discordant, all 802",802
REACTOME_RAC3_GTPASE_CYCLE,0.03976942176826532,0.8585762627092667,1.566583541147132,12,20,,Reactome,2.437974683544304,NA,NA,NA,"discordant, all 802",802
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.04278300167830782,0.8585762627092667,1.3676522978268613,22,42,,Reactome,1.7938461538461539,NA,NA,NA,"discordant, all 802",802
REACTOME_RHO_GTPASES_ACTIVATE_CIT,0.042787915521314314,0.8585762627092667,1.8276807980049874,7,10,,Reactome,3.7832285115303983,NA,NA,NA,"discordant, all 802",802
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,0.0438252384677584,0.8585762627092667,1.740648379052369,8,12,,Reactome,3.2443324937027707,NA,NA,NA,"discordant, all 802",802
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.0438252384677584,0.8585762627092667,1.740648379052369,8,12,,Reactome,3.2443324937027707,NA,NA,NA,"discordant, all 802",802
REACTOME_KERATINIZATION,0.0438252384677584,0.8585762627092667,1.740648379052369,8,12,,Reactome,3.2443324937027707,NA,NA,NA,"discordant, all 802",802
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.05176398639703025,0.9530065913032649,1.2840848697927314,30,61,,Reactome,1.5807287314056493,NA,NA,NA,"discordant, all 802",802
REACTOME_COMPLEX_IV_ASSEMBLY,0.05389317079185389,0.9530065913032649,1.46214463840399,14,25,,Reactome,2.0689893862482696,NA,NA,NA,"discordant, all 802",802
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,0.05748995678395566,0.9530065913032649,1.4757671039791826,13,23,,Reactome,2.1122940430925223,NA,NA,NA,"discordant, all 802",802
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0.05748995678395566,0.9530065913032649,1.4757671039791826,13,23,,Reactome,2.1122940430925223,NA,NA,NA,"discordant, all 802",802
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.06510042956398818,0.9983094937615956,1.5116156975981099,11,19,,Reactome,2.2319848293299622,NA,NA,NA,"discordant, all 802",802
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.07285465544862595,0.9983094937615956,1.566583541147132,9,15,,Reactome,2.4325346784363178,NA,NA,NA,"discordant, all 802",802
REACTOME_COMPLEX_III_ASSEMBLY,0.07285465544862595,0.9983094937615956,1.566583541147132,9,15,,Reactome,2.4325346784363178,NA,NA,NA,"discordant, all 802",802
REACTOME_CHROMATIN_ORGANIZATION,0.07643668977756997,0.9983094937615956,1.6067523498944944,8,13,,Reactome,2.5934508816120907,NA,NA,NA,"discordant, all 802",802
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,0.07643668977756997,0.9983094937615956,1.6067523498944944,8,13,,Reactome,2.5934508816120907,NA,NA,NA,"discordant, all 802",802
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,0.07643668977756997,0.9983094937615956,1.6067523498944944,8,13,,Reactome,2.5934508816120907,NA,NA,NA,"discordant, all 802",802
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,0.07643668977756997,0.9983094937615956,1.6067523498944944,8,13,,Reactome,2.5934508816120907,NA,NA,NA,"discordant, all 802",802
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.08273500400551537,0.9999308271995648,1.4142768079800498,13,24,,Reactome,1.9187694434842724,NA,NA,NA,"discordant, all 802",802
REACTOME_CYTOPROTECTION_BY_HMOX1,0.08914143838848802,0.9999308271995648,1.424166855588302,12,22,,Reactome,1.9473417721518986,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.10166431312965903,0.9999308271995648,1.2751261381430146,21,43,,Reactome,1.5522057967640555,NA,NA,NA,"discordant, all 802",802
REACTOME_RHOG_GTPASE_CYCLE,0.10517233665853859,0.9999308271995648,1.3538376281518425,14,27,,Reactome,1.7479500195236235,NA,NA,NA,"discordant, all 802",802
REACTOME_DEATH_RECEPTOR_SIGNALING,0.11154865388222505,0.9999308271995648,1.4686720698254365,9,16,,Reactome,2.0834083948838047,NA,NA,NA,"discordant, all 802",802
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.11154865388222505,0.9999308271995648,1.4686720698254365,9,16,,Reactome,2.0834083948838047,NA,NA,NA,"discordant, all 802",802
REACTOME_MUSCLE_CONTRACTION,0.11287140709714809,0.9999308271995648,1.1966957605985036,33,72,,Reactome,1.3787136140842253,NA,NA,NA,"discordant, all 802",802
REACTOME_PROTEIN_LOCALIZATION,0.12450228935721504,0.9999308271995648,1.1836408977556112,34,75,,Reactome,1.3508003048780488,NA,NA,NA,"discordant, all 802",802
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.12923032227534048,0.9999308271995648,1.523067331670823,7,12,,Reactome,2.2664150943396226,NA,NA,NA,"discordant, all 802",802
REACTOME_SIGNALING_BY_PDGF,0.12923032227534048,0.9999308271995648,1.523067331670823,7,12,,Reactome,2.2664150943396226,NA,NA,NA,"discordant, all 802",802
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,0.13866965186131425,0.9999308271995648,1.566583541147132,6,10,,Reactome,2.4271356783919598,NA,NA,NA,"discordant, all 802",802
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,0.13866965186131425,0.9999308271995648,1.566583541147132,6,10,,Reactome,2.4271356783919598,NA,NA,NA,"discordant, all 802",802
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.14621438199627965,0.9999308271995648,1.3741960887255544,10,19,,Reactome,1.7999438832772165,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOPHAGY,0.14621438199627965,0.9999308271995648,1.3741960887255544,10,19,,Reactome,1.7999438832772165,NA,NA,NA,"discordant, all 802",802
REACTOME_TP53_REGULATES_METABOLIC_GENES,0.14831880904635883,0.9999308271995648,1.2402119700748129,19,40,,Reactome,1.4686492732469745,NA,NA,NA,"discordant, all 802",802
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,0.1509809278840501,0.9999308271995648,1.2659260938562684,16,33,,Reactome,1.5267175572519085,NA,NA,NA,"discordant, all 802",802
REACTOME_SIGNALING_BY_MET,0.15940408024139227,0.9999308271995648,1.3822795951298226,9,17,,Reactome,1.8215636822194199,NA,NA,NA,"discordant, all 802",802
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.17117874025619725,0.9999308271995648,1.174937655860349,27,60,,Reactome,1.329149560117302,NA,NA,NA,"discordant, all 802",802
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.17117874025619725,0.9999308271995648,1.174937655860349,27,60,,Reactome,1.329149560117302,NA,NA,NA,"discordant, all 802",802
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.17300628262764065,0.9999308271995648,1.1404248000687935,38,87,,Reactome,1.2617266802008762,NA,NA,NA,"discordant, all 802",802
REACTOME_COLLAGEN_DEGRADATION,0.1741705531104049,0.9999308271995648,1.392518703241895,8,15,,Reactome,1.849586182079885,NA,NA,NA,"discordant, all 802",802
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,0.1741705531104049,0.9999308271995648,1.392518703241895,8,15,,Reactome,1.849586182079885,NA,NA,NA,"discordant, all 802",802
REACTOME_RAC2_GTPASE_CYCLE,0.17958879370570383,0.9999308271995648,1.305486284289277,11,22,,Reactome,1.6194690265486726,NA,NA,NA,"discordant, all 802",802
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.1869865140672468,0.9999308271995648,1.1604322527015793,28,63,,Reactome,1.2992248062015503,NA,NA,NA,"discordant, all 802",802
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.19082289352273948,0.9999308271995648,1.4059083061576827,7,13,,Reactome,1.8872117400419288,NA,NA,NA,"discordant, all 802",802
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,0.20720621712287002,0.9999308271995648,1.1722733981373097,22,49,,Reactome,1.3214624881291548,NA,NA,NA,"discordant, all 802",802
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,0.20978040602979012,0.9999308271995648,1.424166855588302,6,11,,Reactome,1.9402010050251257,NA,NA,NA,"discordant, all 802",802
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,0.20978040602979012,0.9999308271995648,1.424166855588302,6,11,,Reactome,1.9402010050251257,NA,NA,NA,"discordant, all 802",802
REACTOME_COLLAGEN_FORMATION,0.21528533239823752,0.9999308271995648,1.3054862842892767,9,18,,Reactome,1.617906683480454,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOTIC_PROPHASE,0.23084738780861924,0.9999308271995648,1.2487260110593081,11,23,,Reactome,1.4833544037083861,NA,NA,NA,"discordant, all 802",802
REACTOME_SUMOYLATION,0.2367924523385849,0.9999308271995648,1.3054862842892767,8,16,,Reactome,1.6171284634760705,NA,NA,NA,"discordant, all 802",802
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.23962623431537822,0.9999308271995648,1.1604322527015796,20,45,,Reactome,1.29616368286445,NA,NA,NA,"discordant, all 802",802
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.24136865634630375,0.9999308271995648,1.2122372639828998,13,28,,Reactome,1.4027038445289395,NA,NA,NA,"discordant, all 802",802
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.2615103793546894,0.9999308271995648,1.3054862842892767,7,14,,Reactome,1.6163522012578617,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,0.28080791741159006,0.9999308271995648,1.0993568709804435,32,76,,Reactome,1.1787485242030697,NA,NA,NA,"discordant, all 802",802
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,0.2903304897842404,0.9999308271995648,1.3054862842892767,6,12,,Reactome,1.6155778894472361,NA,NA,NA,"discordant, all 802",802
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,0.2903304897842404,0.9999308271995648,1.3054862842892767,6,12,,Reactome,1.6155778894472361,NA,NA,NA,"discordant, all 802",802
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,0.2903304897842404,0.9999308271995648,1.3054862842892767,6,12,,Reactome,1.6155778894472361,NA,NA,NA,"discordant, all 802",802
REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.2903304897842404,0.9999308271995648,1.3054862842892767,6,12,,Reactome,1.6155778894472361,NA,NA,NA,"discordant, all 802",802
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,0.2903304897842404,0.9999308271995648,1.3054862842892767,6,12,,Reactome,1.6155778894472361,NA,NA,NA,"discordant, all 802",802
REACTOME_CELL_CELL_COMMUNICATION,0.29353658429519036,0.9999308271995648,1.0854605060382752,37,89,,Reactome,1.1533433886375062,NA,NA,NA,"discordant, all 802",802
REACTOME_CDC42_GTPASE_CYCLE,0.3055821164249781,0.9999308271995648,1.228692973448731,8,17,,Reactome,1.4363280156731038,NA,NA,NA,"discordant, all 802",802
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.3055821164249781,0.9999308271995648,1.228692973448731,8,17,,Reactome,1.4363280156731038,NA,NA,NA,"discordant, all 802",802
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.3055821164249781,0.9999308271995648,1.228692973448731,8,17,,Reactome,1.4363280156731038,NA,NA,NA,"discordant, all 802",802
REACTOME_SENSORY_PROCESSING_OF_SOUND,0.3055821164249781,0.9999308271995648,1.228692973448731,8,17,,Reactome,1.4363280156731038,NA,NA,NA,"discordant, all 802",802
REACTOME_RHOA_GTPASE_CYCLE,0.3181796022432997,0.9999308271995648,1.1604322527015793,12,27,,Reactome,1.2931645569620254,NA,NA,NA,"discordant, all 802",802
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_RHOF_GTPASE_CYCLE,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_RSV_HOST_INTERACTIONS,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0.32461044444237347,0.9999308271995648,1.3054862842892767,5,10,,Reactome,1.6148055207026348,NA,NA,NA,"discordant, all 802",802
REACTOME_CELL_JUNCTION_ORGANIZATION,0.3289760779892138,0.9999308271995648,1.0770261845386533,33,80,,Reactome,1.1367346374125002,NA,NA,NA,"discordant, all 802",802
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.33793272731843793,0.9999308271995648,1.2184538653366581,7,15,,Reactome,1.4132075471698113,NA,NA,NA,"discordant, all 802",802
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.33793272731843793,0.9999308271995648,1.2184538653366581,7,15,,Reactome,1.4132075471698113,NA,NA,NA,"discordant, all 802",802
REACTOME_REGULATION_OF_CDH1_POSTTRANSLATIONAL_PROCESSING_AND_TRAFFICKING_TO_PLASMA_MEMBRANE,0.33793272731843793,0.9999308271995648,1.2184538653366581,7,15,,Reactome,1.4132075471698113,NA,NA,NA,"discordant, all 802",802
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,0.33793272731843793,0.9999308271995648,1.2184538653366581,7,15,,Reactome,1.4132075471698113,NA,NA,NA,"discordant, all 802",802
REACTOME_RHOD_GTPASE_CYCLE,0.33793272731843793,0.9999308271995648,1.2184538653366581,7,15,,Reactome,1.4132075471698113,NA,NA,NA,"discordant, all 802",802
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.3756227151512413,0.9999308271995648,1.205064262420871,6,13,,Reactome,1.3837042354630293,NA,NA,NA,"discordant, all 802",802
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0.37741430800965176,0.9999308271995648,1.1352054645993712,10,23,,Reactome,1.2422299922299922,NA,NA,NA,"discordant, all 802",802
REACTOME_RHO_GTPASE_CYCLE,0.4068502729441797,0.9999308271995648,1.0443890274314216,36,90,,Reactome,1.0774586597040905,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0.412078291598959,0.9999308271995648,1.1189882436765228,9,21,,Reactome,1.210592686002522,NA,NA,NA,"discordant, all 802",802
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,0.412078291598959,0.9999308271995648,1.1189882436765228,9,21,,Reactome,1.210592686002522,NA,NA,NA,"discordant, all 802",802
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.4165973856361009,0.9999308271995648,1.1423004987531171,7,16,,Reactome,1.2552061495457723,NA,NA,NA,"discordant, all 802",802
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.4165973856361009,0.9999308271995648,1.1423004987531171,7,16,,Reactome,1.2552061495457723,NA,NA,NA,"discordant, all 802",802
REACTOME_DNA_DAMAGE_BYPASS,0.4203021431195261,0.9999308271995648,1.1868057129902518,5,11,,Reactome,1.3446256796319531,NA,NA,NA,"discordant, all 802",802
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.4203021431195261,0.9999308271995648,1.1868057129902518,5,11,,Reactome,1.3446256796319531,NA,NA,NA,"discordant, all 802",802
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.4203021431195261,0.9999308271995648,1.1868057129902518,5,11,,Reactome,1.3446256796319531,NA,NA,NA,"discordant, all 802",802
REACTOME_SIGNALING_BY_CSF3_G_CSF,0.4203021431195261,0.9999308271995648,1.1868057129902518,5,11,,Reactome,1.3446256796319531,NA,NA,NA,"discordant, all 802",802
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,0.4343900013550142,0.9999308271995648,1.080402442170436,12,29,,Reactome,1.139240506329114,NA,NA,NA,"discordant, all 802",802
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.44206875063127,0.9999308271995648,1.0879052369077307,10,24,,Reactome,1.1525974025974026,NA,NA,NA,"discordant, all 802",802
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.44206875063127,0.9999308271995648,1.0879052369077307,10,24,,Reactome,1.1525974025974026,NA,NA,NA,"discordant, all 802",802
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.44206875063127,0.9999308271995648,1.0879052369077307,10,24,,Reactome,1.1525974025974026,NA,NA,NA,"discordant, all 802",802
