"pathway","pval","padj","foldEnrichment","overlap","size","overlapGenes","database","odds_ratio","quadrant","pathway_label","ID","p.adjust","GeneRatio","geneID","direction"
"REACTOME_MUSCLE_CONTRACTION",3.70755323064391e-05,0.000841073891481482,1.83206391875747,35,72,NA,"Reactome",2.7275076223451,"Reversed (Aging Down / Training Up)","Muscle Contraction","REACTOME_MUSCLE_CONTRACTION",0.000841073891481482,"35/558","ACTA1/ACTN2/ANXA2/ATP2A1/ATP2A3/CALD1/CALM1/CAMK2A/CAMK2B/CAMK2D/CASQ1/DES/DYSF/FXYD1/MYBPC1/MYBPC2/MYL1/MYL3/MYL6/MYL9/STIM1/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TRDN/TTN/VIM","Aging Down → Reversed Up"
"GOBP_RIBOSOME_ASSEMBLY",7.16647305758039e-06,0.00102408899992824,2.74095796676442,16,22,NA,"GO:BP",7.5719557195572,"Reversed (Aging Down / Training Up)","Ribosome Assembly","GOBP_RIBOSOME_ASSEMBLY",0.00102408899992824,"16/558","C1QBP/DDX3X/EIF2A/EIF5/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS27/RPS5/RPS6/RPSA/SBDS","Aging Down → Reversed Up"
"REACTOME_SARS_COV_2_HOST_INTERACTIONS",0.000103215365488412,0.00219332651662876,1.85351665785299,30,61,NA,"Reactome",2.77492668621701,"Reversed (Aging Down / Training Up)","Sars Cov 2 Host Interactions","REACTOME_SARS_COV_2_HOST_INTERACTIONS",0.00219332651662876,"30/558","AKT2/G3BP1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SNRPD3","Aging Down → Reversed Up"
"REACTOME_SENSORY_PROCESSING_OF_SOUND",0.000174683035987141,0.00343910731241748,2.66034155597723,12,17,NA,"Reactome",6.76923076923077,"Reversed (Aging Down / Training Up)","Sensory Processing Of Sound","REACTOME_SENSORY_PROCESSING_OF_SOUND",0.00343910731241748,"12/558","ACTB/CAPZA1/CAPZA2/CAPZB/EZR/GSN/MPP1/MSN/MYH9/SPTAN1/SPTBN1/TWF2","Aging Down → Reversed Up"
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",0.00017802437852514,0.00343910731241748,2.02229215840545,22,41,NA,"Reactome",3.29654359780047,"Reversed (Aging Down / Training Up)","The Role Of Gtse1 In G2 M Progression After G2 Checkpoint","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",0.00343910731241748,"22/558","MAPRE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"HALLMARK_MYOGENESIS",8.50682754123292e-05,0.00357286756731783,1.64657062323833,45,103,NA,"Hallmark",2.24894131881428,"Reversed (Aging Down / Training Up)","Myogenesis","HALLMARK_MYOGENESIS",0.00357286756731783,"45/558","ACTA1/ACTN2/AGL/AKT2/ANKRD2/ATP2A1/CAMK2B/CASQ1/COL15A1/COL1A1/COL3A1/COL6A2/COL6A3/COX6A2/CRYAB/CSRP3/DES/ENO3/FXYD1/GSN/HRC/HSPB2/HSPB8/LAMA2/MAPRE3/MYBPH/MYH2/MYH4/MYH7/MYH9/MYL1/MYL3/MYOZ1/PDE4DIP/PDLIM7/SMTN/SPTAN1/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM2/TPM3","Aging Down → Reversed Up"
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",0.000309479799581228,0.0057186484705227,2.03719848881139,20,37,NA,"Reactome",3.34135141045266,"Reversed (Aging Down / Training Up)","Regulation Of Pten Stability And Activity","REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",0.0057186484705227,"20/558","AKT2/CSNK2A1/CSNK2B/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",6.83708194135156e-05,0.0069787072101367,2.96121351766513,11,14,NA,"GO:BP",10.3363802559415,"Reversed (Aging Down / Training Up)","Formation Of Cytoplasmic Translation Initiation Complex","GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",0.0069787072101367,"11/558","EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF5","Aging Down → Reversed Up"
"REACTOME_CIRCADIAN_CLOCK",0.000436768907045116,0.00713949174977593,1.9282320580145,22,43,NA,"Reactome",2.97867803837953,"Reversed (Aging Down / Training Up)","Circadian Clock","REACTOME_CIRCADIAN_CLOCK",0.00713949174977593,"22/558","CARM1/CSNK2A1/CSNK2B/NAMPT/PPP1CA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_PTEN_REGULATION",0.000436768907045116,0.00713949174977593,1.9282320580145,22,43,NA,"Reactome",2.97867803837953,"Reversed (Aging Down / Training Up)","Pten Regulation","REACTOME_PTEN_REGULATION",0.00713949174977593,"22/558","AKT2/CSNK2A1/CSNK2B/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RBBP7","Aging Down → Reversed Up"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.000494003275455341,0.00749826400244713,1.98358800226372,20,38,NA,"Reactome",3.15365551425031,"Reversed (Aging Down / Training Up)","Abc Family Proteins Mediated Transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.00749826400244713,"20/558","EIF2S1/EIF2S2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/VCP","Aging Down → Reversed Up"
"REACTOME_PROTEASOME_ASSEMBLY",0.000494003275455341,0.00749826400244713,1.98358800226372,20,38,NA,"Reactome",3.15365551425031,"Reversed (Aging Down / Training Up)","Proteasome Assembly","REACTOME_PROTEASOME_ASSEMBLY",0.00749826400244713,"20/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD4/PSMD7/PSME2/PSME4","Aging Down → Reversed Up"
"KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",0.000864855882613692,0.00778370294352322,1.99525616698292,18,34,NA,"KEGG",3.18541666666667,"Reversed (Aging Down / Training Up)","Reference 26s Proteasome Mediated Protein Degradation","KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",0.00778370294352322,"18/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD4/PSMD7","Aging Down → Reversed Up"
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM",0.000708092026056748,0.00835941975205884,2.0667707249393,17,31,NA,"Reactome",3.43636123580671,"Reversed (Aging Down / Training Up)","Formation Of Paraxial Mesoderm","REACTOME_FORMATION_OF_PARAXIAL_MESODERM",0.00835941975205884,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_GASTRULATION",0.000708092026056748,0.00835941975205884,2.0667707249393,17,31,NA,"Reactome",3.43636123580671,"Reversed (Aging Down / Training Up)","Gastrulation","REACTOME_GASTRULATION",0.00835941975205884,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_SIGNALING_BY_NOTCH",0.000660038023960545,0.00835941975205884,1.88440860215054,22,44,NA,"Reactome",2.84141791044776,"Reversed (Aging Down / Training Up)","Signaling By Notch","REACTOME_SIGNALING_BY_NOTCH",0.00835941975205884,"22/558","ATP2A1/ATP2A3/H2BC4/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/TMED2/YBX1","Aging Down → Reversed Up"
"GOBP_MUSCLE_CONTRACTION",8.98220362686189e-05,0.00855704598852376,1.59695644250046,50,118,NA,"GO:BP",2.13785317276517,"Reversed (Aging Down / Training Up)","Muscle Contraction","GOBP_MUSCLE_CONTRACTION",0.00855704598852376,"50/558","ACTA1/ANKRD2/ATP2A1/CALD1/CALM1/CAMK2D/CASQ1/CRYAB/CSRP3/DES/EEF2/FLNA/FXYD1/GSN/GSTM2/HRC/JSRP1/JUP/KLHL41/LMOD2/LMOD3/MAP2K1/MYBPH/MYH13/MYH2/MYH4/MYH7/MYL1/MYL3/MYL6/MYL9/MYOF/MYOT/SMPX/SMTN/SNTA1/STAC3/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TRDN/TTN","Aging Down → Reversed Up"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",0.000864855882613692,0.00885388717182539,1.99525616698292,18,34,NA,"Reactome",3.18541666666667,"Reversed (Aging Down / Training Up)","Hedgehog Ligand Biogenesis","REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",0.00885388717182539,"18/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/VCP","Aging Down → Reversed Up"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",0.000864855882613692,0.00885388717182539,1.99525616698292,18,34,NA,"Reactome",3.18541666666667,"Reversed (Aging Down / Training Up)","Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",0.00885388717182539,"18/558","H2BC4/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",0.000103443315586159,0.0092387811232888,2.26129032258065,18,30,NA,"GO:BP",4.25833333333333,"Reversed (Aging Down / Training Up)","Cytoplasmic Translational Initiation","GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",0.0092387811232888,"18/558","AKT2/EIF2B1/EIF2B3/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/RPL13A/SH3BGRL","Aging Down → Reversed Up"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",0.00114479199560918,0.0101361791277896,2.00218413978495,17,32,NA,"Reactome",3.20517560073937,"Reversed (Aging Down / Training Up)","Transcriptional Regulation By Runx3","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",0.0101361791277896,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"GOBP_TRANSLATIONAL_INITIATION",0.000122114622452322,0.0102648114990804,1.88440860215054,28,56,NA,"GO:BP",2.8622641509434,"Reversed (Aging Down / Training Up)","Translational Initiation","GOBP_TRANSLATIONAL_INITIATION",0.0102648114990804,"28/558","AKT2/BZW1/DDX3X/EIF2A/EIF2B1/EIF2B3/EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/HSPB1/PPP1CA/RPL13A/RPS17/RPS3/RPS3A/RPS5/SH3BGRL","Aging Down → Reversed Up"
"GOBP_MUSCLE_CELL_DIFFERENTIATION",0.000147145419147515,0.011681711331211,1.62576428420831,44,102,NA,"GO:BP",2.19468670334094,"Reversed (Aging Down / Training Up)","Muscle Cell Differentiation","GOBP_MUSCLE_CELL_DIFFERENTIATION",0.011681711331211,"44/558","ACTA1/ACTN1/ACTN2/ACTN4/ALPK3/CAPN3/CASQ1/CAV2/COL6A1/CSRP1/CSRP3/DCAF8/FLNC/KLHL40/KLHL41/KRT19/LAMA2/LMNA/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYH9/MYL9/MYOZ1/MYPN/NACA/NID1/NRAP/OBSCN/RPL3L/SPAG9/STAC3/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/UCHL1/WDR1/YBX1","Aging Down → Reversed Up"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",0.00134868657822292,0.0116977917498927,1.93824884792627,18,35,NA,"Reactome",2.99607843137255,"Reversed (Aging Down / Training Up)","Cyclin A Cdk2 Associated Events At S Phase Entry","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",0.0116977917498927,"18/558","AKT2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",0.00141406682609796,0.0120195680218327,1.80247779336138,22,46,NA,"Reactome",2.60121268656716,"Reversed (Aging Down / Training Up)","Regulation Of Mrna Stability By Proteins That Bind Au Rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",0.0120195680218327,"22/558","ANP32A/HSPA8/HSPB1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/SET/TNPO1","Aging Down → Reversed Up"
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.00153952219070496,0.0125826332894155,1.88440860215054,19,38,NA,"Reactome",2.83116883116883,"Reversed (Aging Down / Training Up)","Cellular Response To Hypoxia","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.0125826332894155,"19/558","ELOB/ELOC/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",0.00176556911177736,0.0126794270492374,2.74095796676442,8,11,NA,"Reactome",7.47636363636364,"Reversed (Aging Down / Training Up)","Assembly And Cell Surface Presentation Of Nmda Receptors","REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",0.0126794270492374,"8/558","ACTN2/CAMK2A/CAMK2B/CAMK2D/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.00179003675989233,0.0126794270492374,1.9415118931248,17,33,NA,"Reactome",3.00288817005545,"Reversed (Aging Down / Training Up)","Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.0126794270492374,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_HEDGEHOG_ON_STATE",0.00179003675989233,0.0126794270492374,1.9415118931248,17,33,NA,"Reactome",3.00288817005545,"Reversed (Aging Down / Training Up)","Hedgehog On State","REACTOME_HEDGEHOG_ON_STATE",0.0126794270492374,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_METABOLISM_OF_POLYAMINES",0.00179003675989233,0.0126794270492374,1.9415118931248,17,33,NA,"Reactome",3.00288817005545,"Reversed (Aging Down / Training Up)","Metabolism Of Polyamines","REACTOME_METABOLISM_OF_POLYAMINES",0.0126794270492374,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",0.0017143193648222,0.0126794270492374,1.83844741673223,20,41,NA,"Reactome",2.69782262347318,"Reversed (Aging Down / Training Up)","Transcriptional Regulation By Runx2","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",0.0126794270492374,"20/558","AKT2/COL1A1/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_INTERLEUKIN_1_SIGNALING",0.00187141443580872,0.0128308916803157,1.79875366568915,21,44,NA,"Reactome",2.58780665533155,"Reversed (Aging Down / Training Up)","Interleukin 1 Signaling","REACTOME_INTERLEUKIN_1_SIGNALING",0.0128308916803157,"21/558","MAP2K1/MAP2K4/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/SQSTM1/USP14","Aging Down → Reversed Up"
"REACTOME_MITOTIC_G2_G2_M_PHASES",0.00187180066865782,0.0128308916803157,1.64885752688172,28,64,NA,"Reactome",2.21446540880503,"Reversed (Aging Down / Training Up)","Mitotic G2 G2 M Phases","REACTOME_MITOTIC_G2_G2_M_PHASES",0.0128308916803157,"28/558","ACTR1A/DCTN3/DYNC1H1/DYNC1I2/MAPRE1/PPME1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/TUBA1B/TUBA4A/TUBA8/TUBB/TUBB4B","Aging Down → Reversed Up"
"REACTOME_DEUBIQUITINATION",0.00190750541776619,0.0128680921039783,1.63127908842882,29,67,NA,"Reactome",2.17406228235996,"Reversed (Aging Down / Training Up)","Deubiquitination","REACTOME_DEUBIQUITINATION",0.0128680921039783,"29/558","ACTB/BABAM1/H2BC4/IDE/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/PTRH2/UCHL1/UCHL3/UCHL5/USP14/USP15/USP5/VCP","Aging Down → Reversed Up"
"REACTOME_DNA_REPLICATION",0.00265492610966924,0.0164852499399666,1.75878136200717,21,45,NA,"Reactome",2.47835195530726,"Reversed (Aging Down / Training Up)","DNA Replication","REACTOME_DNA_REPLICATION",0.0164852499399666,"21/558","H2BC4/KPNA6/KPNB1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPA3","Aging Down → Reversed Up"
"REACTOME_PCP_CE_PATHWAY",0.00328066488640962,0.0193650357878346,1.79018817204301,19,40,NA,"Reactome",2.55817651736019,"Reversed (Aging Down / Training Up)","Pcp Ce Pathway","REACTOME_PCP_CE_PATHWAY",0.0193650357878346,"19/558","AP2M1/CLTC/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION",0.000264390834110771,0.0198849737865417,2.39833822091887,14,22,NA,"GO:BP",4.94439338235294,"Reversed (Aging Down / Training Up)","Negative Regulation Of Actin Filament Polymerization","GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION",0.0198849737865417,"14/558","CAPG/CAPZA1/CAPZA2/CAPZB/GSN/LMOD2/LMOD3/PFN2/SPTAN1/SPTBN1/TMOD1/TMOD4/TMSB4X/TWF2","Aging Down → Reversed Up"
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",0.00400583030395525,0.0205117816768793,1.83056835637481,17,35,NA,"Reactome",2.66574245224892,"Reversed (Aging Down / Training Up)","Orc1 Removal From Chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",0.0205117816768793,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_SIGNALING_BY_NOTCH4",0.00400583030395525,0.0205117816768793,1.83056835637481,17,35,NA,"Reactome",2.66574245224892,"Reversed (Aging Down / Training Up)","Signaling By Notch4","REACTOME_SIGNALING_BY_NOTCH4",0.0205117816768793,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",0.00400583030395525,0.0205117816768793,1.83056835637481,17,35,NA,"Reactome",2.66574245224892,"Reversed (Aging Down / Training Up)","Tnfr2 Non Canonical NF-kB Pathway","REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",0.0205117816768793,"17/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",0.00369724790786908,0.0205117816768793,1.72054698457223,21,46,NA,"Reactome",2.37765363128492,"Reversed (Aging Down / Training Up)","Tcf Dependent Signaling In Response To Wnt","REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",0.0205117816768793,"21/558","AKT2/CSNK2A1/CSNK2B/H2BC4/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",0.00407394316957652,0.0206122124651193,2.51254480286738,8,12,NA,"Reactome",5.60363636363636,"Reversed (Aging Down / Training Up)","Gap Junction Trafficking And Regulation","REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",0.0206122124651193,"8/558","ACTB/AP2M1/CLTC/MYO6/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT",0.00353028068258822,0.0211816840955293,2.04144265232975,13,24,NA,"KEGG",3.32643869891576,"Reversed (Aging Down / Training Up)","Reference Rab7 Regulated Microtubule Minus End Directed Transport","KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT",0.0211816840955293,"13/558","ACTR1A/DCTN3/DCTN6/DYNC1H1/DYNC1I2/DYNLRB1/DYNLT1/OSBPL1A/TUBA1B/TUBA4A/TUBA8/TUBB/TUBB4B","Aging Down → Reversed Up"
"REACTOME_S_PHASE",0.00463341783687151,0.0231670891843576,1.74652504589562,19,41,NA,"Reactome",2.440293472761,"Reversed (Aging Down / Training Up)","S Phase","REACTOME_S_PHASE",0.0231670891843576,"19/558","AKT2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPA3","Aging Down → Reversed Up"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY",0.000327091361837006,0.0233706778032541,2.4497311827957,13,20,NA,"GO:BP",5.24089121887287,"Reversed (Aging Down / Training Up)","Negative Regulation Of Protein Containing Complex Disassembly","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY",0.0233706778032541,"13/558","CAPG/CAPZA1/CAPZA2/CAPZB/GSN/LMOD2/LMOD3/SPTAN1/SPTBN1/TMOD1/TMOD4/TRIM54/TWF2","Aging Down → Reversed Up"
"REACTOME_HEDGEHOG_OFF_STATE",0.0048700213809366,0.0240669661267215,1.71309872922776,20,44,NA,"Reactome",2.35594795539033,"Reversed (Aging Down / Training Up)","Hedgehog Off State","REACTOME_HEDGEHOG_OFF_STATE",0.0240669661267215,"20/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/TUBA1B/TUBA4A/TUBB4B","Aging Down → Reversed Up"
