gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
RPS10,C2,0.6137807832300417,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GNPDA1,C4,0.4721881473014203,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
GYG1,C2,0.9090185533803784,Blue,Disc. YUp/ODn,Exacerbated Down
STT3A,C4,0.9149056847351252,Magenta,Disc. YUp/ODn,Exacerbated Down
CAPZA2,C1,0.9993554210576984,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CAPZB,C1,0.9998200074280452,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF1AX,C2,0.9810507886682254,Purple,Conc. Up,Exacerbated Up
QARS1,C3,0.9525422475947448,Pink,Conc. Up,Reversed (Aging Down / Training Up)
RPL29,C1,0.99760970316193,Black,Conc. Up,Reversed (Aging Down / Training Up)
UQCRFS1,C3,0.9999828982499488,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5PO,C3,0.9999971536866684,Pink,Conc. Up,Exacerbated Up
LIMS1,C4,0.5091400939992036,Turquoise,Disc. YDn/OUp,Exacerbated Up
PREP,C4,0.9996265699065108,Yellow,Conc. Down,Exacerbated Down
ME1,C4,0.991027564666074,Yellow,Conc. Down,Exacerbated Down
ARCN1,C2,0.999766653587085,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
LSS,C3,0.9419741351000828,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GCLM,C4,0.993494532278958,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CD151,C2,0.9040968746370484,Magenta,Disc. YUp/ODn,Exacerbated Down
PSMD8,C2,0.9973222103468838,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CCT5,C2,0.9999231010269968,Blue,Conc. Up,Reversed (Aging Down / Training Up)
NES,C2,0.998560878562432,Blue,Disc. YUp/ODn,Exacerbated Down
IDH2,C3,0.9999999016601048,Turquoise,Conc. Up,Exacerbated Up
TNNI2,C1,0.9999771832819182,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PXN,C2,0.5247226891545432,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ALDH9A1,C4,0.9743415316684896,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
RPL34,C1,0.9456862360106428,Brown,Disc. YUp/ODn,Exacerbated Down
LMAN1,C4,0.9835132619725836,Red,Conc. Up,Reversed (Aging Down / Training Up)
CCT3,C2,0.9999530892339092,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MRPL19,C3,0.9978364954739312,Turquoise,Conc. Up,Exacerbated Up
TUFM,C3,0.9999489787283732,Turquoise,Conc. Up,Exacerbated Up
ALDH7A1,C3,0.9442718829724548,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CARS1,C4,0.9715310521525516,Red,Conc. Up,Reversed (Aging Down / Training Up)
SARS1,C2,0.9966777952271986,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PSMB3,C4,0.984334862315448,Red,Conc. Up,Exacerbated Up
ACADVL,C3,0.9999933629019538,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ACOT2,C3,0.9999068408740498,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
TMED10,C4,0.9959213165523488,Brown,Disc. YUp/ODn,Exacerbated Down
HINT1,C4,0.9996362161173082,Yellow,Disc. YUp/ODn,Exacerbated Down
NDUFV1,C3,0.991867078507291,Green,Conc. Down,Exacerbated Down
GSK3A,C4,0.935802834783816,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
IDH3A,C3,0.9999569942790169,Turquoise,Conc. Up,Exacerbated Up
SULT1A1,C2,0.4709535224442533,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
GDI2,C2,0.9934223226887506,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
EMD,C1,0.5195280066765441,Green,Disc. YDn/OUp,Exacerbated Up
CPT1A,C3,0.9769444971087936,Magenta,Conc. Down,Exacerbated Down
SERPINH1,C2,0.8554322083076457,Blue,Conc. Up,Exacerbated Up
CSRP3,C2,0.9824056000410344,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ST13,C4,0.9753720103284222,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
LRBA,C1,0.9990521932045324,Brown,Conc. Down,Exacerbated Down
BCAM,C1,0.9444278691261432,Brown,Conc. Down,Exacerbated Down
RPL14,C1,0.9488464734238984,Black,Conc. Up,Reversed (Aging Down / Training Up)
CCT8,C2,0.999944906850914,Blue,Conc. Up,Exacerbated Up
CCT4,C2,0.9999928460599992,Blue,Conc. Up,Reversed (Aging Down / Training Up)
FXR1,C1,0.9998534043941426,Purple,Conc. Up,Reversed (Aging Down / Training Up)
DUSP3,C1,0.832333672604766,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
IDH3G,C3,0.9999992003391818,Turquoise,Conc. Up,Exacerbated Up
GALK1,C3,0.5618985730103095,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
BCAP31,C2,0.9984867834371656,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ALDH3A2,C4,0.6432980314341079,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ALDH5A1,C3,0.9999993323056524,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
HSD17B4,C1,0.9935882374577808,Red,Conc. Up,Exacerbated Up
PSMD7,C4,0.9853552524498626,Blue,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SUOX,C3,0.9967516876652914,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
STAT5B,C4,0.8238045783077952,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
HDGF,C4,0.7449303477800738,Red,Conc. Down,Reversed (Aging Up / Training Down)
PRELP,C4,0.9237265529540828,Brown,Conc. Down,Exacerbated Down
NDUFA8,C3,0.8849883622203285,Green,Conc. Down,Exacerbated Down
HNRNPA3,C1,0.9892064761951964,Brown,Disc. YDn/OUp,Exacerbated Up
MYOM1,C1,0.9999791890986568,Brown,Conc. Down,Exacerbated Down
HNRNPM,C1,0.9955582307318572,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
KPNA1,C2,0.9436071496706488,Blue,Conc. Up,Exacerbated Up
MAP2K6,C3,0.9997302718813522,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ARHGDIA,C4,0.6184955358403986,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ARHGDIB,C2,0.9031879348409716,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MRPL12,C3,0.9993520060787404,Turquoise,Disc. YDn/OUp,Exacerbated Up
AKR1C2,C4,0.9636812567896584,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CAPZA1,C1,0.9994391658087884,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PPP5C,C3,0.8958551547847474,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SUCLG1,C3,0.9999998938949922,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
COPA,C2,0.9739232856341054,Blue,Conc. Up,Reversed (Aging Down / Training Up)
HCCS,C3,0.9999987733117468,Turquoise,Conc. Up,Exacerbated Up
TTC3,C3,0.9999972582754928,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
SMTN,C3,0.9662847796566552,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
SLC16A1,C3,0.9753187878732223,Turquoise,Conc. Up,Exacerbated Up
SEC24C,C2,0.9998394701985192,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RARS1,C2,0.9958838786055628,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CACNB3,C4,0.9233687322361808,Yellow,Conc. Down,Exacerbated Down
CACNA2D1,C4,0.9936828550676452,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
MYOM2,C1,0.9981967551602914,Brown,Conc. Down,Exacerbated Down
YARS1,C4,0.4540101347610181,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
USP14,C4,0.9943906398539298,Red,Conc. Up,Reversed (Aging Down / Training Up)
PRKAG1,C2,0.9884162990838288,Blue,Conc. Up,Exacerbated Up
PRKAA2,C2,0.9821253692504728,Blue,Conc. Up,Exacerbated Up
HSPA2,C2,0.9474117741267606,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RAD23B,C3,0.4621456619505893,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
AK2,C3,0.9999884438202324,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PSMD4,C2,0.989819821439797,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RRAD,C1,0.7791379527209051,Blue,Conc. Up,Reversed (Aging Down / Training Up)
VCP,C2,0.9981900675238872,Blue,Conc. Up,Reversed (Aging Down / Training Up)
HADHB,C3,0.999985647142388,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
NAP1L1,C2,0.9999510518625294,Blue,Conc. Up,Reversed (Aging Down / Training Up)
LAMB2,C1,0.9993857063975956,Brown,Conc. Down,Exacerbated Down
TPD52,C2,0.6430941355554332,Blue,Conc. Up,Reversed (Aging Down / Training Up)
NPEPPS,C4,0.9999869402285996,Yellow,Conc. Down,Exacerbated Down
HNRNPH2,C1,0.9865355107513666,Brown,Conc. Down,Exacerbated Down
OXCT1,C3,0.9878782732005638,Green,Conc. Down,Reversed (Aging Up / Training Down)
SH3BGR,C1,0.9992580215109323,Red,Conc. Down,Reversed (Aging Up / Training Down)
EIF3B,C2,0.5282966872999058,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5MF,C3,0.8368888960306499,Pink,Conc. Down,Exacerbated Down
NDUFV3,C3,0.999851540621909,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ARPP19,C2,0.7906773762770115,Blue,Disc. YUp/ODn,Exacerbated Down
ATP5F1E,C3,0.9999761068398654,Pink,Disc. YUp/ODn,Exacerbated Down
ATP5ME,C3,0.9998767970766964,Pink,Disc. YUp/ODn,Exacerbated Down
EIF6,C1,0.5794492694308123,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFA6,C3,0.975181383348196,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EEFSEC,C1,0.9392767541796776,Purple,Conc. Up,Reversed (Aging Down / Training Up)
MTPN,C4,0.9997731142433356,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
DEFA3,C4,0.9414375443453707,Turquoise,Disc. YDn/OUp,Exacerbated Up
ARPC4,C2,0.9909736362369338,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
TPI1,C4,0.99997709436261,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF3E,C1,0.999048340142353,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GABARAPL2,C1,0.9987511220493716,Brown,Conc. Down,Reversed (Aging Up / Training Down)
ROMO1,C2,0.5460380715871821,Pink,Disc. YUp/ODn,Exacerbated Down
MYL6,C1,0.9999423392227684,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ACTB,C1,0.9999991862331142,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF4A1,C4,0.9893582075566246,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS20,C2,0.978343308482399,Purple,Conc. Up,Reversed (Aging Down / Training Up)
PRPS1,C4,0.9551499511196536,Red,Conc. Down,Exacerbated Down
PSMA6,C4,0.9618314436554284,Red,Conc. Up,Reversed (Aging Down / Training Up)
CDC42,C4,0.9727921671797018,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
DSTN,C4,0.6029159570432544,Red,Conc. Up,Exacerbated Up
RAB2A,C2,0.6016757508590264,Red,Conc. Down,Reversed (Aging Up / Training Down)
RAB10,C2,0.9706851548972818,Blue,Conc. Down,Exacerbated Down
UBE2M,C4,0.7592373091412583,Yellow,Conc. Down,Exacerbated Down
UBE2K,C3,0.5207429330935818,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
UBE2N,C4,0.9801900637317942,Yellow,Conc. Down,Exacerbated Down
RAB14,C4,0.9165834403149404,Red,Conc. Down,Exacerbated Down
ACTR3,C3,0.6688545096795027,Turquoise,Conc. Up,Exacerbated Up
ACTR2,C2,0.9815369249166596,Turquoise,Conc. Up,Exacerbated Up
ACTR1A,C2,0.9992018433770814,Purple,Conc. Up,Reversed (Aging Down / Training Up)
COPS2,C2,0.6981423221010442,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ABCE1,C2,0.4467294618958663,Blue,Conc. Up,Exacerbated Up
RAP1B,C4,0.7099357857853025,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RPS3A,C1,0.5098995708936047,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPL26,C2,0.5396140914728048,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPL15,C1,0.997405636347113,Black,Conc. Up,Exacerbated Up
RPL27,C2,0.6906853277301175,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPL37A,C1,0.9972840843620996,Black,Conc. Up,Reversed (Aging Down / Training Up)
RHOA,C4,0.8392579886739868,Red,Conc. Down,Reversed (Aging Up / Training Down)
HSPE1,C3,0.9997890506944478,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
SEC61A1,C2,0.4995269272361949,Blue,Disc. YUp/ODn,Exacerbated Down
VBP1,C4,0.5866021280315442,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NPC2,C4,0.5513192634890723,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PKIA,C4,0.9896278931245543,Yellow,Conc. Down,Exacerbated Down
SUMO2,C4,0.937149916929105,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
NUTF2,C4,0.9994739520344196,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
TIMM10,C3,0.9864512610610352,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
RPS7,C2,0.9597560635549424,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
PPP1CA,C1,0.9964529506591736,Red,Conc. Up,Reversed (Aging Down / Training Up)
PPP1CB,C1,0.9951410879364506,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMC1,C2,0.769225923035796,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMC5,C2,0.9802796518446024,Purple,Conc. Down,Exacerbated Down
RPS8,C2,0.7251998571589274,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS15A,C2,0.7984936479792714,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPS16,C2,0.8025233588124084,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS14,C1,0.6416256392823275,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS23,C2,0.7879777492315295,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS18,C1,0.970798946370493,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS13,C2,0.9897987449187946,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS11,C2,0.9956574175743634,Blue,Conc. Up,Reversed (Aging Down / Training Up)
SNRPD3,C4,0.9107919958995424,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TMSB4X,C2,0.9181740027961102,Pink,Conc. Up,Reversed (Aging Down / Training Up)
PSMC6,C2,0.7670407010657111,Red,Conc. Up,Reversed (Aging Down / Training Up)
RPL7A,C2,0.8670361770566015,Black,Conc. Up,Reversed (Aging Down / Training Up)
ETF1,C2,0.9882250585696224,Blue,Conc. Up,Exacerbated Up
RPS4X,C2,0.8845102359012436,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPL23A,C1,0.9984804333183568,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS6,C2,0.8905367983434159,Purple,Conc. Up,Reversed (Aging Down / Training Up)
H2BC4,C1,0.984583460890762,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RAB1A,C4,0.4707000300976116,Red,Conc. Down,Reversed (Aging Up / Training Down)
RAN,C2,0.9985901255720762,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL23,C1,0.8318443824539722,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS15,C1,0.9939958253158016,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS24,C2,0.9856866971724236,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPS25,C2,0.9365501415373438,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS28,C1,0.987006301108158,Purple,Conc. Up,Reversed (Aging Down / Training Up)
GNB1,C4,0.902293807785012,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GNB2,C4,0.9505976383544894,Red,Conc. Down,Exacerbated Down
RPL30,C1,0.930702378234375,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPL31,C1,0.9828504764859392,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPL10A,C1,0.9998639263868832,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPL32,C1,0.9654155234716708,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPL11,C2,0.5326573443405348,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPL8,C1,0.9999334470742328,Black,Conc. Up,Reversed (Aging Down / Training Up)
FKBP1A,C4,0.999256701365559,Red,Conc. Down,Reversed (Aging Up / Training Down)
RPS27A,C2,0.99891513400317955,Magenta,Disc. YUp/ODn,Exacerbated Down
AP2B1,C2,0.9929758591531512,Blue,Conc. Up,Exacerbated Up
PPP3R1,C4,0.9994782788339894,Yellow,Conc. Down,Exacerbated Down
YWHAZ,C2,0.591403284926783,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DYNLL1,C2,0.9986949367636422,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DYNLT1,C2,0.9646199621499256,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RPL38,C1,0.4832133852000732,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPS21,C1,0.9900775060678868,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF5A,C4,0.9528868487604912,Red,Conc. Up,Exacerbated Up
RACK1,C1,0.994582925410846,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
UBE2I,C3,0.9067500787002492,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
TNNC1,C1,0.9999947008142912,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
YBX1,C2,0.8837355919736725,Black,Conc. Up,Reversed (Aging Down / Training Up)
CSNK2B,C2,0.8045034273931001,Blue,Conc. Up,Reversed (Aging Down / Training Up)
TPM4,C3,0.5351800882745356,Turquoise,Conc. Up,Exacerbated Up
UBE2L3,C4,0.7524356393726778,Yellow,Conc. Down,Exacerbated Down
EEF1A1,C2,0.9999781295092346,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
ACTA1,C1,0.9999990175372976,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TUBA1B,C2,0.9999748227872428,Blue,Conc. Up,Reversed (Aging Down / Training Up)
TUBA4A,C2,0.9992830344058652,Blue,Conc. Up,Reversed (Aging Down / Training Up)
TUBB4B,C2,0.9997132866230828,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CSNK2A1,C1,0.9963798349773164,Black,Conc. Up,Reversed (Aging Down / Training Up)
CCT2,C2,0.9995263843710208,Blue,Conc. Up,Exacerbated Up
GSTO1,C3,0.9717608115249108,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PRKDC,C2,0.9994130923138328,Turquoise,Conc. Up,Exacerbated Up
MRPS25,C3,0.9962993630180188,Pink,Conc. Up,Reversed (Aging Down / Training Up)
MRPS5,C3,0.7908911446536067,Pink,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MRPS36,C3,0.6208996181805816,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MRPS15,C2,0.7953224271329485,Pink,Conc. Up,Exacerbated Up
MRPS21,C3,0.5024406909113148,Pink,Conc. Up,Reversed (Aging Down / Training Up)
LACTB,C3,0.9987283730725296,Green,Conc. Down,Reversed (Aging Up / Training Down)
RPL24,C1,0.9999266799642714,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ARF1,C4,0.5636946712147745,Red,Conc. Up,Exacerbated Up
RHOG,C3,0.9884961079957928,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPL19,C1,0.9986406445748408,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
H3-3A,C1,0.6309690173021606,Brown,Conc. Down,Exacerbated Down
HSPG2,C1,0.998423024730809,Brown,Conc. Down,Exacerbated Down
RBM3,C1,0.935301782153636,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CYCS,C3,0.9998185211389752,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MPP1,C1,0.6305690126033212,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TFAM,C3,0.9936144183787688,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
PITPNA,C4,0.8807515628880445,Brown,Conc. Down,Exacerbated Down
SLC25A3,C3,0.9999507199415698,Pink,Conc. Up,Reversed (Aging Down / Training Up)
HDLBP,C1,0.9253333342370976,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PURA,C1,0.9971935892267736,Brown,Disc. YUp/ODn,Exacerbated Down
CLTC,C2,0.9999941691936396,Blue,Conc. Up,Reversed (Aging Down / Training Up)
FKBP3,C4,0.9268816155763472,Red,Disc. YDn/OUp,Exacerbated Up
REEP5,C2,0.9999845096802468,Blue,Disc. YUp/ODn,Exacerbated Down
SORD,C1,0.7354684701813651,Brown,Conc. Down,Exacerbated Down
MYBPC1,C1,0.9999924118225576,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PLIN5,C3,0.9942595925448808,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
SPTBN1,C2,0.9082872177233412,Blue,Conc. Up,Reversed (Aging Down / Training Up)
TIAL1,C2,0.5210739514326607,Turquoise,Conc. Up,Exacerbated Up
SET,C1,0.9579846782404736,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FABP5,C4,0.987727618777572,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ANK2,C3,0.824243872938597,Pink,Conc. Down,Exacerbated Down
CAP1,C1,0.5536114733735822,Turquoise,Conc. Up,Exacerbated Up
EWSR1,C2,0.973513844215212,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
OGDH,C3,0.99998155330160865,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
COX6A2,C3,0.9997007960189844,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ALDH6A1,C3,0.6929877523764446,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
BDH1,C3,0.9999914094808628,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
RPL18A,C1,0.9230721341709583,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CACNB1,C4,0.9896056166944582,Yellow,Conc. Down,Exacerbated Down
MAP2K1,C2,0.4333084072731655,Red,Conc. Up,Reversed (Aging Down / Training Up)
FKBP4,C4,0.5908680613445676,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL6,C1,0.9974997176158128,Black,Conc. Up,Reversed (Aging Down / Training Up)
AKAP12,C2,0.95664232343305,Blue,Conc. Up,Exacerbated Up
SLC25A11,C3,0.8994579216573875,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
CAV1,C1,0.8511488202348653,Green,Conc. Down,Exacerbated Down
ACY1,C3,0.9999172449918732,Pink,Conc. Up,Exacerbated Up
LMNB2,C1,0.9575839480491172,Brown,Conc. Down,Exacerbated Down
GBE1,C2,0.9982307180804374,Blue,Conc. Up,Reversed (Aging Down / Training Up)
EIF4G1,C2,0.7882485733407844,Yellow,Disc. YUp/ODn,Exacerbated Down
PRKCQ,C1,0.7334393768692494,Brown,Disc. YUp/ODn,Exacerbated Down
GLO1,C4,0.9998924146719644,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
AKR1C1,C2,0.9595163550463456,Blue,Conc. Up,Reversed (Aging Down / Training Up)
SSBP1,C3,0.9988717248037712,Pink,Conc. Up,Exacerbated Up
YWHAH,C1,0.7342760445063965,Blue,Conc. Up,Exacerbated Up
SRSF11,C4,0.9040943046985804,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EEF1A2,C2,0.9990206207254289,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
COL14A1,C4,0.9499903391118346,Red,Conc. Up,Exacerbated Up
PSME1,C2,0.9999360817363214,Blue,Conc. Up,Exacerbated Up
CACNG1,C4,0.5834704288805405,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
PRDX1,C4,0.9949350443329746,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL18,C1,0.85726024601507,Black,Conc. Up,Reversed (Aging Down / Training Up)
C1QBP,C3,0.9849620519928646,Pink,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CKAP4,C2,0.9965519696134234,Blue,Conc. Up,Reversed (Aging Down / Training Up)
DPT,C1,0.9996940636328522,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
KLC1,C2,0.9888294823575512,Blue,Conc. Up,Exacerbated Up
SRSF1,C1,0.9981257839582858,Black,Disc. YDn/OUp,Exacerbated Up
ARHGAP1,C2,0.9747955676523312,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ACTN3,C1,0.9998895060612064,Brown,Conc. Down,Exacerbated Down
PPP3CA,C1,0.7352241759058383,Yellow,Conc. Down,Exacerbated Down
DHX9,C2,0.6549725183094317,Black,Conc. Up,Exacerbated Up
SLC20A2,C1,0.999329179504214,Brown,Conc. Down,Exacerbated Down
PUDP,C4,0.9899270303422694,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
PPID,C2,0.9231140233236332,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
AHNAK,C2,0.9999193201918036,Black,Conc. Up,Reversed (Aging Down / Training Up)
LMOD3,C1,0.8877912911420323,Brown,Conc. Up,Reversed (Aging Down / Training Up)
HSPA14,C2,0.8072190655978607,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SCRN3,C4,0.7829930449962852,Brown,Conc. Down,Exacerbated Down
NEXN,C1,0.9999158488182344,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
AP1B1,C2,0.9158691992870456,Blue,Conc. Up,Reversed (Aging Down / Training Up)
BST2,C1,0.958854741485024,Green,Conc. Down,Reversed (Aging Up / Training Down)
STX4,C4,0.9852112165515988,Yellow,Conc. Down,Exacerbated Down
AIMP1,C3,0.5342835534666698,Red,Conc. Up,Exacerbated Up
ILF3,C4,0.9387192084169969,Brown,Conc. Up,Exacerbated Up
TRAP1,C3,0.9995909413968516,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ANK3,C2,0.9553847751961784,Purple,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
HSPB3,C2,0.9999849685827426,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ECH1,C3,0.9999979229024488,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
STRN3,C2,0.9879169552267734,Blue,Disc. YUp/ODn,Exacerbated Down
COASY,C4,0.9521675616930207,Yellow,Conc. Down,Exacerbated Down
TRDN,C1,0.9999843865136466,Black,Conc. Up,Reversed (Aging Down / Training Up)
ACACA,C2,0.9996374987500636,Blue,Conc. Up,Reversed (Aging Down / Training Up)
