uniprot_id,gene,module,kME,GS,is_hub
A0FGR8,ESYT2,blue,0.4608290203957207,0.2683254397334693,FALSE
A5YM72,CARNS1,blue,0.4036074121605437,0.016731495716067597,FALSE
E9PAV3,NACA,blue,0.7599285039574927,0.44749415790106417,TRUE
O00399,DCTN6,blue,0.6568796643930452,0.2009373588829358,FALSE
O00410,IPO5,blue,0.6201192092890517,0.06758170256984702,FALSE
O00499,BIN1,blue,0.719264393029297,0.07856362860666148,FALSE
O00629,KPNA4,blue,0.5877455137171749,0.16986869241028157,FALSE
O14558,HSPB6,blue,0.41129808355391106,0.031201873460851536,FALSE
O14929,HAT1,blue,0.46706506031157186,0.12772268445424165,FALSE
O14958,CASQ2,blue,0.32507588369392576,0.12483002368709108,FALSE
O15143,ARPC1B,blue,0.3815651634902291,0.21429082271124308,FALSE
O15260,SURF4,blue,0.41313685654337834,0.006608326438435784,FALSE
O15400,STX7,blue,0.39485846117412954,0.08806830199638835,FALSE
O43237,DYNC1LI2,blue,0.3068035333805959,0.33887265206601586,FALSE
O43396,TXNL1,blue,0.5196790684311007,0.2162451247283196,FALSE
O43852,CALU,blue,0.6048348579230821,0.24175230647345888,FALSE
O43865,AHCYL1,blue,0.37845796273040117,0.03522382770155991,FALSE
O60237,PPP1R12B,blue,0.45135412068740294,0.15717591704281458,FALSE
O60271,SPAG9,blue,0.6930803728502438,0.3564449322797378,FALSE
O60662,KLHL41,blue,0.5468884413417108,0.08054371661371272,FALSE
O60684,KPNA6,blue,0.33594066096358455,0.19448527884451838,FALSE
O60884,DNAJA2,blue,0.6274646845028429,0.2172954244518712,FALSE
O75369,FLNB,blue,0.7191568162071168,0.15121036136056312,FALSE
O75396,SEC22B,blue,0.39272321360225526,0.16766873132608853,FALSE
O75663,TIPRL,blue,0.39024177697161533,0.03658214853886591,FALSE
O75915,ARL6IP5,blue,0.38488934689320453,0.22111073816279134,FALSE
O75923,DYSF,blue,0.8022930664591784,0.06661885884335354,TRUE
O76003,GLRX3,blue,0.6595379554898686,0.07960846455807234,FALSE
O94886,TMEM63A,blue,0.43293916879286254,0.024982249954249393,FALSE
O94919,ENDOD1,blue,0.36905446845329143,0.15911877784070505,FALSE
O94979,SEC31A,blue,0.42542035304803183,0.15934370957990515,FALSE
O95573,ACSL3,blue,0.5139950795074434,0.2717145088231473,FALSE
O95782,AP2A1,blue,0.4765164353667774,0.10822527941531651,FALSE
O95817,BAG3,blue,0.5215355457587558,0.0700229401005103,FALSE
P00387,CYB5R3,blue,0.454105270787836,0.11579155772319065,FALSE
P00390,GSR,blue,0.513725807432209,0.023413883808640432,FALSE
P00492,HPRT1,blue,0.5726808607949178,0.09231890822764219,FALSE
P02511,CRYAB,blue,0.6353699891154903,0.20442658823714221,FALSE
P04083,ANXA1,blue,0.3346633407808908,0.16947635868395067,FALSE
P04632,CAPNS1,blue,0.5004204702518883,0.24983389324316796,FALSE
P04792,HSPB1,blue,0.6865027645432579,0.19522016460452404,FALSE
P05023,ATP1A1,blue,0.36468847503255514,0.09387137941422645,FALSE
