gene,cluster,membership
PRKRA,C1,0.9875234334019537
LYPLA1,C3,0.994859698916926
TIPRL,C4,0.7088568090649967
PPM1B,C4,0.692273085917956
SLC25A12,C3,0.9999135932762832
TCEA3,C1,0.9844106216106614
EIF3G,C2,0.9864211926301577
EIF3J,C1,0.40733444199188534
PSMD10,C4,0.9839505050090256
IDH1,C4,0.9961313533251793
SCO1,C3,0.9766589225245552
ALDH1L1,C3,0.9809404561607756
ARL6IP5,C2,0.9977145593867216
DYSF,C2,0.9999788927641863
PIAS2,C1,0.9483864582126718
DCTN3,C4,0.9961307252758624
ATP5PD,C3,0.9999930650101724
FLOT1,C4,0.9786008726893944
ATP5MG,C3,0.9999423096763476
GLRX3,C2,0.8541573810566743
SNCG,C1,0.7028016879940889
DDAH1,C4,0.6363373112230647
TPPP,C3,0.8567198860952872
BAIAP3,C3,0.9993733541735698
TOMM70,C3,0.9589054674283838
UFL1,C1,0.967015382866332
TMEM63A,C2,0.9957318323111178
PLPBP,C4,0.9999419206815625
ERLIN2,C1,0.9974816636309515
ENDOD1,C4,0.4934257981089474
SEC31A,C2,0.9929408473545054
NDUFB6,C3,0.9996342268129981
MFN2,C2,0.5592515510155825
NDUFA3,C3,0.9958817871046183
NDUFB4,C3,0.9987189041075115
NDUFB8,C3,0.9622150877873348
NDUFA7,C3,0.980309444965336
RTN3,C2,0.9643358024069633
LETM1,C3,0.9999718172895987
STBD1,C2,0.9669152127581833
ZRANB2,C4,0.9961549903317618
EPM2A,C1,0.5620479837374406
VAPB,C1,0.9833219862420164
NDUFC2,C3,0.9966959841112784
NDUFA10,C3,0.730771284873287
PGLS,C3,0.8106109728700343
TACC2,C2,0.7904320714856133
LYPLA2,C2,0.804877212718771
IPO7,C2,0.8811241329836692
ARIH2,C1,0.99612959904546
PGM3,C4,0.9783604683376619
SVIL,C1,0.5037394524169968
AHSA1,C2,0.912518323644254
H6PD,C4,0.9986146209979547
MPC2,C3,0.9999064122730585
ETHE1,C3,0.9998807043261291
ACSL3,C2,0.9813927398283964
ASMTL,C4,0.5887843495336329
CDS2,C2,0.9732911690098276
SNAP29,C2,0.782300329466163
OXSR1,C4,0.9981809639122828
LSM8,C1,0.7964881281333804
AP2A1,C2,0.9961750317995796
CAVIN2,C3,0.6835814763309331
BAG2,C4,0.8941170018024828
BAG3,C1,0.9310631225747256
MLYCD,C3,0.9999916087258621
AIFM1,C3,0.9999934011172024
EML2,C4,0.5634948523852068
BPNT1,C4,0.8120483834432463
DDAH2,C2,0.9984141245408351
ABHD16A,C2,0.7327524019959979
TXNDC12,C2,0.7408759082996073
NUDT3,C3,0.5886293071981549
NDUFB10,C3,0.9981760818099988
CLPTM1,C2,0.9876785981293281
MOCS2,C4,0.9859338565605913
TOMM40,C3,0.9145188806422605
PEX11B,C3,0.8896667401881468
CYB5A,C4,0.8991257490474392
ADH1B,C4,0.9860173440160731
LDHA,C4,0.9072551650472463
ALDH1A1,C4,0.6024794435705136
GLUD1,C3,0.9970186453939033
CYB5R3,C2,0.9999600492196462
GSR,C2,0.9774391175889895
MT-CO1,C1,0.7638290003175384
MT-CO2,C3,0.9965467270230436
MT-CO3,C3,0.7801443650205651
SOD1,C4,0.999234731637101
CP,C4,0.9942001176596247
F13A1,C2,0.9550785922809764
HPRT1,C2,0.9089980309620733
GOT2,C3,0.9999997752137706
PGK1,C4,0.9997468609939526
AK1,C4,0.97379514199346
HP,C4,0.9997620751809139
CFB,C4,0.9783172687787114
MT-ATP6,C2,0.7634839937761483
CA2,C4,0.9965465345842832
ASS1,C3,0.8079063949593377
SERPINA1,C4,0.9655731930258674
SERPINA3,C4,0.9818316521957986
AGT,C4,0.758882402375184
A2M,C4,0.9715125585564072
C3,C4,0.9963020820668321
CST3,C2,0.5251494267950352
CSTA,C4,0.6211403530194645
JCHAIN,C4,0.9159481322396338
IGKV3-20,C4,0.8123698320321144
IGHV3-7,C4,0.9920091221571845
IGKC,C4,0.9984947082871267
IGHG1,C4,0.9944257719907361
IGHG2,C4,0.9810366151112885
IGHG3,C4,0.7235035237756087
IGHM,C4,0.9886576988245226
IGHA1,C4,0.9834884992013279
HLA-B,C1,0.9850614118523753
HLA-DRB1,C4,0.7686078834490946
MB,C2,0.9359450424576925
COL1A1,C1,0.9959788985958662
COL3A1,C1,0.999517855920841
COL4A1,C1,0.9956406252494113
CRYAB,C2,0.9997337004186712
KRT14,C4,0.7283978239179548
LMNA,C1,0.9781701197658301
TNNC2,C1,0.9999741914318058
APOE,C4,0.8315585251735885
APOC2,C4,0.9206918771310981
LRG1,C4,0.9073206880689497
FN1,C3,0.8390933120811859
RBP4,C4,0.8881214967024953
ORM1,C4,0.9993242195712667
TTR,C4,0.9931697489961644
ALB,C4,0.8255341666228785
PPBP,C4,0.9301423690162145
TFRC,C2,0.8920545251068793
TF,C4,0.9974097022084121
FTL,C2,0.7311224923611737
FTH1,C4,0.6021176211190807
MT2A,C4,0.9464080158965843
MT-ND1,C3,0.98162874867853
MT-ND2,C3,0.9223048998435043
MT-ND3,C3,0.9990026482154805
MT-ND4,C3,0.9792965663401774
MT-ND5,C3,0.7339963516204914
MT-ATP8,C3,0.9999552603461686
CAT,C4,0.9992570790206567
ALDOA,C4,0.9987013171688248
CSTB,C4,0.7842508301732796
ANXA1,C2,0.9971408621642499
SOD2,C3,0.9829290454936278
KRT1,C4,0.5606817825791574
VWF,C1,0.9491021585761522
GAPDH,C4,0.704654000353555
HLA-A,C4,0.6807844731388043
CAPNS1,C2,0.7286779716810428
HSPB1,C2,0.9987079767093126
RPN1,C2,0.9378636445600205
RPN2,C2,0.7889250975148806
GNAI2,C2,0.9994767293729493
ATP1A1,C2,0.9509313408964867
ATP1B1,C2,0.9200871538995474
APOD,C4,0.94436792532556
ALDH2,C4,0.8332628347963174
S100A8,C4,0.691341760026959
SLC25A5,C3,0.9999995625362172
SERPING1,C4,0.9741413089272841
PCCA,C3,0.9998683664188472
PCCB,C3,0.999994862199957
EIF2S1,C1,0.8924286824322439
RPLP1,C1,0.9609855888808339
RPLP2,C1,0.9996588564673493
RPLP0,C1,0.9997253998570931
FABP3,C3,0.9848430744897776
CLEC3B,C4,0.9570466678007733
SSB,C1,0.8807679041489335
ITGB1,C2,0.6741646931522102
KRT18,C1,0.9809356087144449
KRT8,C4,0.5816244565693741
MYL1,C1,0.9999966237997334
GSN,C2,0.9994406688344192
PTMA,C2,0.6359144225707342
ATP5F1B,C3,0.9999991070323042
S100A9,C4,0.5330632508987027
S100A6,C2,0.999726895618994
EIF4E,C4,0.6953032619591171
CKM,C4,0.742926410027633
ENO1,C4,0.8930268773166175
PYGL,C1,0.7300443853348864
GPI,C4,0.9974014605762893
NPM1,C1,0.9677613084640411
TPM3,C1,0.9999925035677376
EPHX1,C2,0.9938915076771337
DBI,C4,0.769341266330215
LDHB,C2,0.9414338160317741
GPX1,C4,0.8987745627384169
P4HB,C2,0.9009114590466486
H1-0,C1,0.942873717140878
CTSD,C4,0.8081705505264579
ANXA2,C2,0.9999827234071994
CAPN1,C2,0.7751946217336824
TUBB,C2,0.9997305137449901
CA3,C2,0.9992320153807954
DCN,C4,0.6276141485509834
PSAP,C4,0.8646378452517901
PFN1,C2,0.9988429437263191
BPGM,C4,0.9998127192672328
APRT,C1,0.8968006152467821
EPRS1,C2,0.9995744598948724
CTSB,C3,0.43764024607058016
HSP90AA1,C2,0.9983773807331864
UQCRH,C3,0.9999321346758473
TPM2,C1,0.9999974075909623
FH,C3,0.9999985198188832
COL1A2,C1,0.999015686743459
ANXA6,C2,0.6188822440279866
PFKM,C4,0.66331287297067
HSP90AB1,C2,0.9595850752758662
SOD3,C3,0.5831004581885744
CTSG,C1,0.6149092024568997
PDHA1,C3,0.9999250811378717
COL4A2,C1,0.9989834590168251
CYC1,C3,0.9851522101417208
MYL3,C1,0.9999894841296448
CFH,C4,0.9863707363520956
SNRNP70,C4,0.7607177613478046
NFIC,C1,0.9653428146260383
VIM,C1,0.9170487871220285
SERPINF2,C4,0.9666150868349241
RPS17,C1,0.7018058773699941
KRT19,C4,0.5690765883531195
ANXA5,C2,0.9998025581237936
RPSA,C1,0.8738667236950387
SNRPA,C1,0.9962954579867054
ENO2,C4,0.9980051195478836
ACAA1,C3,0.941265070917862
GSTP1,C4,0.9618468054736169
LGALS1,C1,0.9984204480703319
QDPR,C4,0.9998588225784341
HMGB1,C4,0.9530576412387731
RBP1,C3,0.5187299900265091
FBP1,C4,0.9459132403264694
GSTM1,C4,0.632149164079839
TPM1,C1,0.9999971681948648
CLTB,C2,0.9993117725180358
ANXA4,C4,0.4486620921890129
HMOX1,C1,0.749669425729741
DLD,C2,0.6478521291135245
HNRNPA1,C2,0.6379228793353237
COX6C,C3,0.960306311296829
PARP1,C1,0.5098350720592806
IFIT2,C2,0.940523931204857
UCHL1,C2,0.9995018558143719
LTA4H,C4,0.9363868326891251
ALDOC,C2,0.9665540434766822
LIMS3,C1,0.9997774963644268
HSPA1A,C2,0.9985648093145166
IGLC2,C4,0.9928438665489157
IGLC3,C4,0.9478357182728105
CALM1,C1,0.8059644993096917
FDX1,C3,0.9430863771804593
COX8A,C3,0.9996591699150505
GAA,C3,0.872454198870337
RRAS,C2,0.915324781995577
ARAF,C2,0.5500898291515798
DLAT,C3,0.9999903622533294
TXN,C4,0.7180854010219361
COX5B,C3,0.9730621285035153
MAPT,C2,0.9979549601177597
PRKAR1A,C4,0.9881208002515499
ESD,C4,0.996700833946836
HSPD1,C3,0.9999937742224215
THRB,C1,0.9999694430574765
CLU,C4,0.9976780341662087
MYL2,C1,0.9997779114060892
HSPA5,C2,0.9999397691907875
LAMC1,C1,0.9994878079406321
MYH3,C1,0.9771304934403267
HSPA8,C2,0.9979046825311734
EPB41,C4,0.9934037334979792
PDHB,C3,0.9995237762901024
DBT,C1,0.5046538609767597
PYGB,C3,0.9534967586975531
PYGM,C2,0.601847987398121
RALA,C3,0.39595193227506004
SPTB,C4,0.9751550596758201
LAMP1,C2,0.9944142712721151
ACADM,C3,0.9782913971629773
UBL4A,C2,0.9972993284211994
DMD,C4,0.5444690355241387
MTHFD1,C2,0.9738352143834714
ADH5,C4,0.9960287193724439
PABPC1,C3,0.6229105825049872
HARS1,C2,0.8192485728398085
COL6A1,C1,0.9992569523932312
COL6A2,C1,0.9961272698205343
COL6A3,C1,0.9995373359715188
SLC25A4,C3,0.9999852004185334
SLC25A6,C3,0.9942471318560961
IMPDH2,C2,0.6428908370258409
CKB,C4,0.9330946847234993
ANXA3,C4,0.8459147041979606
BCKDHA,C3,0.9627381899091982
ACTN1,C1,0.9999695318529522
MYH1,C1,0.9989015954177284
MYH7,C1,0.9999899237130774
PEPD,C2,0.567164238443331
XRCC6,C1,0.8852773897409234
XRCC5,C4,0.840618852646509
COX4I1,C3,0.9997599293971923
IFITM1,C4,0.9548517484437026
LAMP2,C4,0.697982141099262
RNH1,C4,0.7506275057353711
MYH8,C1,0.9999031875216818
VCAN,C4,0.8712839446607129
EEF2,C2,0.9580619966909071
KRT10,C1,0.4328957060890741
KRT5,C4,0.6390940792916627
PDIA4,C2,0.5780219794363501
TPT1,C4,0.8781850244632589
ALAD,C4,0.913546065036358
LCP1,C4,0.6493560099959176
PLS3,C3,0.47229779731330024
APEH,C4,0.997485148769863
ETFA,C3,0.9999998426950677
TNNT1,C1,0.9999946538608795
GYS1,C2,0.9961908125831374
PRKAR2A,C4,0.9656227766876182
ENO3,C4,0.6414861976694491
CD59,C4,0.887000589173409
MIF,C2,0.7839102502531019
CD99,C2,0.9899183450036496
PRKCSH,C4,0.6894184648849555
FDPS,C3,0.5536687043114429
COX7A2,C3,0.9982837282115664
NID1,C1,0.9960061574853946
AKR1A1,C2,0.475330452389113
PKM,C4,0.9721451997883032
ACYP2,C2,0.9901156058841385
HSP90B1,C2,0.9993123061759949
MYL6B,C1,0.9997649299833316
SLC2A4,C3,0.9525009432103829
IDE,C2,0.8086396478711675
COX6B1,C3,0.9860428025269304
HNRNPL,C1,0.9970539794757096
DARS1,C2,0.9999231977986273
JUP,C3,0.9181507231485547
UQCRB,C3,0.9560084770822849
CPA3,C4,0.8375828051708144
FABP4,C3,0.91452517016206325
GLUL,C3,0.9858045567127024
AKR1B1,C2,0.6539533913897589
GSPT1,C2,0.6229225935841977
PGAM2,C4,0.9653133505526196
EZR,C2,0.9991988348318358
UCHL3,C4,0.9775060180660993
NME1,C4,0.7552636518368108
RPS2,C2,0.5403593601267892
RPA2,C1,0.9537417993755318
COX7C,C3,0.999783551194945
NQO2,C1,0.8033214471288962
PFKFB1,C1,0.7668760834141186
CBR1,C2,0.999195959266361
ANK1,C4,0.9990597201655032
ACADS,C3,0.9999890785372154
PPP3CB,C4,0.8513329366540896
ATP2A2,C2,0.5074064513544132
CD36,C3,0.8698562178492704
FAH,C4,0.9837590635149573
YBX3,C2,0.9798870423658835
TMEM11,C3,0.9999842120707082
GOT1,C3,0.9999853344547617
CKMT2,C3,0.9999997731078148
NDUFB7,C3,0.9863130496479459
PRKACA,C2,0.8482212640940205
CAPN2,C2,0.992777448685995
DES,C1,0.9998376862240024
PFKL,C2,0.5315462167741968
LGALS3,C2,0.9933314626779619
FLT1,C1,0.9995163159653359
PSMC3,C4,0.3746795999060223
TCP1,C2,0.999975461783112
RPL35A,C2,0.8405554356230044
ARF4,C1,0.836714531183958
RPL7,C1,0.9992247681383004
VCL,C2,0.9934122662530105
RPL17,C1,0.9997613860247668
PGAM1,C4,0.99187535922059
ATP5PF,C3,0.9999242585245554
TSPAN8,C4,0.8864232472678748
TNNI1,C1,0.9999900325387826
NCL,C1,0.9995956845924929
HK1,C3,0.999333563485071
NDUFV2,C3,0.9945607998262677
SRM,C2,0.9917146862711254
TYMP,C4,0.7992093853833445
ATP2B1,C4,0.5867799041969131
EIF2S2,C1,0.8993240946927452
ANXA7,C4,0.9990567768616037
TPSB2,C1,0.9314634676363664
BTF3,C4,0.9220566295065136
RAB6A,C2,0.9566954280804442
PVALB,C1,0.7534969270983934
PSMB1,C4,0.9531522971649219
COX5A,C3,0.9948943269954508
CAPN3,C1,0.6845549244975795
CAST,C2,0.9613987422473684
NEB,C1,0.9990268856251153
PTMS,C2,0.9958706940056785
GSTM3,C4,0.9597648167457421
ATP6V1B2,C4,0.9740025946809066
CSRP1,C2,0.9853001122084337
FLNA,C2,0.9982016218917656
MAOA,C3,0.9994779179648522
ACO1,C3,0.7304903060760808
GPD1,C4,0.9997293267633784
VDAC1,C3,0.9537807735824246
BGN,C1,0.9153590692539902
RYR1,C4,0.8430926434990315
SDHB,C3,0.9999632991367243
COMT,C4,0.9863556909352231
TGM2,C1,0.7945155370609464
MMUT,C3,0.9685618220715948
OSBP,C4,0.6681441005625554
PCMT1,C4,0.6355322909410295
GART,C2,0.9991347128235714
PAICS,C2,0.9440430700735684
SCP2,C2,0.8435066265723336
UBA1,C4,0.9929804802702032
GPX3,C4,0.9870164979013956
NME2,C1,0.658022405260353
FDXR,C1,0.987410087392794
HNRNPA2B1,C1,0.9478748648167165
UQCRC2,C3,0.9999967423852396
FECH,C1,0.628588248838215
AMPD1,C1,0.9383343792661394
FBLN1,C4,0.5017075753347384
SFPQ,C1,0.9962800889432317
PPIB,C2,0.76852538324677655
S100A1,C4,0.6345696852286031
HRC,C2,0.6523960398179623
ME2,C3,0.7162570115982225
WARS1,C2,0.8680779288047336
RPS3,C2,0.9954310194959916
GCSH,C3,0.9823874970886975
AHCY,C2,0.997935899042616
CFL1,C4,0.7907845895172665
EIF4B,C2,0.6841261883838411
ATP2B4,C4,0.9865574712642841
CPT2,C3,0.9997270468944451
LAMA2,C1,0.9999555531514367
GPT,C3,0.9999753699225777
COX7A1,C3,0.9576183313584846
COX7B,C3,0.9261884491584096
EEF1B2,C2,0.9655479398317126
ATP5PB,C3,0.9997651574176065
ACP1,C4,0.9875901270548468
ACAT1,C3,0.9999963354034981
MYL9,C1,0.7755886570093977
AZGP1,C4,0.9854149833471738
MPST,C4,0.9853084858502013
RPS12,C1,0.5745677901973854
DNAJB2,C2,0.8086883936209327
ATP5F1A,C3,0.9999925257068693
PSMA1,C4,0.9741199466267554
PSMA2,C4,0.9992722744487087
PSMA3,C2,0.9602235651486344
PSMA4,C4,0.9816159762734957
MSN,C2,0.9999313266286859
DDX6,C4,0.9401493561069503
U2AF2,C4,0.9006221120483802
RPL13,C1,0.9997066293247667
IVD,C3,0.9990821310464161
S100A4,C2,0.9978557249143745
HMGB2,C3,0.8928212297611088
TARS1,C2,0.9809766590260761
VARS1,C2,0.9999147620312564
EEF1G,C2,0.7781958691596095
PLN,C2,0.9655741616499518
FKBP2,C1,0.9330188838696908
STOM,C4,0.9994016172616063
MAOB,C3,0.9999817534133388
YWHAQ,C2,0.9490052500151366
MAPK3,C1,0.8169161545731968
RPL10,C1,0.999944921185045
RPA1,C4,0.7726891613995659
APEX1,C2,0.8130914773565567
CALR,C2,0.986337150308371
MAP4,C2,0.9998171370154053
CANX,C2,0.9950005136656798
PSMA5,C4,0.9940713223392696
PSMB4,C2,0.5245758152133628
PSMB6,C4,0.6832038253842094
PSMB5,C2,0.7708069849051706
GSTM2,C4,0.999554974698021
TMOD1,C1,0.9999748983817661
NDUFS1,C3,0.9925175651214487
MAPK1,C2,0.6400791000841167
RBL1,C2,0.6835765528540159
LAP3,C3,0.7544244096555186
CD38,C4,0.986153793624033
TPP2,C2,0.5918453851716079
IMPA1,C4,0.6599345678670903
EPHA2,C4,0.9879717000982313
COL4A5,C1,0.9798252386504441
TKT,C4,0.9081654910237389
EEF1D,C2,0.9964953254902092
MARCKS,C2,0.9984340067041909
GNA11,C3,0.5361449578072711
ALDH4A1,C3,0.9852866339882629
ERP29,C3,0.8727812108080308
PRDX6,C4,0.9994393605082977
BLVRB,C4,0.9998775472545305
PRDX5,C2,0.7000437048414848
DDT,C4,0.9964094177004532
PRDX3,C3,0.9856710793646619
ATP5F1D,C3,0.9956063635263556
RPL12,C1,0.9823544751104506
ECHS1,C3,0.9999844031593212
CMPK1,C2,0.655218716149007
PEBP1,C4,0.9968404267909607
PDIA3,C4,0.9373615877842204
PPP2R1A,C2,0.9993801769331226
PPIF,C3,0.999999924602722
NMT1,C1,0.8190861832714825
ADSS2,C4,0.9368597412610763
LRPAP1,C4,0.9358045270672956
TSPO,C3,0.9936300764374362
ADSL,C4,0.9999165488053408
CLIP1,C2,0.9875166718110604
SRI,C4,0.8172525991560692
SERPINB1,C2,0.6519274169263582
ALDH1B1,C2,0.9989735240778485
SDHA,C3,0.9995795098114032
GDI1,C4,0.9807568526779349
MAT2A,C2,0.7193836981996223
CASQ1,C4,0.9167651983474105
DNAJA1,C4,0.5796005217361133
AKT2,C2,0.9751863715572192
UQCRC1,C3,0.9998208170688905
HIBADH,C3,0.9965611753247358
ATIC,C2,0.9832376964845749
HNRNPH3,C1,0.999620190316186
HNRNPH1,C1,0.6101664398704358
YWHAB,C2,0.99576436551970815
STIP1,C2,0.5324923745217949
S100A11,C2,0.9990947672257897
PRDX2,C4,0.9940523641134229
GBP2,C2,0.9988069249336222
ACSL1,C3,0.9999979457108156
KIF5B,C2,0.7078251846975623
MCM5,C4,0.8227847852922338
SHMT1,C4,0.998632642118784
SHMT2,C3,0.9997955124279313
HSPA4,C2,0.998802788238908
MPI,C4,0.9828163628098026
GPC1,C4,0.8791484575779688
PFN2,C2,0.9996623830656065
CTNNA1,C3,0.9960247561232177
SERPINB6,C4,0.9505649204625612
RDX,C4,0.9751902400421891
RPA3,C4,0.9979657939817808
RPL22,C1,0.9922254757403453
SPR,C3,0.9793738902589139
THBS4,C2,0.9057938430400214
FBN1,C1,0.9713473478314475
AGL,C4,0.9699491474731284
MYH9,C1,0.4387649124981529
COPB2,C2,0.7860152214790667
ACTN2,C1,0.9999658936894913
ADD1,C3,0.5003124449157237
BSG,C4,0.5048304930429673
FUS,C1,0.988708479259497
DEK,C1,0.9818313938467957
MYH11,C1,0.6481512138395176
GLRX,C4,0.9872581349150591
PPM1A,C4,0.5687889592810776
KRT2,C3,0.3884732743121622
HMGCL,C3,0.9999806569438139
PSMC2,C2,0.9993365800336083
ARL3,C2,0.8093970134612226
MAP2K2,C4,0.838657151214185
ATP5F1C,C3,0.9999513419243933
ATP6V1E1,C2,0.5297308994064263
RPL4,C1,0.9986147687299938
LONP1,C3,0.9999900033993345
PGM1,C4,0.9998418774554448
PPP1CC,C1,0.9358515119135824
SERPINF1,C4,0.5907944779990839
DLST,C3,0.9999887371980363
GMPR,C4,0.997248867957886
GPX4,C4,0.8863516368158925
SRP14,C1,0.892235002007359
TAGLN2,C3,0.7430177554077305
TALDO1,C4,0.9944316611670456
SNCA,C4,0.9980158291110619
ETFB,C3,0.9999999340660569
ATP6V1A,C4,0.9878033561809524
HSPA9,C3,0.9974321277984288
RPS19,C1,0.5848026535473188
RPL3,C2,0.5796451117010859
COL15A1,C1,0.9846608850456258
COL18A1,C4,0.8431112444910616
DDOST,C2,0.9074137031287123
ANP32A,C2,0.5186286397287334
CAPG,C2,0.8893734211489451
CAP2,C1,0.9997968917017706
CCT6A,C2,0.9941758202690085
RPL13A,C1,0.9971643004084176
ARL1,C2,0.5072377941749489
STAT3,C4,0.8577090341927859
MDH1,C4,0.5950935218944777
MDH2,C3,0.9999971879172759
HADHA,C3,0.9998892274349547
EIF2S3,C2,0.9997542759486661
NAA10,C2,0.963798684164992
PPP1R2,C4,0.981507310339215
GARS1,C2,0.40473405570129173
IARS1,C4,0.5572729238907864
EIF1,C1,0.964827066210812
ECI1,C3,0.999972331491284
TMPO,C4,0.8545243903820019
AKR1C3,C2,0.9999379344893184
RPS27,C2,0.8523531546535602
LRPPRC,C3,0.9997016780887118
ACAA2,C3,0.9999986447379104
RPL35,C1,0.9971376371665717
