module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.06665036522592625,0.15615193376454137,0.4650190015500708
MEpink,0.031001544238489286,0.017661494602914937,0.16946018922206627
MEturquoise,0.24103689452177418,-0.16431343259724726,0.024142627603753776
MEred,0.28682590075947323,-0.0905373112223384,0.1790959066577209
MEyellow,-0.10463363425243408,0.5212457923681743,0.1719666717458461
MEbrown,0.22901375832107015,0.42930941128306466,0.1688883140984468
MEblack,-0.25094912404253494,0.18366462288728994,-0.15823245225195562
MEpurple,-0.27417040940288606,-0.39432570051347154,-0.22724608433593735
MEblue,-0.5488971757744969,-0.4582140554017596,-0.5637584532195113
MEmagenta,-0.02477059068620821,0.1437711537423912,0.10243587251351942
MEgrey,-0.3175893640715656,0.06965995796845671,-0.2017880878091462
