module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.9274464024917093,0.8185023832518747,0.38241828620693585
MEpink,0.9274464024917093,0.9482378945457761,0.6824267893742292
MEturquoise,0.6184590122904251,0.8185023832518747,0.9292813783736412
MEred,0.6184590122904251,0.8774504696355456,0.6824267893742292
MEyellow,0.9274464024917093,0.3557578579181818,0.6824267893742292
MEbrown,0.6184590122904251,0.3557578579181818,0.6824267893742292
MEblack,0.6184590122904251,0.8185023832518747,0.6824267893742292
MEpurple,0.6184590122904251,0.359401322564081,0.6824267893742292
MEblue,0.30435168490127934,0.3557578579181818,0.25236098488487824
MEmagenta,0.9274464024917093,0.8185023832518747,0.7763810175189544
MEgrey,0.6184590122904251,0.8774504696355456,0.6824267893742292
