module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,-0.3252304106171806,0.04021159726829569,0.15449605180070622
MEpink,-0.2862429794089551,0.010597080393018406,-0.018712422761403343
MEturquoise,-0.5204869819435861,-0.07049389287204061,-0.21921306421681694
MEred,0.5472808473651187,0.08902294648699417,0.13710031872577708
MEyellow,0.3780753095834694,-0.056931623501305775,0.05722750523728148
MEbrown,0.3015620060654216,0.22026198676284853,0.40325051765822906
MEblack,0.18325606315979487,0.1763550307939648,0.132459744112701
MEpurple,0.2946273754425294,0.12040619440598542,0.3158458407722711
MEblue,0.45851959093197775,-0.0037076965268673574,-0.07658615355111806
MEmagenta,0.2690438839183286,-0.12131048435238206,0.2751444668454241
MEgrey,0.020027966279602127,-0.38900678253906157,-0.10010806376660247
