pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,dedup_status,merged_into,overlap_jaccard
GOSLIM_CYTOPLASMIC_TRANSLATION,8.569818561076778e-22,2.3138510114907302e-20,1.2039752407526414,-0.6340569813893804,-2.9328843145317607,131,RPS7;RPL24;RPS10;EIF3C;RPS27A;RPL23A;RPS23;RPL22;RPL38;RPS3A;YBX3;RPL27A;RPL27;RPL34;RPL17;EIF3G;RPS19;RPS27;RPL23;RPS24;RPL10;RPL35;RPL31;EIF2B1;RPS5;RPS25;NPLOC4;EIF2S3;EIF3M;EEF2;VCP;RPL36AL;RPL35A;RPL19;RPL37A;RPL30;RPS15;RPS20;RPL28;EIF5;EIF3D;EIF4A1;RPS3;RPS14;RPS2;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;RPL26;RPL36;RPL7A;EIF3A;RPS13;CUL2;RPLP0;RPL29;RPS12;RPS18;HBS1L;EIF3K;EIF3I;DRG2;EIF3J;GAPDH;RPLP2;RACK1;DDRGK1;RPL11;RPS26;RPL18A;RPS16;RPL14;RPL13A;AKT2;RPL13;EIF3L;EEF1D;EIF3B;YBX1;RPL3;RPS8;RPL12;PELO;RPL10A;CSDE1;RPSA;RPL4;GCN1;RPS4X;DENR,GO Slim,Aging,kept,NA,NA
GOSLIM_MUSCLE_SYSTEM_PROCESS,3.132855231666275e-13,4.2293545627494714e-12,0.932595211336209,-0.5091265933281318,-2.4468321813062928,172,TTN;MYOF;DES;LMOD2;RPL24;MYOM2;MYBPH;SNTA1;SYNM;RPL23A;PDLIM5;TNNI2;RPL38;TPM1;HMOX1;RPL27A;RPL27;RPL34;FLNA;RPL17;TNNT3;ACTN3;MYOZ1;HRC;RPL23;CAMK2D;SMTN;TPM2;RPL10;RPL35;MYH2;TMOD4;RPL31;MYL1;EEF2;FXYD1;RPL35A;RPL19;RPL37A;MYH3;RPL30;RPL28;JPH2;MYH1;TNNC2;GLRX3;TCAP;LMNA;TRDN;MYH13;RPL32;JPH1;RPLP1;TPM3;RPL5;PVALB;CACNA1S;RPL6;RPL36;ACTA1;UTRN;RPL7A;CALM1;CAMK2G;RPLP0;RPL29;STAC3;MYH4;STUB1;TMOD1;LMOD3;MAP2K1;CSRP3;KLHL41;SMPX;SSPN;TNNT1;RPLP2;MYOT;MYH7;RPL11;RPL18A;CACNB3;MYH8;PRKG1;RYR1;RPL14;RPL13A;MYL6;RPL13;JUP;GNAS;CASQ1;MYOZ2;MYLK;RPL12,GO Slim,Aging,kept,NA,NA
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,1.082097081657182e-6,7.304155301185979e-6,0.6435518361507222,0.47440923354296277,2.0891090683228533,95,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;ETFB;MPST;ALDH4A1;ETFA;MCCC1;PCCB;FAH;IVD;PCCA;ACAD8;FH;GARS1;GPT2;HIBADH;ACADSB;RIDA;AIMP1;GCDH;DBT;HARS1;LRRC47;GOT2;GPT;GLUL;THAP4;IARS2;BCAT2;AARS1;VARS1;MMUT;SARS2;HIBCH;GLUD1;ALDH7A1;GOT1,GO Slim,Aging,kept,NA,NA
GOSLIM_RIBOSOME_BIOGENESIS,1.0300287691260541e-6,7.304155301185979e-6,0.6435518361507222,-0.5484442388031471,-2.2203625776283458,60,RPS7;RPS27A;RPS23;RPS3A;RPL27;RPS19;RPS27;RPS24;RPL35;RPS5;RPS25;RPL35A;RPS15;EIF5;RPS14;RPS21;RPS17;UTP15;RPL5;EIF2A;RPL26;TRMT112;DDX3X;RPL7A;RPS13;RPLP0;RPS12;NDUFAB1;RPL11;C1QBP;RPS16;RPL14,GO Slim,Aging,kept,NA,NA
GOSLIM_SULFUR_COMPOUND_METABOLIC_PROCESS,1.2189801565519459e-4,6.582492845380509e-4,0.5384340963099162,0.4314671845988235,1.8625573801845383,86,ACAT1;SUOX;MPST;MCCC1;TST;OPLAH;MAT2B;PDP1;PCCA;GSTO1;CBR4;ACOT9;MCEE;ACSF2;BPNT1;MLYCD;ACSS2;GCDH;DBT;HAGH;ACSL1;SUCLA2;STAT5B;SUCLG1;GSTP1;ACOT2;MMUT;NME1;SULT1A1;PANK4;ALDH7A1;AKR1A1,GO Slim,Aging,kept,NA,NA
GOSLIM_DETOXIFICATION,0.003772835583796664,0.01697776012708499,0.3350685587170139,0.4251943450939032,1.6919465592305944,56,NXN;AKR7A2;SOD2;PRDX6;CP;MB;MT2A;GSTO1;ALDH2;HAGH;GPX3;SUCLA2;NNT;SUCLG1;GSTP1;CES2;PRDX2;AKR1A1;PGP;SOD3;CD36;APOE;GSTK1;TXNRD1;PRDX1;AUH;SELENOF;PRDX3;GPX1;TXNRD2;PARK7,GO Slim,Aging,kept,NA,NA
GOSLIM_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.008562325766626843,0.03302611367127496,0.22082346409111278,0.41340801612397193,1.6032117200720652,50,ACADM;CRAT;ALDH4A1;CKB;CTSB;CPT2;OPLAH;GSTO1;GAMT;HAGH;CKMT2;CKM;GOT2;CPT1B;ABHD16A;ALDH9A1;GSTP1;SULT1A1;PANK4;ALDH7A1;ASS1;GSS;SHMT1;GSTK1,GO Slim,Aging,kept,NA,NA
GOSLIM_CHROMOSOME_SEGREGATION,0.8833333333333333,0.9540000000000001,0.016281069658365722,-0.19303036931018158,-0.766692756403182,55,TTN;KPNB1;DYNLT1;FLNA;RPS3;DYNC1H1;ACTB;MAPRE1;DDX3X;DYNLRB1;H3-3A;MAPRE3,GO Slim,Aging,NA,NA,NA
GOSLIM_CILIUM_ORGANIZATION,0.445859872611465,0.7539604707302353,0.026856349843076353,0.28086278146542065,1.0096980598650847,35,DYNLL1;ACTR2;SEPTIN2;CUL1;ACTR3;SNAP29;SYNE2;SEPTIN9;ARL3,GO Slim,Aging,NA,NA,NA
GOSLIM_CYTOKINESIS,0.3434991974317817,0.6624627379041504,0.03174872525030169,0.2921422325190004,1.0764428637431804,39,CDC42;SH3GLB1;SEPTIN2;CHMP2A;CUL4A;SEPTIN9;CFL1;ARL3;PDCD6IP;VPS4A;MYH14;CUL3;PDXP;SEPTIN11;VPS4B;CHMP6,GO Slim,Aging,NA,NA,NA
GOSLIM_DNA_RECOMBINATION,0.0222936332596907,0.07524101225145612,0.13648319801200426,0.43380324025648564,1.5382402709134386,33,HMGB2;HMGB1;PRKDC;XRCC6;ACTR2;HDGFL2;HSPD1;APEX1;NUCKS1;RPA2;RPA1;RUVBL2,GO Slim,Aging,NA,NA,NA
GOSLIM_DNA_REPLICATION,0.9240658899156288,0.9551345962113659,0.015633112654169393,-0.19246462215246196,-0.6942347870359552,35,CARM1;ELOB;VCP;RPA3;CUL2;PURA;SET;UCHL5;ELOC;UBE2N;RBBP7,GO Slim,Aging,NA,NA,NA
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.783410138248848,0.9316583701744005,0.018007249046469668,-0.22078938778749382,-0.8067371438549701,37,CLIC4;DYNLT1;MSN;LMNA;ACTB;WDR1;MAPRE1;MAP4;RAB10;RACK1,GO Slim,Aging,NA,NA,NA
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,0.832597350461662,0.9366720192693697,0.01713798446824284,-0.21697055113588332,-0.7647128623341872,32,COL15A1;COL3A1;COL1A1;LAMA2;COL4A1;COL1A2;NID1;LAMC1;P3H4,GO Slim,Aging,NA,NA,NA
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.9551345962113659,0.9551345962113659,0.015048011980352091,0.16114689014570477,0.7925888541296018,209,HMGCL;ACADM;IDH2;ACAT1;ETFB;ETFA;ACO2;PDP1;FH;GAA;SDHA;TALDO1;MDH1;ADIPOQ;ACADVL;PPIF;PYGL;FECH;CHCHD2;CS;HCCS;ATP5F1C;GSK3A;SUCLA2;PGLS;ATP5IF1;SDHB;NNT;PPP2CA;MDH2;H6PD;SUCLG1;NDUFB11;TRAP1;ATP5F1D;PPP1R2;ATP5PD;ATP5PO;ADHFE1;ATP5F1A;NDUFS5;STOML2;COX8A;IDH3B;UQCRC1;PNPT1;MFN2;CYC1;IDH3G;PGD;ACO1;TIGAR;PRKACA;SDHD;TKT;PRKAA2;COX6B1;GAPDHS;SLC25A13;PGAM1;SIRT3;DLD,GO Slim,Aging,NA,NA,NA
GOSLIM_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,0.5940773569701854,0.8911160354552781,0.022311011740665875,-0.30212183581452534,-0.9025920962641326,17,DDOST;CHP1;OSTC;RPN1;SLC35A4;STT3A;UGGT1;RPN2,GO Slim,Aging,NA,NA,NA
GOSLIM_LYSOSOME_ORGANIZATION,0.30951433121019106,0.6428374571288584,0.0336274432455028,0.35404167415660387,1.1109846284013893,20,LAMTOR1;GAA;LAMP2;CHMP2A;SCARB2;VPS35;LAMP1;CHMP6;ATP6V1A,GO Slim,Aging,NA,NA,NA
GOSLIM_MICROTUBULE-BASED_MOVEMENT,0.12028112449799197,0.2952354874041621,0.057179673897666476,-0.3106433358229464,-1.2521800348733405,59,KPNB1;DYNLT1;MAPT;DYNC1H1;PSMA1;BAG3;PSMA3;SORD;IFT81;MAP2K1;PSMB1;PSMA2;MAP4;DYNLRB1;PURA;PSMA6;TUBB4B;COPG1,GO Slim,Aging,NA,NA,NA
GOSLIM_MITOCHONDRIAL_GENE_EXPRESSION,0.7936349079263411,0.9316583701744005,0.01780098706178321,0.21173407246252152,0.8111046451814993,47,TFAM;TACO1;GARS1;TRMT10C;COA3;IARS2;MRPL40;MRPS35;SARS2;MRPL12;PNPT1,GO Slim,Aging,NA,NA,NA
GOSLIM_MITOCHONDRION_ORGANIZATION,0.04144251842996613,0.12432755528989839,0.09910876842634327,0.2883012587378955,1.325699684190764,127,SOD2;FXN;SLC25A46;LONP1;ACAA2;TIMM10;MICU1;CLU;ATAD3A;PPIF;CHCHD2;CHCHD4;COA3;LETM1;TMEM11;PHB2;GSK3A;TIMM50;HSPD1;MARCKS;OPA1;HUWE1;SIRT5;COX11;TIMM8A;CHCHD7;NIPSNAP2;ATP5F1D;MCU;MYH14;DNM1L;PGAM5;TIMM9;VPS35;DNAJC11;NDUFS5;STOML2;ATPAF2;MTCH2;PNPT1;MFN2;SAMM50;TOMM70;PRKACA;TIMM13;RALA;CLUH;IMMT;VDAC2;NOL3,GO Slim,Aging,NA,NA,NA
GOSLIM_MITOTIC_NUCLEAR_DIVISION,0.6383866481223922,0.907181026279189,0.02097070485781765,-0.23655119184637502,-0.8994966669529658,44,TTN;KPNB1;DYNLT1;FLNA;BANF1,GO Slim,Aging,NA,NA,NA
GOSLIM_NUCLEOCYTOPLASMIC_TRANSPORT,0.7607732581554572,0.9316583701744005,0.01851660422032741,-0.21140272861854684,-0.8421076640632174,56,SQSTM1;KPNB1;FLNA;RPL23;CHP1;RPS15;EIF4E;BAG3;DDX39B;HIKESHI;TNPO1,GO Slim,Aging,NA,NA,NA
GOSLIM_PROTEIN_FOLDING,0.04826485839648983,0.13031511767052253,0.09170804921768408,0.31006510913597773,1.3454150627968031,88,PPIA;CDC37;FKBP4;CLU;AHSA1;PPIF;CALR;CHCHD4;COA3;TBCA;PFDN2;FKBP5;HSPD1;HSPB6;PDIA4;PFDN4;PFDN6;VBP1;PTGES3;TRAP1;RUVBL2;KHSRP;TBCB;PPIB;TXNDC5;DNAJA1;ATPAF2;PDIA6,GO Slim,Aging,NA,NA,NA
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.4467913900623617,0.7539604707302353,0.027003999230321936,-0.24615178317548442,-1.0017552854787246,62,SQSTM1;ACTN2;FLNA;CAMK2D;EZR;ACTB;CAMK2G;STAC3;AP2M1;RAB10;CD81;CAMK2A;RACK1;CACNB3;PPP2R5A;CLTC;JUP,GO Slim,Aging,NA,NA,NA
GOSLIM_TELOMERE_ORGANIZATION,0.6866533864541833,0.9269820717131475,0.019894258500410163,0.2440852383927981,0.8617895325030565,32,PRKDC;XRCC6;HNRNPD;APEX1;RPA2;RPA1;PTGES3;RUVBL2,GO Slim,Aging,NA,NA,NA
GOSLIM_TRNA_METABOLIC_PROCESS,0.5505934419633877,0.8744719372359686,0.023504654410167688,0.25229224273284556,0.9454667080803076,42,MPST;GARS1;TRMT10C;AIMP1;HARS1;LRRC47;IARS2;AARS1;VARS1;DTD1;SARS2,GO Slim,Aging,NA,NA,NA
GOSLIM_WOUND_HEALING,0.23845845042151748,0.5365315134484143,0.03930146534542969,-0.2714727895491565,-1.1301106488036232,69,PLEC;MYOF;TPM1;HMOX1;NACA;FLNA;CD151;MYOZ1;CSRP1;COL3A1;ACTB,GO Slim,Aging,NA,NA,NA
GOBP_CYTOPLASMIC_TRANSLATION,5.3831437251241687e-20,5.30777971297243e-17,1.1601795718302144,-0.6359930810979711,-2.888925676337215,120,RPS7;RPL24;RPS10;EIF3C;RPS27A;RPL23A;RPS23;RPL22;RPL38;RPS3A;YBX3;RPL27A;RPL27;RPL34;RPL17;EIF3G;RPS19;RPS27;RPL23;RPS24;RPL10;RPL35;RPL31;EIF2B1;RPS5;RPS25;EIF2S3;EIF3M;EEF2;RPL36AL;RPL35A;RPL19;RPL37A;RPL30;RPS15;RPS20;RPL28;EIF5;EIF3D;EIF4A1;RPS3;RPS14;RPS2;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;RPL26;RPL36;RPL7A;EIF3A;RPS13;RPLP0;RPL29;RPS12;RPS18;EIF3K;EIF3I;DRG2;EIF3J;GAPDH;RPLP2;RACK1;RPL11;RPS26;RPL18A;RPS16;RPL14;RPL13A;AKT2;RPL13;EIF3L;EEF1D;EIF3B;YBX1;RPL3;RPS8;RPL12;RPL10A;CSDE1;RPSA;RPL4,GO:BP,Aging,kept,NA,NA
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,2.547671535070735e-16,1.2560020667898724e-13,1.0376961554875836,-0.5998727674402046,-2.7169363713220678,118,PLEC;OBSCN;SYNPO2L;TTN;NEB;LMOD2;RPL24;MYOM2;MYOM3;MYBPH;FLNC;KLHL40;RPL23A;MYOM1;SPAG9;PDLIM5;RPL38;TPM1;NRAP;ACTN2;CAPN3;RPL27A;NACA;RPL27;RPL34;RPL17;TNNT3;ACTN3;MYOZ1;RPL23;RPL10;RPL35;TMOD4;RPL31;ALPK3;RPL35A;RPL19;RPL37A;MYH3;RPL30;MYBPC2;CSRP1;RPL28;TCAP;LMNA;RPL32;RPLP1;RPL5;WDR1;CACNA1S;RPL6;RPL36;ACTA1;RPL7A;RPLP0;RPL29;STAC3;TMOD1;LMOD3;CSRP3;KLHL41;MYPN;TNNT1;CD81;RPLP2;RPL11;RPL18A;RYR1;RPL14;MYBPC1;RPL13A;RPL13;YBX1;CASQ1;MYOZ2;RPL12,GO:BP,Aging,kept,NA,NA
GOBP_MUSCLE_CELL_DIFFERENTIATION,9.979018070222392e-16,3.279770605746426e-13,1.0175447973098848,-0.5709617870648491,-2.6552579665117904,137,PLEC;OBSCN;SYNPO2L;TTN;SPEG;NEB;LMOD2;RPL24;MYOM2;MYOM3;MYBPH;FLNC;KLHL40;RPL23A;ACTN4;MYOM1;SPAG9;PDLIM5;RPL38;ACTN1;TPM1;NRAP;ACTN2;CAPN3;RPL27A;NACA;RPL27;RPL34;RPL17;TNNT3;ACTN3;MYOZ1;RPL23;RPL10;RPL35;UCHL1;TMOD4;RPL31;ALPK3;RPL35A;RPL19;RPL37A;MYH3;RPL30;MYBPC2;CSRP1;RPL28;TCAP;LMNA;RPL32;SYPL2;RPLP1;RPL5;WDR1;CACNA1S;RPL6;RPL36;ACTA1;RPL7A;RPLP0;RPL29;STAC3;TMOD1;LMOD3;LAMA2;CSRP3;KLHL41;MYPN;TNNT1;CD81;RPLP2;RPL11;RPL18A;RYR1;RPL14;NID1;MYBPC1;RPL13A;RPL13;LAMC1;YBX1;CASQ1;MYOZ2;RPL12,GO:BP,Aging,redundant,GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.7468879668049793
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,2.523885205710781e-14,6.221377032077075e-12,0.9759946830643197,0.6276433899878543,2.713535248890172,88,HMGCL;HADHA;DCXR;HADHB;ECHS1;ACADM;ACAT1;ALDH5A1;CRAT;ALDH6A1;ETFB;MPST;ECI1;ALDH4A1;ETFA;HADH;MCCC1;PCCB;CPT2;TST;ECH1;ACAA2;FAH;IVD;PCCA;ACAD8;ECI2;MCEE;GPT2;ADIPOQ;ACADS;HIBADH;ACADVL;ACADSB;RIDA;NAGK;MLYCD;GCDH;DBT;SLC16A1;PLIN5;GOT2;GPT;CPT1B;GLUL;LDHB;ACAA1,GO:BP,Aging,kept,NA,NA
GOBP_MUSCLE_CONTRACTION,1.9147412126331097e-12,3.775869671312492e-10,0.8986712320616942,-0.5038225472950366,-2.3957638298061044,160,TTN;MYOF;DES;LMOD2;RPL24;MYOM2;MYBPH;SNTA1;SYNM;RPL23A;TNNI2;RPL38;TPM1;RPL27A;RPL27;RPL34;FLNA;RPL17;TNNT3;ACTN3;HRC;RPL23;CAMK2D;SMTN;TPM2;RPL10;TMEM38A;RPL35;MYH2;TMOD4;RPL31;MYL1;EEF2;FXYD1;RPL35A;RPL19;RPL37A;MYH3;RPL30;RPL28;JPH2;MYH1;TNNC2;TCAP;TRDN;MYH13;RPL32;JPH1;RPLP1;TPM3;RPL5;CACNA1S;RPL6;RPL36;ACTA1;UTRN;RPL7A;CALM1;RPLP0;RPL29;STAC3;MYH4;STUB1;TMOD1;LMOD3;MAP2K1;CSRP3;KLHL41;SMPX;SSPN;TNNT1;RPLP2;MYOT;MYH7;RPL11;RPL18A;CACNB3;MYH8;PRKG1;RYR1;RPL14;RPL13A;MYL6;RPL13;JUP;GNAS;CASQ1;MYLK;RPL12,GO:BP,Aging,kept,NA,NA
GOBP_MUSCLE_CELL_DEVELOPMENT,8.236674441384439e-12,1.3535601665341763e-9,0.8753251320246591,-0.6235794363181191,-2.623333230130274,75,PLEC;OBSCN;SYNPO2L;TTN;NEB;LMOD2;MYOM2;MYOM3;MYBPH;FLNC;KLHL40;ACTN4;MYOM1;PDLIM5;ACTN1;TPM1;NRAP;ACTN2;CAPN3;NACA;TNNT3;ACTN3;MYOZ1;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;TCAP;LMNA;SYPL2;WDR1;CACNA1S;ACTA1;STAC3;TMOD1;LMOD3;CSRP3;KLHL41;MYPN;TNNT1,GO:BP,Aging,kept,NA,NA
GOBP_FATTY_ACID_METABOLIC_PROCESS,3.578586123155136e-11,4.410607396788705e-9,0.851339057116899,0.5396444372159992,2.4160065702841793,108,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ASAH1;ACAA2;PDP1;IVD;PCCA;CBR4;ECI2;ACOT9;MCEE;ADIPOQ;ACADS;ACADVL;ACSF2;ACADSB;MLYCD;SLC27A1;ACSS2;GCDH;FABP3;PLIN5;ACSL1;CPT1B;ECHDC3;MECR;ACAA1;FABP5;HSD17B8;GSTP1;PTGES3;ACOT2;MMUT;NME1;ECHDC2;CES2,GO:BP,Aging,kept,NA,NA
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,3.5742730351277934e-11,4.410607396788705e-9,0.851339057116899,-0.5316911977820413,-2.4012311017975443,116,PLEC;OBSCN;SYNPO2L;TTN;SQSTM1;NEB;LMOD2;RPL24;MYOM2;MYOM3;MYBPH;FLNC;RPS23;MYOM1;RPL38;TPM1;NRAP;ACTN2;KPNB1;CAPN3;FLNA;TNNT3;RPS19;MYOZ1;RPS27;CAPRIN1;MAPT;TMOD4;MSN;MYH3;MYBPC2;RPS15;CSRP1;EZR;EIF5;TCAP;RPS3;RPS14;DYNC1H1;RPL5;WDR1;MAPRE1;EIF2A;ACTA1;DDX3X;TMOD1;LMOD3;UBAP2L;CSRP3;KLHL41;NDUFAB1;H3-3A;MYPN;TNNT1;MAPRE3,GO:BP,Aging,kept,NA,NA
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,6.141207403446477e-11,6.728033888664696e-9,0.8390889356212738,0.5111615441823198,2.3568658856920757,129,HMGCL;HADHA;DCXR;HADHB;ECHS1;ACADM;ACAT1;ALDH5A1;CRAT;ALDH6A1;ETFB;MPST;ECI1;ALDH4A1;ETFA;HADH;MCCC1;PCCB;CPT2;TST;ECH1;ACAA2;FAH;GALK1;IVD;PCCA;ACAD8;ALDH2;ECI2;MCEE;GPT2;ADIPOQ;ACADS;HIBADH;ACADVL;ACADSB;RIDA;NAGK;MLYCD;ACSS2;NUDT3;GCDH;DBT;HAGH;SLC16A1;PLIN5;GOT2;GPT;CPT1B;GLUL;LDHB;ACAA1;BCAT2;SULT1A1;ECHDC2;HIBCH;ADHFE1;GLUD1;ALDH7A1;PDXP;AKR1A1;GOT1,GO:BP,Aging,redundant,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,0.6666666666666666
GOBP_LIPID_OXIDATION,1.385234730028891e-10,1.3658414438084863e-8,0.826657301178302,0.7247761308406258,2.640844694253059,38,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;CPT2;ECH1;ACAA2;IVD;ECI2;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;FABP3;PLIN5,GO:BP,Aging,kept,NA,NA
GOBP_MYOTUBE_DIFFERENTIATION,1.5793787903498612e-10,1.4156977157136028e-8,0.826657301178302,-0.6199159464884628,-2.521593630669442,63,PLEC;RPL24;KLHL40;RPL23A;RPL38;RPL27A;NACA;RPL27;RPL34;RPL17;ACTN3;RPL23;RPL10;RPL35;RPL31;RPL35A;RPL19;RPL37A;RPL30;RPL28;RPL32;RPLP1;RPL5;CACNA1S;RPL6;RPL36;ACTA1;RPL7A;RPLP0;RPL29;STAC3;LMOD3;CD81;RPLP2;RPL11;RPL18A;RYR1;RPL14;RPL13A;RPL13,GO:BP,Aging,kept,NA,NA
GOBP_FATTY_ACID_CATABOLIC_PROCESS,1.8125401919156388e-10,1.4893038576906833e-8,0.826657301178302,0.7306858286463787,2.6452878329401996,37,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ACAA2;IVD;PCCA;ECI2;MCEE;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;PLIN5,GO:BP,Aging,redundant,GOBP_LIPID_OXIDATION,0.5714285714285714
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,3.52572333923766e-10,2.674125548067948e-8,0.8140358378479079,0.6776038557889092,2.58901292244051,47,HADHA;DCXR;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ACAA2;FAH;IVD;PCCA;ECI2;MCEE;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;SLC16A1;PLIN5;CPT1B;LDHB;ACAA1,GO:BP,Aging,redundant,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,0.5161290322580645
GOBP_FATTY_ACID_BETA_OXIDATION,7.036079366489191e-10,4.705748527542083e-8,0.8012155746177786,0.7421087218317198,2.594625595902475,32,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;CPT2;ECH1;ACAA2;IVD;ECI2;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;PLIN5;CPT1B,GO:BP,Aging,redundant,GOBP_LIPID_OXIDATION,0.6293103448275862
GOBP_LIPID_CATABOLIC_PROCESS,7.158846644333797e-10,4.705748527542083e-8,0.8012155746177786,0.6073821600454343,2.4616928474940907,63,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PRDX6;PCCB;CPT2;ECH1;ASAH1;ACAA2;YWHAH;IVD;PCCA;FABP4;ECI2;MCEE;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;PLIN5;CPT1B;ABHD16A,GO:BP,Aging,kept,NA,NA
GOBP_LIPID_MODIFICATION,7.651226408743989e-10,4.715068274388483e-8,0.8012155746177786,0.6958391213084606,2.5867051700676176,42,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;CPT2;ECH1;ACAA2;IVD;ECI2;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;FABP3;PLIN5,GO:BP,Aging,redundant,GOBP_LIPID_OXIDATION,0.6408839779005525
GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,8.224127303467579e-10,4.769993836011196e-8,0.8012155746177786,-0.697142365499073,-2.535357652864584,38,RPL24;RPL23A;RPL38;RPL27A;RPL27;RPL34;RPL17;RPL23;RPL10;RPL35;RPL31;RPL35A;RPL19;RPL37A;RPL30;RPL28;RPL32;RPLP1;RPL5;RPL6;RPL36;RPL7A;RPLP0;RPL29;RPLP2;RPL11;RPL18A;RPL14;RPL13A;RPL13;RPL12;RPL10A;RPL4,GO:BP,Aging,kept,NA,NA
GOBP_MYOFIBRIL_ASSEMBLY,9.83630388179068e-10,5.388108681914229e-8,0.7881868108002371,-0.6793406704881775,-2.5600118220813064,44,PLEC;OBSCN;SYNPO2L;TTN;NEB;LMOD2;MYOM2;MYOM3;MYBPH;FLNC;MYOM1;TPM1;NRAP;ACTN2;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;ACTA1;TMOD1;LMOD3;CSRP3;KLHL41;MYPN;TNNT1,GO:BP,Aging,kept,NA,NA
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,1.7217595250524982e-9,8.935025745798753e-8,0.7881868108002371,-0.6545074024994542,-2.5098522210617604,48,PLEC;OBSCN;SYNPO2L;TTN;NEB;LMOD2;MYOM2;MYOM3;MYBPH;FLNC;MYOM1;TPM1;NRAP;ACTN2;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;ACTA1;TMOD1;LMOD3;CSRP3;KLHL41;MYPN;TNNT1,GO:BP,Aging,redundant,GOBP_MYOFIBRIL_ASSEMBLY,0.5428571428571428
GOBP_MYOBLAST_FUSION,4.674001314358421e-9,2.1945549028368585e-7,0.7614608014455848,-0.6539314530235606,-2.4715320617915517,45,RPL24;RPL23A;RPL38;RPL27A;RPL27;RPL34;RPL17;RPL23;RPL10;RPL35;RPL31;RPL35A;RPL19;RPL37A;RPL30;RPL28;RPL32;RPLP1;RPL5;CACNA1S;RPL6;RPL36;RPL7A;RPLP0;RPL29;CD81;RPLP2;RPL11;RPL18A;RPL14;RPL13A;RPL13;RPL12;RPL10A;RPL4,GO:BP,Aging,redundant,GOBP_SYNCYTIUM_FORMATION,0.8288288288288288
GOBP_SYNCYTIUM_FORMATION,4.674001314358421e-9,2.1945549028368585e-7,0.7614608014455848,-0.6539314530235606,-2.4715320617915517,45,RPL24;RPL23A;RPL38;RPL27A;RPL27;RPL34;RPL17;RPL23;RPL10;RPL35;RPL31;RPL35A;RPL19;RPL37A;RPL30;RPL28;RPL32;RPLP1;RPL5;CACNA1S;RPL6;RPL36;RPL7A;RPLP0;RPL29;CD81;RPLP2;RPL11;RPL18A;RPL14;RPL13A;RPL13;RPL12;RPL10A;RPL4,GO:BP,Aging,kept,NA,NA
