pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,dedup_status,merged_into,overlap_jaccard
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.425525167892442e-5,6.89386940038354e-4,0.557332238758646,0.3674325556898234,1.7545779144738818,182,RPS15;RPS6;RPL22;RPL24;RPS12;RPS3A;RPL37A;RPS21;CHDH;RPL18;EEFSEC;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;CARNS1;RPS14;RPS13;RPS18;RPL32;PSMD7;RPS25;RPS11;RPL23A;RPL23;RPS4X;RPS20;MARS1;RPS10;RPS7;RPS15A;RPL36AL;GLUD1;RPLP2;RPL11;RPL12;RPL35;RPS3;RPL6;RPL19;RPS8;RPS5;QARS1;TMLHE;PSMC3;RPL7;RPS28;RPL8;RPL17;RPLP0;HIBCH;TXN2;RPL38;RPS9;RPL4;RPL13A;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;SLC25A13;PSMC4;SARS1;RPL29;RPL31;RPL28;RPL13,Reactome,Training_Old,kept,NA,NA
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,5.915992654453582e-5,0.0011205586086670903,0.557332238758646,0.7427206985272305,2.111003567078761,15,CCT5;CCT4;CCT3;CCT8;TUBA1B;TUBB6;TUBA4A;CCT2;TUBB2A;TCP1;TUBA8,Reactome,Training_Old,kept,NA,NA
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,3.948757584710147e-4,0.007063888568203708,0.49849310876659025,-0.599647632460111,-2.016091205269437,27,SSPN;DTNA;SGCD;SGCG;SGCB;ITGB1;DMD;SGCA;DAG1,Reactome,Training_Old,kept,NA,NA
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,4.964548524494838e-4,0.00799292312443669,0.47727081536286214,0.5972176458639761,1.9258210669816591,24,CAMK2D;MAPK1;CAMK2B;TUBA1B;CALM1;TUBB6;TUBA4A;PRKAG1;CAMK2A;TUBB2A;TUBA8;ACTN2;PRKAB2;RPS6KA3,Reactome,Training_Old,kept,NA,NA
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,4.963412254407358e-4,0.00799292312443669,0.47727081536286214,0.5092530955000643,1.8943690490212703,44,KIF5B;AP1B1;DCTN3;AP2A1;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;AP2B1;CTSB;TUBB2A;OSBPL1A;SEC31A;KLC1;AP1G1;TUBA8;DYNC1I2;DCTN1;SEC23A;CLTC;DCTN6;DYNC1LI1;AP2M1;DCTN4;CAPZA1;SEC13;CANX;CAPZB,Reactome,Training_Old,kept,NA,NA
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,5.248566399688152e-4,0.008047801812855167,0.47727081536286214,-0.6653279977545505,-2.0122712632827846,18,SSPN;DTNA;SGCD;SGCG;SGCB;DMD;SGCA;DAG1,Reactome,Training_Old,kept,NA,NA
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,5.679089680124707e-4,0.008312122168182527,0.47727081536286214,-0.48079763881618687,-1.8678925644775168,49,SLC25A42;MMAB;GSTO1;GPC1;COQ7;BCO2;COQ9;GPHN;ALDH1L1;NAXD;IDH1;PNPO;SHMT1;PANK4;ACO1;RBP4;NAXE;AASDHPPT;CYB5A;MCCC1;PDXK;COQ8A;SPR;NADK2;MTHFD1;COQ3,Reactome,Training_Old,kept,NA,NA
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,6.355070108568665e-4,0.008897098151996132,0.47727081536286214,0.4279170635040924,1.7851944109052087,77,TUBB;CCT5;CCT4;HSPA9;CCT3;DCTN3;DYNLRB1;CARM1;DCTN2;CCT8;TUBA1B;CALM1;ACTR1A;TUBB6;TUBA4A;PRKAG1;GLUD1;CCT2;DYNC1H1;TNPO1;TUBB2A;TCP1;MAPRE1;TUBA8;SSBP1;DYNC1I2;DCTN1;ATP5F1B;PRKAB2;ATP5PF;TMEM11;ARL3;MICOS10,Reactome,Training_Old,redundant,REACTOME_CILIUM_ASSEMBLY,0.6790540540540541
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,7.029889592393436e-4,0.009431768536461193,0.47727081536286214,0.6182454315179697,1.9448208936471882,22,TUBB;DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;MAPRE1;TUBA8;DYNC1I2;DCTN1,Reactome,Training_Old,kept,NA,NA
REACTOME_BIOLOGICAL_OXIDATIONS,0.0011918640546976702,0.014760777908178839,0.45505986738722953,-0.4672875276641568,-1.8048548727340423,48,ADH1B;GSTO1;GSTP1;GGCT;ACSS2;ALDH1A1;MAOB;CMBL;MAT2A;GSTZ1;MAOA;ABHD10;MGST3;CYB5B;AHCY;FDX1;ADH5;OPLAH;GSS;ABHD14B;SULT1A1,Reactome,Training_Old,kept,NA,NA
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.0011682964996599767,0.014760777908178839,0.45505986738722953,0.5203221134518246,1.8343805025965965,35,CAMK2D;MAPK1;HSPB1;CRYAB;HSPA9;HSPB2;CAMK2B;SERPINH1;HSPA14;CAMK2A;GSK3B;BAG3;HIKESHI;HSPA5,Reactome,Training_Old,kept,NA,NA
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.0017720494954559674,0.021133331019882278,0.45505986738722953,0.521704988974038,1.818726742749199,33,CAMK2D;MAPK1;CAMK2B;AP2A1;MYO6;TUBA1B;CALM1;TUBB6;TUBA4A;PRKAG1;AP2B1;CAMK2A;TUBB2A;NSF;TUBA8;ACTN2;PRKAB2;RPS6KA3,Reactome,Training_Old,kept,NA,NA
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,0.003289473684210526,0.03782894736842105,0.35481951210374685,0.5997492705268107,1.8656092481157052,21,CCT5;CCT4;CCT3;CCT6A;CCT8;TUBA1B;TUBB6;TUBA4A;CCT2;TUBB2A;CCT7;TCP1;TUBA8,Reactome,Training_Old,kept,NA,NA
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.004436728395061728,0.046379594898724674,0.30377943455118267,0.6321538221431863,1.8274611498778401,16,CAMK2D;HSPB1;CRYAB;HSPB2;CAMK2B;SERPINH1;CAMK2A,Reactome,Training_Old,kept,NA,NA
REACTOME_MUSCLE_CONTRACTION,0.004465116279069767,0.046379594898724674,0.2972329219997305,0.396433761350534,1.6329263403685041,72,CAMK2D;MYL12B;CAMK2B;CALM1;MYH11;TLN1;ATP1A1;CASQ1;AHCYL1;TPM4;CAMK2A;MYL1;ANXA2;MYL9;ANXA1;ACTA1;TRIM72;CALD1;ANXA6;VCL;ATP1B1;MYL6;ACTN2;VIM;TNNT3;TNNC2;TPM1;TNNI2;DYSF,Reactome,Training_Old,kept,NA,NA
REACTOME_RECYCLING_PATHWAY_OF_L1,0.00421536692853037,0.046379594898724674,0.3107769199772489,0.6190896714030316,1.8530933054660652,18,MSN;MAPK1;AP2A1;TUBA1B;TUBB6;TUBA4A;AP2B1;TUBB2A;TUBA8;EZR;ACTB;RPS6KA3;CLTC,Reactome,Training_Old,kept,NA,NA
REACTOME_MITOTIC_G2_G2_M_PHASES,0.0046755189826070695,0.04704740976248364,0.291090917251384,0.41367312719430516,1.662521219867553,64,TUBB;PSMD7;DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;PPP1CB;PSMC3;MAPRE1;TUBA8;DYNC1I2;DCTN1;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;HSP90AB1;PPME1;LCMT1;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,kept,NA,NA
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.004838031131678587,0.04720745528486379,0.30377943455118267,-0.5135827735490648,-1.7621309905779141,29,SLC25A42;MMAB;GSTO1;GPHN;ALDH1L1;NAXD;PNPO;SHMT1;PANK4;NAXE;AASDHPPT;CYB5A;MCCC1;PDXK,Reactome,Training_Old,redundant,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.6377551020408163
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.3549174174174174,0.6113284466499082,0.02988035562032526,0.29585551387687087,1.066992613965792,38,PSMD7;PSMC3;EIF2S1;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;EIF2S2;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ABC_TRANSPORTER_DISORDERS,0.5070448994927672,0.703894240756128,0.02373140120648082,0.27600077386113075,0.9673332861677637,34,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,0.9000563591959422,0.967015966357824,0.015044997500197275,0.20289419831542105,0.7111078308047831,34,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.4925793725342852,0.6937605891484633,0.024204019965755136,0.2784493587136089,0.9759151375831514,34,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.31672265770810004,0.5904962089933188,0.03191761358594753,0.2668675443023764,1.0765716102625165,65,MAPK1;PSMD7;RACK1;PKM;CTSB;JUP;CSNK2B;PSMC3;ACTA1;VCL;PSMD11;ACTB;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4,Reactome,Training_Old,NA,NA,NA
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.9998205634308271,0.9998205634308271,0.012862650032314304,0.11859876407813458,0.5574827028124636,163,IDH3B;IDH3A;HSPA9;FH;IDH3G;SCO1;PKM;UQCRFS1;MT-CO1;ME2;NUBPL;SFXN4;NDUFAF4;MT-ND5;COX5B;COX7A2;NDUFA1;PDP1;ATP5F1B;SLC25A13;NDUFS2;ATP5PF;NDUFA6;UQCRB;HSCB;NDUFA10;NDUFB5;UQCRC1;COX6A2;COX6B1;COQ10A;MT-ND2;NDUFV3;UQCRC2;UQCRQ;SLC25A12;NNT;CYC1;LDHA;TIMM21;PYURF;UQCRH;COX6C,Reactome,Training_Old,NA,NA,NA
REACTOME_AGGREPHAGY,0.29464973056197075,0.5779794640302636,0.03393819267857577,0.3699584686539763,1.1236385336055128,19,TUBA1B;TUBB6;TUBA4A;DYNC1H1;TUBB2A;TUBA8;DYNC1I2;VIM,Reactome,Training_Old,NA,NA,NA
REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,0.26313813813813813,0.5430438721676002,0.03573477850905551,0.3152399073540095,1.1369017543947968,38,PSMD7;PRKAG1;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PRKAB2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.024908986395861275,0.1382878210252988,0.1259529316386221,0.5382229001535865,1.61103843141625,18,TUBB;DCTN3;DCTN2;ACTR1A;TUBA4A;DYNC1H1;MAPRE1;DYNC1I2;DCTN1,Reactome,Training_Old,NA,NA,NA
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.1640519078055394,0.4365678868874685,0.047441195780349006,0.4498691518838362,1.2786440262518912,15,PDIA3;SEC31A;BCAP31;HSPA5;ERAP1;SEC23A;HLA-A;SEC13;CANX;HLA-B,Reactome,Training_Old,NA,NA,NA
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.4700694314130231,0.6937605891484633,0.024958469438248188,0.2602706334352817,0.9896402416133974,49,PSME2;PSMD7;PDIA3;PSME1;PSMC3;S100A9;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;S100A8;HLA-A;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.08816555292088812,0.2838930804052598,0.06990723473478111,-0.30785309760979296,-1.2896185794254715,71,UBE2D1;RNF123;UBE2V2;UBE2K;RNF114;RNF7;UBE2L3;UBE2M;UBE2F;UBE2N;NPEPPS;UBE2D3;UFL1;CUL5;RPS27A;PSMB5;ADRM1;UBE2V1;THOP1;STUB1;BLMH;PSMB6;CUL1;UBA1,Reactome,Training_Old,NA,NA,NA
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,0.4419367283950617,0.677636316872428,0.026468279887042923,0.34977443440440215,1.0111450215193951,16,PSME2;PSME1;PSMA4;PSMA7;PSMB4;PSMA5;PSMB7;PSMA6,Reactome,Training_Old,NA,NA,NA
REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,0.30493525989866765,0.5810009093927277,0.032758359917101465,0.28737536203867414,1.0927019270977756,49,TUBA1B;FLNA;TUBB6;FNTA;TUBA4A;KPNA1;ABCE1;FLNB;TUBB2A;EIF4A2;KPNA4;TUBA8;EIF2S1,Reactome,Training_Old,NA,NA,NA
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.8306360557019195,0.928697256722285,0.01623160444196716,0.22046910608942877,0.7685819911045709,33,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,0.9412542500944465,0.9759682599659929,0.014477892759219221,0.18892635596127827,0.6715459513439828,36,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_APOPTOSIS,0.4462825278810409,0.6810567487094558,0.025669630587903003,0.24496091046879948,1.000142781427055,69,GSN;MAPK1;PSMD7;AKT2;FNTA;KPNA1;PSMC3;YWHAH;BCAP31;OPA1;VIM;PSMD11;PSMA4;PSMC2;C1QBP;SPTAN1;PSMC6;PSMD2;PSMC4,Reactome,Training_Old,NA,NA,NA
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.7806093121287603,0.9156035021888681,0.017401924634275485,0.2604594287261687,0.7796215088262501,18,GSN;FNTA;KPNA1;BCAP31;VIM;SPTAN1,Reactome,Training_Old,NA,NA,NA
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.09229918938835667,0.2885469804179694,0.06285261734886684,0.2971081173218077,1.2695602172720053,87,NGLY1;DCTN3;HK1;DCTN2;PDIA3;TUBA1B;NAGK;ACTR1A;TUBB6;TUBA4A;SPTBN1;DYNC1H1;TUBB2A;COPB2;NSF;SEC31A;ANK1;TUBA8;DYNC1I2;DCTN1;SPTAN1;COPG1;SEC23A;DCTN6;DYNC1LI1;TFG;PSMC1;PMM2;DCTN4;ARF5;CAPZA1;SEC13;CANX;CAPZB;SEC23IP,Reactome,Training_Old,NA,NA,NA
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.5463877590548131,0.7410198943028693,0.023017748942984976,0.3285934074011944,0.9339471170225562,15,COL15A1;CTSB;COL6A3;COL3A1;COL6A2,Reactome,Training_Old,NA,NA,NA
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.40554298642533937,0.645843233028699,0.027563145766792033,0.2982724776402488,1.032605372014516,32,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.6957582582582582,0.8616698429198429,0.01879944581340112,0.2373794299277064,0.8561006523802152,38,HSPB1;PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_AURKA_ACTIVATION_BY_TPX2,0.020443587270973965,0.1290751980637964,0.13971521655337235,0.5587868311634792,1.6437933614245386,17,TUBB;DCTN3;DCTN2;ACTR1A;TUBA4A;DYNC1H1;MAPRE1;DYNC1I2;DCTN1,Reactome,Training_Old,NA,NA,NA
REACTOME_AUTOPHAGY,0.3623499142367067,0.620620597788402,0.03199714411529578,-0.26433207005354226,-1.049656954277139,54,TSG101;PLIN2;UBE2L3;VDAC3;VDAC1;MFN2;UBE2N;PARK7;DYNLL1;VPS28;UBE2D3;PGAM5;OPTN;RPS27A;UBE2V1;LAMP2,Reactome,Training_Old,NA,NA,NA
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.7674723627506089,0.9064088910734278,0.01732288275527881,0.21699345369557899,0.8289858710785128,50,PSMD7;AP2A1;CALM1;AP2B1;CAMK2A;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;CLTC;PSMA7;AP2M1;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.8171648987463838,0.924592945475903,0.016827595383871,0.25310000120923937,0.7445488665114446,17,HYOU1;HSP90B1;S100A9;FTL;COL3A1,Reactome,Training_Old,NA,NA,NA
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.2503113325031133,0.5373349937733499,0.03896709068948789,-0.40353056124918313,-1.1776396942824015,16,ALDH6A1;ACAT1;MCCC1;BCKDHA;ACADSB;DLD;BCAT2;DBT;IVD,Reactome,Training_Old,NA,NA,NA
REACTOME_CARDIAC_CONDUCTION,0.08775627514849588,0.2838930804052598,0.0658886340177412,0.42161136873444705,1.3734136811174706,25,CAMK2D;CAMK2B;CALM1;ATP1A1;CASQ1;AHCYL1;CAMK2A,Reactome,Training_Old,NA,NA,NA
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.2174367551745766,0.4967716934623879,0.042357435191322984,-0.36035440856067913,-1.1905392917035544,25,COPS7B;TFRC;SCARB2;UBQLN1;UBQLN2;GPS1;VAMP2;RPS27A,Reactome,Training_Old,NA,NA,NA
REACTOME_CDC42_GTPASE_CYCLE,0.1218900675024108,0.35359100662861515,0.055567847676256846,0.4544380165677572,1.336828559931596,17,IQGAP1;ARHGAP1;PREX1,Reactome,Training_Old,NA,NA,NA
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,0.8306360557019195,0.928697256722285,0.01623160444196716,0.22046910608942877,0.7685819911045709,33,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,0.6727272727272727,0.8428723027944818,0.0209418871689618,-0.26556243494460857,-0.8595001320649609,23,GNAS;GNB1;ITGB1;GNB2;GNA11,Reactome,Training_Old,NA,NA,NA
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.7982310668877833,0.9193160792122008,0.016504324328728105,0.19500620649730727,0.8444898432482645,94,PRDX3;ERO1A;PSMD7;AKT2;CARM1;NUDT2;MT-CO1;GSK3B;CSNK2B;UFD1;PSMC3;TXN2;SQSTM1;COX5B;COX7A2;PRDX5;TKT;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;COX6A2;COX6B1;PRDX2;GCLM;PSMA7;PSMC1;PSMD14;GSR,Reactome,Training_Old,NA,NA,NA
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.901463963963964,0.967015966357824,0.015008874678601968,0.1992706318403723,0.7186625984008603,38,PSMD7;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14;ELOB;ELOC,Reactome,Training_Old,NA,NA,NA
REACTOME_CELL_CELL_COMMUNICATION,0.14874353288987435,0.40936254350888496,0.048775317889338685,0.27904622218211217,1.1967298798105659,89,IQGAP1;MAPK1;PSMD7;RACK1;FLNA;PKM;SPTBN1;CTSB;JUP;CSNK2B;PSMC3;ACTA1;FLNC;VCL;ACTN2;PSMD11;ACTB;PSMA4;PSMC2;SPTAN1;PSMC6;PSMD2;GRB2;PSMC4;ACTN4,Reactome,Training_Old,NA,NA,NA
REACTOME_CELL_CYCLE_CHECKPOINTS,0.9202414313429619,0.967015966357824,0.01671780011231102,-0.17886969359553595,-0.7492979019796181,71,UBE2D1;UBE2V2;UBE2N;DYNLL1;PPP1CC;NUDC;CLIP1;RPA1;RPS27A;PSMB5;CLASP2;ADRM1;XPO1;BUB3;YWHAE;BABAM2;PSMB6;YWHAG;CUL1,Reactome,Training_Old,NA,NA,NA
REACTOME_CELL_JUNCTION_ORGANIZATION,0.5894873218582269,0.7653827324126978,0.021106092813141693,0.22164897203412354,0.9337736075943851,80,MAPK1;PSMD7;RACK1;FLNA;PKM;CTSB;JUP;CSNK2B;PSMC3;ACTA1;FLNC;VCL;PSMD11;ACTB;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4,Reactome,Training_Old,NA,NA,NA
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.7948930869835997,0.9193160792122008,0.0183173360456645,-0.25640179761678,-0.7622962781508121,17,GPC1;ITGB1;CD47,Reactome,Training_Old,NA,NA,NA
REACTOME_CIRCADIAN_CLOCK,0.37895331325301207,0.6422261414077363,0.028741852737738022,0.2824578595652804,1.0476887452288304,43,NAMPT;PSMD7;CARM1;PPP1CA;PPP1CB;CSNK2B;PSMC3;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14,Reactome,Training_Old,NA,NA,NA
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.06936194673309062,0.2508807588075881,0.0744947003424623,0.43436475891578213,1.4149582927066975,25,IDH3B;IDH3A;FH;IDH3G,Reactome,Training_Old,NA,NA,NA
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.4933681235051098,0.6937605891484633,0.026634233831107856,-0.2212533034480592,-0.9814563407179145,97,UBE2D1;RNF123;UBE2V2;UBE2K;RNF114;RNF7;UBE2L3;UBE2M;SEC61B;UBE2F;UBE2N;NPEPPS;HMGB1;UBE2D3;UFL1;CUL5;RPS27A;PSMB5;ADRM1;UBE2V1;CALR;THOP1;TAPBP;STUB1;BLMH;PSMB6;SEC61A1;CUL1;UBA1;STX4;SEC22B;UBE2Z,Reactome,Training_Old,NA,NA,NA
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.7684771033013844,0.9064088910734278,0.01920493590704799,-0.21918528412477875,-0.8213696589931769,42,COPS7B;TFRC;ARPC1A;RAB5B;SCARB2;UBQLN1;UBQLN2;GPS1;VAMP2;RPS27A,Reactome,Training_Old,NA,NA,NA
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.9036706980691703,0.967015966357824,0.01675201096301208,-0.19074159923996717,-0.7238947142918244,44,UBE2D1;PPP3CB;UBE2M;UBE2N;PPP3R1;RPS27A;PSMB5;ADRM1;UBE2V1,Reactome,Training_Old,NA,NA,NA
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.06972690296339337,0.2508807588075881,0.0747093797274478,0.5134821984659781,1.4594486928162305,15,PPIB;SERPINH1;COL15A1;COL6A3;COL3A1;COL6A2,Reactome,Training_Old,NA,NA,NA
REACTOME_COLLAGEN_DEGRADATION,0.8030214991284137,0.9193160792122008,0.017145046611786126,0.2632217716235696,0.7481440869117962,15,COL15A1;CTSB;COL6A3;COL3A1;COL6A2,Reactome,Training_Old,NA,NA,NA
REACTOME_COLLAGEN_FORMATION,0.11496455259628281,0.342764684592621,0.05712892617858794,0.4480617966472833,1.3411632500999147,18,PPIB;SERPINH1;COL15A1;CTSB;COL6A3;COL3A1;COL6A2,Reactome,Training_Old,NA,NA,NA
REACTOME_COMPLEX_III_ASSEMBLY,0.3134645061728395,0.5902664970038264,0.032758359917101465,0.3842849132644854,1.110909599651136,16,HSPA9;UQCRFS1;UQCRB;HSCB;UQCRC1;UQCRC2;UQCRQ;CYC1;UQCRH;LETM1,Reactome,Training_Old,NA,NA,NA
REACTOME_COMPLEX_IV_ASSEMBLY,0.2676757999616785,0.5430438721676002,0.035809099673656204,0.3505967695927927,1.1420811572508003,25,SCO1;MT-CO1;COX5B;COX7A2;COX6A2;COX6B1;COQ10A;TIMM21;COX6C;COX8A,Reactome,Training_Old,NA,NA,NA
REACTOME_COMPLEX_I_BIOGENESIS,0.5974854569337587,0.7726518760348204,0.021110955934302664,0.24170871359889545,0.9190613115618919,49,HSPA9;NUBPL;SFXN4;NDUFAF4;MT-ND5;NDUFA1;NDUFS2;NDUFA6;HSCB;NDUFA10;NDUFB5;MT-ND2;NDUFV3;PYURF;NDUFC2,Reactome,Training_Old,NA,NA,NA
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.9683570829840737,0.9816471481240512,0.015567193760398184,-0.18387729432170333,-0.6012386811244812,24,TMED10;USO1;NAPA;COL7A1;RAB1B;SEC22B;CD59;SAR1B,Reactome,Training_Old,NA,NA,NA
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.037093690248565965,0.17310388782664118,0.10270481201474739,0.4716630812486653,1.5209508705525545,24,KIF5B;TUBA1B;TUBB6;TUBA4A;TUBB2A;COPB2;NSF;KLC1;TUBA8,Reactome,Training_Old,NA,NA,NA
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.009917985885943162,0.08631328257496482,0.2005131804004132,0.5033569613427217,1.6722920173625277,27,DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;TUBA8;DYNC1I2;PAFAH1B2;DCTN1;DCTN6;DYNC1LI1;DCTN4;RAB6A;CAPZA1;CAPZB,Reactome,Training_Old,NA,NA,NA
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.02365752910251596,0.13503038642357526,0.12797030576243018,0.40318050624902585,1.5083333301417334,45,DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;SPTBN1;DYNC1H1;TUBB2A;COPB2;NSF;ANK1;TUBA8;DYNC1I2;DCTN1;SPTAN1;COPG1;DCTN6;DYNC1LI1;DCTN4;ARF5;CAPZA1,Reactome,Training_Old,NA,NA,NA
