pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,1.9355335060972935e-4,0.00708261890379306,3.924223602484472,9,23,,GO:BP,6.019189765458422,kept,NA,NA,yellow,Actin Filament Depolymerization
GOBP_ACTIN_FILAMENT_ORGANIZATION,2.740548311668015e-4,0.009670220471171423,2.163025210084034,22,102,,GO:BP,2.6563829787234043,kept,NA,NA,yellow,Actin Filament Organization
GOBP_MYOTUBE_CELL_DEVELOPMENT,2.8468350313709014e-4,0.009698872451705002,4.68,7,15,,GO:BP,8.137931034482758,kept,NA,NA,yellow,Myotube Cell Development
GOBP_STRIATED_MUSCLE_CONTRACTION,3.223411802290326e-4,0.010615769535542807,2.096883116883117,23,110,,GO:BP,2.5574405310713626,redundant,GOBP_MUSCLE_CONTRACTION,0.6009501187648456,yellow,Striated Muscle Contraction
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,3.7448650378738604e-4,0.011935247281997982,4.011428571428572,8,20,,GO:BP,6.217821782178218,redundant,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.8082191780821918,yellow,Negative Regulation Of Actin Filament Polymerization
GOBP_PROTEIN_DEPOLYMERIZATION,5.315706701060184e-4,0.016412244439523316,3.235023041474654,10,31,,GO:BP,4.464285714285714,redundant,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.5939849624060151,yellow,Protein Depolymerization
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,9.271230629983481e-4,0.027757502613405087,3.0389610389610384,10,33,,GO:BP,4.071739130434783,redundant,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.6470588235294118,yellow,Regulation Of Protein Containing Complex Disassembly
GOBP_HEART_MORPHOGENESIS,0.0010471042875902002,0.029721992180131065,3.223469387755102,9,28,,GO:BP,4.423409269442263,kept,NA,NA,yellow,Heart Morphogenesis
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,0.0010829875693165166,0.029721992180131065,3.8999999999999995,7,18,,GO:BP,5.909090909090909,kept,NA,NA,yellow,Cellular Response To Acid Chemical
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.0010829875693165166,0.029721992180131065,3.8999999999999995,7,18,,GO:BP,5.909090909090909,kept,NA,NA,yellow,Regulation Of Muscle Cell Differentiation
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.0012709607395406024,0.03393808677475987,2.757857142857143,11,40,,GO:BP,3.558655345693987,kept,NA,NA,yellow,Negative Regulation Of Supramolecular Fiber Organization
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.00153545694363153,0.03992188053441978,3.342857142857143,8,24,,GO:BP,4.653465346534653,kept,NA,NA,yellow,Negative Regulation Of Protein Polymerization
GOBP_CELL_SUBSTRATE_ADHESION,0.0016726870823243632,0.04237473941888387,2.34,14,60,,GO:BP,2.872670807453416,kept,NA,NA,yellow,Cell Substrate Adhesion
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.0019461093486821954,0.048068900912450224,2.785714285714285,10,36,,GO:BP,3.5961538461538463,kept,NA,NA,yellow,Regulation Of Actin Filament Length
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,0.002158662771936494,0.050918148474579136,2.3703896103896107,13,55,,GO:BP,2.912980420594634,NA,NA,NA,yellow,Regulation Of Actin Filament Organization
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,0.002177150714660615,0.050918148474579136,2.1394285714285717,16,75,,GO:BP,2.567883976935174,NA,NA,NA,yellow,Regulation Of Actin Filament Based Process
GOBP_CARDIAC_CELL_DEVELOPMENT,0.0022160732635697396,0.050918148474579136,3.5100000000000002,7,20,,GO:BP,4.994694960212201,NA,NA,NA,yellow,Cardiac Cell Development
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.002337965018485014,0.05139121525755738,2.2645161290322577,14,62,,GO:BP,2.75,NA,NA,NA,yellow,Protein Containing Complex Disassembly
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.0023406930026215406,0.05139121525755738,2.911520737327189,9,31,,GO:BP,3.8141112618724557,NA,NA,NA,yellow,Negative Regulation Of Cytoskeleton Organization
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,0.0025677526761909704,0.05515086182775389,2.328061224489796,13,56,,GO:BP,2.8437020422618344,NA,NA,NA,yellow,Regulation Of Muscle Contraction
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,0.002851972925195273,0.05995211170410489,2.1489795918367345,15,70,,GO:BP,2.574825174825175,NA,NA,NA,yellow,Regulation Of Muscle System Process
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,0.0030472592340084247,0.06239616439085554,3.342857142857143,7,21,,GO:BP,4.635467980295567,NA,NA,NA,yellow,Response To Mechanical Stimulus
GOBP_CARTILAGE_DEVELOPMENT,0.0031126314843625577,0.06239616439085554,3.7607142857142852,6,16,,GO:BP,5.547058823529412,NA,NA,NA,yellow,Cartilage Development
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,0.003157700627067588,0.06239616439085554,1.9246753246753245,19,99,,GO:BP,2.258115183246073,NA,NA,NA,yellow,Cellular Component Disassembly
GOBP_CARDIOCYTE_DIFFERENTIATION,0.003559380296241732,0.06895426926836924,2.971428571428572,8,27,,GO:BP,3.9124544033350706,NA,NA,NA,yellow,Cardiocyte Differentiation
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.004416488633211256,0.08233001452099473,3.539495798319327,6,17,,GO:BP,5.040106951871658,NA,NA,NA,yellow,Regulation Of Calcium Mediated Signaling
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.004416488633211256,0.08233001452099473,3.539495798319327,6,17,,GO:BP,5.040106951871658,NA,NA,NA,yellow,Sensory Perception Of Light Stimulus
GOBP_CARDIAC_MUSCLE_CONTRACTION,0.005104956919525215,0.09340180437946136,2.347112462006079,11,47,,GO:BP,2.8559463986599667,NA,NA,NA,yellow,Cardiac Muscle Contraction
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,0.005401190827820442,0.09702502796157449,3.052173913043478,7,23,,GO:BP,4.051724137931035,NA,NA,NA,yellow,Regulation Of Muscle Adaptation
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.0069929636036629335,0.1228759014981204,2.925,7,24,,GO:BP,3.8113590263691686,NA,NA,NA,yellow,Cardiac Muscle Cell Differentiation
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.007159641172073357,0.1228759014981204,1.9102040816326533,16,84,,GO:BP,2.2171012734990905,NA,NA,NA,yellow,Regulation Of Supramolecular Fiber Organization
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.007213362638553627,0.1228759014981204,2.6742857142857144,8,30,,GO:BP,3.3735373537353737,NA,NA,NA,yellow,Regulation Of Actin Filament Polymerization
GOBP_HEART_PROCESS,0.007551953384024567,0.12646321937993682,2.0693877551020408,13,63,,GO:BP,2.4363451776649745,NA,NA,NA,yellow,Heart Process
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,0.008908391746991817,0.14669151743379857,2.808,7,25,,GO:BP,3.5977011494252875,NA,NA,NA,yellow,Cell Substrate Junction Organization
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.010187937469058949,0.16501118392508593,2.3751879699248124,9,38,,GO:BP,2.882655687081832,NA,NA,NA,yellow,Actin Polymerization Or Depolymerization
GOBP_MUSCLE_HYPERTROPHY,0.010715357255408408,0.17075440271521786,3.0085714285714285,6,20,,GO:BP,3.953781512605042,NA,NA,NA,yellow,Muscle Hypertrophy
GOBP_CELL_MATRIX_ADHESION,0.012127471395178538,0.18493541657491014,2.3142857142857145,9,39,,GO:BP,2.7850746268656716,NA,NA,NA,yellow,Cell Matrix Adhesion
GOBP_SENSORY_SYSTEM_DEVELOPMENT,0.012127471395178538,0.18493541657491014,2.3142857142857145,9,39,,GO:BP,2.7850746268656716,NA,NA,NA,yellow,Sensory System Development
GOBP_SCHWANN_CELL_DIFFERENTIATION,0.012251557049006375,0.18493541657491014,3.3428571428571425,5,15,,GO:BP,4.6,NA,NA,NA,yellow,Schwann Cell Differentiation
GOBP_WOUND_HEALING,0.012353985317757155,0.18493541657491014,1.8972972972972975,14,74,,GO:BP,2.1857142857142855,NA,NA,NA,yellow,Wound Healing
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.013167262335045648,0.19416798786604628,2.431168831168831,8,33,,GO:BP,2.963960396039604,NA,NA,NA,yellow,Actin Filament Polymerization
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,0.013782596463968398,0.19833096121828478,2.8653061224489798,6,21,,GO:BP,3.6882352941176473,NA,NA,NA,yellow,Nuclear Envelope Organization
GOBP_RESPONSE_TO_ACID_CHEMICAL,0.013851048910993573,0.19833096121828478,2.6,7,27,,GO:BP,3.2344827586206897,NA,NA,NA,yellow,Response To Acid Chemical
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.014818061152991257,0.20714309106573042,1.9728337236533957,12,61,,GO:BP,2.2844774273345703,NA,NA,NA,yellow,Regulation Of Cellular Component Size
GOBP_OSSIFICATION,0.014885788932861195,0.20714309106573042,2.133738601823708,10,47,,GO:BP,2.5121621621621624,NA,NA,NA,yellow,Ossification
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,0.0174144614512984,0.23896510991503914,2.7350649350649348,6,22,,GO:BP,3.4558823529411766,NA,NA,NA,yellow,Sensory Perception Of Mechanical Stimulus
GOBP_BONE_DEVELOPMENT,0.021654439318408245,0.28911602765658573,2.616149068322981,6,23,,GO:BP,3.2508650519031144,NA,NA,NA,yellow,Bone Development
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.021654439318408245,0.28911602765658573,2.616149068322981,6,23,,GO:BP,3.2508650519031144,NA,NA,NA,yellow,Integrin Mediated Signaling Pathway
GOBP_GLIAL_CELL_DEVELOPMENT,0.026541597889990002,0.34504077256987004,2.507142857142857,6,24,,GO:BP,3.0686274509803924,NA,NA,NA,yellow,Glial Cell Development
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,0.026541597889990002,0.34504077256987004,2.507142857142857,6,24,,GO:BP,3.0686274509803924,NA,NA,NA,yellow,Respiratory System Development
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,0.027292561506396626,0.3457057790810239,2.785714285714285,5,18,,GO:BP,3.5328330206378986,NA,NA,NA,yellow,Cardiac Chamber Development
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,0.027292561506396626,0.3457057790810239,2.785714285714285,5,18,,GO:BP,3.5328330206378986,NA,NA,NA,yellow,Peripheral Nervous System Development
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT,0.03210997877725261,0.40157796242943766,2.4068571428571426,6,25,,GO:BP,2.9055727554179565,NA,NA,NA,yellow,Connective Tissue Development
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,0.03420911902803798,0.422482619996269,2.1937499999999996,7,32,,GO:BP,2.5806896551724137,NA,NA,NA,yellow,Positive Regulation Of Monoatomic Ion Transport
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.03975220753357239,0.4804358960980181,2.005714285714286,8,40,,GO:BP,2.3069306930693068,NA,NA,NA,yellow,Negative Regulation Of Protein Containing Complex Assembly
GOBP_NUCLEUS_ORGANIZATION,0.039874234291535915,0.4804358960980181,2.127272727272727,7,33,,GO:BP,2.480106100795756,NA,NA,NA,yellow,Nucleus Organization
GOBP_MYOTUBE_DIFFERENTIATION,0.043418249847389234,0.5168341066171153,1.7510204081632652,11,63,,GO:BP,1.960185543100116,NA,NA,NA,yellow,Myotube Differentiation
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,0.05296157127038777,0.6179798374307993,2.0057142857142853,7,35,,GO:BP,2.3004926108374386,NA,NA,NA,yellow,Regulation Of Striated Muscle Contraction
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS,0.05441725289117363,0.6179798374307993,2.6742857142857144,4,15,,GO:BP,3.327449249779347,NA,NA,NA,yellow,Embryonic Organ Morphogenesis
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,0.05441725289117363,0.6179798374307993,2.6742857142857144,4,15,,GO:BP,3.327449249779347,NA,NA,NA,yellow,Neuromuscular Junction Development
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,0.05441725289117363,0.6179798374307993,2.6742857142857144,4,15,,GO:BP,3.327449249779347,NA,NA,NA,yellow,Protein DNA Complex Organization
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,0.06051745596377126,0.6794459828659773,2.279220779220779,5,22,,GO:BP,2.69583931133429,NA,NA,NA,yellow,Positive Regulation Of Monoatomic Ion Transmembrane Transport
GOBP_SKIN_DEVELOPMENT,0.06167753085686314,0.6846898931076492,2.0748768472906405,6,29,,GO:BP,2.395140664961637,NA,NA,NA,yellow,Skin Development
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.06708779914695003,0.7364749506354069,2.507142857142857,4,16,,GO:BP,3.0485436893203883,NA,NA,NA,yellow,Sensory Organ Morphogenesis
GOBP_PLATELET_ACTIVATION,0.0713127383652611,0.774252587965692,2.1801242236024843,5,23,,GO:BP,2.5447154471544717,NA,NA,NA,yellow,Platelet Activation
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.08114525024500391,0.8714294265441724,2.3596638655462185,4,17,,GO:BP,2.8125466766243465,NA,NA,NA,yellow,Negative Regulation Of Gene Expression Epigenetic
GOBP_TELOMERE_ORGANIZATION,0.09180445754026703,0.9731974688657945,1.8803571428571426,6,32,,GO:BP,2.1153846153846154,NA,NA,NA,yellow,Telomere Organization
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,0.09584077710281273,0.9731974688657945,2.0057142857142853,5,25,,GO:BP,2.2878048780487803,NA,NA,NA,yellow,Positive Regulation Of Macroautophagy
GOBP_RENAL_SYSTEM_DEVELOPMENT,0.09584077710281273,0.9731974688657945,2.0057142857142853,5,25,,GO:BP,2.2878048780487803,NA,NA,NA,yellow,Renal System Development
GOBP_CALCIUM_MEDIATED_SIGNALING,0.09634157681705183,0.9731974688657945,1.7550000000000001,7,40,,GO:BP,1.9467084639498433,NA,NA,NA,yellow,Calcium Mediated Signaling
GOBP_HETEROCHROMATIN_ORGANIZATION,0.09653173274174885,0.9731974688657945,2.2285714285714286,4,18,,GO:BP,2.6102635228848823,NA,NA,NA,yellow,Heterochromatin Organization
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.09653173274174885,0.9731974688657945,2.2285714285714286,4,18,,GO:BP,2.6102635228848823,NA,NA,NA,yellow,Positive Regulation Of Actin Filament Bundle Assembly
HALLMARK_MYOGENESIS,1.3619784755749964e-17,4.903122512069987e-16,4.089320388349515,42,103,,Hallmark,7.520491803278689,kept,NA,NA,yellow,Myogenesis
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.2763788822516693e-7,4.097481988053005e-6,3.7607142857142857,18,48,,Hallmark,5.83125,kept,NA,NA,yellow,Epithelial Mesenchymal Transition
HALLMARK_APOPTOSIS,0.010187937469058949,0.12225524962870739,2.3751879699248124,9,38,,Hallmark,2.882655687081832,NA,NA,NA,yellow,Apoptosis
HALLMARK_APICAL_JUNCTION,0.016815845915105057,0.1513426132359455,2.2013937282229965,9,41,,Hallmark,2.6082089552238807,NA,NA,NA,yellow,Apical Junction
HALLMARK_UV_RESPONSE_DN,0.021401083078274947,0.15408779816357962,2.949579831932773,5,17,,Hallmark,3.8292682926829267,NA,NA,NA,yellow,UV Response Dn
REACTOME_STRIATED_MUSCLE_CONTRACTION,6.080674734461108e-23,1.9579772644964768e-20,8.954081632653061,25,28,,Reactome,85.27027027027027,kept,NA,NA,yellow,Striated Muscle Contraction
REACTOME_ECM_PROTEOGLYCANS,1.8920395714869173e-13,3.046183710093937e-11,8.022857142857143,16,20,,Reactome,39.01030927835052,kept,NA,NA,yellow,Ecm Proteoglycans
REACTOME_MUSCLE_CONTRACTION,3.72255390411906e-12,3.026296309506953e-10,4.039285714285714,29,72,,Reactome,6.904407040986766,kept,NA,NA,yellow,Muscle Contraction
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,3.759374297524165e-12,3.026296309506953e-10,4.297959183673469,27,63,,Reactome,7.622950819672131,kept,NA,NA,yellow,Extracellular Matrix Organization
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,1.0730003810071596e-9,6.910122453686109e-8,6.8616541353383464,13,19,,Reactome,20.78680203045685,kept,NA,NA,yellow,Integrin Cell Surface Interactions
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,3.9334306885882535e-8,2.1109411362090292e-6,5.2,14,27,,Reactome,10.346153846153847,kept,NA,NA,yellow,Non Integrin Membrane Ecm Interactions
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,7.179089304313229e-8,3.302381079984085e-6,5.014285714285714,14,28,,Reactome,9.60204081632653,kept,NA,NA,yellow,Degradation Of The Extracellular Matrix
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,1.5243042713442274e-7,6.135324692160515e-6,6.685714285714285,10,15,,Reactome,18.91,kept,NA,NA,yellow,Assembly Of Collagen Fibrils And Other Multimeric Structures
REACTOME_COLLAGEN_FORMATION,1.6929287015349118e-6,6.0569226877137956e-5,5.57142857142857,10,18,,Reactome,11.8,redundant,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.7444444444444445,yellow,Collagen Formation
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2.4292049222905868e-6,7.1109453179779e-5,6.017142857142857,9,15,,Reactome,14.104477611940299,kept,NA,NA,yellow,Collagen Biosynthesis And Modifying Enzymes
REACTOME_COLLAGEN_DEGRADATION,2.4292049222905868e-6,7.1109453179779e-5,6.017142857142857,9,15,,Reactome,14.104477611940299,kept,NA,NA,yellow,Collagen Degradation
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,2.981812582936716e-5,8.001197097546854e-4,5.348571428571429,8,15,,Reactome,10.687411598302688,kept,NA,NA,yellow,Ncam Signaling For Neurite Out Growth
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,1.5531679200529822e-4,0.0038470774635158485,4.457142857142857,8,18,,Reactome,7.46930693069307,kept,NA,NA,yellow,Formation Of The Dystrophin Glycoprotein Complex Dgc
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.00153545694363153,0.03531550970352519,3.342857142857143,8,24,,Reactome,4.653465346534653,kept,NA,NA,yellow,Developmental Cell Lineages
REACTOME_SIGNALING_BY_MET,0.004416488633211256,0.09480728932626828,3.539495798319327,6,17,,Reactome,5.040106951871658,NA,NA,NA,yellow,Signaling By Met
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.0069929636036629335,0.14073339252371653,2.925,7,24,,Reactome,3.8113590263691686,NA,NA,NA,yellow,Smooth Muscle Contraction
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.021401083078274947,0.38284159728914074,2.949579831932773,5,17,,Reactome,3.8292682926829267,NA,NA,NA,yellow,Binding And Uptake Of Ligands By Scavenger Receptors
REACTOME_SENSORY_PROCESSING_OF_SOUND,0.021401083078274947,0.38284159728914074,2.949579831932773,5,17,,Reactome,3.8292682926829267,NA,NA,NA,yellow,Sensory Processing Of Sound
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.026541597889990002,0.4394102402529857,2.507142857142857,6,24,,Reactome,3.0686274509803924,NA,NA,NA,yellow,Factors Involved In Megakaryocyte Development And Platelet Production
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.027292561506396626,0.4394102402529857,2.785714285714285,5,18,,Reactome,3.5328330206378986,NA,NA,NA,yellow,Apoptotic Execution Phase
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.03915055547980459,0.6003085173570037,1.7792626728110599,11,62,,Reactome,1.9997044043748153,NA,NA,NA,yellow,Platelet Activation Signaling And Aggregation
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,2.5766323405368823e-29,6.956907319449582e-28,4.127745431486712,68,209,,GO Slim,8.853090172239108,kept,NA,NA,green,Generation Of Precursor Metabolites And Energy
GOSLIM_MITOCHONDRION_ORGANIZATION,1.5608340895388079e-19,2.107126020877391e-18,4.395408405274642,44,127,,GO Slim,8.069128974916058,kept,NA,NA,green,Mitochondrion Organization
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,1.0070619096627923e-58,9.949771667468388e-56,10.31855421686747,61,75,,GO:BP,79.92244897959183,kept,NA,NA,green,ATP Synthesis Coupled Electron Transport
GOBP_ELECTRON_TRANSPORT_CHAIN,2.2837744787857118e-54,1.1281845925201417e-51,9.437702027622686,61,82,,GO:BP,53.087981859410434,redundant,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.8015873015873016,green,Electron Transport Chain
GOBP_OXIDATIVE_PHOSPHORYLATION,1.0263962238093292e-49,3.380264897078724e-47,7.960311835577605,64,102,,GO:BP,31.405572755417957,redundant,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.6778523489932886,green,OXPHOS
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,3.5465966415387033e-38,8.760093704600597e-36,7.582883257166598,52,87,,GO:BP,24.827067669172934,kept,NA,NA,green,Proton Transmembrane Transport
GOBP_CELLULAR_RESPIRATION,3.2591213171518064e-33,6.44002372269197e-31,4.7486706602948106,67,179,,GO:BP,11.045815295815295,kept,NA,NA,green,Cellular Respiration
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,4.1195551403569145e-30,6.783534131121052e-28,9.96815834767642,33,42,,GO:BP,53.235588972431074,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.7321428571428571,green,Mitochondrial Electron Transport NADH To Ubiquinone
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9.320603478130917e-29,1.3155366051990493e-26,3.929523403347905,70,226,,GO:BP,8.338675213675213,redundant,GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.8489065606361829,green,Generation Of Precursor Metabolites And Energy
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,1.472914160352488e-27,1.8190489880353228e-25,7.823493975903614,37,60,,GO:BP,23.90596562184024,kept,NA,NA,green,Proton Motive Force Driven ATP Synthesis
GOBP_ATP_BIOSYNTHETIC_PROCESS,7.866056425228555e-25,8.635181942362014e-23,6.69578313253012,38,72,,GO:BP,16.642463235294116,redundant,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.7238095238095238,green,ATP Biosynthetic Process
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,3.6021812811609653e-23,3.558955105787034e-21,6.180722891566265,38,78,,GO:BP,14.1015625,redundant,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.6666666666666666,green,Nucleoside Triphosphate Biosynthetic Process
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,2.246233314461376e-19,2.01752592244349e-17,5.074698795180723,38,95,,GO:BP,9.807291666666666,kept,NA,NA,green,Ribose Phosphate Biosynthetic Process
GOBP_MITOCHONDRION_ORGANIZATION,6.1827614702133906e-18,5.090473610475692e-16,3.964608433734939,45,144,,GO:BP,6.915852742299023,kept,NA,NA,green,Mitochondrion Organization
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,9.3809112362245e-18,7.12949253953062e-16,4.635542168674699,38,104,,GO:BP,8.429450757575758,redundant,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.7931034482758621,green,Nucleotide Biosynthetic Process
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,1.7663450417451828e-17,1.2465349294601719e-15,11.940467753366406,16,17,,GO:BP,206.82666666666665,kept,NA,NA,green,Mitochondrial Electron Transport Cytochrome C To Oxygen
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,1.2436888588309778e-16,8.191763950166706e-15,3.946987951807229,42,135,,GO:BP,6.72684703433923,kept,NA,NA,green,Nucleoside Triphosphate Metabolic Process
GOBP_ATP_METABOLIC_PROCESS,6.843158800974963e-16,4.22565055960204e-14,4.055599446968201,39,122,,GO:BP,6.870600512285362,redundant,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.8286713286713286,green,ATP Metabolic Process
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,1.2125652109817149e-15,7.04714369676432e-14,3.9036144578313254,40,130,,GO:BP,6.525573192239859,redundant,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.5868055555555556,green,Purine Containing Compound Biosynthetic Process
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,2.774241067125597e-14,1.5227500968444944e-12,3.5990771597026403,40,141,,GO:BP,5.78029231494578,redundant,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.5609756097560976,green,Nucleoside Phosphate Biosynthetic Process
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,1.3523870755502562e-13,7.032412792861332e-12,6.498089920658242,21,41,,GO:BP,13.903448275862068,kept,NA,NA,green,Mitochondrial Respiratory Chain Complex Assembly
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,3.59174714868541e-13,1.7743230914505923e-11,3.2921305475064813,41,158,,GO:BP,5.110632478632478,redundant,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.6707920792079208,green,Ribose Phosphate Metabolic Process
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,4.316723647991095e-12,2.0309156972453343e-10,8.273965426925091,15,23,,GO:BP,23.990066225165563,kept,NA,NA,green,NADH Dehydrogenase Complex Assembly
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,1.039411743240261e-8,4.6679036469153534e-7,7.753012048192771,11,18,,GO:BP,19.597235023041474,kept,NA,NA,green,Establishment Of Protein Localization To Mitochondrial Membrane
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,5.5379703730887675e-8,2.3789194472224793e-6,4.401524465207769,17,49,,GO:BP,6.802852348993288,kept,NA,NA,green,Mitochondrial Membrane Organization
