module_color,module_id,n_module_proteins,cluster_number,n_proteins,fraction_of_module,cluster_name,member_genes,species,clustering_algorithm,inflation,required_score,gene_hash
pink,M8,83,1,33,0.39759036144578314,Formation of ATP by chemiosmotic coupling; Proton motive force-driven mitochondrial ATP synthesis; Mitochondrial proton-transporting ATP synthase complex,AIFM1;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5ME;ATP5MF;ATP5MG;ATP5PB;ATP5PD;ATP5PF;ATP5PO;CLUH;DLAT;DLD;HINT2;HSD17B10;KDM5B;ME2;MPC1;MPC2;MT-ATP8;NDUFA4;OGDH;PDHA1;PDHB;PDHX;ROMO1;SDHD;SLC25A3;SLC25A5;TSPO,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,2,15,0.18072289156626506,Mitochondrial translation,C1QBP;CTNNA1;MRPL13;MRPL21;MRPL50;MRPL54;MRPS15;MRPS18A;MRPS18B;MRPS25;MRPS5;NME2;PTCD3;SLIRP;SSBP1,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,3,7,0.08433734939759036,Protein targeting to mitochondrion; Intrinsic component of mitochondrial outer membrane,ATP1B1;ENDOG;FIS1;MFN2;MTX1;PTGES2;TOMM70,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,4,3,0.03614457831325301,-,AGK;ETHE1;LRPPRC,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,5,2,0.024096385542168676,aminoacyl-tRNA synthetase multienzyme complex,AIMP2;QARS1,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,6,2,0.024096385542168676,-,ANK2;FSCN1,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,7,2,0.024096385542168676,-,AUH;OPA3,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
pink,M8,83,8,2,0.024096385542168676,-,IAH1;SNF8,9606,MCL,1.8,400,bb5de3db2e3848d57c99f7c8f35f0b9b
magenta,M9,70,1,41,0.5857142857142857,"Formation of the ternary complex, and subsequently, the 43S complex; Cytoplasmic translation",ABCF1;CCDC124;DDX3X;EDF1;EEFSEC;EIF1AX;EIF2B3;EIF3A;EIF3B;EIF3D;EIF3F;EIF3G;EIF3I;EIF3L;RABL3;RACK1;RPL22;RPL23;RPS12;RPS13;RPS14;RPS15;RPS16;RPS17;RPS18;RPS19;RPS20;RPS21;RPS25;RPS28;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS8;RPS9;RPSA;RUVBL2;SERBP1;SRP14,9606,MCL,1.8,400,5a330a90db1a1e969a00c3f640921457
magenta,M9,70,2,7,0.1,Signaling by BRAF and RAF1 fusions; Calcium- and calmodulin-dependent protein kinase complex,CAMK2A;CAMK2B;CAMK2D;CAMK2G;FXR1;MYO6;SND1,9606,MCL,1.8,400,5a330a90db1a1e969a00c3f640921457
magenta,M9,70,3,5,0.07142857142857142,"COPI-independent Golgi-to-ER retrograde traffic; Dynactin complex, and F-actin-capping protein subunit alpha/beta",ACTR1A;DCTN1;DCTN2;DCTN3;DCTN4,9606,MCL,1.8,400,5a330a90db1a1e969a00c3f640921457
magenta,M9,70,4,4,0.05714285714285714,Positive regulation of membrane depolarization; Costamere,ANK3;DMD;PARP1;STIM1,9606,MCL,1.8,400,5a330a90db1a1e969a00c3f640921457
magenta,M9,70,5,2,0.02857142857142857,-,DDRGK1;RPN1,9606,MCL,1.8,400,5a330a90db1a1e969a00c3f640921457
