module,uniprot_id,gene,kME,kME_ci_lo,kME_ci_hi,kME_p,GS_pheno,GS,GS_ci_lo,GS_ci_hi,GS_p,GS_n
yellow,P35609,ACTN2,0.8969,0.8339,0.9368,6.31952612421193e-23,"Age (Young=0, Old=1)",-0.3844,-0.5786,-0.1489,0.0020395136855127513,62
yellow,O43707,ACTN4,0.909,0.8529,0.9444,1.7659575016572962e-24,"Age (Young=0, Old=1)",-0.4139,-0.6015,-0.183,8.265056422729667e-4,62
yellow,Q5TDH0,DDI2,0.8652,0.7851,0.9169,1.207867767363625e-19,"Age (Young=0, Old=1)",-0.4774,-0.6497,-0.2584,8.740191966424993e-5,62
yellow,Q9NP98,MYOZ1,0.8921,0.8266,0.9338,2.250002748113059e-22,"Age (Young=0, Old=1)",-0.4254,-0.6103,-0.1965,5.677563221562583e-4,62
yellow,P10828,THRB,0.8842,0.8142,0.9288,1.6991123201298245e-21,"Age (Young=0, Old=1)",-0.4522,-0.6307,-0.2282,2.245198785045257e-4,62
yellow,Q9NZQ9,TMOD4,0.9059,0.8479,0.9424,4.670638737316349e-24,"Age (Young=0, Old=1)",-0.3702,-0.5675,-0.1327,0.003062025252717141,62
yellow,P02585,TNNC2,0.8597,0.7767,0.9133,3.7272477741727296e-19,"Age (Young=0, Old=1)",-0.2774,-0.493,-0.0297,0.029036950767557062,62
yellow,P48788,TNNI2,0.9268,0.881,0.9554,3.334803335085605e-27,"Age (Young=0, Old=1)",-0.4478,-0.6274,-0.223,2.626533330200739e-4,62
yellow,P45378,TNNT3,0.9079,0.8512,0.9437,2.454395602733138e-24,"Age (Young=0, Old=1)",-0.4075,-0.5966,-0.1756,0.001010419026756836,62
yellow,P09493,TPM1,0.9364,0.8962,0.9613,5.758669738514435e-29,"Age (Young=0, Old=1)",-0.4309,-0.6145,-0.2029,4.7239695458149814e-4,62
yellow,P07951,TPM2,0.9336,0.8918,0.9596,1.962969727026371e-28,"Age (Young=0, Old=1)",-0.3584,-0.5582,-0.1193,0.0042316746648509975,62
green,O95167,NDUFA3,0.9109,0.8559,0.9456,9.557090425828659e-25,Deadlift 1rm Kg,-0.4376,-0.6382,-0.1813,0.0014830406224145682,62
green,Q16718,NDUFA5,0.9047,0.8461,0.9417,6.697548035658994e-24,Deadlift 1rm Kg,-0.4257,-0.6295,-0.1671,0.002056129376177884,62
green,O95182,NDUFA7,0.9086,0.8522,0.9441,2.0178557478498982e-24,Deadlift 1rm Kg,-0.4371,-0.6378,-0.1807,0.0015044316206915464,62
green,Q16795,NDUFA9,0.8978,0.8353,0.9374,4.899365942460334e-23,Deadlift 1rm Kg,-0.3721,-0.5894,-0.1045,0.007800786914319765,62
green,O43676,NDUFB3,0.8912,0.825,0.9332,2.9211098694916463e-22,Deadlift 1rm Kg,-0.4506,-0.6477,-0.197,0.0010229490682716537,62
green,O95168,NDUFB4,0.9176,0.8664,0.9497,1.0242841980809298e-25,Deadlift 1rm Kg,-0.4081,-0.6164,-0.1464,0.003262620616615987,62
green,Q9Y6M9,NDUFB9,0.896,0.8326,0.9363,7.969495187274957e-23,Deadlift 1rm Kg,-0.4585,-0.6535,-0.2065,8.115691409318847e-4,62
green,O95298,NDUFC2,0.9181,0.8672,0.95,8.556741855835663e-26,Deadlift 1rm Kg,-0.509,-0.6897,-0.2688,1.600905394775782e-4,62
green,P28331,NDUFS1,0.9471,0.9133,0.9679,2.696099758070411e-31,Deadlift 1rm Kg,-0.4293,-0.6321,-0.1714,0.0018654268117131105,62
green,O75489,NDUFS3,0.886,0.817,0.93,1.0915297510918215e-21,Deadlift 1rm Kg,-0.3547,-0.5762,-0.0847,0.011482644151983969,62
green,P49821,NDUFV1,0.9262,0.88,0.955,4.194162889545001e-27,Deadlift 1rm Kg,-0.4212,-0.6262,-0.1619,0.002315501761957384,62
green,P19404,NDUFV2,0.9125,0.8584,0.9466,5.683929681228425e-25,Deadlift 1rm Kg,-0.4426,-0.6419,-0.1873,0.001289505060438174,62
black,P68104,EEF1A1,0.7532,0.6201,0.8442,1.6353102874817804e-12,"Age (Young=0, Old=1)",-0.45,-0.629,-0.2255,2.4337603200894737e-4,62
black,Q05639,EEF1A2,0.8091,0.7011,0.8809,1.7574414052523812e-15,"Age (Young=0, Old=1)",-0.467,-0.6419,-0.2459,1.3027198118442315e-4,62
black,P41091,EIF2S3,0.8608,0.7784,0.9141,2.9529000689015324e-19,"Age (Young=0, Old=1)",-0.5941,-0.7349,-0.4044,3.565567363310957e-7,62
black,Q9NZM1,MYOF,0.7549,0.6225,0.8453,1.3702186645077045e-12,"Age (Young=0, Old=1)",-0.6767,-0.7925,-0.5137,1.5667777339321537e-9,62
black,P62979,RPS27A,0.888,0.8202,0.9312,6.528187941508979e-22,"Age (Young=0, Old=1)",-0.6545,-0.7772,-0.4839,7.911585557291769e-9,62
black,P62081,RPS7,0.7515,0.6177,0.843,1.9535220639417887e-12,"Age (Young=0, Old=1)",-0.702,-0.8098,-0.5483,2.062521462507333e-10,62
red,P62906,RPL10A,0.904,0.845,0.9412,8.229963191044403e-24,"Age (Young=0, Old=1)",-0.2204,-0.4456,0.0311,0.08517499701520556,62
red,P36578,RPL4,0.8762,0.802,0.9238,1.105206373910328e-20,"Age (Young=0, Old=1)",-0.1635,-0.397,0.09,0.20421685346372795,62
red,P46777,RPL5,0.9153,0.8627,0.9483,2.268335065949607e-25,"Age (Young=0, Old=1)",-0.29,-0.5033,-0.0434,0.022228549591826824,62
red,Q02878,RPL6,0.8963,0.833,0.9364,7.376585453163721e-23,"Age (Young=0, Old=1)",-0.319,-0.5268,-0.0752,0.011512451928485299,62
red,P18124,RPL7,0.8847,0.815,0.9291,1.5065964741974134e-21,"Age (Young=0, Old=1)",-0.1417,-0.3781,0.112,0.2719680783131513,62
red,P05388,RPLP0,0.8941,0.8295,0.935,1.3551441695460032e-22,"Age (Young=0, Old=1)",-0.2698,-0.4868,-0.0215,0.033944564319632,62
red,P05387,RPLP2,0.9103,0.8549,0.9452,1.1787741547757563e-24,"Age (Young=0, Old=1)",-0.1911,-0.4208,0.0616,0.13672401038689805,62
pink,P25705,ATP5F1A,0.8849,0.8154,0.9293,1.4055708044654993e-21,"Age (Young=0, Old=1)",0.1366,-0.1171,0.3737,0.2895881008368154,62
pink,O75964,ATP5MG,0.8348,0.7392,0.8975,3.4031251900898197e-17,"Age (Young=0, Old=1)",-0.061,-0.3061,0.1917,0.637537231138821,62
pink,O75947,ATP5PD,0.7931,0.6776,0.8705,1.5372556882201445e-14,"Age (Young=0, Old=1)",0.1322,-0.1216,0.3697,0.3057506749394852,62
pink,P48047,ATP5PO,0.7929,0.6773,0.8703,1.5843354514167772e-14,"Age (Young=0, Old=1)",0.1988,-0.0536,0.4274,0.12129017911877064,62
magenta,P63244,RACK1,0.8927,0.8274,0.9342,1.9440553293644332e-22,"Age (Young=0, Old=1)",-0.1264,-0.3646,0.1274,0.3276413143136008,62
magenta,P62269,RPS18,0.9267,0.8807,0.9553,3.527752101367116e-27,"Age (Young=0, Old=1)",-0.1528,-0.3877,0.1009,0.23588432156468855,62
magenta,P61247,RPS3A,0.8644,0.7839,0.9163,1.426138420130299e-19,"Age (Young=0, Old=1)",-0.4055,-0.595,-0.1733,0.0010762101671491706,62
magenta,P62701,RPS4X,0.8753,0.8005,0.9232,1.375942944679477e-20,"Age (Young=0, Old=1)",-0.1066,-0.3472,0.147,0.4094049753216601,62
