ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,database,cluster,label
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,45/176,103/1032,0.4368932038834951,2.561782877316858,7.571469839046777,1.3139092740118719e-11,5.255637096047488e-10,4.702412138568805e-10,TCAP/LDB3/SVIL/COL1A1/COL3A1/TNNC2/MYL1/TPM3/TPM2/COL4A2/MYL3/MYL2/MYH3/COL6A2/COL6A3/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/PVALB/LAMA2/ACTN2/MYH11/COL15A1/TNNT3/TNNI2/MYOM1/MYOM2/SH3BGR/GABARAPL2/TNNC1/ACTA1/TAGLN/ACTN3/MYBPH/ITGA7/SPEG/SORBS1/MYOZ1/PDLIM7/MYH2/MYH4,45,Hallmark,C1,Myogenesis
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,38/264,86/1032,0.4418604651162791,1.7272727272727273,4.128113650815537,6.81123067501746e-5,0.0027926045767571587,0.002437703610006249,PSMD12/PSMD14/CYB5B/ACSL3/GSR/HPRT1/TFRC/RPN1/EPRS1/HSPA5/HSP90B1/ATP2A2/PFKL/WARS1/PSMA3/CALR/CANX/PSMB5/STIP1/HSPA4/PSMC2/CCT6A/PSMC4/SERPINH1/ACTR2/UFM1/PSMC6/ETF1/PPIA/TUBA4A/GBE1/ACACA/PDAP1/RDH11/COPS5/CACYBP/PSMD13/UCHL5,38,Hallmark,C2,mTORC1 Signaling
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,139/279,156/1032,0.8910256410256411,3.2958367797077477,18.93586729540575,1.134428869760073e-72,4.6511583660163e-71,4.418301913802391e-71,NDUFS8/PDHX/NDUFA4/SDHD/COX7A2L/NDUFAB1/MGST3/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/SLC25A20/IDH3B/OPA1/NDUFS7/NDUFS2/NDUFS6/CS/MTX2/NDUFB1/NDUFS3/SLC25A12/ATP5PD/ATP5MG/TOMM70/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/AIFM1/GLUD1/GOT2/SLC25A5/ATP5F1B/UQCRH/FH/PDHA1/CYC1/ACAA1/COX6C/FDX1/COX8A/DLAT/COX5B/PDHB/ACADM/SLC25A4/SLC25A6/BCKDHA/COX4I1/ETFA/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/ATP5PF/NDUFV2/COX5A/VDAC1/SDHB/UQCRC2/COX7B/ATP5PB/ACAT1/ATP5F1A/MAOB/NDUFS1/PRDX3/ATP5F1D/ECHS1/SDHA/UQCRC1/ATP5F1C/DLST/ETFB/HSPA9/MDH2/HADHA/ECI1/LRPPRC/ACAA2/VDAC2/ACADSB/UQCRFS1/ATP5PO/IDH2/ACADVL/NDUFV1/IDH3A/CPT1A/IDH3G/NDUFA8/SUCLG1/HCCS/HADHB/ATP5MF/ATP5F1E/ATP5ME/NDUFA6/TIMM10/CYCS/SLC25A3/OGDH/ALDH6A1/SLC25A11/PMPCA/ECH1/NNT/COX17/ETFDH/FXN/DECR1/NDUFA5/NDUFA9/IMMT/TIMM50/SUPV3L1/PHB2/SDHC/HSD17B10/ACO2/TOMM22/PDP1/SUCLA2/UQCR10/VDAC3/MRPL11/AFG3L2/TIMM9/TIMM8B/TIMM13/MPC1/COX11,139,Hallmark,C3,OXPHOS
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,31/276,64/1032,0.484375,1.8111413043478262,4.046427849642105,1.026196317724519e-4,0.004310024534442979,0.0032406199507090073,FBP2/GAPDHS/SLC16A3/SLC37A4/IDH1/BPNT1/CYB5A/LDHA/SOD1/PGK1/ALDOA/ENO1/DCN/ENO2/TXN/VCAN/PKM/PGAM2/PGAM1/MPI/GPC1/AGL/GLRX/TALDO1/MDH1/ME1/ALDH9A1/TPI1/PRPS1/FKBP4/GMPPB,31,Hallmark,C4,Glycolysis
