pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,0.0011402541219829763,0.010262287097846786,2.7808264462809915,8,10,,KEGG,10.023450586264657,Reversed (Aging Up / Training Down),Reference Beta Oxidation,KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,0.010262287097846786,8/605,ACAA2/ACADS/ACADSB/ACADVL/ACAT1/HADH/HADHA/HADHB
HALLMARK_FATTY_ACID_METABOLISM,7.744987398260064e-4,0.01084298235756409,1.572491145218418,38,84,,Hallmark,2.115481941568898,Reversed (Aging Up / Training Down),Fatty Acid Metabolism,HALLMARK_FATTY_ACID_METABOLISM,0.01084298235756409,38/605,ACAA1/ACAA2/ACADS/ACADVL/ACO2/ACOT2/ACSL1/ACSS1/ALDH1A1/ALDH3A2/ALDH9A1/ALDOA/CA2/CPT2/CRAT/DLD/ECH1/ECI1/ECI2/ETFDH/GCDH/GLUL/GPD2/HADH/HADHB/HSD17B10/HSDL2/IDH1/IDI1/MAOA/MCEE/MDH1/MLYCD/PCBD1/PRDX6/SDHA/SDHD/SUCLG2
GOBP_ALDEHYDE_METABOLIC_PROCESS,1.754661673396226e-4,0.01928778100987082,2.157537760045597,18,29,,GO:BP,4.14526870063497,Reversed (Aging Up / Training Down),Aldehyde Metabolic Process,GOBP_ALDEHYDE_METABOLIC_PROCESS,0.01928778100987082,18/605,ADH5/AKR1A1/AKR7A2/ALDH1A1/ALDH2/ALDH3A2/ALDH7A1/ALDH9A1/BCO2/GLO1/HAGH/IDH1/PARK7/PDXP/PNPO/RBP4/TALDO1/TKFC
GOBP_AMINO_ACID_CATABOLIC_PROCESS,1.9771965448923864e-4,0.020181527590365858,1.9499697641604514,23,41,,GO:BP,3.249331806032837,Reversed (Aging Up / Training Down),Amino Acid Catabolic Process,GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.020181527590365858,23/605,ACADSB/ACAT1/ADHFE1/ALDH4A1/ALDH5A1/ALDH6A1/BCAT2/DBT/DLD/ETFA/ETFB/FAH/GCSH/GLUL/GOT1/GPT/GPT2/HSD17B10/IVD/MCCC1/MCCC2/RIDA/SHMT1
GOBP_AMIDE_METABOLIC_PROCESS,5.092029822395548e-4,0.04851007077468825,1.533543996110841,45,102,,GO:BP,2.031484962406015,Reversed (Aging Up / Training Down),Amide Metabolic Process,GOBP_AMIDE_METABOLIC_PROCESS,0.04851007077468825,45/605,AASDHPPT/ACAT1/ACOT2/ACSF2/ACSL1/ACSS1/ACSS2/APOE/ARL6IP5/ASAH1/ASS1/CBR4/CLU/CPA3/CTSZ/DLD/GCDH/GLO1/GNPDA1/GPX1/GSK3A/GSS/GSTO1/GSTP1/HAGH/IDH1/MCCC1/MCCC2/MCEE/MECR/MLYCD/MTHFD1/NIT1/OGDH/OPLAH/PANK4/PDK1/PICALM/RTN4/SCARB2/SHMT1/SOD1/SOD2/SUCLG2/TIGAR
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,2.3189080760078465e-30,9.855359323033347e-28,3.2856355114419626,68,78,,Reactome,21.30204081632653,Reversed (Aging Down / Training Up),Eukaryotic Translation Elongation,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,9.855359323033347e-28,68/558,EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,5.927860394771008e-26,1.0670148710587815e-24,3.2304147465437785,60,70,,KEGG,18.49397590361446,Reversed (Aging Down / Training Up),Reference Translation Initiation,KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,1.0670148710587815e-24,60/558,RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL37A/RPL38/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
REACTOME_RRNA_PROCESSING,1.8172027489575154e-25,1.2871852805115733e-23,3.092362834298318,64,78,,Reactome,14.167727009832273,Reversed (Aging Down / Training Up),Rrna Processing,REACTOME_RRNA_PROCESSING,1.2871852805115733e-23,64/558,RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112/UTP15
GOBP_CYTOPLASMIC_TRANSLATION,4.927821697772148e-25,7.041857206116399e-22,2.673605367153754,83,117,,GO:BP,7.765510835913313,Reversed (Aging Down / Training Up),Cytoplasmic Translation,GOBP_CYTOPLASMIC_TRANSLATION,7.041857206116399e-22,83/558,AKT2/DRG2/EEF1D/EEF2/EIF2B1/EIF2B3/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/RACK1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL37A/RPL38/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SH3BGRL/YBX1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,1.2720345479577446e-21,5.4061468288204146e-20,2.4826335552142003,83,126,,Reactome,6.10359853121175,Reversed (Aging Down / Training Up),Signaling By Robo Receptors,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,5.4061468288204146e-20,83/558,ELOB/ELOC/GSPT1/PFN2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
REACTOME_TRANSLATION,2.4613389014511785e-21,9.509718482879553e-20,2.2144462669339653,104,177,,Reactome,4.619153943636474,Reversed (Aging Down / Training Up),Translation,REACTOME_TRANSLATION,9.509718482879553e-20,104/558,EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/EIF2B1/EIF2B3/EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/GSPT1/IARS1/LARS1/MRPL1/MRPL13/MRPL37/MRPL38/MRPL9/MRPS18A/MRPS18B/MRPS21/NARS1/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPN1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SRPRB/SSR4/TRMT112/YARS1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,4.4884870640373163e-14,1.5896725018465495e-12,1.9472222222222222,93,180,,Reactome,3.3517241379310345,Reversed (Aging Down / Training Up),Metabolism Of Amino Acids And Derivatives,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.5896725018465495e-12,93/558,ADI1/CARNS1/CHDH/EEFSEC/GRHPR/GSR/IARS1/LARS1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SQOR/TMLHE/TXN2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.9560263707089405e-13,6.3947015965484596e-12,2.791716447630426,40,54,,Reactome,8.444567015995588,Reversed (Aging Down / Training Up),Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43s,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,6.3947015965484596e-12,40/558,EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,5.120836997002035e-13,1.450903815817243e-11,3.297715053763441,28,32,,Reactome,20.352830188679246,Reversed (Aging Down / Training Up),Sars Cov 2 Modulates Host Translation Machinery,REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,1.450903815817243e-11,28/558,RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SNRPD3
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,5.574279585516807e-12,3.982822763851759e-9,2.1158272024146387,64,114,,GO:BP,3.873684210526316,Reversed (Aging Down / Training Up),Membraneless Organelle Assembly,GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,3.982822763851759e-9,64/558,ACTA1/ACTN2/C1QBP/CAPG/CAPN3/CAPRIN1/CASQ1/CSRP1/CSRP3/DDX3X/DYNC1H1/EIF2A/EIF2S1/EIF5/EZR/FLNA/FLNC/FUS/FXR1/G3BP1/GSN/KLHL41/KPNB1/KRT19/LCP1/LMOD2/LMOD3/MAPRE1/MAPRE3/MAPT/MSN/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS23/RPS27/RPS3/RPS5/RPS6/RPSA/SBDS/SQSTM1/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/TUBB/UBAP2L/WDR1
GOBP_RIBOSOME_BIOGENESIS,8.769240181164055e-12,4.177081406294478e-9,2.5991842788283277,40,58,,GO:BP,6.550836550836551,Reversed (Aging Down / Training Up),Ribosome Biogenesis,GOBP_RIBOSOME_BIOGENESIS,4.177081406294478e-9,40/558,C1QBP/DDX3X/EIF2A/EIF5/PA2G4/RPL11/RPL14/RPL24/RPL26/RPL27/RPL35/RPL38/RPL5/RPL7/RPL7A/RPLP0/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS23/RPS24/RPS25/RPS27/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SBDS/TRMT112/UTP15
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.1190825010801948e-8,2.285355751195075e-6,2.889426523297491,23,30,,GO:BP,9.4456608811749,Reversed (Aging Down / Training Up),Ribosomal Small Subunit Biogenesis,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,2.285355751195075e-6,23/558,RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS23/RPS24/RPS25/RPS27/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112/UTP15
REACTOME_STRIATED_MUSCLE_CONTRACTION,7.559724348748327e-7,2.0080517801362742e-5,2.692012288786482,20,28,,Reactome,7.142193308550186,Reversed (Aging Down / Training Up),Striated Muscle Contraction,REACTOME_STRIATED_MUSCLE_CONTRACTION,2.0080517801362742e-5,20/558,ACTA1/ACTN2/DES/MYBPC1/MYBPC2/MYL1/MYL3/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TTN/VIM
REACTOME_SARS_COV_1_HOST_INTERACTIONS,1.5326858425010507e-6,3.831714606252627e-5,2.174317617866005,30,52,,Reactome,3.9333677685950414,Reversed (Aging Down / Training Up),Sars Cov 1 Host Interactions,REACTOME_SARS_COV_1_HOST_INTERACTIONS,3.831714606252627e-5,30/558,EEF1A1/KPNB1/PSMC6/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
GOBP_MYOFIBRIL_ASSEMBLY,4.935370320100271e-7,8.815805234279109e-5,2.3664666166541632,27,43,,GO:BP,4.859110169491525,Reversed (Aging Down / Training Up),Myofibril Assembly,GOBP_MYOFIBRIL_ASSEMBLY,8.815805234279109e-5,27/558,ACTA1/ACTN2/CAPN3/CASQ1/CSRP1/CSRP3/FLNC/KLHL41/KRT19/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/WDR1
GOBP_MUSCLE_CELL_DEVELOPMENT,4.8440907360345685e-6,7.691339624214887e-4,1.9095340501792115,38,75,,GO:BP,2.9783783783783786,Reversed (Aging Down / Training Up),Muscle Cell Development,GOBP_MUSCLE_CELL_DEVELOPMENT,7.691339624214887e-4,38/558,ACTA1/ACTN1/ACTN2/ACTN4/ALPK3/CAPN3/CASQ1/CAV2/COL6A1/CSRP1/CSRP3/DCAF8/FLNC/KLHL40/KLHL41/KRT19/LMNA/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NACA/NRAP/OBSCN/STAC3/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/UCHL1/WDR1
REACTOME_UCH_PROTEINASES,3.760095044270155e-5,8.410738914814821e-4,2.181946802490096,22,38,,Reactome,3.922341417910448,Reversed (Aging Down / Training Up),Uch Proteinases,REACTOME_UCH_PROTEINASES,8.410738914814821e-4,22/558,ACTB/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/UCHL1/UCHL3/UCHL5/USP15
REACTOME_MUSCLE_CONTRACTION,3.707553230643909e-5,8.410738914814821e-4,1.832063918757467,35,72,,Reactome,2.7275076223450982,Reversed (Aging Down / Training Up),Muscle Contraction,REACTOME_MUSCLE_CONTRACTION,8.410738914814821e-4,35/558,ACTA1/ACTN2/ANXA2/ATP2A1/ATP2A3/CALD1/CALM1/CAMK2A/CAMK2B/CAMK2D/CASQ1/DES/DYSF/FXYD1/MYBPC1/MYBPC2/MYL1/MYL3/MYL6/MYL9/STIM1/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TRDN/TTN/VIM
GOBP_RIBOSOME_ASSEMBLY,7.166473057580394e-6,0.0010240889999282383,2.740957966764418,16,22,,GO:BP,7.571955719557195,Reversed (Aging Down / Training Up),Ribosome Assembly,GOBP_RIBOSOME_ASSEMBLY,0.0010240889999282383,16/558,C1QBP/DDX3X/EIF2A/EIF5/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS27/RPS5/RPS6/RPSA/SBDS
REACTOME_SARS_COV_2_HOST_INTERACTIONS,1.0321536548841213e-4,0.002193326516628758,1.8535166578529878,30,61,,Reactome,2.7749266862170088,Reversed (Aging Down / Training Up),Sars Cov 2 Host Interactions,REACTOME_SARS_COV_2_HOST_INTERACTIONS,0.002193326516628758,30/558,AKT2/G3BP1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SNRPD3
