classifier,fpr,tpr
Age|proteins,1,1
Age|proteins,0.5333333333333333,1
Age|proteins,0.4666666666666667,1
Age|proteins,0.4,1
Age|proteins,0.33333333333333337,1
Age|proteins,0.2666666666666667,1
Age|proteins,0.19999999999999996,1
Age|proteins,0.1333333333333333,1
Age|proteins,0.06666666666666665,1
Age|proteins,0.06666666666666665,0.9333333333333333
Age|proteins,0,0.9333333333333333
Age|proteins,0,0.8666666666666667
Age|proteins,0,0.8
Age|proteins,0,0.7333333333333333
Age|proteins,0,0.6666666666666666
Age|proteins,0,0.6
Age|proteins,0,0.5333333333333333
Age|proteins,0,0.4666666666666667
Age|proteins,0,0
Age|pheno,1,1
Age|pheno,0.9333333333333333,1
Age|pheno,0.8666666666666667,1
Age|pheno,0.8,1
Age|pheno,0.7333333333333334,1
Age|pheno,0.6666666666666667,1
Age|pheno,0.6,1
Age|pheno,0.6,0.9333333333333333
Age|pheno,0.5333333333333333,0.9333333333333333
Age|pheno,0.4666666666666667,0.9333333333333333
Age|pheno,0.4,0.9333333333333333
Age|pheno,0.33333333333333337,0.9333333333333333
Age|pheno,0.2666666666666667,0.9333333333333333
Age|pheno,0.19999999999999996,0.9333333333333333
Age|pheno,0.19999999999999996,0.8666666666666667
Age|pheno,0.1333333333333333,0.8666666666666667
Age|pheno,0.1333333333333333,0.8
Age|pheno,0.1333333333333333,0.7333333333333333
Age|pheno,0.1333333333333333,0.6666666666666666
Age|pheno,0.1333333333333333,0.6
Age|pheno,0.1333333333333333,0.5333333333333333
Age|pheno,0.1333333333333333,0.4666666666666667
Age|pheno,0.1333333333333333,0.4
Age|pheno,0.1333333333333333,0.3333333333333333
Age|pheno,0.1333333333333333,0.26666666666666666
Age|pheno,0.1333333333333333,0.2
Age|pheno,0.1333333333333333,0.13333333333333333
Age|pheno,0.06666666666666665,0.13333333333333333
Age|pheno,0.06666666666666665,0.06666666666666667
Age|pheno,0.06666666666666665,0
Age|pheno,0,0
Age|ME+pheno,1,1
Age|ME+pheno,0.9333333333333333,1
Age|ME+pheno,0.8666666666666667,1
Age|ME+pheno,0.8,1
Age|ME+pheno,0.7333333333333334,1
