gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
ATP1A1,0,0,23.229493023875225,NA,NA,NA,NA,Complete,TRUE,NA
ATP1B1,0,0,22.82017649460657,NA,NA,NA,NA,Complete,TRUE,NA
APOD,0,0,21.726480785823654,NA,NA,NA,NA,Complete,TRUE,NA
ALDH2,0,0,23.370827015030173,NA,NA,NA,NA,Complete,TRUE,NA
S100A8,1,1.6129032258064515,21.664146011449972,0,0,0,0,MAR,TRUE,NA
SLC25A5,0,0,27.766691241291934,NA,NA,NA,NA,Complete,TRUE,NA
SERPING1,9,14.516129032258066,19.623612788058345,0,0,0,0,MAR,TRUE,NA
PCCA,3,4.838709677419355,19.179080376373392,0,0,0,0,MAR,TRUE,NA
PCCB,6,9.67741935483871,18.298320774665605,0,1,1,2,MNAR,TRUE,0.06446776611694154
EIF2S1,0,0,21.894250356707204,NA,NA,NA,NA,Complete,TRUE,NA
RPLP1,0,0,21.11362904970564,NA,NA,NA,NA,Complete,TRUE,NA
RPLP2,0,0,22.9567989299382,NA,NA,NA,NA,Complete,TRUE,NA
RPLP0,0,0,21.25988008124769,NA,NA,NA,NA,Complete,TRUE,NA
FABP3,0,0,28.965810181930504,NA,NA,NA,NA,Complete,TRUE,NA
CLEC3B,15,24.193548387096776,18.676810208382896,0,0,1,1,MAR,TRUE,NA
SSB,14,22.58064516129032,16.550341304807613,1,1,1,3,MNAR,TRUE,0.47426286856571714
ITGB1,0,0,20.16901234762769,NA,NA,NA,NA,Complete,TRUE,NA
KRT18,0,0,24.916676085771915,NA,NA,NA,NA,Complete,TRUE,NA
KRT8,0,0,23.422232533302335,NA,NA,NA,NA,Complete,TRUE,NA
MYL1,0,0,30.428305281262144,NA,NA,NA,NA,Complete,TRUE,NA
GSN,0,0,23.521570307218216,NA,NA,NA,NA,Complete,TRUE,NA
PTMA,16,25.806451612903224,15.021839166693912,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ATP5F1B,0,0,28.43098239484724,NA,NA,NA,NA,Complete,TRUE,NA
S100A9,1,1.6129032258064515,21.635628027637708,0,0,0,0,MAR,TRUE,NA
S100A6,2,3.225806451612903,24.815226933912935,0,0,0,0,MAR,TRUE,NA
EIF4E,4,6.451612903225806,20.488107940549313,0,0,0,0,MAR,TRUE,NA
CKM,0,0,32.39147208811944,NA,NA,NA,NA,Complete,TRUE,NA
ENO1,0,0,29.94001076807693,NA,NA,NA,NA,Complete,TRUE,NA
PYGL,1,1.6129032258064515,24.318576158907618,0,0,0,0,MAR,TRUE,NA
GPI,0,0,27.451977947149167,NA,NA,NA,NA,Complete,TRUE,NA
NPM1,0,0,22.119362125332,NA,NA,NA,NA,Complete,TRUE,NA
TPM3,0,0,25.67890335016827,NA,NA,NA,NA,Complete,TRUE,NA
EPHX1,0,0,23.453659406753236,NA,NA,NA,NA,Complete,TRUE,NA
DBI,0,0,25.446303834746715,NA,NA,NA,NA,Complete,TRUE,NA
LDHB,0,0,25.04995014827807,NA,NA,NA,NA,Complete,TRUE,NA
GPX1,0,0,21.750471527881086,NA,NA,NA,NA,Complete,TRUE,NA
P4HB,0,0,24.369735929372723,NA,NA,NA,NA,Complete,TRUE,NA
H1-0,0,0,22.647943050275916,NA,NA,NA,NA,Complete,TRUE,NA
CTSD,0,0,23.261282585881855,NA,NA,NA,NA,Complete,TRUE,NA
ANXA2,0,0,24.433663781386503,NA,NA,NA,NA,Complete,TRUE,NA
CAPN1,0,0,22.831458009390463,NA,NA,NA,NA,Complete,TRUE,NA
TUBB,0,0,26.25250568315112,NA,NA,NA,NA,Complete,TRUE,NA
CA3,0,0,30.95012109332983,NA,NA,NA,NA,Complete,TRUE,NA
DCN,0,0,23.38877286758882,NA,NA,NA,NA,Complete,TRUE,NA
PSAP,0,0,24.127643675336884,NA,NA,NA,NA,Complete,TRUE,NA
PFN1,0,0,25.498753709424843,NA,NA,NA,NA,Complete,TRUE,NA
BPGM,0,0,21.33904590988369,NA,NA,NA,NA,Complete,TRUE,NA
APRT,0,0,21.939208959644407,NA,NA,NA,NA,Complete,TRUE,NA
EPRS1,0,0,21.48131557521121,NA,NA,NA,NA,Complete,TRUE,NA
CTSB,1,1.6129032258064515,20.18901648084543,0,0,0,0,MAR,TRUE,NA
HSP90AA1,0,0,25.922651317380343,NA,NA,NA,NA,Complete,TRUE,NA
UQCRH,0,0,25.056337325685295,NA,NA,NA,NA,Complete,TRUE,NA
TPM2,0,0,27.39131941112277,NA,NA,NA,NA,Complete,TRUE,NA
FH,0,0,25.288960190312956,NA,NA,NA,NA,Complete,TRUE,NA
COL1A2,2,3.225806451612903,19.590194971216377,0,0,0,0,MAR,TRUE,NA
ANXA6,0,0,26.661350398922387,NA,NA,NA,NA,Complete,TRUE,NA
PFKM,0,0,27.620318224355128,NA,NA,NA,NA,Complete,TRUE,NA
HSP90AB1,0,0,24.767030193515787,NA,NA,NA,NA,Complete,TRUE,NA
SOD3,23,37.096774193548384,18.48061564688999,1,0,1,2,MNAR,TRUE,0.01699150424787606
CTSG,38,61.29032258064516,17.977382625924722,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
PDHA1,0,0,25.583241906359323,NA,NA,NA,NA,Complete,TRUE,NA
COL4A2,1,1.6129032258064515,21.369516721299014,0,0,0,0,MAR,TRUE,NA
CYC1,0,0,26.881585540803147,NA,NA,NA,NA,Complete,TRUE,NA
MYL3,0,0,28.0697801886455,NA,NA,NA,NA,Complete,TRUE,NA
SNRNP70,44,70.96774193548387,14.61721643349383,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
NFIC,10,16.129032258064516,18.432867732406145,0,1,1,2,MNAR,TRUE,0.02798600699650175
VIM,0,0,24.87989431630527,NA,NA,NA,NA,Complete,TRUE,NA
SERPINF2,10,16.129032258064516,18.27468209291369,0,1,1,2,MNAR,TRUE,9.995002498750624e-4
RPS17,5,8.064516129032258,20.810447159447573,0,0,0,0,MAR,TRUE,NA
KRT19,0,0,25.17198415484452,NA,NA,NA,NA,Complete,TRUE,NA
ANXA5,0,0,23.860265674880345,NA,NA,NA,NA,Complete,TRUE,NA
RPSA,0,0,22.218561343284584,NA,NA,NA,NA,Complete,TRUE,NA
SNRPA,11,17.741935483870968,18.318834740819916,0,1,1,2,MNAR,TRUE,0.0029985007496251873
ENO2,0,0,30.08763714700968,NA,NA,NA,NA,Complete,TRUE,NA
ACAA1,0,0,20.035086474667008,NA,NA,NA,NA,Complete,TRUE,NA
GSTP1,0,0,25.353482398020265,NA,NA,NA,NA,Complete,TRUE,NA
LGALS1,0,0,26.534413075461643,NA,NA,NA,NA,Complete,TRUE,NA
QDPR,0,0,23.902434141901292,NA,NA,NA,NA,Complete,TRUE,NA
HMGB1,0,0,21.42812588067763,NA,NA,NA,NA,Complete,TRUE,NA
RBP1,48,77.41935483870968,19.608485233123808,1,0,1,2,MNAR,FALSE,4.997501249375312e-4
FBP1,0,0,25.845942409657308,NA,NA,NA,NA,Complete,TRUE,NA
GSTM1,21,33.87096774193548,22.339673882035164,0,0,0,0,MAR,TRUE,NA
TPM1,0,0,28.46386423145315,NA,NA,NA,NA,Complete,TRUE,NA
CLTB,2,3.225806451612903,18.982645910744694,0,0,0,0,MAR,TRUE,NA
ANXA4,1,1.6129032258064515,19.886436609148223,0,0,0,0,MAR,TRUE,NA
HMOX1,30,48.38709677419355,16.90195491471642,1,1,1,3,MNAR,TRUE,0.06296851574212893
DLD,0,0,25.65460171631506,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPA1,10,16.129032258064516,18.469491676725866,0,1,1,2,MNAR,TRUE,0.0024987506246876563
COX6C,0,0,26.539572914370634,NA,NA,NA,NA,Complete,TRUE,NA
PARP1,3,4.838709677419355,19.463111762198288,0,0,0,0,MAR,TRUE,NA
IFIT2,0,0,25.723296269875142,NA,NA,NA,NA,Complete,TRUE,NA
UCHL1,0,0,22.296710928397403,NA,NA,NA,NA,Complete,TRUE,NA
LTA4H,0,0,23.562967866481532,NA,NA,NA,NA,Complete,TRUE,NA
ALDOC,11,17.741935483870968,26.3742951146504,0,0,0,0,MAR,TRUE,NA
LIMS3,26,41.935483870967744,17.084431445067697,1,1,1,3,MNAR,TRUE,0.00849575212393803
HSPA1A,0,0,26.575161323375838,NA,NA,NA,NA,Complete,TRUE,NA
CALM1,0,0,27.14050525732191,NA,NA,NA,NA,Complete,TRUE,NA
FDX1,34,54.83870967741935,17.430279274878902,1,1,1,3,MNAR,FALSE,0.05247376311844078
COX8A,18,29.03225806451613,21.456517430881096,0,0,0,0,MAR,TRUE,NA
GAA,1,1.6129032258064515,18.148986535839747,0,1,0,1,MAR,TRUE,NA
RRAS,0,0,21.47399492613833,NA,NA,NA,NA,Complete,TRUE,NA
ARAF,31,50,15.269332212000982,1,1,1,3,MNAR,FALSE,0.0024987506246876563
DLAT,0,0,24.937521731356657,NA,NA,NA,NA,Complete,TRUE,NA
TXN,0,0,25.50720102401325,NA,NA,NA,NA,Complete,TRUE,NA
COX5B,0,0,26.88782107438663,NA,NA,NA,NA,Complete,TRUE,NA
MAPT,0,0,22.99234308119329,NA,NA,NA,NA,Complete,TRUE,NA
PRKAR1A,0,0,24.17016290013299,NA,NA,NA,NA,Complete,TRUE,NA
ESD,0,0,24.820655367268238,NA,NA,NA,NA,Complete,TRUE,NA
HSPD1,0,0,24.462633839156528,NA,NA,NA,NA,Complete,TRUE,NA
THRB,1,1.6129032258064515,22.834733521556476,0,0,0,0,MAR,TRUE,NA
CLU,1,1.6129032258064515,19.623256235355512,0,0,0,0,MAR,TRUE,NA
MYL2,0,0,28.292797306054563,NA,NA,NA,NA,Complete,TRUE,NA
HSPA5,0,0,23.862290967503217,NA,NA,NA,NA,Complete,TRUE,NA
LAMC1,3,4.838709677419355,20.053718187684925,0,0,0,0,MAR,TRUE,NA
MYH3,1,1.6129032258064515,25.51836865300102,0,0,0,0,MAR,TRUE,NA
HSPA8,0,0,26.87253093032458,NA,NA,NA,NA,Complete,TRUE,NA
EPB41,24,38.70967741935484,18.351693726332304,1,1,1,3,MNAR,TRUE,0.095952023988006
PDHB,0,0,25.47961312000195,NA,NA,NA,NA,Complete,TRUE,NA
DBT,2,3.225806451612903,20.29655400146033,0,0,0,0,MAR,TRUE,NA
PYGB,0,0,29.108400044106844,NA,NA,NA,NA,Complete,TRUE,NA
PYGM,0,0,29.263837832172204,NA,NA,NA,NA,Complete,TRUE,NA
RALA,0,0,20.462398203664026,NA,NA,NA,NA,Complete,TRUE,NA
SPTB,0,0,21.615545889033182,NA,NA,NA,NA,Complete,TRUE,NA
LAMP1,8,12.903225806451612,18.79165603050338,0,0,0,0,MAR,TRUE,NA
ACADM,0,0,24.402218232824517,NA,NA,NA,NA,Complete,TRUE,NA
UBL4A,19,30.64516129032258,16.306146934052627,1,1,1,3,MNAR,TRUE,0.020989505247376312
DMD,0,0,23.153058020638877,NA,NA,NA,NA,Complete,TRUE,NA
MTHFD1,0,0,22.53268957350119,NA,NA,NA,NA,Complete,TRUE,NA
ADH5,0,0,23.860997072763706,NA,NA,NA,NA,Complete,TRUE,NA
PABPC1,0,0,20.131746995829374,NA,NA,NA,NA,Complete,TRUE,NA
HARS1,1,1.6129032258064515,18.728491483041005,0,0,0,0,MAR,TRUE,NA
COL6A1,1,1.6129032258064515,20.443035969754977,0,0,0,0,MAR,TRUE,NA
COL6A2,8,12.903225806451612,19.314746779566576,0,0,0,0,MAR,TRUE,NA
COL6A3,0,0,20.766972616647433,NA,NA,NA,NA,Complete,TRUE,NA
SLC25A4,0,0,27.067343955714698,NA,NA,NA,NA,Complete,TRUE,NA
SLC25A6,0,0,26.894469698957433,NA,NA,NA,NA,Complete,TRUE,NA
IMPDH2,0,0,22.18047902492947,NA,NA,NA,NA,Complete,TRUE,NA
CKB,0,0,31.116680047345792,NA,NA,NA,NA,Complete,TRUE,NA
ANXA3,18,29.03225806451613,19.036845934129623,0,0,1,1,MAR,TRUE,NA
BCKDHA,10,16.129032258064516,18.06876108884397,0,1,1,2,MNAR,TRUE,0.049475262368815595
ACTN1,0,0,24.125583727005225,NA,NA,NA,NA,Complete,TRUE,NA
MYH1,0,0,28.77485375905534,NA,NA,NA,NA,Complete,TRUE,NA
MYH7,0,0,29.25453863457152,NA,NA,NA,NA,Complete,TRUE,NA
PEPD,0,0,18.962191705323693,NA,NA,NA,NA,Complete,TRUE,NA
XRCC6,2,3.225806451612903,19.650918916114012,0,0,0,0,MAR,TRUE,NA
XRCC5,0,0,19.706482329794444,NA,NA,NA,NA,Complete,TRUE,NA
COX4I1,0,0,27.13596586642058,NA,NA,NA,NA,Complete,TRUE,NA
IFITM1,12,19.35483870967742,15.934303796139636,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
LAMP2,7,11.29032258064516,22.643768874453595,0,0,0,0,MAR,TRUE,NA
RNH1,0,0,24.144687495726963,NA,NA,NA,NA,Complete,TRUE,NA
MYH8,24,38.70967741935484,19.91368877909568,1,0,0,1,MAR,TRUE,NA
VCAN,25,40.32258064516129,21.63900196645317,0,0,0,0,MAR,TRUE,NA
EEF2,0,0,24.782165388321797,NA,NA,NA,NA,Complete,TRUE,NA
KRT10,0,0,25.5470388341646,NA,NA,NA,NA,Complete,TRUE,NA
KRT5,0,0,20.968072611917428,NA,NA,NA,NA,Complete,TRUE,NA
PDIA4,12,19.35483870967742,21.362390271477338,0,0,0,0,MAR,TRUE,NA
TPT1,0,0,24.13371294431874,NA,NA,NA,NA,Complete,TRUE,NA
ALAD,0,0,22.86364919475073,NA,NA,NA,NA,Complete,TRUE,NA
LCP1,7,11.29032258064516,18.541455891027955,0,0,1,1,MAR,TRUE,NA
PLS3,15,24.193548387096776,19.484955381446607,0,0,0,0,MAR,TRUE,NA
APEH,0,0,24.280278203232633,NA,NA,NA,NA,Complete,TRUE,NA
ETFA,0,0,24.80930848687998,NA,NA,NA,NA,Complete,TRUE,NA
TNNT1,0,0,26.112030244384137,NA,NA,NA,NA,Complete,TRUE,NA
GYS1,0,0,24.49244787113467,NA,NA,NA,NA,Complete,TRUE,NA
PRKAR2A,0,0,23.579540288114075,NA,NA,NA,NA,Complete,TRUE,NA
ENO3,0,0,30.133537729112696,NA,NA,NA,NA,Complete,TRUE,NA
CD59,0,0,24.440634889171896,NA,NA,NA,NA,Complete,TRUE,NA
MIF,0,0,25.28538949439101,NA,NA,NA,NA,Complete,TRUE,NA
CD99,0,0,18.415728012817166,NA,NA,NA,NA,Complete,TRUE,NA
PRKCSH,0,0,20.28506361299437,NA,NA,NA,NA,Complete,TRUE,NA
FDPS,0,0,20.30221847364775,NA,NA,NA,NA,Complete,TRUE,NA
COX7A2,0,0,22.585223874944493,NA,NA,NA,NA,Complete,TRUE,NA
NID1,5,8.064516129032258,18.360147284873264,0,1,0,1,MAR,TRUE,NA
AKR1A1,0,0,26.740221763210002,NA,NA,NA,NA,Complete,TRUE,NA
PKM,0,0,29.18068712388038,NA,NA,NA,NA,Complete,TRUE,NA
ACYP2,0,0,25.23684068657341,NA,NA,NA,NA,Complete,TRUE,NA
HSP90B1,0,0,24.46429596333309,NA,NA,NA,NA,Complete,TRUE,NA
MYL6B,0,0,23.363614261441093,NA,NA,NA,NA,Complete,TRUE,NA
SLC2A4,39,62.903225806451616,17.571062734542295,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
IDE,8,12.903225806451612,18.386886188485892,0,1,1,2,MNAR,TRUE,0.05697151424287856
COX6B1,0,0,25.339333269731906,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPL,1,1.6129032258064515,17.416509016198788,0,1,0,1,MAR,TRUE,NA
DARS1,0,0,20.94285767603591,NA,NA,NA,NA,Complete,TRUE,NA
JUP,25,40.32258064516129,19.5978716675808,1,0,0,1,MAR,TRUE,NA
UQCRB,0,0,25.915547077665206,NA,NA,NA,NA,Complete,TRUE,NA
CPA3,14,22.58064516129032,19.85733816245482,0,0,0,0,MAR,TRUE,NA
FABP4,0,0,27.098265394076524,NA,NA,NA,NA,Complete,TRUE,NA
GLUL,26,41.935483870967744,15.520172015886235,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
AKR1B1,0,0,27.062799485619802,NA,NA,NA,NA,Complete,TRUE,NA
GSPT1,7,11.29032258064516,18.369871804131872,0,1,1,2,MNAR,TRUE,0.1809095452273863
PGAM2,0,0,29.083315711463253,NA,NA,NA,NA,Complete,TRUE,NA
EZR,2,3.225806451612903,20.673291390255187,0,0,0,0,MAR,TRUE,NA
UCHL3,0,0,21.846601338782072,NA,NA,NA,NA,Complete,TRUE,NA
NME1,3,4.838709677419355,21.696092639553367,0,0,0,0,MAR,TRUE,NA
RPS2,0,0,21.619996956590853,NA,NA,NA,NA,Complete,TRUE,NA
RPA2,32,51.61290322580645,18.02071228344516,1,1,1,3,MNAR,FALSE,0.001999000499750125
COX7C,0,0,25.990855622649196,NA,NA,NA,NA,Complete,TRUE,NA
NQO2,1,1.6129032258064515,22.414795765632782,0,0,0,0,MAR,TRUE,NA
PFKFB1,23,37.096774193548384,22.548585636515675,0,0,0,0,MAR,TRUE,NA
CBR1,0,0,22.86672927105032,NA,NA,NA,NA,Complete,TRUE,NA
ANK1,20,32.25806451612903,19.321056196168414,1,0,0,1,MAR,TRUE,NA
ACADS,0,0,24.529858804861938,NA,NA,NA,NA,Complete,TRUE,NA
PPP3CB,0,0,21.772693018046702,NA,NA,NA,NA,Complete,TRUE,NA
ATP2A2,0,0,28.493920684558347,NA,NA,NA,NA,Complete,TRUE,NA
CD36,0,0,23.581702958073997,NA,NA,NA,NA,Complete,TRUE,NA
FAH,0,0,21.33851811862295,NA,NA,NA,NA,Complete,TRUE,NA
YBX3,0,0,22.59478110160568,NA,NA,NA,NA,Complete,TRUE,NA
TMEM11,0,0,23.02000137797014,NA,NA,NA,NA,Complete,TRUE,NA
GOT1,0,0,26.990674289766137,NA,NA,NA,NA,Complete,TRUE,NA
CKMT2,0,0,27.75448024106721,NA,NA,NA,NA,Complete,TRUE,NA
NDUFB7,0,0,22.53257329558948,NA,NA,NA,NA,Complete,TRUE,NA
PRKACA,0,0,23.627070571311975,NA,NA,NA,NA,Complete,TRUE,NA
CAPN2,0,0,22.858083518918413,NA,NA,NA,NA,Complete,TRUE,NA
DES,0,0,24.458833535777295,NA,NA,NA,NA,Complete,TRUE,NA
PFKL,0,0,26.026778536747734,NA,NA,NA,NA,Complete,TRUE,NA
LGALS3,7,11.29032258064516,20.266818989764385,0,0,0,0,MAR,TRUE,NA
FLT1,5,8.064516129032258,20.97830612884773,0,0,0,0,MAR,TRUE,NA
PSMC3,0,0,22.135064177900187,NA,NA,NA,NA,Complete,TRUE,NA
TCP1,0,0,21.44767016818789,NA,NA,NA,NA,Complete,TRUE,NA
RPL35A,19,30.64516129032258,20.058830027490437,0,0,0,0,MAR,TRUE,NA
ARF4,1,1.6129032258064515,17.163783146955723,0,1,0,1,MAR,TRUE,NA
RPL7,0,0,22.21897020244778,NA,NA,NA,NA,Complete,TRUE,NA
VCL,0,0,24.10671752802788,NA,NA,NA,NA,Complete,TRUE,NA
RPL17,0,0,20.8642762013193,NA,NA,NA,NA,Complete,TRUE,NA
PGAM1,0,0,28.99983718393705,NA,NA,NA,NA,Complete,TRUE,NA
ATP5PF,0,0,25.07775713350797,NA,NA,NA,NA,Complete,TRUE,NA
TSPAN8,9,14.516129032258066,18.04313339643797,0,1,1,2,MNAR,TRUE,1
TNNI1,0,0,26.044553215454656,NA,NA,NA,NA,Complete,TRUE,NA
NCL,0,0,21.850603153112193,NA,NA,NA,NA,Complete,TRUE,NA
HK1,0,0,24.20319401065262,NA,NA,NA,NA,Complete,TRUE,NA
NDUFV2,0,0,25.413232555429797,NA,NA,NA,NA,Complete,TRUE,NA
SRM,29,46.774193548387096,20.36428757748818,1,0,0,1,MAR,TRUE,NA
TYMP,14,22.58064516129032,16.15634961919419,1,1,1,3,MNAR,TRUE,0.12993503248375812
ATP2B1,34,54.83870967741935,15.802648334460077,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
EIF2S2,3,4.838709677419355,18.754516981890724,0,0,0,0,MAR,TRUE,NA
ANXA7,0,0,27.19529136877724,NA,NA,NA,NA,Complete,TRUE,NA
TPSB2,3,4.838709677419355,21.22471783263944,0,0,0,0,MAR,TRUE,NA
BTF3,10,16.129032258064516,20.12839503788418,0,0,0,0,MAR,TRUE,NA
RAB6A,4,6.451612903225806,19.156348530575986,0,0,0,0,MAR,TRUE,NA
PVALB,35,56.451612903225815,22.536822357803604,1,0,0,1,MAR,FALSE,NA
PSMB1,0,0,22.993671680451783,NA,NA,NA,NA,Complete,TRUE,NA
COX5A,0,0,26.63783132660122,NA,NA,NA,NA,Complete,TRUE,NA
CAPN3,1,1.6129032258064515,21.82320029993031,0,0,0,0,MAR,TRUE,NA
CAST,0,0,21.587925160875844,NA,NA,NA,NA,Complete,TRUE,NA
NEB,0,0,24.648167262970777,NA,NA,NA,NA,Complete,TRUE,NA
PTMS,14,22.58064516129032,20.623239028412293,0,0,0,0,MAR,TRUE,NA
GSTM3,0,0,25.401333210352664,NA,NA,NA,NA,Complete,TRUE,NA
ATP6V1B2,0,0,19.687362494397085,NA,NA,NA,NA,Complete,TRUE,NA
CSRP1,0,0,23.58645178370027,NA,NA,NA,NA,Complete,TRUE,NA
FLNA,0,0,26.185619498338514,NA,NA,NA,NA,Complete,TRUE,NA
MAOA,0,0,22.37276180542368,NA,NA,NA,NA,Complete,TRUE,NA
ACO1,0,0,21.665300410707722,NA,NA,NA,NA,Complete,TRUE,NA
GPD1,0,0,26.682657989001562,NA,NA,NA,NA,Complete,TRUE,NA
VDAC1,0,0,27.470799515044522,NA,NA,NA,NA,Complete,TRUE,NA
BGN,6,9.67741935483871,19.557248156637876,0,0,0,0,MAR,TRUE,NA
RYR1,0,0,24.38239903920973,NA,NA,NA,NA,Complete,TRUE,NA
SDHB,0,0,25.20212091950734,NA,NA,NA,NA,Complete,TRUE,NA
COMT,0,0,20.63440644769074,NA,NA,NA,NA,Complete,TRUE,NA
TGM2,14,22.58064516129032,18.103104604262626,0,1,1,2,MNAR,TRUE,4.997501249375312e-4
MMUT,5,8.064516129032258,17.91641953225591,0,1,1,2,MNAR,TRUE,0.15742128935532235
OSBP,3,4.838709677419355,18.662448461028767,0,0,0,0,MAR,TRUE,NA
PCMT1,0,0,23.9258854951602,NA,NA,NA,NA,Complete,TRUE,NA
GART,3,4.838709677419355,19.51074228816498,0,0,0,0,MAR,TRUE,NA
PAICS,0,0,19.403620045253408,NA,NA,NA,NA,Complete,TRUE,NA
SCP2,8,12.903225806451612,17.91529871463645,0,1,1,2,MNAR,TRUE,0.8180909545227386
UBA1,0,0,23.793897278654505,NA,NA,NA,NA,Complete,TRUE,NA
GPX3,0,0,19.442618225533334,NA,NA,NA,NA,Complete,TRUE,NA
NME2,0,0,24.688558764618428,NA,NA,NA,NA,Complete,TRUE,NA
FDXR,39,62.903225806451616,18.015630140519807,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
HNRNPA2B1,0,0,20.748645574295686,NA,NA,NA,NA,Complete,TRUE,NA
UQCRC2,0,0,27.27013835662287,NA,NA,NA,NA,Complete,TRUE,NA
FECH,0,0,21.811690768276346,NA,NA,NA,NA,Complete,TRUE,NA
AMPD1,2,3.225806451612903,24.601844257613287,0,0,0,0,MAR,TRUE,NA
FBLN1,14,22.58064516129032,17.872294993757194,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SFPQ,7,11.29032258064516,17.077159079517994,0,1,1,2,MNAR,TRUE,0.19390304847576212
PPIB,1,1.6129032258064515,19.678970996519606,0,0,0,0,MAR,TRUE,NA
S100A1,0,0,25.980160938514953,NA,NA,NA,NA,Complete,TRUE,NA
HRC,0,0,23.533823486791178,NA,NA,NA,NA,Complete,TRUE,NA
ME2,1,1.6129032258064515,20.34530209869442,0,0,0,0,MAR,TRUE,NA
WARS1,0,0,22.456922408376727,NA,NA,NA,NA,Complete,TRUE,NA
RPS3,0,0,24.62723445111114,NA,NA,NA,NA,Complete,TRUE,NA
GCSH,14,22.58064516129032,20.606452035098666,0,0,0,0,MAR,TRUE,NA
AHCY,0,0,23.5515890304783,NA,NA,NA,NA,Complete,TRUE,NA
CFL1,0,0,26.28274606181248,NA,NA,NA,NA,Complete,TRUE,NA
EIF4B,2,3.225806451612903,19.868303252412204,0,0,0,0,MAR,TRUE,NA
ATP2B4,6,9.67741935483871,18.34676522405751,0,1,1,2,MNAR,TRUE,0.04047976011994003
CPT2,0,0,22.088512769224018,NA,NA,NA,NA,Complete,TRUE,NA
LAMA2,7,11.29032258064516,18.947849902434918,0,0,0,0,MAR,TRUE,NA
GPT,0,0,23.017150104431217,NA,NA,NA,NA,Complete,TRUE,NA
COX7A1,0,0,26.169176287414622,NA,NA,NA,NA,Complete,TRUE,NA
COX7B,1,1.6129032258064515,20.259752461685352,0,0,0,0,MAR,TRUE,NA
EEF1B2,0,0,22.953030180074922,NA,NA,NA,NA,Complete,TRUE,NA
ATP5PB,0,0,25.625219901045615,NA,NA,NA,NA,Complete,TRUE,NA
ACP1,0,0,22.549921257006694,NA,NA,NA,NA,Complete,TRUE,NA
ACAT1,0,0,26.222053129919537,NA,NA,NA,NA,Complete,TRUE,NA
MYL9,41,66.12903225806451,18.39955947327527,1,1,1,3,MNAR,FALSE,0.009995002498750625
AZGP1,0,0,20.351895609479254,NA,NA,NA,NA,Complete,TRUE,NA
MPST,1,1.6129032258064515,22.10042928023048,0,0,0,0,MAR,TRUE,NA
RPS12,0,0,22.117562265943064,NA,NA,NA,NA,Complete,TRUE,NA
DNAJB2,8,12.903225806451612,17.700238846094944,0,1,1,2,MNAR,TRUE,0.01699150424787606
ATP5F1A,0,0,28.059633821042386,NA,NA,NA,NA,Complete,TRUE,NA
PSMA1,0,0,23.130195642505235,NA,NA,NA,NA,Complete,TRUE,NA
PSMA2,0,0,22.042510858625224,NA,NA,NA,NA,Complete,TRUE,NA
PSMA3,0,0,23.562179887268304,NA,NA,NA,NA,Complete,TRUE,NA
PSMA4,0,0,22.98213506285924,NA,NA,NA,NA,Complete,TRUE,NA
MSN,0,0,24.133186170775744,NA,NA,NA,NA,Complete,TRUE,NA
DDX6,12,19.35483870967742,17.46387751073433,0,1,1,2,MNAR,TRUE,0.6611694152923538
U2AF2,4,6.451612903225806,17.559414081180435,0,1,0,1,MAR,TRUE,NA
RPL13,0,0,20.676174008946305,NA,NA,NA,NA,Complete,TRUE,NA
IVD,0,0,20.223718454269797,NA,NA,NA,NA,Complete,TRUE,NA
S100A4,0,0,23.615187357594692,NA,NA,NA,NA,Complete,TRUE,NA
HMGB2,3,4.838709677419355,20.74418917379267,0,0,0,0,MAR,TRUE,NA
TARS1,12,19.35483870967742,16.62552179025922,1,1,1,3,MNAR,TRUE,0.03498250874562719
VARS1,0,0,21.902152745384257,NA,NA,NA,NA,Complete,TRUE,NA
EEF1G,0,0,24.112027201166434,NA,NA,NA,NA,Complete,TRUE,NA
PLN,0,0,24.973349495158736,NA,NA,NA,NA,Complete,TRUE,NA
FKBP2,3,4.838709677419355,19.58890361537589,0,0,0,0,MAR,TRUE,NA
STOM,2,3.225806451612903,19.422787429766757,0,0,0,0,MAR,TRUE,NA
MAOB,0,0,22.99654617617115,NA,NA,NA,NA,Complete,TRUE,NA
YWHAQ,1,1.6129032258064515,21.714955039601723,0,0,0,0,MAR,TRUE,NA
MAPK3,11,17.741935483870968,17.41441888956587,0,1,1,2,MNAR,TRUE,0.019490254872563718
RPL10,0,0,21.335541313472863,NA,NA,NA,NA,Complete,TRUE,NA
RPA1,10,16.129032258064516,17.43069750747518,0,1,1,2,MNAR,TRUE,0.001999000499750125
