gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
CYB5R1,0,0,26.123280947263066,NA,NA,NA,NA,Complete,TRUE,NA
PFDN2,1,1.6129032258064515,20.815694295983306,0,0,0,0,MAR,TRUE,NA
PUF60,30,48.38709677419355,16.523186356201784,1,1,1,3,MNAR,TRUE,0.0024987506246876563
ENOPH1,1,1.6129032258064515,19.726516109299904,0,0,0,0,MAR,TRUE,NA
NDUFA12,0,0,23.18540689639452,NA,NA,NA,NA,Complete,TRUE,NA
EIF2B4,27,43.54838709677419,15.026488621120624,1,1,1,3,MNAR,TRUE,0.32033983008495753
ATP6V1H,22,35.483870967741936,17.062205301826843,1,1,1,3,MNAR,TRUE,0.21039480259870064
TRMT112,32,51.61290322580645,17.299965749189838,1,1,1,3,MNAR,FALSE,0.044977511244377814
XPO7,23,37.096774193548384,16.422053145857785,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
LCMT1,5,8.064516129032258,18.688153563672653,0,0,0,0,MAR,TRUE,NA
ATP5IF1,0,0,24.119688619945784,NA,NA,NA,NA,Complete,TRUE,NA
AK3,0,0,23.81693566305069,NA,NA,NA,NA,Complete,TRUE,NA
NAGK,2,3.225806451612903,17.563470568428063,0,1,0,1,MAR,TRUE,NA
SLC25A13,0,0,24.84697653701011,NA,NA,NA,NA,Complete,TRUE,NA
DBNL,27,43.54838709677419,16.59634095877788,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
DCTN4,7,11.29032258064516,18.28940345022126,0,1,1,2,MNAR,TRUE,0.011494252873563218
HSPB8,2,3.225806451612903,20.46899889899303,0,0,0,0,MAR,TRUE,NA
STOML2,0,0,19.794564233863806,NA,NA,NA,NA,Complete,TRUE,NA
VPS28,6,9.67741935483871,17.004410583031618,0,1,1,2,MNAR,TRUE,0.05147426286856572
JPT1,7,11.29032258064516,17.873636969191885,0,1,1,2,MNAR,TRUE,0.28335832083958024
APPL1,6,9.67741935483871,20.1091020704628,0,0,0,0,MAR,TRUE,NA
PACSIN3,0,0,23.5880424020877,NA,NA,NA,NA,Complete,TRUE,NA
ACAD8,9,14.516129032258066,20.78084893683229,0,0,0,0,MAR,TRUE,NA
AGO2,5,8.064516129032258,17.56605541970776,0,1,1,2,MNAR,TRUE,0.7266366816591704
MYH2,0,0,29.90199256592627,NA,NA,NA,NA,Complete,TRUE,NA
MYH13,19,30.64516129032258,22.538328192711724,0,0,0,0,MAR,TRUE,NA
CDV3,4,6.451612903225806,19.493804298287706,0,0,0,0,MAR,TRUE,NA
RAB21,3,4.838709677419355,19.62704693179145,0,0,0,0,MAR,TRUE,NA
PSME2,7,11.29032258064516,20.06870691772084,0,0,0,0,MAR,TRUE,NA
DNPEP,0,0,21.51186267216365,NA,NA,NA,NA,Complete,TRUE,NA
MCTS1,0,0,21.86814895975252,NA,NA,NA,NA,Complete,TRUE,NA
TBC1D24,21,33.87096774193548,15.722633405975378,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
TMCO1,0,0,20.351011765201957,NA,NA,NA,NA,Complete,TRUE,NA
EPDR1,4,6.451612903225806,21.256131604854232,0,0,0,0,MAR,TRUE,NA
MYO6,0,0,25.271056231756152,NA,NA,NA,NA,Complete,TRUE,NA
NFU1,34,54.83870967741935,16.55402282134001,1,1,1,3,MNAR,FALSE,0.0014992503748125937
SYNPO2,0,0,23.36164735844713,NA,NA,NA,NA,Complete,TRUE,NA
UBQLN1,27,43.54838709677419,16.853877425585665,1,1,1,3,MNAR,TRUE,0.030984507746126936
SNX12,17,27.419354838709676,19.94800023384251,0,0,0,0,MAR,TRUE,NA
NDRG2,0,0,24.842748110841857,NA,NA,NA,NA,Complete,TRUE,NA
VPS4A,4,6.451612903225806,20.66658311533434,0,0,0,0,MAR,TRUE,NA
G3BP2,20,32.25806451612903,18.747890122296187,1,0,1,2,MNAR,TRUE,0.07746126936531735
STUB1,0,0,18.241314763173975,NA,NA,NA,NA,Complete,TRUE,NA
PACSIN2,21,33.87096774193548,17.061035102016415,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
SNX6,7,11.29032258064516,17.497484762966128,0,1,1,2,MNAR,TRUE,0.014492753623188406
PSMD13,0,0,21.652125083764457,NA,NA,NA,NA,Complete,TRUE,NA
COPS3,0,0,21.250914683317873,NA,NA,NA,NA,Complete,TRUE,NA
NSFL1C,0,0,23.272338439264935,NA,NA,NA,NA,Complete,TRUE,NA
PPP6R1,26,41.935483870967744,17.526946754687664,1,1,1,3,MNAR,TRUE,0.011494252873563218
LIMCH1,16,25.806451612903224,19.139707894862692,0,0,0,0,MAR,TRUE,NA
USP24,21,33.87096774193548,16.77850575609571,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
MAPRE3,17,27.419354838709676,18.8651372711061,0,0,1,1,MAR,TRUE,NA
PA2G4,0,0,21.61272766758412,NA,NA,NA,NA,Complete,TRUE,NA
CAMK2A,4,6.451612903225806,21.5459124073706,0,0,0,0,MAR,TRUE,NA
CHMP2B,11,17.741935483870968,17.47165659755268,0,1,1,2,MNAR,TRUE,0.2988505747126437
RTRAF,32,51.61290322580645,17.15544750943501,1,1,1,3,MNAR,FALSE,0.008995502248875561
RUVBL2,5,8.064516129032258,18.68711794158123,0,0,0,0,MAR,TRUE,NA
APOBEC2,0,0,25.769872424353856,NA,NA,NA,NA,Complete,TRUE,NA
PIN4,7,11.29032258064516,18.7040170744942,0,0,0,0,MAR,TRUE,NA
EIF3L,1,1.6129032258064515,19.256557747627884,0,0,0,0,MAR,TRUE,NA
PLAA,1,1.6129032258064515,18.61283725126588,0,0,0,0,MAR,TRUE,NA
NUDC,0,0,19.612202185134922,NA,NA,NA,NA,Complete,TRUE,NA
BCS1L,34,54.83870967741935,16.84902342198505,1,1,1,3,MNAR,FALSE,0.028985507246376812
VDAC3,0,0,26.13431785148007,NA,NA,NA,NA,Complete,TRUE,NA
CFL2,0,0,26.85821955609518,NA,NA,NA,NA,Complete,TRUE,NA
FARSA,1,1.6129032258064515,19.174914497653106,0,0,0,0,MAR,TRUE,NA
CNPY2,21,33.87096774193548,16.638551277387457,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
FNDC3A,32,51.61290322580645,21.22344490691864,1,0,0,1,MAR,FALSE,NA
PADI2,0,0,25.36826814880421,NA,NA,NA,NA,Complete,TRUE,NA
GSTK1,0,0,22.184880474937977,NA,NA,NA,NA,Complete,TRUE,NA
LAMTOR2,37,59.67741935483871,16.33859087985828,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
COA3,4,6.451612903225806,21.558531320339693,0,0,0,0,MAR,TRUE,NA
TMA7,0,0,22.59349247905731,NA,NA,NA,NA,Complete,TRUE,NA
SUGT1,15,24.193548387096776,20.08656029044673,0,0,0,0,MAR,TRUE,NA
COQ6,0,0,21.38448799369403,NA,NA,NA,NA,Complete,TRUE,NA
ACOT9,0,0,21.547643624307906,NA,NA,NA,NA,Complete,TRUE,NA
MEMO1,0,0,18.13678854319453,NA,NA,NA,NA,Complete,TRUE,NA
TMX2,10,16.129032258064516,16.58590934811895,1,1,1,3,MNAR,TRUE,0.6616691654172914
SH3GLB1,2,3.225806451612903,20.15644074417123,0,0,0,0,MAR,TRUE,NA
CAB39,0,0,22.664799433971183,NA,NA,NA,NA,Complete,TRUE,NA
LUC7L2,7,11.29032258064516,17.156495795939946,0,1,1,2,MNAR,TRUE,0.04247876061969016
DHRS7,0,0,23.920072184502402,NA,NA,NA,NA,Complete,TRUE,NA
MOB4,15,24.193548387096776,17.623852571132044,1,1,1,3,MNAR,TRUE,0.0034982508745627187
SBDS,0,0,22.23207024482214,NA,NA,NA,NA,Complete,TRUE,NA
MRPL11,29,46.774193548387096,19.004527984861554,1,0,1,2,MNAR,TRUE,0.010994502748625687
PPIL1,2,3.225806451612903,19.9490892274362,0,0,0,0,MAR,TRUE,NA
MSRB2,20,32.25806451612903,17.509838424031166,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
FIS1,0,0,23.040425427441217,NA,NA,NA,NA,Complete,TRUE,NA
PTRH2,38,61.29032258064516,17.34172103698349,1,1,1,3,MNAR,FALSE,0.03248375812093953
STRAP,0,0,21.468659571047027,NA,NA,NA,NA,Complete,TRUE,NA
RTCB,0,0,20.83446726595252,NA,NA,NA,NA,Complete,TRUE,NA
RPL36,0,0,18.230256103231255,NA,NA,NA,NA,Complete,TRUE,NA
SAMHD1,37,59.67741935483871,15.668560570628296,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
HBS1L,4,6.451612903225806,17.513115832105246,0,1,0,1,MAR,TRUE,NA
TLN1,0,0,20.538792507353808,NA,NA,NA,NA,Complete,TRUE,NA
USP15,2,3.225806451612903,17.758174792196368,0,1,0,1,MAR,TRUE,NA
TLN2,1,1.6129032258064515,18.033944488032105,0,1,0,1,MAR,TRUE,NA
DTNA,0,0,21.006793140797964,NA,NA,NA,NA,Complete,TRUE,NA
HYOU1,3,4.838709677419355,16.811089580986035,0,1,0,1,MAR,TRUE,NA
AFG3L2,0,0,22.31703003862982,NA,NA,NA,NA,Complete,TRUE,NA
ARIH1,29,46.774193548387096,17.20591756074084,1,1,1,3,MNAR,TRUE,0.03498250874562719
RNF114,2,3.225806451612903,17.60677127225393,0,1,0,1,MAR,TRUE,NA
SAMM50,0,0,24.273283662367234,NA,NA,NA,NA,Complete,TRUE,NA
PPME1,33,53.2258064516129,16.938070927487782,1,1,1,3,MNAR,FALSE,0.15442278860569716
TIMM9,8,12.903225806451612,19.7242873380898,0,0,0,0,MAR,TRUE,NA
TIMM8B,8,12.903225806451612,16.370811243395742,1,1,1,3,MNAR,TRUE,0.004997501249375313
UCHL5,4,6.451612903225806,18.070348656879904,0,1,0,1,MAR,TRUE,NA
TIMM13,0,0,21.15590694002105,NA,NA,NA,NA,Complete,TRUE,NA
SRPRB,4,6.451612903225806,18.192631216551128,0,1,0,1,MAR,TRUE,NA
GMPPB,4,6.451612903225806,17.39225607725515,0,1,0,1,MAR,TRUE,NA
MPC1,2,3.225806451612903,22.18633753882216,0,0,0,0,MAR,TRUE,NA
SNX5,31,50,18.57120406612797,1,0,1,2,MNAR,FALSE,0.0024987506246876563
HEBP2,0,0,24.080212343418427,NA,NA,NA,NA,Complete,TRUE,NA
HCFC2,0,0,22.23714666214799,NA,NA,NA,NA,Complete,TRUE,NA
FHOD1,0,0,21.55235639220255,NA,NA,NA,NA,Complete,TRUE,NA
MYH4,3,4.838709677419355,23.45716552706173,0,0,0,0,MAR,TRUE,NA
MRPS18B,2,3.225806451612903,18.630331276271555,0,0,0,0,MAR,TRUE,NA
COPG1,9,14.516129032258066,17.975511695028974,0,1,1,2,MNAR,TRUE,0.0014992503748125937
CLIC4,2,3.225806451612903,19.743611059754304,0,0,0,0,MAR,TRUE,NA
NFS1,35,56.451612903225815,17.33161013622171,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
SPCS1,23,37.096774193548384,17.693797084081798,1,1,1,3,MNAR,TRUE,0.9150424787606197
SAR1B,0,0,23.592850857618576,NA,NA,NA,NA,Complete,TRUE,NA
MTCH2,0,0,23.320547506380713,NA,NA,NA,NA,Complete,TRUE,NA
BZW2,0,0,22.090332210365215,NA,NA,NA,NA,Complete,TRUE,NA
DYNC1LI1,7,11.29032258064516,16.88342072521524,0,1,1,2,MNAR,TRUE,0.05147426286856572
CHCHD2,1,1.6129032258064515,21.64927642312278,0,0,0,0,MAR,TRUE,NA
NDUFB9,0,0,23.652044624505635,NA,NA,NA,NA,Complete,TRUE,NA
COX11,10,16.129032258064516,18.540868969678538,0,0,1,1,MAR,TRUE,NA
SQOR,23,37.096774193548384,17.702975158095096,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SESN1,15,24.193548387096776,19.207178189558338,0,0,0,0,MAR,TRUE,NA
SEC23IP,11,17.741935483870968,17.026681912307687,1,1,1,3,MNAR,TRUE,0.12543728135932034
