sample_id,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
OP_S06_Pre,-0.95275243438643,0.9078391344413932,-0.046858261416666346,0.31827913759310283,-0.6574481700514343,1.3475284175624103,0.9369731604107009,0.1986337008753729,-0.5097209653073742,-0.6423444593297377
OP_S11_Pre,0.3248093303739145,-0.02687800407953871,-0.5355765964699907,-0.373547636493227,-0.45757006713574494,-0.7031236670500308,0.757374797504133,-0.21332528995014255,0.41695730130249975,0.27685396815533087
OP_S12_Pre,0.4342505077706612,0.3091467241147746,0.23019280987644625,0.0613036060323788,-0.22385515192688252,0.3424532448598859,0.7122848029695256,-0.27408918785130354,-0.4732294987875596,-1.337421825585111
OP_S17_Pre,2.1322231548677064,-0.6790223611277211,-0.41014581671879435,-0.7999111353423444,-0.17362114571189913,0.11766652687232212,-0.21492725223681586,0.25947813941357273,0.32740292029974066,-0.845347210610731
O_S05_Pre,-0.09146441377027462,0.05222735086008749,0.08396532278512041,0.8597611946865145,0.0145418920396487,-0.986102483149202,0.5914713091829634,0.6699934329335762,-0.09620844901210833,-0.6052227826246972
O_S06_Pre,1.8022317363104527,-0.6117666401685579,-0.5961999576726603,-0.7822110259389099,-0.6010933909236815,-0.6158105808553606,0.3141996618445523,0.3825438553892042,0.8040517852864477,-0.10133712465608521
O_S07_Pre,-1.194647343415427,1.0314356599901429,-0.03286875827865376,0.9285136535536762,0.714201851782331,-0.37628147322476985,0.6527122950014025,0.1689774965285547,-0.5500266856425916,-0.6489650229504949
O_S10_Pre,-0.5433481790153049,0.6826293974079489,-0.9974420439681992,0.025389101022289817,-0.6469078054951414,0.28271117395445305,0.6164836727806222,0.13152283832030195,0.4477595141239804,-0.1028827865063308
O_S16_Pre,0.09545956242949585,0.24050223909425392,-0.5109749163010907,-0.24089697734283227,-0.4812060602878982,-0.6448586298109641,0.8977653235620413,-0.06776397092234093,0.39262846226767273,0.06790103392115741
O_S17_Pre,-0.05732038531273589,0.5132321388348791,-0.4309113067801556,-0.1085875990013676,-0.03292519834179468,-0.45234518161053566,0.7152018325131896,0.3144716347259127,-0.37229189602816626,-0.008531909184790588
O_S24_Pre,0.4470508327567275,0.6015061715303359,0.11447055553104557,0.5033809220900755,-0.5322259445679015,-0.6281588888302831,0.69733934647246,0.23949349683052126,-0.5452466675519702,-2.4499631758251317
O_S28_Pre,-0.9684077934037633,0.9638443742414667,-0.760620928231674,-0.2345160950386295,-0.16993323275520922,0.5163956837621759,0.4341840613464849,0.07388613940235143,0.25830994395962836,0.19014460329568578
O_S29_Pre,0.7154706427202642,2.9911352212013663e-5,-0.7206899369242494,-0.4217591704085761,-0.6791415159432651,-0.4692044291158774,1.0729501249895728,0.004902808361631199,0.009399612531994738,0.19330714175896824
