gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
RPL31,0,0,0,0.15283815224301972,0,0.12339227083560564,0,0,0.1474050980025639,0.6734098858058132
RPL10A,0,0.024415432571861777,0.009570411666613165,0,0,0.17719821753844875,0,0,0,0.7755272659949595
RPL32,0,0.20858256695255661,0,0,0.09505634036940135,0.1262640924937163,0,0,0.07815106558702965,0.8022864190329868
RPL11,0,0,0.02829301846705422,0.07947156494361429,0,0,0,0,0.03587871708556288,0.7819438468880251
RPL8,0.014552397281340506,0.12899592605914592,0,0,0.008213705027800163,0.09343019724087143,0.012222993273240043,0,0,0.9825816246755158
PPIA,0,0.2193720008771853,0.22203266537984528,0,0,0,0.3627827433033141,0.16081222900472544,0,0
FKBP1A,0,0.3855841157763467,0,0,0.3051769108683327,0,0,0.0496753813360747,0,0
RPS27A,0.16332565800094362,0,0.12487141867384562,0.3842089481610643,0.5505982167884655,0.20743867990483472,0,0,0,0.3996642911155418
GRB2,0,0.3380191722749224,0,0,0,0,0.16802972794103924,0,0.10224142035823369,0.21658985772987566
RAC1,0,0.012202871807675257,0.13535720621817673,0.20637559451604756,0,0.04012759095723549,0.20933307201957535,0,0,0.017634678336888587
AP2B1,0.16185031682660836,0,0.3312951235717614,0,0.004509147947346549,0,0.1253695713512164,0,0,0.07593289220248269
VAMP2,0.056995133524944126,0,0.10385392326708276,0.3621407088864273,0.004346675135685034,0,0,0.013108688453215831,0,0
PPP3R1,0,0.3045875875769744,0,0.29792344543211896,0.023484797356830955,0.10947292294446288,0.06425623214735449,0,0.028366891266072756,0
YWHAZ,0.04460811532169522,0.13929122229497518,0.13339765446421264,0,0.07272777726029375,0,0.3234206403401639,0.14284556098953635,0,0
UBE2B,0,0.19524756924019507,0,0,0,0.03873913990850316,0.02937841179087944,0.08145943289248,0.0875043972723741,0
PPP2R2A,0.026620548270388938,0.09324983963167273,0.03766286414958259,0,0,0.0556899568755104,0.21649186155229397,0.13754950833279642,0,0
DYNLL1,0.09345467860434044,0,0.03975658470739238,0,0.015160834078532817,0,0.2129974367562223,0,0.017818504891972058,0
DYNLT1,0,0,0.2148753442729194,0,0.3362816304904543,0,0,0.014333479746624099,0,0.1348360414446195
RPL38,0,0,0,0.3132931399687588,0,0.18864021890668117,0,0.02729704053593933,0.10602933823282713,0.3995022970802086
SKP1,0,0,0.1490469176295629,0.2602626600298005,0,0,0.17651372243053412,0.09370728189977288,0,0
RPS21,0,0.15415301224437616,0,0,0.16460274914423614,0,0,0.0985343799763006,0.10892463172710506,0.9204806580260205
EIF5A,0,0.46045887928271745,0.07733337053523254,0,0.2199684151211512,0,0,0.07926185982783499,0,0
RACK1,0,0,0,0,0.07837072776448334,0,0,0,0.17856994513348598,0.5209025779403925
UBE2I,0.0013924023064681827,0.27082458468172443,0,0,0,0,0.2770813186736694,0,0.007119184824123565,0
SELENOW,0.05322907206773548,0,0,0.4380003715000745,0,0,0,0.03540085838832433,0.11460200917632038,0
TNNC1,0.03759945676403458,0,0,0,0,0.8468407443238618,0.12762004253221512,0,0.017788992434141178,0.050043269887908345
PPP2CA,0,0.03793990613230133,0.14426968339109014,0,0,0,0.2293231794502419,0.06051048718321302,0,0.034097899910384234
YBX1,0,0,0.23767028070991633,0,0.04319122095597534,0.09581983383540463,0,0,0,0.29026012157370595
CSNK2B,0,0,0.055060659992095334,0.015375764508200659,0.1314776011268511,0.041697923183660966,0,0,0,0.2842351584947922
TPM4,0.22300698925389278,0,0.27036081440998755,0,0,0.12883312174437198,0.24697713188017212,0.13874224175711047,0,0
UBE2L3,0,0.13828464058052695,0,0.17135669445129212,0.20158732165902896,0.17927885802087942,0,0,0,0
EEF1A1,0,0,0.345434452365626,0.31017170354057605,0.1895016123306647,0,0,0,0,0.02807646989740907
ACTA1,0,0,0,0,0,1.0046272756238632,0.0076953237300057195,0,0.13846563442627477,0.21111197246058933
TUBA1B,0,0,0.42612848685088717,0.1201801203151667,0,0,0.06714941207387641,0,0,0.2540283183926222
TUBA4A,0,0,0.263876112797025,0.32515191242505104,0,0,0,0,0,0.17693896949679933
TUBB4B,0,0,0.24507543750834251,0.26102510455931155,0.11020657407327905,0,0,0,0,0.1433036465546984
CSNK2A1,0,0.17958034354449254,0,0,0.10056630276434124,0.034332608236076936,0,0,0.03149235459345412,0.357469909965848
PAFAH1B2,0,0,0.14089468270932903,0.2295570935133064,0,0,0.07131665440120538,0.023876375897064823,0,0.0021948556090659564
HBB,0.09342559232019931,0,0.014135460230432764,0,0,0,0.09582463020097041,0.5581991071525839,0,0
HBA1,0.07324901219992891,0,0,0,0,0,0.06480222493761413,0.5253323898120541,0,0
EIF4G2,0,0,0.04420050534720638,0,0.18242173680221496,0.03664211399905464,0.0075874373557208675,0,0.005062988132412081,0.12667372576211572
PIP4K2B,0.0060191317502201365,0.015467392186048241,0,0.27080048890561026,0,0.10610753531144534,0,0.017730548840953115,0.010405227709621805,0
CCT2,0,0.06332879193385849,0.32883454258279415,0,0.2573735777608905,0,0.011691859449515715,0.007843694977556796,0,0.1445136839433882
GSTO1,0.1035740604892627,0.12175250503195456,0,0.09094598204736261,0,0,0.1211944825793654,0.0998125717637593,0.007574020929588613,0
PRKDC,0.05724211348005836,0,0.23666033291272348,0,0,0,0.35064446461759147,0,0,0.11136067829255722
DCD,0,0,0,0.271090898712853,0,0.07186779591782774,0,0,0.22258013629774162,0.028039934711030168
MRPS25,0.3875291591610548,0,0,0,0.109848499001146,0.025168581992825394,0,0.015610526338484676,0,0.14755306890708259
MRPS5,0.3555050891259658,0,0.006930486289046617,0,0.10426290441626432,0,0,0,0.03827342160838551,0.1926360373670301
MRPS36,0.33054012908391034,0,0.009990054077700188,0,0.03004908177734886,0,0.06127886740847393,0,0.021294388453495,0
MRPS15,0.44727107617878026,0,0.04271474557795314,0.002865001451730396,0.14402425684123743,0,0,0.03063522241306881,0.0354707034625046,0.18754315602280117
MRPS21,0.24839796758505547,0,0,0,0.119820238687327,0.10989039788040598,0,0.14549101525277588,0.014529091857744338,0.1909364617830873
SARNP,0,0,0.07503922275616225,0.08926586498723767,0.045966963685910425,0.14953991404058328,0,0.11499238834752734,0,0
LACTB,0.22624191927471163,0.05180606050786858,0,0,0,0.00500938975157402,0,0,0.2292619347121177,0.04077305423310868
RPL24,0,0,0,0.0664345915541812,0,0.15113649953898856,0,0,0.13282089364700217,0.6742932881100275
ARF1,0,0.25014737968784734,0,0,0.16174047787166074,0.17343390065368364,0.06582623642648468,0.013076416027268509,0,0
ARF5,0.05957577288432951,0,0.1722719031160431,0,0,0,0.21619951216320893,0,0,0.011925167017653206
ERH,0,0.10643242367125245,0,0,0,0.14257753004327228,0.14532896379484875,0.1474378738184017,0.08526753807320119,0.10111591180443215
RHOG,0.25666440983088895,0,0.19199837300801725,0,0.0032199488695344334,0.029007943045407235,0,0,0,0
RPL19,0,0,0,0.0479999591497179,0,0.07595442199424292,0,0,0.048864219329128315,1.064227716127925
SRSF3,0.043082354477381866,0.1646927620018437,0,0,0.00993753840773047,0,0.14208151110801676,0,0.021683205815059114,0.001668352426457902
MXRA7,0.006360001603465312,0,0.007202320143335252,0.07787984940820886,0,0,0.10081355869536907,0.07368177046334458,0,0
H3-3A,0,0,0,0.10433857344734668,0.015135787891665569,0.4946660499647184,0,0.01279550629803643,0,0
FBLN2,0,0.25228363914223273,0,0,0,0.10549016038841424,0.2538063470128682,0,0.10429334307943351,0.07258427716292314
HSPG2,0.026618138907250857,0.14656151401248582,0,0,0,0.7046052508605541,0,0.03712773555506785,0.027872951747573916,0
RBM3,0,0.06979742566756524,0,0.14480381679333978,0,0.1662750517941455,0,0,0.0925648994567394,0.1702351388880204
CYCS,0.3308908662697065,0.08207805696909895,0,0,0.042549901948167566,0,0,0,0.4382944405559362,0.2510772778670023
MPP1,0,0.0014107723260077221,0,0.0771935050533715,0.0029478964080502505,0.05528745188558174,0,0.30679331532850135,0.24167114443922916,0.12499088493382653
TFAM,0.48979958165505155,0.13731261998355218,0,0,0.07770476502251634,0.02007386711481294,0.04545935851119822,0.028101365252698615,0,0
PITPNA,0,0.11402390745933724,0,0.05715150271999025,0,0.19143778955692173,0,0.0979116700878336,0.05502680566323233,0
SLC25A3,0.5344572232374433,0,0.1614761553606457,0.11481277429178653,0.02845998383424418,0.03328741527164333,0,0,0,0
HDLBP,0,0,0.046043977840842805,0,0,0.12493513326839124,0,0,0.1471046867461828,0.23652077949223702
PURA,0,0,0,0.08147711296211418,0,0.2990677731718479,0,0,0,0.283690774211951
CLTC,0,0,0.35170981662179296,0.15742156905835694,0.2563756627139629,0,0,0,0,0.0832606709143682
FKBP3,0,0.43934761545195594,0,0,0,0.028119674478621855,0.1269399724144079,0.03257291872124326,0,0
REEP5,0,0,0.3654870823882297,0.1347578621266511,0.20288985378265256,0,0,0,0,0.1892052892581412
SORD,0,0.012160151264531219,0,0.3184621542717821,0,0.2883890231505297,0,0,0.013657098080176296,0
HNRNPU,0,0,0.13463105304168194,0.2076105103924502,0.011608523245432234,0.16137082512915135,0.0836486815235451,0,0,0
MYBPC1,0,0.023416868176989892,0,0,0,0.782158291970408,0.013109881785973354,0,0.15580595083712906,0.14193704337026844
PLIN5,0.2637618929532118,0,0,0,0,0,0.08069836819014557,0.074455848555097,0.1550094439993512,0
SPTBN1,0,0.04404622883006707,0.21452019254621532,0,0.12420203765071466,0.03395718428852925,0,0,0,0.18379099468862287
TIAL1,0.14574355414773477,0,0.030747435236460965,0,0,0,0.32092903377137494,0.03027043369664664,0.01679908328699877,0.11555777239843673
SET,0,0.2546627836987998,0,0,0.19482464397349858,0.08315606812670653,0,0,0,0
AMPD3,0,0.13614008386028542,0,0.08087713444999742,0.11395764668486924,0,0.08332463807000814,0,0.030857154714883664,0
FABP5,0.08435944587382402,0.19336123257115362,0,0,0.02362371440801628,0,0.11395235784513902,0.29694486701396716,0,0
ANK2,0.18562766224352142,0,0,0.1157488157862737,0,0.1107360560280537,0,0,0.019912552379063274,8.717500891700163e-4
CAP1,0.10759561679277799,0.013296794546067114,0.09714370130624066,0,0,0,0.3146768693677113,0.12885390910096825,0,0.10411661862926161
EWSR1,0.01726321012297207,0,0.01956832867699394,0,0,0,0.30807408612903753,0.00311025036865384,0.008277258381996609,0
TAGLN,0.02688191788109572,0,0.09627768643459779,0,0,0.23392641309110462,0.0760573364101465,0,0.04293796892023178,0
OGDH,0.704425865426004,0,0.05844224161836729,0.21967437218743407,0.03291167566054043,0,0,0,0,0
COX6A2,0.25120456829696153,0,0,0,0.19322861279230397,0,0,0.013579753615071567,0.1590637000538621,0.0072481297218223925
ALDH6A1,0.2821518974462629,0.037770415784497365,0,0,0,0,0.28434020588340375,0.11944793007820495,0.06825879230954698,0
BDH1,0.40388783019792657,0,0,0,0.028217394640923377,0,0,0.10397567047829351,0.0946301184145091,0
COL7A1,0,0,0.032355849071561124,0.17479798965874355,0,0.08905839814827253,0.04879387568676618,0.22520499080750597,0,0
RPL18A,0,0.06360931006037297,0,0,0.09811290943041132,0.11034150377644775,0,0,0.03631188300814886,0.6311812300345355
CACNB1,0,0.31408976844348857,0,0.09119468548134814,0.1594936145580197,0.07749235941499329,0.11887006931900923,0.05163703092664606,0.026672908642017514,0.07267788292395225
MAP2K1,0,0.25923925313398216,0.15724470260983942,0,0.12221504533321204,0.06135135506247657,0,0,0,0.06264468203961183
FKBP4,0.05602626130075925,0.10310808734433961,0,0,0.03137655144669218,0,0.19531215941064242,0.10794636813787138,0,0
RPL6,0,0,0.056384262354873205,0.001813627099405395,0,0.1788215468236389,0,0,0,0.9068750520765504
AKAP12,0.033130255328653706,0,0.30496140363224095,0,0.03283484492474612,0,0.09253562839531496,0.024256015318324012,0,0.0035674111524218303
SLC25A11,0.19040214300422756,0,0.06200701033666167,0.12274436345182178,0.4250932584705684,0.23101297429961076,0,0,0.24166937787751128,0
CAV1,0.07705673272220376,0.151577779279278,0,0,0,0.15674905471988343,0,0.01580123139866893,0.19988206435767142,0
ACY1,0.39343450658249396,0,0.16177322485880005,0.03535480050927864,0.026637872319085074,0,0,0.08364711605060951,0,0
LMNB2,0,0.13782180853525272,0,0,0.005503935915766975,0.4790751338351064,0,0.09729960129646946,0.049501438843641075,0
UBXN1,0,0.2387001313345328,0,0.171197681098814,0,0,0.004034422210871678,0,0.10565483388209411,0.10412394603840688
GBE1,0.09793518256169889,0,0.38222688473872457,0,0.1923647434782964,0,0,0.037917789681646524,0,0
EIF4G1,0,0.10676814888882039,0,0.46660989631759303,0.043264045094619494,0,0.0033637267560160827,0,0,0.2515434230521377
PRKCQ,0,0,0,0.2603248593226728,0.07496235480919272,0.11491270242929857,0,0,0,0.1592252319351267
GLO1,0,0.2610296369324148,0,0.4132838128712979,0,0.09916541789860765,0.18418141440056363,0.03407461372163609,0,0
AKR1C1,0,0,0.2890409001185212,0.13198058282156627,0.0268851885595066,0.06338329485629073,0,0.10338486466582875,0,0.1707260422764305
SSBP1,0.3505068409970737,0.002669979662992137,0.18079542519543468,0,0,0.11922054480377546,0,0,0,0.05144811168288429
YWHAH,0,0.1158737399620359,0.2470742000868136,0,0.057452287953279516,0,0.22979535391382608,0,0,0.08840544910765458
PLP2,0,0,0.050210556488758606,0.1910127155164157,0,0.0958151699341493,0.1120607811456085,0,0.11705948272874579,0
UBE3A,0,0.15228360862690166,0,0.08493927919010769,0.08590277935591165,0,0,0.12032353952100398,0,0
SRSF11,0,0.13619978883036538,0,0.12688628171426194,0,0.07859066889572573,0,0.053743145908690115,0.06415638536096796,0.007755571232938642
EEF1A2,0,0,0.24164307730589105,0.24389723208206218,0.3342425634350329,0.05436017692847183,0,0,0,0
CALD1,0,0,0.10920686291253341,0,0,0.09331912487791458,0.013266784365089336,0,0.01729472724337937,0.1386666407053573
COL14A1,0.00937255262608235,0.0039086621285701565,0,0,0.16219625282312494,0.06751770371966036,0,0.2794177980500073,0,0
PTPN11,0,0.04903576724704737,0.07167667977705922,0,0,0,0.29398507877731445,2.0564472372846192e-4,0.029424990792336965,0.04337813182288183
PSME1,0.05838794274686047,0,0.4165637907638989,0,0.04067986209320928,0,0,0.026929792759827705,0,0.0481035156726731
CACNG1,0,0.18096011851458504,0.03589005600806944,0.10000090601517277,0.04052883966507288,0.1171995669959161,0.24814142214370877,0,0,0
ZNF33A,0,0,0.042277331578841025,0.46915132567440937,0,0.06889017934876815,0,0.17597165014308164,0.03433123413103009,0
PRDX1,0,0.23385848240504636,0,0.16499678927538905,0.21248838277139273,0,0.3255242493421758,0.060876554454810355,0,0.04296700697135381
RPL18,0,0.1295859486382687,0.011532455814969842,0,0,0.03049261113720592,0.0873182453003972,0,0.04727943488857236,0.9510736899792218
C1QBP,0.25746033308238514,0,0.17244678952367942,0,0.08693610202375036,0,0,0,0,0
CKAP4,0.021435542085144203,0,0.3062912697913953,0,0.13096884530431543,0,0,0,0,0.1707481044027831
DPT,0,0.061299534329102554,0,0,0,0.5140714627083728,0,0,0.0021897330436392447,0.04055706860333286
KLC1,0,0,0.2839082013577941,0,0,0,0.18894154876768754,0.006428539374816825,0,0.15345205793904124
SRSF1,0,0.046251357926743425,0,0,0,0,0.2660991784001157,0.00741971735452863,0.13035543411538084,0.3449712894297085
ARHGAP1,0,0,0.3596076185429079,0,0.15600076546050712,0.08378295316024138,0,0,0,0.05823660723865434
ACTN3,0,0.059491411558870826,0,0.028158983959670238,0.1002499427746669,0.900420857459721,0,0.048333593919857844,0.04838628583637359,0
PPP3CA,0,0.2569330623585099,0,0.1950160157579451,0,0.2032235269810273,0.08293092324351829,0,0.03929738711480885,0.07749195358113893
DHX9,0,0,0.1304480027848688,0,0,0.047913807493195903,0.09997739954090198,0.0352990868497557,0,0.18042296232528146
CRYZ,0.036896959518759646,0.07316220964828771,0.08869202542382244,0,0.06749904000779051,0.12903333356112182,0,0.056411627585922025,0.0012296578599779464,0
SLC20A2,0,0,0,0,0,0.5421222077359897,2.3407384809546555e-4,0.009661118094541038,0.08518677210663218,0
PUDP,0,0.24740945466759875,0,0.037615497202913684,0,0.1274005722845281,0,0.2244399947437846,0.0022523605574164404,0
CD47,0,0,0.02674417552603458,0.21725273832564296,0.004705005252060651,0,0.0182238845218245,0.19132894871586997,0.0184024386622474,0
PPID,0.13422405596863823,0,0.05422143595172804,0.11932441874516138,0,0,0.14624385138985216,0,0.006174297187592815,0
AHNAK,0,0,0.2094978492291716,0.36961911116849916,0,0.12201445969619865,0.059376118216830004,0,0,0.19198254682292412
LMOD3,0,0,0.008198986740304233,0.11572381685088788,0,0.3983616560191293,0,0.05820041713143667,0.022225133824915422,0.04789335072467698
HSPA14,0,0.12293091657895377,0.09799883190731584,0.046394995980692313,0.06397462588566438,0.12361886610415326,0.0028574101836544193,0.030458233234621986,0,0
SCRN3,0,0,0,0.40218011716189206,0,0.15967031481651167,0,0.020789439223410106,0.13245545772244532,0
NEXN,0,0,0,0,0,0.2291921743119626,0,0,0.12252015183351266,0.38379467866564043
AP1B1,0,0.008841960160267283,0.2000049922294479,0.15002356048278884,0.15166411326488674,0.08371396108191724,0,0,0,0
BST2,0.16757295963950591,7.451360066909533e-4,0,0,0,0.1343576780600163,0.16098563846776573,0.028339075216116262,0.12213335960394044,0
PMPCA,0.486783232098847,0,0.09454581071139749,0,0.03597332532100507,0.15084482685125672,0,0,0.037345676384205946,0.16199025158894095
ASPH,0,0.08968994514630126,0,0,0,0.10442868104303325,0.0076379165921428875,0,0.04302448166475797,0.08054442872746524
EFEMP1,0,0.09797482487431351,0,0,0,0,0.11363697993530425,0.1404338875487831,0,0.10025168425795548
STX4,0,0.16454611068471003,0,0.05667822803148541,0.07418082605794434,0,0,0.07781338174692447,0,0
GRSF1,0.1269697178942467,0.018995432514149358,0.19724955543135214,0,0.006216137469750431,0.05219856683507349,0,0,0.013982177370127377,0
AIMP1,0.122817025333178,0.19038180782758993,0.07587745258941028,0,0.19738918405581865,0,0.09168986159167951,0,0,0.04306327580591063
ILF3,0,0,0.031506005461524655,0.10461582272094663,0,0.27457819444894616,0.030661459869876853,0.14013996981341617,0.022410374423351868,0
TRAP1,0.4517871155871822,0,0.11369506226849553,0.06701053318138074,0,0,0.015381125309692323,0.008419361937554826,0.25747691096459085,0
ANK3,0,0.13424804554499242,0.005945431808400524,0.011691415099667818,0.08519297246701427,0,0.06453436972544839,0.01486222470187232,0.0359577456831263,0.2678727799277302
HSPB3,0,0,0.29735287682377703,0.31385006223030537,0,0,0,0,0,0.23685594708932353
ECH1,0.5983020709682533,0,0.011867483399844572,0,0,0,0.10817068785185817,0,0,0
STRN3,0,0.02979162924754509,0.0530310194721386,0,0.2689375111344213,0,0.011447735827436566,0,0,0.2332907645827575
COASY,0,0.054127539313985715,0,0.3049514567310245,0,0.09845567459652689,0.0685656608586843,0.050584074270101365,0,0
TRDN,0,0,0,0,0,0.33894736681248616,0,0,0.16071955402371033,0.39328208413273086
ACACA,0.022510979885565663,0,0.2346085617162547,0.23364168283197145,0.10376058831696748,0,0,0,0,0.08244486637788577
GPS1,0,0,0.042981401624463206,0.46863888568453077,0.03267881091765408,0,0.037493321908280974,0.02680653701305707,0,0
MTAP,0,0.18077050292322208,0,0,0.057489449094460986,0.16291807357666455,0.15905794459649558,0.05986781073283506,0,0
PRKAA1,0.08638885103340489,0,0.07040692973240795,0.22462263062772087,0,0,0,0.09444951217670851,0.05766797145469222,0.14506282975055804
TARDBP,0.10472842305875249,0,0.018144629218910125,0.024558932177672806,0,0,0.2535394460861249,0,0.11779804891511021,0
PAK1,0,0.02763970976070991,0.02230040267012402,0,0,0,0.1769591792398852,0.2652319349399735,0,0
AIMP2,0.09891003152887193,0,0.11015891578504128,0.253842133900226,0,0,0,0,0,0.0765455411314517
PRDX4,0,0.283989235771719,0.11752615693228562,0,0.21246937031435567,0.145940601099139,0,0,0,0
PAK2,0.029513973909579414,0.054613608199836725,0.22827689139323226,0,0.14515195003078643,0,0.0025209155423386075,0.032161618428687686,0,0
CBX3,0,0.13174442866949673,0,0,0,0,0.29569740883454426,0.012087662851709155,0,0.016336577623278364
PSMD2,0,0.1525153100441581,0.03253309789532623,0,0.5357256725788456,0.023467663863830028,0,0.005114705996761462,0,0.16102908548272402
MYBPH,0,0,0.16392142957300276,0,0.10189534259806694,0.20446336948511776,0,0,0.07397616537999434,0.2676317511653904
SELENBP1,0,0.20730063526777062,0,0.014152995332998365,0,0,0.38642064602754644,0.2180711283420946,0,0
TRIM28,0,0.009016162552805787,0.085755705935234,0.008319649333745759,0,0,0.3391226751059135,0.08788387356793247,0,0.07342571447577956
G3BP1,0,0,0,0,0.004513784890197118,0.07520493228782929,0.004728351042647281,0,0.17643253814946194,0.25366466771105217
PABPC4,0.1662883181876639,0,0.005198513005418492,0.16608678584346373,0,0,0.13293367562993214,0,0.16072565429526298,0.12773456508988487
SGCG,0,0.17228432078337674,0,0.23477538724141997,0.027137958301668465,0.2198674747337714,0.14106949700105695,0,0,0
EIF3I,0,0.0690523093324617,0,0,0.23843175207146397,0.00608198284856195,0,0,0.012523340977327784,0.6112068950485496
CTBP1,0.007124923840753084,0.17848702494566815,0,0,0.055160521677973605,0.10684236344790549,0.11313572123168018,0.023522300039455622,0,0
UBE2V1,0,0,0,0.3436498817436292,0,0.004390644714795398,0,0.10614559123211947,0.03572273618903846,0.08736945277903246
DYNC1I2,0,0,0.21756922868694287,0,0.33633311374301555,0,0,0,0,0.24505154162594825
ILK,0.021451730947788163,0,0.04919546950198521,0.15054705304621863,0,0,0.3028474427667463,0.008365855391698592,0,0
NNT,0.5922507863187144,0,0.09039635863970719,0,0.009404101998198173,0,0.005978733190460189,0.11990014528194894,0.02765552070033308,0
SNTA1,0,0.011704449052128505,0,0.3432248441932777,0.10220395480014821,0.1665556789754193,0,0,0,0.01746113319654988
SNTB2,0,0.10356788575861524,0,0.07559327481635597,0,0.3275700954794644,0.10563869045846848,0,0,0
SF3B2,0.19365648796270526,0.07921161882557104,0,0,0,0.013424603488820607,0.18296907767099116,0,0,0
PDAP1,0,0.03175448525513474,0.10295708426019091,0,0,0,0.05200344068967811,0,0,0.21804431040173106
TMED1,0,0,0.2359735902632817,0.2527476141909707,0.031198294379713616,0,0,0,0,0.04398873027337533
FKBP5,0.03598778207721767,0.09554924177860637,0,0.06477235872156883,0,0,0.21386632475119066,0.01805444173640644,0.057704707020099104,0
PICALM,0.16023128011014054,0,0.12829471127186348,0,0.005448327400951703,0.08876694832348216,0,0.15885122655369824,0,0
MTM1,0,0.17092114880928977,0,0,0,0,0.04015196441489101,0,0.1422524930888369,0.09097320429326419
SQSTM1,0,0.015178867267716374,0.006929768266917321,0.06044437661736873,0.38169263522519953,0,0,0,0,0.1953792860819307
MTX1,0.17770440489099734,0,0,0.32373215101993147,0,0.026614937276647304,0,0.01464765727755913,0.06558040472871497,0.02129745540308002
ART3,0,0.39652855412305493,0,0.04926532870584911,0,0.1467278496782841,0.18082750624227092,0,0.11770045307746263,0
ASAH1,0.27099245408426165,0,0.004867877546517831,0,0,0,0.2271265897077012,0,0.06342277369473773,0
PIN1,0,0.2062396001816425,0,0.0010694102919298057,0.045717702385449144,0.008159948188856061,0,0.14059411275751113,0,0
CAMK2B,0,0,0,0.09390545881774522,0.0022118103916807727,0,0.07221204745947703,0,0.11338355888980642,0.4531512945823273
CAMK2G,0,0.06056562954500061,0,0,0.22030430128219555,0,0,0,0.04218532902289045,0.23815074718518817
CAMK2D,0,0,0.2005484338389326,0,0.13099001722163134,0,0,0,0.02203417708100238,0.5142288347712862
DCTN2,0,0,0.206110270108172,0,0.0693303178235474,0,0.029134908988405015,0,0,0.35957840175697986
NAE1,0,0.012286857293028903,0,0.3141282704603416,0,0,0.321996757779955,0.0696020102496176,0,0
STIM1,0,0.1697811894551398,0,0,0.27065874192819284,0,0,0.09347377953287844,0.060583748236924355,0.3134297486866533
CUL1,0,0.16805496962711639,0,0,0.23654662873110827,0,0.2739953647843876,0,0.09057311193156989,0
CUL2,0,0,0.09742140488775175,0.4057391078854841,0,0.007270527331434316,0,0,0.07583256837048913,0.06848091516339808
CUL3,0.015897823357964348,0.14764087138385892,0.026738269997631556,0,0.14129698696738804,0.06518619174606818,0,0,0,1.776508993123462e-4
CUL4A,0.09959037363142349,0.12677001221264347,0,0,0.2532924832878051,0,0.14909221750122317,0.007935649836418167,0,0
FHL1,0,0.13143354059308132,0.10806503608009628,0,0.3496457713588015,0,0,0,0,0.2269971238148898
FHL3,0,0,0,0.1788376360196215,0.08310052225647076,0.12419773219390183,0,0,0.1506742285688462,0.2644609135440526
ITGA7,0,0.28638879258198363,0,0,0.052850079130256716,0.4037652053467372,0.11150766375873954,0.0842166638742826,0.0019647766530618382,0
AAMP,0,0.06511117423153655,0.041680913777916224,0.05509559769809597,0.12581785661845868,0,0,0.1432566765529677,0.00790926758207669,0.040758090196764976
CACNA1S,0,0.06116738446735653,0,0.1529503408082713,0.3258936589166303,0.1244816802716739,0,0,0.008977795845213792,0.032029385369659734
MOGS,0.030802624136066797,0,0.032812334004784005,0,0,0.06073344527885098,0.04701190051083382,0,0.1950633470246317,0.24072216784234948
SPTAN1,0,0,0.32238579669176226,0,0.15447088256507333,0.15193267772916924,0,0,0,0.0994599347649643
AUH,0.42297403001591427,0,0,0,0.03643104561776747,0.026916303399258882,0,0,0.020024495291283695,0
DDX39B,0,0,0.1349137828396268,0,0.012345839747807865,0.20545433298517676,0.05120647862068412,0,0,0.02096597884765302
BLMH,0,0.08179851934912796,0,0.3171772533422922,0,0,0,0.04208425656666419,0.08145049658291789,0.03029453669308271
SNTB1,0,0.1737269844024899,0,0.0845955824656079,0.008973379564744623,0.2264443569731662,0,0.13921480123148325,0.0022837404923505703,0
TUBB2A,0,0.12913417712865782,0.2736767054823306,0,0.09484393059327877,0.028113633192778986,0.08024198709378264,0,0,0.19630760655809784
IDI1,0.23276509477096857,0.12458717316713033,0,0,0,0,0.25614485386818897,0.05406571963239342,0.06903705557122772,0
PRKG1,0,0,0,0.4539393446881101,0.10331962808178302,0.19831021454908762,0,0,0,0
COX17,0.26404664689274576,0,0.004251234338839664,0.4446240912105644,0,0.04912526646673553,0,0.12030975163657211,0.39342528974510094,0
HNRNPD,0,0.09931744170896936,0,0,0,0,0.3937663161304484,0.027594705520759016,0,0.03058124505407265
SCARB2,0,0.13079154080332286,0.1593278339356216,0.06938872601116636,0.13836573327271723,0,0.025555602033657348,0,0,0
NID2,0,0.12381948704584005,0,0,0,0.4227191768681897,0,0.1413826839519324,0.02448362717310979,0
IL18,0,0,0.20535211324358174,0,0.1564003682544923,0,0,0.05480540363791742,0,0.10423489102935422
DAG1,0,0.27955716993510593,0,0,0.2172251512331937,0.18035203699178498,0.057420550486518965,0.06926586213959714,0,0
EIF3A,0,0,0,0,0.11365766749687302,0,0.05856263161182292,0,0.06715865823493823,0.5290287457633956
UBAP2L,0,0,0.0825290425824184,0.25470175785156,0,0.16980939252638635,0,0,0.11725434685421163,0.17485641441685332
MLEC,0,0,0,0.23996890394299428,0.27649803877286494,0.10788106147131692,0,0.03929731785611605,0,0
DPYSL3,0.05485049036572795,0,0.016692479943564403,0.025875985602448023,0,0,0.2903309129196853,0,0,0
DCTN1,0.040631028210356405,0,0.10721870735625245,0,0.2930620087475745,0,0,0,0,0.23462569019250923
DYNC1H1,0,0,0.301491535415278,0.01445956398597741,0.31939810311581107,0,0,0,0,0.25022071726549205
EIF2B1,0,0,0.24825659697629338,0.04642050416176322,0.27053919366470386,0.004633592024983196,0,0,0,0.19375083989828004
EIF4A2,0,0.46525015960032057,0.023886373443843978,0,0.03586149708705868,0,0.15397525725282038,0,0,0.19661778272912392
CTTN,0,0.09207264064394398,0.11177052252828999,0,0,0.021754250395886444,0,0.02515502829831061,0.020934459363232374,0.2191841834487132
