pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,1.3717332160927707e-5,9.695659777382993e-5,2.209859605798692,23,37,,Reactome,4.326961770623742,Concordant Up,Regulation Of Pten Stability And Activity,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,9.695659777382993e-5,23/591,CSNK2A1/CSNK2B/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,1.4428252401711854e-5,9.94058425751043e-5,2.88843062605753,13,16,,Reactome,11.298154555940023,Concordant Up,Antigen Processing Ub ATP Independent Proteasomal Degradation,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,9.94058425751043e-5,13/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSME1/PSME2
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.520127840364855e-5,1.0058718262839786e-4,1.500996427899981,76,180,,Reactome,1.9950709484690068,Concordant Up,Metabolism Of Amino Acids And Derivatives,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.0058718262839786e-4,76/591,ADI1/AGMAT/AIMP1/CARNS1/CKMT2/DARS1/ECHS1/GLUD1/GRHPR/GSR/HIBCH/LARS1/MARS1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8/SARS1/SRM
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,1.5563909549146045e-5,1.0084116395384209e-4,2.0314237370074935,28,49,,Reactome,3.526346950858496,Concordant Up,Antigen Processing Cross Presentation,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,1.0084116395384209e-4,28/591,CD36/HLA-A/PDIA3/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/PSME1/PSME2/S100A8/S100A9
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,2.3863486457520487e-5,1.0738568905884219e-4,1.8282813633067443,36,70,,KEGG,2.815898251192369,Concordant Up,Reference Translation Initiation,KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,1.0738568905884219e-4,36/591,RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL37A/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,1.9638745762884942e-5,1.1310462837513366e-4,2.2622673434856178,21,33,,Reactome,4.599122807017544,Concordant Up,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,1.1310462837513366e-4,21/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_RRNA_PROCESSING,2.543451076480544e-5,1.4264468862869317e-4,1.7774957698815568,39,78,,Reactome,2.664855072463768,Concordant Up,Rrna Processing,REACTOME_RRNA_PROCESSING,1.4264468862869317e-4,39/591,RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8/TRMT10C
REACTOME_PTEN_REGULATION,3.012445711954719e-5,1.615294166237789e-4,2.066855546373903,25,43,,Reactome,3.6611700039261876,Concordant Up,Pten Regulation,REACTOME_PTEN_REGULATION,1.615294166237789e-4,25/591,CSNK2A1/CSNK2B/LAMTOR2/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,3.012445711954719e-5,1.615294166237789e-4,2.066855546373903,25,43,,Reactome,3.6611700039261876,Concordant Up,Signaling By The B Cell Receptor Bcr,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,1.615294166237789e-4,25/591,AHCYL1/CALM1/PPIA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/STIM1
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,3.799514612567926e-5,1.8179216069363462e-4,2.195730068677217,21,34,,Reactome,4.24251012145749,Concordant Up,Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,1.8179216069363462e-4,21/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,3.7387017909371366e-5,1.8179216069363462e-4,2.08097065742231,24,41,,Reactome,3.7173980703392466,Concordant Up,Disorders Of Transmembrane Transporters,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,1.8179216069363462e-4,24/591,HK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/SLC16A1/VCP
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,4.1144138900278775e-5,1.918851998786676e-4,2.0093430442139337,26,46,,Reactome,3.4283185840707966,Concordant Up,Regulation Of Mrna Stability By Proteins That Bind Au Rich Elements,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,1.918851998786676e-4,26/591,ANP32A/HSPA8/HSPB1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/TNPO1/YWHAB
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,4.628311931812054e-5,2.1167720746963952e-4,2.09653347216799,23,39,,Reactome,3.781029929577465,Concordant Up,Degradation Of Beta Catenin By The Destruction Complex,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,2.1167720746963952e-4,23/591,PPP2CA/PPP2R1A/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,5.1543996032834143e-5,2.2900261094587743e-4,2.019881556683587,25,44,,Reactome,3.4661521294402085,Concordant Up,Mhc Class Ii Antigen Presentation,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,2.2900261094587743e-4,25/591,ACTR1A/AP1B1/AP1M1/AP2A1/AP2B1/AP2M1/CANX/CLTC/CTSB/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/SEC23A/SEC31A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6
