pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,4.4278066536622084e-10,1.3389480573927112e-7,1.967941745226009,62,112,,Reactome,3.4223062381852554,Concordant Up,Regulation Of Expression Of Slits And Robos,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,1.3389480573927112e-7,62/591,CUL2/ETF1/GSPT1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8
REACTOME_MITOTIC_G2_G2_M_PHASES,6.0482009058630026e-9,6.269968272411312e-7,2.2218697123519457,40,64,,Reactome,4.494857834240775,Concordant Up,Mitotic G2 G2 M Phases,REACTOME_MITOTIC_G2_G2_M_PHASES,6.269968272411312e-7,40/591,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/HSP90AA1/HSP90AB1/MAPRE1/PPME1/PPP1CB/PPP2CA/PPP2R1A/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,1.3159690926340272e-8,1.0231659695229561e-6,2.514506211051958,29,41,,Reactome,6.441577698695136,Concordant Up,The Role Of Gtse1 In G2 M Progression After G2 Checkpoint,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,1.0231659695229561e-6,29/591,HSP90AA1/HSP90AB1/MAPRE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6
REACTOME_PROTEASOME_ASSEMBLY,3.6824998407726774e-8,2.2905149009606054e-6,2.525915041410633,27,38,,Reactome,6.523694390715668,Concordant Up,Proteasome Assembly,REACTOME_PROTEASOME_ASSEMBLY,2.2905149009606054e-6,27/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD4/PSMD8/PSMD9/PSME1/PSME2/PSME4/PSMF1
REACTOME_TRANSLATION,2.997264794576176e-7,1.331641930161701e-5,1.606775837181068,80,177,,Reactome,2.2805495591825204,Concordant Up,Translation,REACTOME_TRANSLATION,1.331641930161701e-5,80/591,AIMP1/APEH/CARS1/DARS1/EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EIF1AX/EIF2B1/EIF2S1/EIF2S2/EIF3C/EIF3I/EIF3J/EIF3L/ETF1/FARSA/FARSB/GSPT1/LARS1/MARS1/MRPL1/MRPL19/MRPL4/MRPS15/MRPS18A/MRPS18B/MRPS21/MRPS25/MTIF2/NARS1/PTCD3/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8/SARS1/SARS2/SRPRB/TARS1/TUFM/VARS1
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,1.5928846117488502e-6,1.4335961505739652e-5,2.404847218075047,23,34,,KEGG,5.518085787451985,Concordant Up,Reference 26s Proteasome Mediated Protein Degradation,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,1.4335961505739652e-5,23/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD4/PSMD8/PSMD9
REACTOME_PROGRAMMED_CELL_DEATH,3.819550141950507e-7,1.4848501176832596e-5,1.931106515426876,44,81,,Reactome,3.202332131034142,Concordant Up,Programmed Cell Death,REACTOME_PROGRAMMED_CELL_DEATH,1.4848501176832596e-5,44/591,ADD1/APPL1/BCAP31/CHMP4B/CHMP6/DBNL/FLOT1/FNTA/GSN/HSP90AA1/IL18/KPNA1/KPNB1/MAPK1/MAPT/OPA1/PAK2/PDCD6IP/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/SPTAN1/VIM/YWHAB/YWHAH/YWHAQ
REACTOME_METABOLISM_OF_POLYAMINES,6.976356624623738e-7,1.6689591617369097e-5,2.477721376198534,23,33,,Reactome,6.073943661971831,Concordant Up,Metabolism Of Polyamines,REACTOME_METABOLISM_OF_POLYAMINES,1.6689591617369097e-5,23/591,AGMAT/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/SRM
REACTOME_CILIUM_ASSEMBLY,6.331391720371363e-7,1.6689591617369097e-5,2.4377084844089922,24,35,,Reactome,5.768157768157768,Concordant Up,Cilium Assembly,REACTOME_CILIUM_ASSEMBLY,1.6689591617369097e-5,24/591,ACTR1A/ARL3/CCT2/CCT3/CCT4/CCT5/CCT8/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNLRB1/HSP90AA1/MAPRE1/PPP2R1A/PRKACA/TCP1/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6
REACTOME_SELENOAMINO_ACID_METABOLISM,5.881533139625916e-7,1.6689591617369097e-5,1.8796506991850945,46,87,,Reactome,3.0241217274558068,Concordant Up,Selenoamino Acid Metabolism,REACTOME_SELENOAMINO_ACID_METABOLISM,1.6689591617369097e-5,46/591,AIMP1/DARS1/GSR/LARS1/MARS1/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8/SARS1
REACTOME_NEUTROPHIL_DEGRANULATION,6.76647504216793e-7,1.6689591617369097e-5,1.6219648900169206,73,160,,Reactome,2.3050414946966673,Concordant Up,Neutrophil Degranulation,REACTOME_NEUTROPHIL_DEGRANULATION,1.6689591617369097e-5,73/591,ACTR2/AGL/ALAD/ALDOC/ANXA2/AP1M1/APEH/APRT/ARPC5/CAP1/CCT2/CCT8/CD36/CKAP4/CPPED1/CSNK2B/CST3/CTSB/DBNL/DYNC1H1/DYNC1LI1/DYNLT1/EEF1A1/GPI/GSN/HSP90AA1/HSP90AB1/HSPA8/HUWE1/IQGAP1/JUP/KPNB1/LAMP1/LAMTOR2/LGALS3/MAPK1/MIF/MVP/NME2/PA2G4/PADI2/PFKL/PKM/PPBP/PPIA/PRDX4/PSMA2/PSMA5/PSMB1/PSMB7/PSMC2/PSMC3/PSMD1/PSMD11/PSMD14/PSMD2/PTGES2/RAB5C/RAB6A/RAP1B/S100A11/S100A8/S100A9/SERPINB1/SPTAN1/TMEM63A/TUBB/TUBB4B/TXNDC5/VAPA/VAT1/VCL/VCP
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,1.5928846117488502e-6,2.476935571269462e-5,2.404847218075047,23,34,,Reactome,5.518085787451985,Concordant Up,Hedgehog Ligand Biogenesis,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,2.476935571269462e-5,23/591,P4HB/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/VCP
REACTOME_UCH_PROTEINASES,1.2200608556474226e-6,2.476935571269462e-5,2.3388102235283643,25,38,,Reactome,5.0863006251698835,Concordant Up,Uch Proteinases,REACTOME_UCH_PROTEINASES,2.476935571269462e-5,25/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/UCHL1/UCHL3/UCHL5/USP15
REACTOME_SIGNALING_BY_HEDGEHOG,1.228088605513015e-6,2.476935571269462e-5,2.1935054181517084,29,47,,Reactome,4.2771846579675765,Concordant Up,Signaling By Hedgehog,REACTOME_SIGNALING_BY_HEDGEHOG,2.476935571269462e-5,29/591,P4HB/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP
REACTOME_SIGNALING_BY_INTERLEUKINS,1.3492258711501178e-6,2.476935571269462e-5,1.7774957698815566,51,102,,Reactome,2.7018518518518517,Concordant Up,Signaling By Interleukins,REACTOME_SIGNALING_BY_INTERLEUKINS,2.476935571269462e-5,51/591,ANXA1/ANXA2/BOLA2/CANX/CD36/CFL1/F13A1/FSCN1/HSP90AA1/HSP90B1/HSPA8/HSPA9/IL18/MAP2K1/MAP2K3/MAPK1/MIF/MSN/P4HB/PAK2/PPIA/PPP2CA/PPP2R1A/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/PSME2/RAP1B/RPLP0/TCP1/USP14/VIM
REACTOME_CIRCADIAN_CLOCK,1.7768531158470058e-6,2.63143485251628e-5,2.232203990083815,27,43,,Reactome,4.4700797872340425,Concordant Up,Circadian Clock,REACTOME_CIRCADIAN_CLOCK,2.63143485251628e-5,27/591,CARM1/CSNK2A1/CSNK2B/NAMPT/PPP1CA/PPP1CB/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_MAPK6_MAPK4_SIGNALING,2.118978126373661e-6,2.8652269447922114e-5,2.2543848788741694,26,41,,Reactome,4.586430678466077,Concordant Up,Mapk6 Mapk4 Signaling,REACTOME_MAPK6_MAPK4_SIGNALING,2.8652269447922114e-5,26/591,HSPB1/PAK1/PAK2/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/SEPTIN7
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,2.885442726405433e-6,3.7390528663003734e-5,1.8417426049375167,43,83,,Reactome,2.883667883211679,Concordant Up,Mapk Family Signaling Cascades,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,3.7390528663003734e-5,43/591,CALM1/CAMK2B/CAMK2D/FNTA/HSPB1/IQGAP1/LAMTOR2/MAP2K1/MAPK1/PAK1/PAK2/PPP1CB/PPP2CA/PPP2R1A/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/RAP1B/SEPTIN7/SPTAN1/SPTBN1/TLN1/VCL/YWHAB
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,4.488783189280439e-6,4.653371906220722e-5,2.4082200753233995,21,31,,Reactome,5.526315789473684,Concordant Up,Formation Of Paraxial Mesoderm,REACTOME_FORMATION_OF_PARAXIAL_MESODERM,4.653371906220722e-5,21/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_GASTRULATION,4.488783189280439e-6,4.653371906220722e-5,2.4082200753233995,21,31,,Reactome,5.526315789473684,Concordant Up,Gastrulation,REACTOME_GASTRULATION,4.653371906220722e-5,21/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_PCP_CE_PATHWAY,4.9422534064174355e-6,4.8797739539530635e-5,2.2218697123519457,25,40,,Reactome,4.4022379269729095,Concordant Up,Pcp Ce Pathway,REACTOME_PCP_CE_PATHWAY,4.8797739539530635e-5,25/591,AP2A1/AP2B1/AP2M1/CLTC/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,5.020989277379358e-6,4.8797739539530635e-5,1.988385098511572,33,59,,Reactome,3.3755169561621177,Concordant Up,Separation Of Sister Chromatids,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,4.8797739539530635e-5,33/591,DYNC1H1/DYNC1I2/DYNC1LI1/MAPRE1/PPP2CA/PPP2R1A/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/RPS27/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,5.9121897147687685e-6,5.467703131955798e-5,2.2452578145872293,24,38,,Reactome,4.523053665910809,Concordant Up,Abc Family Proteins Mediated Transport,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,5.467703131955798e-5,24/591,EIF2S1/EIF2S2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/VCP
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,9.655870265183647e-6,6.983664308074684e-5,2.3329631979695433,21,32,,Reactome,5.020574162679426,Concordant Up,Transcriptional Regulation By Runx3,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,6.983664308074684e-5,21/591,PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,9.601709101553766e-6,6.983664308074684e-5,1.7774957698815568,43,86,,Reactome,2.677007299270073,Concordant Up,Cellular Response To Starvation,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,6.983664308074684e-5,43/591,ATP6V1A/EIF2S1/EIF2S2/GCN1/LAMTOR2/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL26/RPL28/RPL29/RPL30/RPL36/RPL36AL/RPL37A/RPL3L/RPL4/RPL6/RPL7/RPL8/RPLP0/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8
