pathway,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,0,0,0,0,0,0,0,0,0,0
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0,0,0,0,0,0,0,0,0,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G2_M_CHECKPOINTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0,0,0,0,0,0,0,0,0,0
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GAP_JUNCTION_ASSEMBLY,0,0,0,0,0,0,0,0,0,0
REACTOME_GAP_JUNCTION_DEGRADATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GASTRULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GENE_SILENCING_BY_RNA,0,0,0,0,0,0,0,0,0,0
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUCONEOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUCOSE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUTATHIONE_CONJUGATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCOGEN_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCOGEN_STORAGE_DISEASES,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCOGEN_SYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0,0,0,0,0,0,0,0,0,0
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_GPCR_LIGAND_BINDING,0,0,0,0,0,0,0,0,0,0
REACTOME_GPER1_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,0,0,0,0,0,0,0,0,0,0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0,0,0,0,0,0,0,0,0,0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_G_PROTEIN_MEDIATED_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_HATS_ACETYLATE_HISTONES,0,0,0,0,0,0,0,0,0,0
REACTOME_HCMV_EARLY_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_HCMV_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_HCMV_LATE_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_HEDGEHOG_OFF_STATE,0,0,0,0,0,0,0,0,0,0
REACTOME_HEDGEHOG_ON_STATE,0,0,0,0,0,0,0,0,0,0
REACTOME_HEME_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_HEMOSTASIS,0,0,0,0,0,0,0,0,0,0
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,0,0,0,0,0,0,0,0,0,0
REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS,0,0,0,0,0,0,0,0,0,0
REACTOME_HIV_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_HIV_LIFE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_HOMOLOGY_DIRECTED_REPAIR,0,0,0,0,0,0,0,0,0,0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_HSF1_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,0,0,0,0,0,0,0,0,0,0
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0,0,0,0,0,0,0,0,0,0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0,0,0,0,0,0,0,0,0,0
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_INFECTIOUS_DISEASE,0,0,0,0,0,0,0,0,0,0
REACTOME_INFLUENZA_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0,0,0,0,0,0,0,0,0,0
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,0,0,0,0,0,0,0,0,0,0
REACTOME_INNATE_IMMUNE_SYSTEM,0,0,0,0,0,0,0,0,0,0
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,0,0,0,0,0,0,0,0,0,0
REACTOME_INSULIN_RECEPTOR_RECYCLING,0,0,0,0,0,0,0,0,0,0
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_INTEGRATION_OF_PROVIRUS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTEGRIN_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERFERON_GAMMA_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERFERON_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_12_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_17_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_1_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0,0,0,0,0,0,0,0,0,0
REACTOME_INTRAFLAGELLAR_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,0,0,0,0,0,0,0,0,0,0
REACTOME_INTRA_GOLGI_TRAFFIC,0,0,0,0,0,0,0,0,0,0
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_ION_CHANNEL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_ION_HOMEOSTASIS,0,0,0,0,0,0,0,0,0,0
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0,0,0,0,0,0,0,0,0,0
REACTOME_IRAK4_DEFICIENCY_TLR2_4,0,0,0,0,0,0,0,0,0,0
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,0,0,0,0,0,0,0,0,0,0
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_ISG15_ANTIVIRAL_MECHANISM,0,0,0,0,0,0,0,0,0,0
REACTOME_KEAP1_NFE2L2_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_KERATINIZATION,0,0,0,0,0,0,0,0,0,0
REACTOME_KINESINS,0,0,0,0,0,0,0,0,0,0
REACTOME_L1CAM_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_LAMININ_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_LDL_CLEARANCE,0,0,0,0,0,0,0,0,0,0
REACTOME_LEISHMANIA_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_LIPOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_LONG_TERM_POTENTIATION,0,0,0,0,0,0,0,0,0,0
REACTOME_LYSINE_CATABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_MALATE_ASPARTATE_SHUTTLE,0,0,0,0,0,0,0,0,0,0
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MAPK1_MAPK3_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_MAPK6_MAPK4_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0,0,0,0,0,0,0,0,0,0
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0,0,0,0,0,0,0,0,0,0
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,0,0,0,0,0,0,0,0,0,0
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0,0,0,0,0,0,0,0,0,0
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES,0,0,0,0,0,0,0,0,0,0
REACTOME_MEIOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_MEIOTIC_RECOMBINATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MEIOTIC_SYNAPSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_MEMBRANE_TRAFFICKING,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_COFACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_LIPIDS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_NUCLEOTIDES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_POLYAMINES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_PORPHYRINS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_RNA,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_STEROIDS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_STEROID_HORMONES,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_METALLOPROTEASE_DUBS,0,0,0,0,0,0,0,0,0,0
REACTOME_METHIONINE_SALVAGE_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_METHYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1,0,0,0,0,0,0,0,0,0,0
REACTOME_MET_PROMOTES_CELL_MOTILITY,0,0,0,0,0,0,0,0,0,0
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,0.20771927766225798,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_RNA_DEGRADATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_TRANSLATION,0.12130485791257141,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_G2_G2_M_PHASES,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_PROMETAPHASE,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_PROPHASE,0,0,0,0,0,0,0,0,0,0
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0,0,0,0,0,0,0,0,0,0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,0,0,0,0,0,0,0,0,0,0
REACTOME_MRNA_SPLICING,0,0,0,0,0,0,0,0,0,0
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_MTORC1_MEDIATED_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_MTOR_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_MUSCLE_CONTRACTION,0,0,0,0,0,0.021821806441870442,0,0,0,0.055613272020148076
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_MYOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_M_PHASE,0,0,0,0,0,0,0,0,0,0
REACTOME_NCAM1_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0,0,0,0,0,0,0,0,0,0
REACTOME_NEDDYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0,0,0,0,0,0,0,0,0,0
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0,0,0,0,0,0,0,0,0,0
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,0,0,0,0,0,0,0,0,0,0
REACTOME_NETRIN_1_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_NEURONAL_SYSTEM,0,0,0,0,0,0,0,0,0,0
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0,0,0,0,0,0,0,0,0,0
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_NEUTROPHIL_DEGRANULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES,0,0,0,0,0,0,0,0,0,0
REACTOME_NICOTINATE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_NOD1_2_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0,0,0,0,0,0,0,0,0,0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,0,0,0,0,0,0,0,0,0,0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0,0,0,0,0,0.1630479998382637,0,0,0,0
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,0,0,0,0,0.2489805485846312,0,0,0,0,0
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEOTIDE_BIOSYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEOTIDE_CATABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0,0,0,0,0,0,0,0,0,0
REACTOME_NUCLEOTIDE_SALVAGE,0,0,0,0,0,0,0,0,0,0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_ONCOGENIC_MAPK_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_OPIOID_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0,0,0,0,0,0,0,0,0,0
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,0,0,0,0,0,0,0,0,0,0
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0,0,0,0,0,0,0,0,0,0
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,0,0,0,0,0,0,0,0,0,0
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0,0,0,0,0,0,0,0,0,0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_PARACETAMOL_ADME,0,0,0,0,0,0,0,0,0,0
REACTOME_PARASITE_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_PCP_CE_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR,0,0,0,0,0,0,0,0,0,0
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_PEPTIDE_HORMONE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0,0,0,0,0,0,0,0,0,0
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_PHASE_0_RAPID_DEPOLARISATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0,0,0,0,0,0,0,0,0,0
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0,0,0,0,0,0,0,0,0,0
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PHOSPHOLIPID_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PHOSPHORYLATION_AND_NUCLEAR_TRANSLOCATION_OF_THE_CRY_PER_KINASE_COMPLEX,0,0,0,0,0,0,0,0,0,0
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,0,0,0,0,0,0,0,0,0,0
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_PI_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PKR_MEDIATED_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0,0,0,0,0,0,0,0,0,0
