pathway,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0,0,0,0,0,0,0,0,0,0
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0,0,0,0,0,0,0,0,0,0
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0,0,0,0,0,0,0,0,0,0
REACTOME_PLATELET_HOMEOSTASIS,0,0,0,0,0,0,0,0,0,0
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0,0,0,0,0,0,0,0,0,0
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0,0,0,0,0,0,0,0,0,0
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0,0,0,0,0,0,0,0,0,0
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0,0,0,0,0,0,0,0,0,0
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0,0,0,0,0,0,0,0,0,0
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0,0,0,0,0,0,0,0,0,0
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0,0,0,0,0,0,0,0,0,0
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0,0,0,0,0,0,0,0,0,0
REACTOME_PROCESSING_OF_SMDT1,0,0,0,0,0,0,0,0,0,0
REACTOME_PROGRAMMED_CELL_DEATH,0,0,0,0,0,0,0,0,0,0
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEASOME_ASSEMBLY,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_FOLDING,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_HYDROXYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_LIPOYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_LOCALIZATION,0.07625589481137197,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_METHYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,0,0,0,0,0,0,0,0,0,0
REACTOME_PROTEIN_UBIQUITINATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PTEN_REGULATION,0,0,0,0,0,0,0,0,0,0
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_PURINE_CATABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_PURINE_SALVAGE,0,0,0,0,0,0,0,0,0,0
REACTOME_PYROPTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_PYRUVATE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,0,0,0,0,0,0,0,0,0,0
REACTOME_RAB_GERANYLGERANYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0,0,0,0,0,0,0,0,0,0
REACTOME_RAC1_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RAC2_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RAC3_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RAF_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_RAP1_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,0,0,0,0,0,0,0,0,0,0
REACTOME_RAS_PROCESSING,0,0,0,0,0,0,0,0,0,0
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0,0,0,0,0,0,0,0,0,0
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0,0,0,0,0,0,0,0,0,0
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0,0,0,0,0,0,0,0,0,0
REACTOME_RECYCLING_OF_EIF2_GDP,0,0,0,0,0,0,0,0,0,0
REACTOME_RECYCLING_PATHWAY_OF_L1,0,0,0.0037612449652202323,0,0,0,0,0,0,0
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATED_NECROSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_APOPTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_INSULIN_SECRETION,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_RAS_BY_GAPS,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_TP53_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY,0,0,0,0,0,0,0,0,0,0
REACTOME_REPRODUCTION,0,0,0,0,0,0,0,0,0,0
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,0,0,0,0,0,0,0,0,0,0
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0,0,0,0,0,0,0,0,0.33500859915469516,0
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,0,0,0,0,0,0,0,0.031600481978111904,0,0
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0,0,0,0,0,0,0,0,0,0
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOA_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOBTB1_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOBTB2_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOBTB_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOB_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOC_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOD_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOF_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOG_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOH_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOJ_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOQ_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOU_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHOV_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_CIT,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_KTN1,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RHO_GTPASE_EFFECTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0,0,0,0,0,0,0,0,0,0
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0,0,0,0,0,0,0,0,0,0
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_RND1_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RND2_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_RND3_GTPASE_CYCLE,0,0,0,0,0,0,0,0,0,0
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,0,0,0,0,0,0,0,0,0,0
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0,0,0,0,0,0,0,0,0,0
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0,0,0,0,0,0,0,0,0,0
REACTOME_RRNA_PROCESSING,0,0,0,0,0,0,0,0,0,0
REACTOME_RSV_HOST_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,0,0,0,0,0,0,0,0,0,0
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_1_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_2_HOST_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_2_INFECTION,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,0,0,0,0,0,0,0,0,0,0
REACTOME_SARS_COV_INFECTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0,0,0,0,0,0,0,0.010914917773475558,0,0
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,0,0,0,0,0,0,0,0,0,0
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0,0,0,0,0,0,0,0,0,0
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,0,0,0,0,0,0,0,0,0,0
REACTOME_SELECTIVE_AUTOPHAGY,0,0,0,0,0,0,0,0,0,0
REACTOME_SELENOAMINO_ACID_METABOLISM,0,0,0,0,0,0,0,0,0,0.12129051434970795
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0,0,0,0,0,0,0,0,0,0
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0,0,0,0,0,0,0,0,0,0
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_SEMAPHORIN_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,0,0,0,0,0,0,0,0,0,0
REACTOME_SENSORY_PERCEPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_SENSORY_PROCESSING_OF_SOUND,0,0,0,0,0,0,0,0,0,0
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0,0,0,0,0,0,0,0,0,0
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_ALK_IN_CANCER,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_CSF3_G_CSF,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_EGFR,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_ERBB2,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR1,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR2,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR3,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR4,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_GPCR,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_HEDGEHOG,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_INTERLEUKINS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_MET,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_NOTCH,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_NOTCH4,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_NTRKS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_PDGF,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_PTK6,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_RETINOIC_ACID,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_SCF_KIT,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_VEGF,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_WNT,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALING_BY_WNT_IN_CANCER,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNALLING_TO_ERKS,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNAL_AMPLIFICATION,0,0,0,0,0,0,0,0,0,0
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,0,0,0,0,0,0,0,0,0,0
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_SLC_TRANSPORTER_DISORDERS,0,0,0,0,0,0,0,0,0,0
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0,0,0,0,0,0,0,0,0,0
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0,0,0,0,0,0,0,0,0,0
REACTOME_SNRNP_ASSEMBLY,0,0,0,0,0,0,0,0,0,0
REACTOME_SOMITOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_SPHINGOLIPID_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0,0,0,0,0,0,0,0,0,0
REACTOME_STABILIZATION_OF_P53,0,0,0,0,0,0,0,0,0,0
REACTOME_STIMULI_SENSING_CHANNELS,0,0,0,0,0,0,0,0,0,0
REACTOME_STRIATED_MUSCLE_CONTRACTION,0,0,0,0,0,0.48508462229258686,0,0,0,0
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_SUMOYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_SUPPRESSION_OF_APOPTOSIS,0,0,0,0,0,0,0,0,0,0
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,0,0,0,0,0,0,0,0,0,0
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNDECAN_INTERACTIONS,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_DNA,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,0,0,0,0,0,0,0,0,0,0
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_S_PHASE,0,0,0,0,0,0,0,0,0,0
REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_TBC_RABGAPS,0,0,0,0,0,0,0,0,0,0
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0,0,0,0,0,0,0,0,0,0
REACTOME_TCR_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_TELOMERE_MAINTENANCE,0,0,0,0,0,0,0,0,0,0
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,0,0,0,0,0,0,0,0,0,0
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0,0,0,0,0,0,0,0,0,0
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,0,0,0,0,0,0,0,0,0,0
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0,0,0,0,0,0,0,0,0,0
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,0,0,0,0,0,0,0,0,0,0
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0,0,0,0,0,0,0,0,0,0
REACTOME_TNF_SIGNALING,0,0,0,0,0,0,0,0,0,0
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,0,0,0,0,0,0,0,0,0,0
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,0,0,0,0,0,0,0,0,0,0
REACTOME_TP53_REGULATES_METABOLIC_GENES,0,0,0,0,0,0,0,0,0,0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0,0,0,0,0,0,0,0,0,0
