"gene","cv_pre","cv_post","delta_cv","age"
"SSB",20.2069548939968,30.8891223960474,10.6821675020506,"Young"
"ITGB1",14.7443345460083,19.564561267119,4.82022672111068,"Young"
"KRT18",61.0342725274025,78.0437531980158,17.0094806706133,"Young"
"KRT8",62.9284211876603,100.416546170236,37.4881249825752,"Young"
"MYL1",35.5032742556852,91.5486265099376,56.0453522542525,"Young"
"GSN",35.8660480554218,41.0599913592783,5.19394330385648,"Young"
"PTMA",38.2869584760258,35.1055384028003,-3.1814200732255,"Young"
"ATP5F1B",15.4300601542272,15.5973237092306,0.167263555003386,"Young"
"S100A9",47.0094162731569,275.939181254946,228.929764981789,"Young"
"S100A6",49.5170866123901,66.9890640759423,17.4719774635522,"Young"
"EIF4E",15.0111372211333,13.6481346366302,-1.36300258450314,"Young"
"CKM",16.8191151546307,16.5444021011489,-0.274713053481843,"Young"
"ENO1",29.5802246375096,23.9805131064641,-5.59971153104552,"Young"
"PYGL",44.8568209482483,35.9575503578035,-8.89927059044481,"Young"
"GPI",13.043840326724,11.5511333166476,-1.49270701007632,"Young"
"NPM1",29.6156247513335,25.3907954763711,-4.22482927496242,"Young"
"TPM3",56.817733177022,130.776137818499,73.9584046414772,"Young"
"EPHX1",30.101558083655,39.7522734112833,9.65071532762833,"Young"
"DBI",24.4666311204707,34.3361510072843,9.86951988681359,"Young"
"LDHB",40.1247003189206,47.4886893242709,7.36398900535029,"Young"
"GPX1",11.2770972560036,20.64130751047,9.36421025446631,"Young"
"P4HB",10.9714427459641,15.4671436697485,4.49570092378437,"Young"
"H1-0",33.7107758452423,42.6700491594254,8.95927331418308,"Young"
"CTSD",16.9052656035882,28.2555152062182,11.35024960263,"Young"
"ANXA2",21.3634361798738,30.8317870363299,9.46835085645607,"Young"
"CAPN1",11.3676717416827,10.7679360960127,-0.599735645669989,"Young"
"TUBB",15.2509376332166,20.4095434100659,5.15860577684931,"Young"
"CA3",26.5361548609414,30.5920334260505,4.05587856510913,"Young"
"DCN",33.0047968195959,45.9206762041733,12.9158793845774,"Young"
"PSAP",27.3977342932394,31.6825039322256,4.28476963898621,"Young"
"PFN1",12.9968922357629,13.0207832663223,0.0238910305593762,"Young"
"BPGM",27.0517497485431,29.535159516136,2.48340976759291,"Young"
"APRT",15.2280112301102,24.3788378231078,9.15082659299764,"Young"
"EPRS1",10.4421336547027,15.3222721300706,4.88013847536792,"Young"
"CTSB",14.8777575394132,27.8052209652401,12.9274634258269,"Young"
"HSP90AA1",17.1102241225211,19.3017696982321,2.19154557571095,"Young"
"UQCRH",14.3924660415625,25.5548269179407,11.1623608763782,"Young"
"TPM2",49.7653621575329,87.4353819019315,37.6700197443986,"Young"
"FH",12.6671174208978,11.1228359334316,-1.54428148746613,"Young"
"COL1A2",121.827707737792,145.50181699062,23.6741092528288,"Young"
"ANXA6",13.9233109469013,14.3808536042831,0.457542657381806,"Young"
"PFKM",18.2630681638219,18.4206688052475,0.157600641425617,"Young"
"HSP90AB1",16.7312786638505,19.8077079731392,3.07642930928874,"Young"
"SOD3",35.1885273435558,48.9919064685087,13.8033791249529,"Young"
"PDHA1",11.3475742311654,7.62911706620081,-3.71845716496463,"Young"
"COL4A2",86.8691930857426,86.1379025434756,-0.731290542266962,"Young"
"CYC1",16.4716391318131,19.1228381589917,2.65119902717865,"Young"
"MYL3",50.2004186564191,140.154722481723,89.9543038253038,"Young"
"NFIC",20.0547230813193,45.5115329708435,25.4568098895242,"Young"
"VIM",29.3968398419516,79.3667305992945,49.9698907573429,"Young"
"SERPINF2",36.6591071338216,33.2438953634332,-3.41521177038839,"Young"
"RPS17",17.2704745678153,19.3996719802503,2.12919741243503,"Young"
"KRT19",66.1254053371732,57.7417427810966,-8.38366255607659,"Young"
"ANXA5",21.9721650930965,24.7235764822321,2.75141138913558,"Young"
"RPSA",11.3981755165993,15.1548669579982,3.75669144139889,"Young"
"SNRPA",32.6098245768555,23.9523358822812,-8.65748869457422,"Young"
"ENO2",17.1940181218073,13.4594448906275,-3.7345732311798,"Young"
"ACAA1",22.8353964220861,16.6633847445088,-6.17201167757725,"Young"
"GSTP1",18.0991186988539,19.1707624974781,1.0716437986242,"Young"
"LGALS1",34.2152998752254,34.6517622195907,0.436462344365303,"Young"
"QDPR",19.3455152357997,21.0085921985281,1.66307696272843,"Young"
"HMGB1",17.1426284153635,17.1834705418969,0.0408421265333132,"Young"
"FBP1",51.4097000483503,34.7705980831916,-16.6391019651588,"Young"
"GSTM1",80.6192151089516,87.2994493493955,6.6802342404439,"Young"
"TPM1",47.8292705916067,93.5253080563581,45.6960374647514,"Young"
"CLTB",16.6536138713695,26.1992841989589,9.54567032758942,"Young"
