"gene","dcv_Young","dcv_Old","mean_dcv","dist_origin"
"MMP24OS",23.0933598089155,-2.42518852510108,10.3340856419072,23.2203532842702
"ESYT2",10.7411269679071,5.55060456587972,8.14586576689339,12.090534297022
"ILVBL",5.86113685480551,-12.8031481269269,-3.47100563606072,14.0809632905846
"FSD2",-2.24000430145658,-13.9044185309088,-8.0722114161827,14.0836953230757
"TARS3",-27.7637069862487,-4.04618335611994,-15.9049451711843,28.0569960147129
"VWA8",-1.01201457442547,-4.70451563884134,-2.8582651066334,4.81213475444654
"CARNS1",1.43981236706261,-17.3915170590234,-7.97585234598039,17.4510150210997
"MAP1LC3B2",-31.4784707976207,1.36455644973945,-15.0569571739406,31.50803291323
"PGP",-6.59766678013901,2.40775616509584,-2.09495530752158,7.02328247276918
"DHRS7C",-2.785778093981,7.15852265196261,2.1863722789908,7.68147161340627
"SMTNL1",5.65056217708396,11.6788814397392,8.66472180841158,12.9740172884337
"NUDT19",-2.47544415405712,-4.21535123331212,-3.34539769368462,4.88845678921698
"NACA",4.78268642519796,2.06798014766835,3.42533328643315,5.21062676968167
"SLC35A4",11.5222892562992,-0.68874209808386,5.41677357910766,11.5428555991791
"PDLIM1",15.4303472081054,2.00028176557212,8.71531448683874,15.5594582844123
"MYO1C",22.1176404452199,-7.03668971491864,7.54047536515063,23.2100198407513
"FXYD1",9.65778954197543,3.79113764421868,6.72446359309706,10.375240887541
"STXBP3",21.652239806407,-0.917038011770103,10.3676008973184,21.671650775822
"NDUFS8",17.2866676564618,-6.85254552226315,5.21706106709933,18.5953289511009
"PSMD11",7.47492193678903,-3.52634904205064,1.9742864473692,8.26496191929893
"PSMD12",1.65685632652918,1.03860234428877,1.34772933540897,1.95547122615545
"PSMD9",-0.170348905031585,-1.43951438737873,-0.804931646205157,1.44955869867895
"PGRMC1",-16.7135069062758,23.8178090342868,3.55215106400549,29.0968957158643
"CLIC1",8.58603309242844,16.3930272063892,12.4895301494088,18.5054398827397
"EIF3F",3.64956019883998,-4.72926201692982,-0.539850909044919,5.97370980796121
"PDHX",6.21639060581848,2.56305143902391,4.38972102242119,6.72404229933087
"DCTN6",11.6063369829774,-0.885324598677848,5.36050619214978,11.6400540294044
"IPO5",0.0898365548973121,-3.79037677461776,-1.85027010986022,3.79144124313664
