"subject","age","subj_num","median_lfc","mad_lfc","sd_lfc","iqr_lfc","q25","q75","n_proteins","n_imputed_lfc","pct_imputed","n_mnar_lfc","pct_mnar"
"Y_S31","Young","S31",-0.0328606043784028,0.507478788209482,0.638584850630392,0.679962061083703,-0.357012934296229,0.322949126787474,2113,510,24.1362991008045,369,17.4633222905821
"Y_S34","Young","S34",-0.0290147617200454,0.344001970366961,0.535855546449954,0.472593774191573,-0.24211368475024,0.230480089441333,2113,803,38.0028395646001,431,20.3975390440133
"Y_S40","Young","S40",-0.027841018637492,0.508590650939164,0.623991300465077,0.683161404144002,-0.363844293559819,0.319317110584183,2113,366,17.3213440605774,277,13.1093232371036
"Y_S10","Young","S10",-0.0251568679991081,0.405724775004187,0.617129514715706,0.544286018243346,-0.300240532297131,0.244045485946215,2113,690,32.6549929010885,381,18.031235210601
"YP_S45","Young","S45",-0.00489185343954901,0.264979580673154,0.462146577068826,0.35488007679972,-0.186693670587132,0.168186406212588,2113,633,29.9574065309986,408,19.3090392806436
"Y_S35","Young","S35",-0.00355353986149254,0.376065675194571,0.58186037643387,0.511038081568127,-0.270088682275144,0.240949399292983,2113,382,18.0785612872693,302,14.2924751538097
"Y_S01","Young","S01",-0.00215691107747773,0.38653694956354,0.497109980369497,0.525441303248094,-0.260139302006792,0.265302001241302,2113,493,23.3317557974444,368,17.4159962139139
"Y_S11","Young","S11",-0.00111857117463998,0.444441789867811,0.683470049566556,0.602056356092259,-0.286831480046555,0.315224876045704,2113,791,37.4349266445812,426,20.160908660672
"Y_S16","Young","S16",0.00237763781698064,0.23742202095699,0.358458610144309,0.322737732716423,-0.162244496142932,0.16049323657349,2113,397,18.788452437293,312,14.7657359204922
"YP_S14","Young","S14",0.004934072869343,0.414731268920528,0.725729804621114,0.567865446346481,-0.296742378843746,0.271123067502735,2113,498,23.5683861807856,348,16.469474680549
"Y_S36","Young","S36",0.00595269305112467,0.294848896619383,0.382979054824897,0.397080516177185,-0.204027667295751,0.193052848881434,2113,445,21.0601041173687,337,15.9488878371983
"YP_S56","Young","S56",0.010347823298094,0.457599900820928,0.584841563482124,0.621235847265595,-0.318553867593966,0.302681979671629,2113,166,7.85612872692854,131,6.19971604353999
"Y_S30","Young","S30",0.0109268421666791,0.380810263289004,0.534046167095646,0.522904313702046,-0.269261444930262,0.253642868771784,2113,269,12.7307146237577,204,9.65451964032182
"Y_S28","Young","S28",0.0135595114835247,0.348935322288669,0.490568161064955,0.474264895727011,-0.235976539550538,0.238288356176472,2113,458,21.6753431140558,348,16.469474680549
"Y_S32","Young","S32",0.0155269314968187,0.335678398303264,0.458590891139103,0.459394862615024,-0.227847784350132,0.231547078264892,2113,399,18.8831045906294,315,14.9077141504969
"O_S07","Old","S07",-0.047189864364416,0.498422931889758,0.572409153111307,0.699856577839785,-0.339619477389011,0.360237100450775,2113,337,15.9488878371983,250,11.8315191670611
"O_S05","Old","S05",-0.0378258219716727,0.490374356089203,0.625980628038524,0.663399694488334,-0.334476045439949,0.328923649048384,2113,229,10.8376715570279,179,8.47136772361571
"O_S17","Old","S17",-0.0203860339022128,0.328708407316899,0.409377799414585,0.442908561836454,-0.238512178961379,0.204396382875075,2113,121,5.72645527685755,91,4.30667297681022
"O_S16","Old","S16",-0.00842727614773864,0.29365139374428,0.424721528090798,0.3930594748097,-0.19836450272458,0.19469497208512,2113,179,8.47136772361571,149,7.05158542356839
"OP_S12","Old","S12",-0.00316342523327862,0.263590625000616,0.361906434887092,0.349282764481686,-0.161523499250702,0.187759265230984,2113,164,7.76147657359205,130,6.15238996687175
"O_S24","Old","S24",-0.0030456027903405,0.436377427712991,0.600008977306593,0.596014374644522,-0.265719498944385,0.330294875700137,2113,195,9.22858495030762,143,6.76762896355892
"O_S06","Old","S06",-0.00190035978737413,0.583258144281414,0.662883923810776,0.785036460327046,-0.392539677481551,0.392496782845495,2113,151,7.14623757690487,119,5.63180312352106
"OP_S17","Old","S17",-0.00132954246333128,0.24182364910904,0.343345022382602,0.326021491327708,-0.162897453962795,0.163124037364913,2113,320,15.1443445338381,235,11.1216280170374
"OP_S06","Old","S06",0.00323003889071671,0.383402254756446,0.596530229535749,0.515793856131342,-0.261458958481597,0.254334897649745,2113,385,18.220539517274,287,13.5825840037861
"O_S28","Old","S28",0.00527949393354632,0.358523125073702,0.465912500734515,0.486715506039126,-0.222697911199102,0.264017594840023,2113,239,11.3109323237104,191,9.03928064363464
"O_S35","Old","S35",0.00662689976236308,0.542162284777388,0.608393571001216,0.734444179261029,-0.384761241949771,0.349682937311258,2113,121,5.72645527685755,100,4.73260766682442
"O_S10","Old","S10",0.00982483543530677,0.379467559453967,0.526202990681507,0.514409221375736,-0.251975352404262,0.262433868971474,2113,338,15.9962139138665,256,12.1154756270705
"OP_S11","Old","S11",0.0170716641223727,0.355808331954247,0.554207173929686,0.480554786261663,-0.226640520891337,0.253914265370327,2113,122,5.77378135352579,96,4.54330336015144
"O_S32","Old","S32",0.0274437088448742,0.397420615285905,0.58705518151144,0.535775754559587,-0.250344951204568,0.28543080335502,2113,131,6.19971604353999,102,4.82725982016091
"O_S29","Old","S29",0.033255651909343,0.538376149734807,0.642364592525913,0.726042684698012,-0.36287897672875,0.363163707969262,2113,166,7.85612872692854,120,5.6791292001893
