module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,-0.15526212107244952,0.042073112468968075,0.1576172246664761
MEpink,-0.171492017512536,0.059669407365164344,0.031919357842584394
MEturquoise,0.17910739258544914,-0.08200759106113206,0.04829330881092463
MEbrown,0.3975000327826734,0.016923915882861837,0.04837023272982465
MEyellow,-0.20880844573175514,0.016770337699138712,-0.03142722349423632
MEmagenta,0.007781933701067563,0.1885836174499473,0.2156396474341755
MEred,-0.16105110159776279,0.12019487396356363,-0.033233446282885076
MEblack,-0.3538323528504173,0.08325779206808115,-0.09905383687515092
MEblue,-0.12736106223945395,0.17519040452955367,-0.02686079264582955
MEgrey,0.01922486086550239,-0.2629947893134475,-0.15246398982958814
