module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.2407972977044607,0.8884428470811393,0.5766624920061318
MEpink,0.2640981218913517,0.9867169471908448,0.923382314792946
MEturquoise,0.04638828681422742,0.8089455482025357,0.4282358337356862
MEbrown,0.07154287671939721,0.905724916353483,0.712284633493359
MEyellow,0.23856991741075384,0.4786205978251138,0.13860289958678693
MEmagenta,0.28930873481295577,0.6713475808275813,0.25262167173762634
MEred,0.5031332060417515,0.5003202110636871,0.6503920174795843
MEblack,0.2729623648692093,0.8285384006199643,0.5253731695404387
MEblue,0.051342826049203955,0.9522497786862543,0.8590999375005776
MEgrey,0.80664925779047425,0.22839329480648965,0.6909254805816221
