pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description,geneID,Count,p.adjust,ID
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.00593632622685195,0.07937129538879506,2.5665538253215976,9,35,GO:BP,3.2027798933739526,NA,NA,NA,brown,Endoplasmic Reticulum Organization,CACNA1S/CASQ1/EMC1/LPCAT3/NOMO2/RTN2/RTN4/TMED2/TMEM38A,9,0.07937129538879506,GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,0.005944813622237687,0.07937129538879506,2.753391076973362,8,29,GO:BP,3.516772226131832,NA,NA,NA,brown,Protein Modification By Small Protein Removal,COPS2/COPS4/COPS7A/COPS8/HINT1/PARK7/USP14/USP15,8,0.07937129538879506,GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL
GOBP_GLUCOSE_CATABOLIC_PROCESS,0.006228661733954042,0.07992101030060511,3.327014218009478,6,18,GO:BP,4.592682926829268,NA,NA,NA,brown,Glucose Catabolic Process,ALDOA/ENO1/GAPDH/PGAM1/PKM/TPI1,6,0.07992101030060511,GOBP_GLUCOSE_CATABOLIC_PROCESS
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,0.006228661733954042,0.07992101030060511,3.327014218009478,6,18,GO:BP,4.592682926829268,NA,NA,NA,brown,T Cell Differentiation In Thymus,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/STAT5B,6,0.07992101030060511,GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,0.006228661733954042,0.07992101030060511,3.327014218009478,6,18,GO:BP,4.592682926829268,NA,NA,NA,brown,T Cell Differentiation Involved In Immune Response,LGALS1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3,6,0.07992101030060511,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.006645993587691396,0.084182585444091,2.1776820336062044,12,55,GO:BP,2.597171906041837,NA,NA,NA,brown,Purine Containing Compound Catabolic Process,ALDOA/ENO1/FBP1/GAPDH/GPD1/GPI/HINT1/PGAM1/PGM1/PKM/PRKACA/TPI1,12,0.084182585444091,GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,0.007178551903849586,0.089777332670929,2.911137440758294,7,24,GO:BP,3.790657439446367,NA,NA,NA,brown,Monosaccharide Catabolic Process,ALDOA/ENO1/GAPDH/PGAM1/PGM1/PKM/TPI1,7,0.089777332670929,GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,0.008085572480930198,0.09985682013948793,1.84432309911395,17,92,GO:BP,2.1264604810996564,NA,NA,NA,brown,Response To Peptide Hormone,BLVRB/CA2/CFL1/CUL3/DAG1/FBP1/GSTP1/MAP2K1/MAPK1/PKM/PRKACA/PRKAR1A/PRKAR2A/SGCB/SNX5/STAT5B/USO1,17,0.09985682013948793,GOBP_RESPONSE_TO_PEPTIDE_HORMONE
HALLMARK_GLYCOLYSIS,0.0033550327044762998,0.07126718118897855,2.1833530805687205,14,64,Hallmark,2.6223350253807105,NA,NA,NA,brown,Glycolysis,ALDOA/BPNT1/ENO1/FBP2/GMPPB/GNPDA1/IDH1/PGAM1/PKM/PPIA/PRPS1/PYGL/SLC37A4/TPI1,14,0.07126718118897855,HALLMARK_GLYCOLYSIS
HALLMARK_MTORC1_SIGNALING,0.003959287843832142,0.07126718118897855,1.9729968037032954,17,86,Hallmark,2.3189899895413117,NA,NA,NA,brown,mTORC1 Signaling,ALDOA/ATP2A2/CYB5B/ENO1/GAPDH/GPI/IDH1/PGM1/PPIA/PRDX1/PSMA4/PSMB5/PSMD12/SLC37A4/TPI1/TXNRD1/USO1,17,0.07126718118897855,HALLMARK_MTORC1_SIGNALING
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3.975876392523365e-5,2.044607243743085e-4,3.62947005601034,12,33,KEGG,5.381191672648959,kept,NA,NA,brown,Variant Mutation Caused Aberrant Abeta To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3.975876392523365e-5,2.044607243743085e-4,3.62947005601034,12,33,KEGG,5.381191672648959,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9459459459459459,brown,Variant Mutation Caused Aberrant Htt To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3.975876392523365e-5,2.044607243743085e-4,3.62947005601034,12,33,KEGG,5.381191672648959,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9459459459459459,brown,Variant Scrapie Conformation Prpsc To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,5.6079989776424154e-5,2.044607243743085e-4,3.5227209367159182,12,34,KEGG,5.133851073549566,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.875,brown,Reference 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,5.6079989776424154e-5,2.044607243743085e-4,3.5227209367159182,12,34,KEGG,5.133851073549566,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9459459459459459,brown,Variant Mutation Caused Aberrant Snca To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,7.788979976164134e-5,2.044607243743085e-4,3.4220717670954635,12,35,KEGG,4.908018352632729,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8333333333333334,brown,Variant Mutation Caused Aberrant Sod1 To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,7.788979976164134e-5,2.044607243743085e-4,3.4220717670954635,12,35,KEGG,4.908018352632729,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,brown,Variant Mutation Inactivated Ubqln2 To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,7.788979976164134e-5,2.044607243743085e-4,3.4220717670954635,12,35,KEGG,4.908018352632729,redundant,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,brown,Variant Mutation Inactivated Vcp To 26s Proteasome Mediated Protein Degradation,PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,12,2.044607243743085e-4,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,0.0031897532190852873,0.0074427575111990045,3.7428909952606633,6,16,KEGG,5.517073170731707,kept,NA,NA,brown,Reference Glycolysis,ALDOA/ENO1/GAPDH/GPI/PGAM1/PKM,6,0.0074427575111990045,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS
REACTOME_NEDDYLATION,1.1369945956797409e-7,3.661122598088766e-5,3.2332955076430148,23,71,Reactome,4.707557624113475,kept,NA,NA,brown,Neddylation,COPS2/COPS4/COPS7A/COPS8/CUL1/CUL3/CUL4A/CUL5/DCAF6/DCAF8/NEDD8/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,23,3.661122598088766e-5,REACTOME_NEDDYLATION
REACTOME_SIGNALING_BY_NOTCH,3.2578739256125957e-7,5.245177020236279e-5,3.8563119345109866,17,44,Reactome,6.0626193203512795,kept,NA,NA,brown,Signaling By Notch,ATP2A1/ATP2A2/ATP2A3/CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/TMED2,17,5.245177020236279e-5,REACTOME_SIGNALING_BY_NOTCH
REACTOME_SIGNALING_BY_HEDGEHOG,9.870885877185887e-7,1.0544108256182516e-4,3.610164364223051,17,47,Reactome,5.447594501718213,kept,NA,NA,brown,Signaling By Hedgehog,CUL1/CUL3/PRKACA/PRKAR1A/PRKAR2A/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,17,1.0544108256182516e-4,REACTOME_SIGNALING_BY_HEDGEHOG
REACTOME_HEDGEHOG_OFF_STATE,1.9303737349534406e-6,1.0544108256182516e-4,3.629470056010341,16,44,Reactome,5.471062271062271,redundant,REACTOME_SIGNALING_BY_HEDGEHOG,0.7299270072992701,brown,Hedgehog Off State,CUL1/PRKACA/PRKAR1A/PRKAR2A/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,16,1.0544108256182516e-4,REACTOME_HEDGEHOG_OFF_STATE
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,1.946674658096922e-6,1.0544108256182516e-4,3.4628107167037427,17,49,Reactome,5.101643041237113,kept,NA,NA,brown,Nuclear Events Mediated By Nfe2l2,CUL1/IDH1/PGD/PRDX1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/TXNRD1,17,1.0544108256182516e-4,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,2.3204070174705566e-6,1.0544108256182516e-4,3.9924170616113743,14,35,Reactome,6.341793570219966,kept,NA,NA,brown,Degradation Of Gli1 By The Proteasome,CUL1/PRKACA/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,14,1.0544108256182516e-4,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME
REACTOME_GLUCONEOGENESIS,2.5303243560192547e-6,1.0544108256182516e-4,5.988625592417062,9,15,Reactome,14.027227722772277,kept,NA,NA,brown,Gluconeogenesis,ALDOA/ENO1/FBP1/FBP2/GAPDH/GPI/PGAM1/SLC37A4/TPI1,9,1.0544108256182516e-4,REACTOME_GLUCONEOGENESIS
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,2.619654225138513e-6,1.0544108256182516e-4,3.7428909952606637,15,40,Reactome,5.724489795918367,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.5131578947368421,brown,Downstream Signaling Events Of B Cell Receptor Bcr,CUL1/FKBP1A/PPIA/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,15,1.0544108256182516e-4,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
REACTOME_GLUCOSE_METABOLISM,5.385266185749821e-6,1.4367090558745817e-4,4.277589708869329,12,28,Reactome,7.081658291457287,kept,NA,NA,brown,Glucose Metabolism,ALDOA/ENO1/FBP1/FBP2/GAPDH/GNPDA1/GPI/PGAM1/PKM/PRKACA/SLC37A4/TPI1,12,1.4367090558745817e-4,REACTOME_GLUCOSE_METABOLISM
REACTOME_KEAP1_NFE2L2_PATHWAY,6.009926434115015e-6,1.4367090558745817e-4,3.0975649615950323,18,58,Reactome,4.325129533678757,redundant,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,0.7699115044247787,brown,Keap1 Nfe2l2 Pathway,CUL1/CUL3/IDH1/PGD/PRDX1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/TXNRD1,18,1.4367090558745817e-4,REACTOME_KEAP1_NFE2L2_PATHWAY
REACTOME_DEGRADATION_OF_DVL,6.659074038654441e-6,1.4367090558745817e-4,3.9319258940112016,13,33,Reactome,6.15530303030303,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.6851851851851852,brown,Degradation Of Dvl,CUL3/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_DEGRADATION_OF_DVL
REACTOME_HEDGEHOG_ON_STATE,6.659074038654441e-6,1.4367090558745817e-4,3.9319258940112016,13,33,Reactome,6.15530303030303,redundant,REACTOME_SIGNALING_BY_HEDGEHOG,0.5328467153284672,brown,Hedgehog On State,CUL3/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_HEDGEHOG_ON_STATE
REACTOME_UCH_PROTEINASES,7.341083868794655e-6,1.4367090558745817e-4,3.6772262409578453,14,38,Reactome,5.540186125211506,kept,NA,NA,brown,Uch Proteinases,NEDD8/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/USP15,14,1.4367090558745817e-4,REACTOME_UCH_PROTEINASES
REACTOME_SIGNALING_BY_WNT,7.408487990375159e-6,1.4367090558745817e-4,2.8517264725795526,20,70,Reactome,3.863874345549738,kept,NA,NA,brown,Signaling By Wnt,CTBP1/CUL1/CUL3/GNB1/GNB2/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/RHOA/VPS26A/XPO1,20,1.4367090558745817e-4,REACTOME_SIGNALING_BY_WNT
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,7.488375035966766e-6,1.4367090558745817e-4,3.481759065358757,15,43,Reactome,5.102951895043732,kept,NA,NA,brown,Signaling By The B Cell Receptor Bcr,CUL1/FKBP1A/PPIA/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,15,1.4367090558745817e-4,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,9.836516531384405e-6,1.4367090558745817e-4,3.816281014775578,13,34,Reactome,5.859066859066859,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.6290322580645161,brown,Activation Of Nf Kappab In B Cells,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,9.836516531384405e-6,1.4367090558745817e-4,3.816281014775578,13,34,Reactome,5.859066859066859,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.78,brown,Fbxl7 Down Regulates Aurka During Mitotic Entry And In Early Mitosis,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,9.836516531384405e-6,1.4367090558745817e-4,3.816281014775578,13,34,Reactome,5.859066859066859,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.78,brown,Scf Beta Trcp Mediated Degradation Of Emi1,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,9.836516531384405e-6,1.4367090558745817e-4,3.816281014775578,13,34,Reactome,5.859066859066859,redundant,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.6666666666666666,brown,Scf Skp2 Mediated Degradation Of P27 P21,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21
REACTOME_INTERLEUKIN_1_SIGNALING,1.0363203295111611e-5,1.4367090558745817e-4,3.402628177509694,15,44,Reactome,4.924349049964814,kept,NA,NA,brown,Interleukin 1 Signaling,CUL1/MAP2K1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6/USP14,15,1.4367090558745817e-4,REACTOME_INTERLEUKIN_1_SIGNALING
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,1.0446846985454964e-5,1.4367090558745817e-4,3.582938388625593,14,39,Reactome,5.315736040609137,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.5063291139240507,brown,Degradation Of Beta Catenin By The Destruction Complex,CTBP1/CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,14,1.4367090558745817e-4,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,kept,NA,NA,brown,Cyclin A Cdk2 Associated Events At S Phase Entry,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.6842105263157895,brown,Dectin 1 Mediated Noncanonical Nf Kb Signaling,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.7272727272727273,brown,Degradation Of Cry And Per Proteins,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.5405405405405406,brown,G1 S DNA Damage Checkpoints,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.75,brown,Negative Regulation Of Notch4 Signaling,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.5909090909090909,brown,Orc1 Removal From Chromatin,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN
REACTOME_REGULATION_OF_RAS_BY_GAPS,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.5692307692307692,brown,Regulation Of Ras By Gaps,CUL3/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_REGULATION_OF_RAS_BY_GAPS
REACTOME_SIGNALING_BY_NOTCH4,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,kept,NA,NA,brown,Signaling By Notch4,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_SIGNALING_BY_NOTCH4
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,kept,NA,NA,brown,Tnfr2 Non Canonical Nf Kb Pathway,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY
REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.6896551724137931,brown,Ubiquitin Mediated Degradation Of Phosphorylated Cdc25a,CUL1/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,1.4277853971424415e-5,1.4367090558745817e-4,3.7072444143534184,13,35,Reactome,5.589761248852158,redundant,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.7254901960784313,brown,Vif Mediated Degradation Of Apobec3g,CUL5/PSMA2/PSMA4/PSMA5/PSMA6/PSMB3/PSMB5/PSMB6/PSMB7/PSMD1/PSMD12/PSMD2/PSMD6,13,1.4367090558745817e-4,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G
