module,age_num,time_num,interaction,VL_thick_cm,DXA_LBM_kg,BMI,Type_I_fCSA,Type_II_fCSA,deadlift_1rm_kg
MEgreen,0.10872784231300324,0.35982232472110165,0.39425092162589487,0.10639149342519062,0.9374539828999012,0.6865019895465936,0.678033436814556,0.4393713259166973,0.007547245223342478
MEpink,0.862384946128473,0.6972958834599463,0.9391098038586849,0.3096285177705335,0.5892572415863084,0.678033436814556,0.678033436814556,0.8966399212752532,0.9374539828999012
MEturquoise,8.060293765463269e-9,0.8565466272795298,0.023405502845991393,0.7299674834281659,0.7299674834281659,0.678033436814556,0.862384946128473,0.019363681163406192,0.34715960073580693
MEbrown,0.9391098038586849,0.862384946128473,0.862384946128473,0.8415864648665551,0.8845583482748005,0.12061097972508775,0.862384946128473,0.8407133192560672,0.4393713259166973
MEyellow,0.007547245223342478,0.6256523718044679,0.1952898792948715,0.862384946128473,0.7588446222974666,0.5991111598519848,0.7299674834281659,0.39841961716320595,0.862384946128473
MEmagenta,0.1416629281510915,0.39425092162589487,0.9391098038586849,0.6865019895465936,0.6865019895465936,0.9668590411389282,0.9374539828999012,0.6865019895465936,0.8565466272795298
MEred,0.04823664275490904,0.6220909685392703,0.7299674834281659,0.9391098038586849,0.7299674834281659,0.6865019895465936,0.21236898071037497,0.9429026578449785,0.5869354872223198
MEblack,7.329877950032863e-11,0.862384946128473,0.0027893206553440252,0.17802921672728064,0.7299674834281659,0.18303849594278,0.9391098038586849,0.007547245223342478,0.1503862063126339
MEblue,0.001971008533899993,0.007810455329118206,0.6014931144864863,0.0733774344213596,0.678033436814556,0.7299674834281659,0.9070849157800486,0.017945185204238465,0.010587354654984671
MEgrey,0.1416629281510915,0.04823664275490904,0.8711740586515725,0.08792917850714718,0.07503569188589566,0.9391098038586849,0.8415864648665551,0.3070446958005431,0.658116592776421
