module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.8078460366567702,0.9606733820033657,0.8078460366567702
MEpink,0.7821102718247043,0.9606733820033657,0.9606733820033657
MEturquoise,0.7811593381624968,0.9128458929122594,0.9606733820033657
MEbrown,0.23050757914316955,0.9606733820033657,0.9606733820033657
MEyellow,0.7728291120260683,0.9606733820033657,0.9606733820033657
MEmagenta,0.9688585685455648,0.7799856261938762,0.7601401473063689
MEred,0.8078460366567702,0.8714090319925218,0.9606733820033657
MEblack,0.3060580872386815,0.9128458929122594,0.8944561505808302
MEblue,0.8563080094061309,0.7811593381624968,0.9606733820033657
MEgrey,0.9606733820033657,0.6254275491995323,0.8078460366567702
