module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.3616359185161947,0.9867169471908448,0.8903557918666988
MEpink,0.3616359185161947,0.9867169471908448,0.923382314792946
MEturquoise,0.23847625573132405,0.9867169471908448,0.8903557918666988
MEbrown,0.23847625573132405,0.9867169471908448,0.8903557918666988
MEyellow,0.3616359185161947,0.9867169471908448,0.8903557918666988
MEmagenta,0.3616359185161947,0.9867169471908448,0.8903557918666988
MEred,0.5590368956019461,0.9867169471908448,0.8903557918666988
MEblack,0.3616359185161947,0.9867169471908448,0.8903557918666988
MEblue,0.23847625573132405,0.9867169471908448,0.923382314792946
MEgrey,0.80664925779047425,0.9867169471908448,0.8903557918666988
