module,delta_VL,delta_LBM
MEgreen,0.05824946086854939,0.8787520501607881
MEpink,0.7264401000767918,0.8787520501607881
MEturquoise,0.7264401000767918,0.8787520501607881
MEbrown,0.4616783743165858,0.8787520501607881
MEyellow,0.7264401000767918,0.8787520501607881
MEmagenta,0.7264401000767918,0.8787520501607881
MEred,0.9253351544487097,0.8787520501607881
MEblack,0.7264401000767918,0.8787520501607881
MEblue,0.4616783743165858,0.9600770736663244
MEgrey,0.7264401000767918,0.8787520501607881
