module,age_num,time_num,interaction,VL_thick_cm,DXA_LBM_kg,BMI,Type_I_fCSA,Type_II_fCSA,deadlift_1rm_kg
MEgreen,0.28852391666225974,-0.1974725202853792,0.18846519029826644,-0.2920186507962957,-0.02383169661468587,-0.15526212107245443,0.14094146310745312,-0.20786392305646412,-0.47459337954459513
MEpink,-0.049522765756723555,0.10462013930650547,-0.019872894878376304,0.21097217403772492,0.148676038269693,-0.17149201751253976,0.14125182798983235,0.04392527673115534,-0.02775603066647037
MEturquoise,0.703629394010704,-0.061000838908920246,0.36949822592918813,-0.09623726936619979,0.09291432135549203,0.17910739258545272,0.063193802358361,-0.44673302735909204,-0.22528285886928684
MEbrown,0.013716655300910919,-0.05068667838889105,-0.051712715545221784,0.0668012824469183,0.04013288326199,0.3975000327826827,0.05686343483458782,0.08383016093347394,0.19487086531032607
MEyellow,-0.4243751800488135,-0.135978136081362,-0.2435847817237974,-0.046677814076458324,-0.0827094127261129,-0.20880844573176052,-0.1150038757783753,0.22041356833411463,-0.06344025298197456
MEmagenta,-0.26882015302038387,0.18746405582667636,0.01564441196264523,0.1084807511081473,0.1094583253845757,0.007781933701067961,-0.029169024017139663,0.13414217244433313,-0.06850588619780573
MEred,-0.3364382031137957,0.13839511374439392,-0.08944835267093756,-0.016551408228768646,-0.09229703990249614,-0.16105110159776617,-0.281946832612179,0.013161377091445707,-0.16878804312189377
MEblack,-0.7597071188513467,0.049060867489218306,-0.4682691463018276,0.2527599518273705,-0.08840534231370338,-0.3538323528504256,0.01824702470835731,0.50184481360074,0.2937098417130595
MEblue,-0.48461469916110433,0.4192641075627531,-0.14305786771142096,0.3164105040749608,0.11785450726580418,-0.12736106223945623,0.040069582768907146,0.45343678371916757,0.44946265074360203
MEgrey,0.2697500484613591,-0.33718178854471575,-0.04374608870720545,-0.3031704418458638,-0.31270941198971536,0.019224860865501604,-0.0795345083885552,-0.254471482000888,-0.14518113689793305
