module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,-0.3226721656740822,0.03964421642798937,0.15685429616529276
MEpink,-0.3079841782185415,-0.004707035137429963,-0.02718624386954223
MEturquoise,-0.5210859801546267,-0.06828001165084072,-0.22118470821068192
MEbrown,0.4779621807285856,0.03347500132830816,0.10398325028837607
MEyellow,0.3241212490947764,0.1983148256024613,0.40091950618367833
MEmagenta,0.2929517000065871,0.11952901195905574,0.3151147448723583
MEred,0.18761257244527704,0.18882808020494718,0.12761060453070233
MEblack,0.30260429613762785,-0.06117495129454887,0.17811054684629943
MEblue,0.5114309989063862,-0.016929161604865395,-0.05015844348358974
MEgrey,0.06911514971901321,-0.33085121902912773,-0.11205676651862202
