uniprot_id,protein,gene,description,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
A0A0U1RRL7,MMPOS_HUMAN,MMP24OS,Protein MMP24OS,-0.27417317281965126,-1.0391533670112183,0.4908070213719158,16.322906735899043,-0.7261654902538703,-5.3109032109972745,0.4723001034145444,0.7262434655284363,0.8141029464366889,0
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,0.13437680136312125,-0.1575427589450683,0.4262963616713108,17.098331165177516,0.9276868386175569,-5.403327016312865,0.35862544867438373,0.658102712537716,0.871272679706696,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,0.09913862726539335,-0.22055245189036815,0.41882970642115486,17.0022662256138,0.6245695265245045,-5.81537814918712,0.5354041757488666,0.7720194256248887,0.9399437869821633,0
A1L4K1,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2,0.02035081219784729,-0.2411640055701168,0.2818656299658114,17.976966028844235,0.15588703736329101,-6.036772940141752,0.876682151099129,0.9498896296960665,0.9973251974136916,0
A2RTX5,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic",-0.004934282627708342,-0.43149435821195103,0.42162579295653435,15.491210573111283,-0.023378108993905026,-5.687955139643585,0.9814647590046377,0.9950658038459509,0.999907687922825,0
A3KMH1,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8,0.03504927821334647,-0.5660262638782363,0.6361248203049292,21.47361209635668,0.11943491341470064,-5.400580012723126,0.9057821087112173,0.9577233362731282,0.9965376538930277,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.7762059443564908,0.35921947757307077,1.1931924111399108,20.22661257014602,3.7335446313237792,-0.13364867846705053,4.6210705040592137e-4,0.01798794481394901,0.0025772311745781893,1
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,-0.4415622814604667,-0.9775282952070131,0.09440373228607968,20.71365448426334,-1.6801685099222887,-4.2759574285975335,0.10295993931335491,0.3512250830187446,0.3664641979321083,0
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,0.067144605477651,-0.08334591246607095,0.21763512342137295,23.015275302127968,0.89187010815797,-5.766195233808433,0.37590815416638246,0.6724756936661582,0.9364164439156274,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,-0.16369375276648768,-0.41647350121804577,0.08908599568507042,21.64224919716279,-1.294462420121231,-5.347669277288271,0.20030242783761582,0.4988574683823086,0.7685823300115265,0
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,0.054501148269221034,-0.31064736346213007,0.41964966000057213,23.415900733680058,0.29835665979637543,-6.106544345390092,0.7664277990170716,0.8982580409920373,0.9856064805323335,0
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,-0.22992241867065033,-0.7036939376424529,0.2438491003011523,17.09822072861629,-0.9793451104163936,-5.437759246159604,0.3330106062209245,0.6445564404018262,0.7766089718526683,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.24489068434721162,0.10998787917391739,0.37979348952050584,23.676700924402894,3.62869865109729,-0.3801653257388793,5.776081852228881e-4,0.02057851534472052,0.16104756849637994,0
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,-0.05755308305517559,-0.3284205136235467,0.2133143475131955,18.642144427044716,-0.4263563898679937,-5.961049483706579,0.671606333317019,0.8486823179937493,0.9773495621634418,0
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,-0.11040891552050525,-0.4579136288736705,0.23709579783266,22.35573246652498,-0.6351013904066091,-5.954600945951023,0.5276974028844366,0.768690187708306,0.9318560391955856,0
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.22064139582137443,-0.06436221065190184,0.5056450022946507,18.51696111305153,1.5549286612954747,-4.836554670406275,0.12626433388279468,0.39319648862464357,0.633439756430954,0
O00168,PLM_HUMAN,FXYD1,Phospholemman,0.10784075738994048,-0.26257784498344383,0.4782593597633248,19.839740222518383,0.5831962180597361,-5.9246543619951275,0.5621005284069771,0.7933286494972721,0.9397660498574817,0
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,-0.27579444399069075,-0.4984830137908284,-0.0531058741905531,18.28831392540244,-2.4851268282174144,-3.224668533297447,0.01620192928166825,0.11834741674066065,0.3207808637176323,0
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.3431372489510025,-0.612966012422975,-0.07330848547903007,22.652158433323613,-2.54202162525329,-3.172848439623099,0.013532288068673903,0.10609673817710176,0.22845668252762316,0
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,0.12111432796333332,-0.007308928776014079,0.24953758470268073,21.814326331494183,1.885174095703015,-4.474446732309214,0.0640907596657919,0.2705719312097388,0.7169449814720706,0
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,0.07342034332776848,-0.12030058409353234,0.2671412707490693,20.5400178390757,0.7575991703793625,-5.872469645510057,0.4515585484743324,0.7125128356383448,0.9432981622755737,0
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,0.12399771369907597,-0.044815878587075975,0.2928113059852279,18.06626928699169,1.4682698636016807,-5.121888196229763,0.14708224547995508,0.42503317120836964,0.7884594711815697,0
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,0.014228930804044637,-0.5969389615759098,0.625396823183999,18.91983573998077,0.04742003658390122,-5.759723653299941,0.9624727215252716,0.9858309326402445,0.9994558978131257,0
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,0.2795549183042638,0.05691785386584189,0.5021919827426857,19.36113622918581,2.5107917946618765,-3.2331602657323577,0.014710045968874264,0.1116264138143455,0.307430881142507,0
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.09197826835978518,-0.07052667811982394,0.2544832148393943,19.64848331315272,1.1314054409886043,-5.534998697867236,0.2622382776839418,0.5729988146482803,0.8841636832123527,0
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",-0.02076045746932209,-0.16851213044472008,0.1269912155060759,23.423102974046106,-0.28086920894978534,-6.111453908726587,0.7797451349435799,0.9050382516021009,0.9948483593792163,0
O00399,DCTN6_HUMAN,DCTN6,Dynactin subunit 6,0.3154895912147051,-0.06527060383657002,0.6962497862659802,15.851648718794934,1.6945055097432238,-4.393006813212201,0.1008653185242086,0.35010511725292337,0.484943260423514,0
O00410,IPO5_HUMAN,IPO5,Importin-5,0.0730958822261023,-0.04145797562675199,0.1876497400789566,21.664347487773032,1.2755068975605484,-5.370674352755954,0.20688453464952128,0.5068131486095021,0.8912151004632545,0
O00418,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,-0.28968088781882884,-0.6331881812545359,0.05382640561687829,16.35507340966682,-1.693782761340282,-4.625964731723269,0.09652202515719231,0.34099041492507265,0.5080023033533733,0
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,-0.08413764315949024,-0.2664120949075787,0.09813680858859825,20.485666849968,-0.9227077339881031,-5.73940626442558,0.35973359500753366,0.658102712537716,0.9175743983966248,0
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,0.01336807467176726,-0.14257444870464359,0.1693105980481781,20.235648856551407,0.17135781833756553,-6.135469986793371,0.8645000194702854,0.9453790780737552,0.9980554486006427,0
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,-0.12283550442305469,-0.30499225550737796,0.05932124666126856,20.818279583226023,-1.3479638981003352,-5.281011375641794,0.18257064882786656,0.47087546482966325,0.8114793997695637,0
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,0.017919386197227993,-0.17896269593331576,0.21480146832777175,26.116413014662196,0.18193512553042576,-6.133657129527138,0.8562266928796914,0.941804557003198,0.9972224155530347,0
