"pathway","pval","padj","foldEnrichment","overlap","size","overlapGenes","database","odds_ratio","quadrant","pathway_label","ID","p.adjust","GeneRatio","geneID","direction"
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",0.00827850837606867,0.0178792785066483,1.59611865050589,22,49,NA,"Reactome",2.1236737616351,"Concordant Up","Intra Golgi And Retrograde Golgi To Er Traffic","REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",0.0178792785066483,"22/591","ACTR1A/ARL1/COPA/COPB2/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/NSF/PLIN3/RAB6A/TMED9/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_SARS_COV_1_HOST_INTERACTIONS",0.00870810397369132,0.018677381626331,1.57240010412599,23,52,NA,"Reactome",2.06793346284604,"Concordant Up","Sars Cov 1 Host Interactions","REACTOME_SARS_COV_1_HOST_INTERACTIONS",0.018677381626331,"23/591","EEF1A1/KPNB1/PPIA/PPIB/PSMC6/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8/YWHAB/YWHAH/YWHAQ","Concordant Up"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",0.00952115593627428,0.0201167395703301,2.13299492385787,9,15,NA,"Reactome",3.87628865979381,"Concordant Up","Interleukin 4 And Interleukin 13 Signaling","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",0.0201167395703301,"9/591","ANXA1/CD36/F13A1/FSCN1/HSP90AA1/HSP90B1/HSPA8/IL18/VIM","Concordant Up"
"REACTOME_CARDIAC_CONDUCTION",0.00957323940967478,0.0201167395703301,1.84859560067682,13,25,NA,"Reactome",2.80767012687428,"Concordant Up","Cardiac Conduction","REACTOME_CARDIAC_CONDUCTION",0.0201167395703301,"13/591","AHCYL1/ASPH/ATP1A1/ATP1A2/ATP1B1/ATP2A1/ATP2A3/CALM1/CAMK2B/CAMK2D/FXYD1/PRKACA/STIM1","Concordant Up"
"REACTOME_EPH_EPHRIN_SIGNALING",0.00957323940967478,0.0201167395703301,1.84859560067682,13,25,NA,"Reactome",2.80767012687428,"Concordant Up","Eph Ephrin Signaling","REACTOME_EPH_EPHRIN_SIGNALING",0.0201167395703301,"13/591","ACTR2/ACTR3/AP2A1/AP2B1/AP2M1/ARPC1B/ARPC4/ARPC5/CFL1/CLTC/MYH9/PAK1/PAK2","Concordant Up"
"HALLMARK_MTORC1_SIGNALING",0.00178368986641843,0.0214042783970212,1.52947310431669,37,86,NA,"Hallmark",1.99134310764017,"Concordant Up","mTORC1 Signaling","HALLMARK_MTORC1_SIGNALING",0.0214042783970212,"37/591","ACTR2/ACTR3/CACYBP/CANX/CCT6A/EIF2S2/ENO1/ERO1A/ETF1/GAPDH/GBE1/GPI/GSR/HPRT1/HSP90B1/HSPA4/HSPA5/HSPA9/HSPD1/HSPE1/LDHA/MAP2K3/NAMPT/PFKL/PGK1/PPIA/PSMA3/PSMA4/PSMC2/PSMC4/PSMC6/PSMD14/RDH11/SERPINH1/SHMT2/TUBA4A/UCHL5","Concordant Up"
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.0108373082849924,0.0224693525108842,1.67874600488814,17,36,NA,"Reactome",2.32413350449294,"Concordant Up","Cellular Response To Heat Stress","REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.0224693525108842,"17/591","BAG3/CAMK2B/CAMK2D/CRYAB/EEF1A1/HSP90AA1/HSP90AB1/HSPA4/HSPA5/HSPA8/HSPA9/HSPB1/HSPB2/HSPB8/MAPK1/SERPINH1/VCP","Concordant Up"
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",0.0111561952770933,0.0229773293455365,1.77749576988156,14,28,NA,"Reactome",2.59272097053726,"Concordant Up","Interleukin 12 Family Signaling","REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",0.0229773293455365,"14/591","ANXA2/BOLA2/CANX/CFL1/HSPA9/MIF/MSN/P4HB/PAK2/PPIA/PSME2/RAP1B/RPLP0/TCP1","Concordant Up"
"GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS",8.05205062694018e-05,0.0286161688403729,2.04412013536379,23,40,NA,"GO:BP",3.55623446561723,"Concordant Up","Response To Temperature Stimulus","GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS",0.0286161688403729,"23/591","ACADM/BAG3/CLPB/COMT/CRYAB/DNAJA1/DNAJA2/DNAJA4/DNAJB4/EEF1D/EIF2B1/EIF2S1/ERO1A/HSP90AA1/HSP90AB1/HSPB1/HSPB2/HSPB6/HSPD1/MAPT/PRKAA1/PRKACA/VCP","Concordant Up"
"GOBP_MICROTUBULE_BASED_MOVEMENT",8.66281599607657e-05,0.0286161688403729,1.91969543147208,27,50,NA,"GO:BP",3.09505087881591,"Concordant Up","Microtubule Based Movement","GOBP_MICROTUBULE_BASED_MOVEMENT",0.0286161688403729,"27/591","ACTR2/ACTR3/ARL3/BAG3/DCTN1/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLRB1/DYNLT1/FNTA/GAPDHS/HSPB1/KIF5B/KLC1/KPNB1/LAMP1/LRPPRC/MAP2K1/MAP4/MAPT/OPA1/RAB6A/SLIRP/TMEM230/TUBB4B/UCHL1","Concordant Up"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.0158533216517909,0.0318089227981094,1.38930703852811,34,87,NA,"Reactome",1.67805968632499,"Concordant Up","Asparagine N Linked Glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.0318089227981094,"34/591","ACTR1A/ANK1/CANX/COPA/COPB2/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/GMPPB/HK1/LMAN1/NAGK/NGLY1/NSF/PDIA3/PSMC1/SEC23A/SEC23IP/SEC31A/SPTAN1/SPTBN1/TFG/TMED9/TRAPPC3/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP","Concordant Up"
"REACTOME_SMOOTH_MUSCLE_CONTRACTION",0.0184462712444129,0.0365400659682319,1.77749576988156,12,24,NA,"Reactome",2.58721934369603,"Concordant Up","Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION",0.0365400659682319,"12/591","ANXA1/ANXA2/ANXA6/CALM1/DYSF/MYL6B/PAK1/PAK2/TLN1/TPM4/TRIM72/VCL","Concordant Up"
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",0.0204001955010549,0.0401548151951144,1.87104817882269,10,19,NA,"Reactome",2.87052973799962,"Concordant Up","Unfolded Protein Response Upr","REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",0.0401548151951144,"10/591","ADD1/DCTN1/EIF2S1/EIF2S2/HSP90B1/HSPA5/HYOU1/SEC31A/SRPRB/TLN1","Concordant Up"
"REACTOME_PKR_MEDIATED_SIGNALING",0.0207085881413609,0.040505477433731,1.71166259321928,13,27,NA,"Reactome",2.40336134453782,"Concordant Up","Pkr Mediated Signaling","REACTOME_PKR_MEDIATED_SIGNALING",0.040505477433731,"13/591","DHX9/EIF2S1/EIF2S2/HSPA8/ILF3/MAPT/PPP2CA/PPP2R1A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE",0.0226297746160428,0.0437134155626666,1.65899605188945,14,30,NA,"Reactome",2.2655979202773,"Concordant Up","Translocation Of Slc2a4 Glut4 To The Plasma Membrane","REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE",0.0437134155626666,"14/591","CALM1/MYH9/PRKAA2/PRKAB2/PRKAG1/SLC2A4/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/YWHAB/YWHAH/YWHAQ","Concordant Up"
"REACTOME_INTERFERON_SIGNALING",0.0241286698919545,0.0463210884962831,1.42199661590525,26,65,NA,"Reactome",1.73569321533923,"Concordant Up","Interferon Signaling","REACTOME_INTERFERON_SIGNALING",0.0463210884962831,"26/591","ABCE1/CAMK2B/CAMK2D/DHX9/EIF2S1/EIF2S2/FLNA/FLNB/HLA-A/HSPA5/HSPA8/ILF3/KPNA1/KPNA4/KPNB1/MAPK1/MAPT/PPP2CA/PPP2R1A/SAMHD1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/YBX1","Concordant Up"
"GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",3.10068832774383e-05,0.0153639106639707,2.43117698919991,21,52,NA,"GO:BP",3.55438630999213,"Concordant Down","Modified Amino Acid Metabolic Process","GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",0.0153639106639707,"21/349","AASDHPPT/ALDH9A1/ASS1/CKB/CPT1A/CPT1B/CPT2/GAMT/GLO1/GPX1/GSS/GSTO1/GSTZ1/HAGH/IDH1/OPLAH/PCYOX1/SHMT1/SLC25A42/SOD1/SULT1A1","Concordant Down"
"GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS",2.83269273687689e-05,0.0153639106639707,1.86335107108746,39,126,NA,"GO:BP",2.40767519466073,"Concordant Down","Small Molecule Catabolic Process","GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS",0.0153639106639707,"39/349","AASDHPPT/ACADS/ACADVL/ACAT1/ACSS2/ADH5/ALDH6A1/BCKDHA/CPT1A/CPT1B/CPT2/DCXR/ECHDC2/ECI1/GCSH/GLUL/GNPDA1/GOT1/GPD2/GPT/GSK3A/GSTZ1/HADH/HADHB/HAGH/KYAT1/MCCC1/MPI/MTAP/NUDT3/OXCT1/PLIN5/QDPR/RBKS/RIDA/SHMT1/SORD/SULT1A1/TST","Concordant Down"
"GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0.000171683599651675,0.034027689450962,3.61203438395415,9,15,NA,"GO:BP",7.70294117647059,"Concordant Down","Water Soluble Vitamin Metabolic Process","GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0.034027689450962,"9/349","AASDHPPT/GSTO1/MCCC1/MMAB/PDXK/PLPBP/PNPO/SHMT1/SLC25A42","Concordant Down"
"GOBP_POLYOL_METABOLIC_PROCESS",0.000166018399221809,0.034027689450962,3.15336335107109,11,21,NA,"GO:BP",5.66923076923077,"Concordant Down","Polyol Metabolic Process","GOBP_POLYOL_METABOLIC_PROCESS",0.034027689450962,"11/349","GOT1/GPD2/IMPA1/IMPA2/MECP2/NUDT3/PCBD1/PCBD2/PRKG1/QDPR/SORD","Concordant Down"
