ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,database,cluster
GO:0045214,sarcomere organization,22/377,32/2075,0.6875,3.7839854111405837,7.476769105308189,3.209749078023676e-10,4.99239433520298e-8,4.652186922803547e-8,TCAP/LDB3/TPM1/MYH3/TNNT1/CAPN3/ACTN2/TNNT3/MYOM1/MYOM2/MYBPC1/MYBPH/MYBPC2/OBSCN/MYOM3/LMOD2/MYPN/TTN/SYNPO2L/MYOZ1/MYOZ2/CFL2,22,GO:BP,C1
GO:0007010,cytoskeleton organization,81/377,267/2075,0.30337078651685395,1.6697463714123926,5.522973954101739,1.3060871464716686e-7,1.1482209609416148e-5,1.0699752824642045e-5,PDLIM1/SYNM/ARPC2/TCAP/ACTN4/LDB3/SVIL/LMNA/KRT18/NPM1/TPM3/TPM2/VIM/TPM1/MYL2/MYH3/ACTN1/TNNT1/DES/CAPN3/NEB/MYL9/MAPK3/TMOD1/ACTN2/MYH11/CAP2/TNNT3/CAPZA2/CAPZB/GSK3B/MYOM1/CAPZA1/MYOM2/ACTB/GRB2/ACTA1/MYBPC1/CAP1/LMNB2/CALD1/ACTN3/LMOD3/NEXN/BST2/TRDN/MYBPH/MTM1/FHL3/MYBPC2/PGM5/OBSCN/MYOM3/ABLIM2/TWF2/LMOD2/CORO6/XIRP1/MYPN/SYNPO/PREX1/PALLD/TTN/MYO18A/PDLIM5/ARPC5L/CORO1B/NTMT1/SORBS1/TRIM54/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/PARVA/TMOD4/CHMP5/PACSIN3/SYNPO2/PACSIN2/CFL2,81,GO:BP,C1
GO:0048646,anatomical structure formation involved in morphogenesis,52/377,166/2075,0.3132530120481928,1.7241379310344827,4.582247941954458,1.268376507065987e-5,6.411643243218563e-4,5.974720914863465e-4,TCAP/LDB3/COL1A1/COL3A1/COL4A1/COL4A2/TPM1/HMOX1/MYL2/MYH3/COL6A1/ACTN1/TNNT1/FLT1/NCL/CAPN3/NEB/TGM2/MYL9/MAPK3/TMOD1/ACTN2/MYH11/COL15A1/TNNT3/BCAM/MYOM1/MYOM2/GRB2/ACTA1/HSPG2/MYBPC1/CAV1/LMOD3/MYBPH/ITGA7/MYBPC2/PGM5/NECTIN1/OBSCN/MYOM3/LMOD2/MYPN/TTN/NAA15/SYNPO2L/MYOZ1/MYOZ2/PARVA/TMOD4/AGO2/CFL2,52,GO:BP,C1
GO:0043062,extracellular structure organization,19/377,40/2075,0.475,2.614389920424403,4.856936599530119,1.7128025468780814e-5,7.696192777305512e-4,7.171734640729276e-4,COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/LAMC1/COL6A1/NID1/LAMA2/COL4A5/MYH11/COL15A1/CAV2/LUM/LAMB2/CAV1/DPT/NID2,19,GO:BP,C1
GO:0045229,external encapsulating structure organization,19/377,40/2075,0.475,2.614389920424403,4.856936599530119,1.7128025468780814e-5,7.696192777305512e-4,7.171734640729276e-4,COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/LAMC1/COL6A1/NID1/LAMA2/COL4A5/MYH11/COL15A1/CAV2/LUM/LAMB2/CAV1/DPT/NID2,19,GO:BP,C1
GO:0006338,chromatin remodeling,38/377,119/2075,0.31932773109243695,1.7575730557474978,4.009772966663478,1.3251815167783005e-4,0.00496206856838097,0.004623927709616292,DDX3X/EPM2A/LMNA/NPM1/H1-0/FLT1/TGM2/SFPQ/DEK/PPP1CC/GSK3B/DUSP3/RPS6KA3/ACTB/PPP1CA/PPP1CB/H2BC4/CSNK2A1/H3-3A/SET/LMNB2/PPP3CA/G3BP1/DDX39B/SPEG/RBBP7/HP1BP3/OBSCN/HDGFL2/MDP1/SMYD1/TTN/DDX1/PGAM5/NTMT1/SSU72/BABAM1/APOBEC2,38,GO:BP,C1
GO:0007411,axon guidance,9/377,14/2075,0.6428571428571429,3.5382720727548316,4.489204624323926,1.6711577855393534e-4,0.005727256004000971,0.0053369713400810755,LAMA2/LAMB2/RPL24/PRKCQ/NEXN/NECTIN1/MYPN/PALLD/MYOT,9,GO:BP,C1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,45/176,103/1032,0.4368932038834951,2.561782877316858,7.571469839046777,1.3139092740118719e-11,5.255637096047488e-10,4.702412138568805e-10,TCAP/LDB3/SVIL/COL1A1/COL3A1/TNNC2/MYL1/TPM3/TPM2/COL4A2/MYL3/MYL2/MYH3/COL6A2/COL6A3/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/PVALB/LAMA2/ACTN2/MYH11/COL15A1/TNNT3/TNNI2/MYOM1/MYOM2/SH3BGR/GABARAPL2/TNNC1/ACTA1/TAGLN/ACTN3/MYBPH/ITGA7/SPEG/SORBS1/MYOZ1/PDLIM7/MYH2/MYH4,45,Hallmark,C1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,23/176,48/1032,0.4791666666666667,2.809659090909091,5.819271536493671,3.6216060613535707e-7,7.243212122707141e-6,6.480768741369548e-6,COL1A1/COL3A1/COL4A1/TPM2/COL1A2/COL4A2/VIM/LGALS1/TPM1/LAMC1/COL6A2/COL6A3/BGN/TGM2/LAMA2/MYL9/FBN1/CAP2/LUM/FBLN2/TAGLN/CALD1/NID2,23,Hallmark,C1
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,16/176,42/1032,0.38095238095238093,2.2337662337662336,3.699889146444341,7.243451193391964e-4,0.00965793492452262,0.008641310195625503,ARPC2/ACTN4/VWF/ACTN1/MYL9/FBN1/ACTN2/ACTB/ACTA1/CAP1/YWHAH/ACTN3/NEXN/NECTIN1/SPEG/PARVA,16,Hallmark,C1
