gene,trait,cor,ci_lo,ci_hi,pval,padj,stars,module
HDHD2,Delta VL,0.31894162865021364,-0.053859949726667924,0.6137085139125172,0.09172464324146182,0.4050017680513941,,Grey
IDE,Delta VL,0.3262473695086462,-0.04572581298830713,0.6187662325420366,0.08412568929264122,0.40404969134121976,,Grey
MAPK12,Delta VL,0.36574365707682893,-8.799794858404289e-4,0.6456956836398229,0.05103834569352378,0.28346429908219467,,Grey
KLHDC8B,Delta VL,0.39555291026924977,0.03397227411581344,0.6655694027468174,0.03367766899861386,0.20206601399168317,,Grey
ZNF33A,Delta VL,0.2670862132445172,-0.11020752658497467,0.5771003389789434,0.1613242385431591,0.4949720955301473,,Grey
LMOD2,Delta LBM,0.026276334110798768,-0.3435377585699854,0.3890354351206282,0.8923737602066151,0.975469292533547,,Brown
PDLIM5,Delta LBM,0.1367684741230475,-0.24186082139251597,0.47925101327709724,0.4792816194626891,0.7241924849120103,,Brown
VIM,Delta LBM,0.05486608151314394,-0.31803487386252155,0.41306553585774575,0.7774228008776394,0.9008762070255908,,Brown
RPL27,Delta LBM,0.06358652664168787,-0.310147073874743,0.42029725141066726,0.7431434505703998,0.8927426772722363,,Brown
LMNA,Delta LBM,0.07629843956359705,-0.2985560019822527,0.4307584688608089,0.6940384905927071,0.8674236245873878,,Brown
MYOM3,Delta LBM,0.2466079077351447,-0.13181129668322342,0.5622918497679077,0.1971776328071176,0.5323796085792175,,Brown
MYOM2,Delta LBM,0.10870251893625243,-0.2685002324332959,0.45700122660281917,0.5745935095342223,0.788612070193757,,Brown
DES,Delta LBM,0.2547965647443838,-0.12321551887875314,0.5682377118145996,0.18223468117041097,0.5145653027908375,,Brown
TTN,Delta LBM,0.28409161927140475,-0.0919924188255723,0.5892444616829321,0.13529194702764222,0.46096715713990344,,Brown
SYNPO2L,Delta LBM,0.13756712047004996,-0.24109432359176236,0.47987777788990027,0.4766943468643655,0.7241924849120103,,Brown
XPNPEP1,Delta LBM,-0.05754254868573904,-0.4152898992601263,0.31561943922990976,0.766855000918697,0.9002352889410526,,Brown
NT5C1A,Delta LBM,0.23714280179646346,-0.1416765803178951,0.5553782339971134,0.2154787819678452,0.5477866610063531,,Brown
TMOD4,Delta LBM,0.1649820430145753,-0.21449337472272584,0.5011827744502975,0.39240849845085135,0.6839615489524024,,Brown
FBN1,Delta LBM,0.19133792675655922,-0.18837803113033091,0.5212875652335904,0.32008262451336605,0.6427671225428464,,Brown
CORO6,Delta LBM,-0.03929186152618615,-0.40003673423179115,0.3319947701954709,0.839632475681311,0.9525242371174537,,Brown
NACA,Delta LBM,-0.30150903115746197,-0.6015415025112819,0.07307138321333913,0.11194782328433475,0.4068828373606558,,Blue
EIF2B1,Delta LBM,-0.07548383490685188,-0.4300909376798672,0.2993021119060947,0.6971515797609746,0.8674236245873878,,Blue
MOB4,Delta LBM,-0.1942666286337044,-0.5234992526541696,0.18544252398173214,0.31259004821343644,0.6427671225428464,,Blue
S100A16,Delta LBM,0.01523379005441933,-0.35324414542047444,0.3796199470248257,0.9374842027899445,0.9792678177707625,,Blue
KPNB1,Delta LBM,-0.2115078630523053,-0.5364301052964696,0.16802274158611624,0.2707129421290566,0.6142226418054225,,Blue
ARHGAP1,Delta LBM,-0.03084742724935516,-0.3929109492831242,0.3394965157805515,0.8737879293025648,0.9638649927895309,,Blue
SPAG9,Delta LBM,0.19505158004641365,-0.18465459531109474,0.5240912766871709,0.31060056057158036,0.6427671225428464,,Blue
CCT6A,Delta LBM,0.1554542922457728,-0.22380250672805077,0.4938243846578797,0.4206834653021111,0.7099033476973124,,Blue
S100A6,Delta LBM,-0.4556716879363876,-0.7045183846497284,-0.10704283346430539,0.01298733132813069,0.1095806080811027,,Blue
HRC,Delta LBM,-0.05560725225309163,-0.4136819376205804,0.31736647289886916,0.774492373658119,0.9008762070255908,,Blue
FARSA,Delta LBM,0.09543933070736675,-0.2808916728549044,0.44633271137734865,0.6223831041577184,0.8173842886728684,,Blue
MAPT,Delta LBM,0.24086830658162411,-0.13780252315427216,0.5581047217284075,0.20814254053945155,0.5352236756728754,,Blue
PSMD7,Delta LBM,-0.04903396503374457,-0.4082037213033538,0.32328147749204916,0.8005830155239732,0.9198187837935011,,Blue
BCAP31,Delta LBM,0.09580984302417349,-0.28054720836633484,0.4466321009811439,0.6210262421787784,0.8173842886728684,,Blue
TNPO1,Delta LBM,-0.32295676566465825,-0.6164911656433253,0.049395652732373466,0.08748655389043929,0.40404969134121976,,Blue
EPM2A,Delta LBM,0.14122107884892995,-0.23758141564642712,0.48274089545594545,0.4649496874297828,0.7241924849120103,,Grey
HEBP2,Delta LBM,0.19079749193144266,-0.18891898121520415,0.520878956448169,0.3214772342959153,0.6427671225428464,,Grey
GDI1,Delta LBM,-0.07030483802259961,-0.4258378986427408,0.30403494544553306,0.717054367076396,0.8830304323251931,,Grey
SKP1,Delta LBM,-0.1039086222680059,-0.4531566886039018,0.27299349411902346,0.591677306842469,0.8027782555149078,,Grey
UBE2D3,Delta LBM,0.005047653155116533,-0.36212795907103923,0.37086722901763525,0.9792678177707625,0.9792678177707625,,Grey
GPX3,Delta LBM,0.013457441441276882,-0.3547981821754628,0.37809825223198196,0.9447621864613229,0.9792678177707625,,Grey
CMPK1,Delta LBM,-0.06468444498980756,-0.42120453577066447,0.309150326528784,0.7388599878744833,0.8927426772722363,,Grey
ATP6V1E1,Delta LBM,-0.17156737902616506,-0.5062404457534172,0.20801859514242246,0.37351841272975683,0.6802614168439839,,Grey
LRRC47,Delta LBM,-0.02252703892815552,-0.3858470525060448,0.346842268457895,0.9076603828527043,0.9775704578129205,,Grey
EIF4H,Delta LBM,-0.21151299684568278,-0.5364339330331637,0.16801751908644663,0.2707010412544164,0.6142226418054225,,Grey
HDHD2,Delta LBM,-0.24102430135568872,-0.5582187363167053,0.13764005505156118,0.20783913026359468,0.5352236756728754,,Grey
IDE,Delta LBM,-0.20434224300410567,-0.5310743835643047,0.1752914672221986,0.28765377149642535,0.6395666185382879,,Grey
MAPK12,Delta LBM,-0.09443743236951531,-0.44552274160555044,0.28182265022278336,0.6260582345615852,0.8173842886728684,,Grey
KLHDC8B,Delta LBM,-0.41755847178998357,-0.6799987989346372,-0.06027751760880101,0.02420926225563675,0.1675177114141806,,Grey
ZNF33A,Delta LBM,-0.4250518564652198,-0.6848663677095821,-0.06934975526549274,0.021532475400479797,0.15712887454404176,,Grey
