boot,ari
1,0.9548218987203374
2,0.958734885070424
3,0.9487870305398541
4,0.9521801452732817
5,0.937590916546933
6,0.9200104626235754
7,0.9483043612637126
8,0.9644809514678848
9,0.9637808484954232
10,0.9179126571935059
11,0.9468252294208896
12,0.9478614987723031
13,0.9444360724392445
14,0.9490331832869309
15,0.9717671849889539
16,0.9591775393434874
17,0.9167192208653139
18,0.9576438919588623
19,0.9441215165009065
20,0.9433714745648409
21,0.9509244168029005
22,0.976685060205418
23,0.9475343711399561
24,0.957719114373178
25,0.973296003490994
26,0.9632455264213408
27,0.95731794222512
28,0.9262499505862329
29,0.9497208627904377
30,0.9387160877761231
31,0.9330807596853686
32,0.9542711809328565
33,0.953510765655249
34,0.9628677393540254
35,0.9478239047334263
36,0.9423505917474848
37,0.9243244553582003
38,0.9351343278896626
39,0.9628567020212677
40,0.9602328244126188
41,0.9515660926850587
42,0.9351793608756673
43,0.9390836689544619
44,0.9306212645116775
45,0.9598591277733353
46,0.9570441586560492
47,0.9472874713173741
48,0.9265157854950943
49,0.9396806383231835
50,0.9636540962251596
51,0.9624664362351607
52,0.9499554336472091
53,0.9619028443733022
54,0.967707468651387
55,0.9513386290994156
56,0.9494036059617971
57,0.9511998761455205
58,0.9428203288706211
59,0.9390967810990869
60,0.9567337536794098
61,0.9577420164769833
62,0.9597723986716414
63,0.9398679701332752
64,0.94310836578043
65,0.947222845232029
66,0.9761555502041278
67,0.9709818652130144
68,0.9651901434830203
69,0.9381522096158715
70,0.9612562785000854
71,0.9582208552297067
72,0.9627076784349093
73,0.9279244249156056
74,0.9534211734854994
75,0.9179571697226638
76,0.9439638331660161
77,0.9562030946750096
78,0.9576087114345302
79,0.9368549401933102
80,0.9442511894596126
81,0.94902889129635
82,0.9601092507306677
83,0.9408721149364505
84,0.946573664128601
85,0.9465315679598977
86,0.9656144730797599
87,0.9468732422129768
88,0.9436860283199965
89,0.9558582923639927
90,0.9567200160857798
91,0.9631293634310522
92,0.9577991658932539
93,0.9407890366442963
94,0.9581758803293428
95,0.9396164922465509
96,0.9688349542241161
97,0.934586225303468
98,0.95364376268904
99,0.9383570145793677
100,0.9641799043404627
