ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module,has_bp,neg_log10_padj
GO:0016054,Organic Acid Catabolic Process,56/320,83/2075,0.6746987951807228,4.375,13.397043301817355,5.285388040248615e-28,5.163824115322897e-25,5.057281819564202e-25,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/GPT2/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,56,BP,turquoise,TRUE,24.287028558629782
GO:0046395,Carboxylic Acid Catabolic Process,56/320,83/2075,0.6746987951807228,4.375,13.397043301817355,5.285388040248615e-28,5.163824115322897e-25,5.057281819564202e-25,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/GPT2/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,56,BP,turquoise,TRUE,24.287028558629782
GO:0043436,Oxoacid Metabolic Process,104/320,249/2075,0.41767068273092367,2.708333333333333,12.267687563792322,1.4736772064535592e-27,9.598550871367515e-25,9.400509338009018e-25,CES2/BCAT2/IDH3B/CS/ECI2/LYPLA1/MLYCD/GLUD1/GOT2/ASS1/PCCA/PCCB/FABP3/LDHB/GPX1/FH/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/SDHA/HIBADH/ACSL1/SHMT2/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/SULT1A1/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/FABP5/ALDH6A1/ECH1/ASAH1/AUH/PDK2/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/GPT2/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/SUCLG2/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/PPA2/FN3K/ACAD9/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,104,BP,turquoise,TRUE,24.01779432905145
GO:0006082,Organic Acid Metabolic Process,104/320,251/2075,0.41434262948207173,2.6867529880478087,12.167930954577976,3.360754706496698e-27,1.6417286741236368e-24,1.6078558043186833e-24,CES2/BCAT2/IDH3B/CS/ECI2/LYPLA1/MLYCD/GLUD1/GOT2/ASS1/PCCA/PCCB/FABP3/LDHB/GPX1/FH/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/SDHA/HIBADH/ACSL1/SHMT2/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/SULT1A1/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/FABP5/ALDH6A1/ECH1/ASAH1/AUH/PDK2/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/GPT2/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/SUCLG2/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/PPA2/FN3K/ACAD9/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,104,BP,turquoise,TRUE,23.784698616441666
GO:0019752,Carboxylic Acid Metabolic Process,102/320,244/2075,0.4180327868852459,2.7106813524590168,12.143969480731991,5.3026974555966374e-27,2.0722941656471657e-24,2.0295376787946707e-24,CES2/BCAT2/IDH3B/CS/ECI2/LYPLA1/MLYCD/GLUD1/GOT2/ASS1/PCCA/PCCB/FABP3/LDHB/GPX1/FH/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/SDHA/HIBADH/ACSL1/SHMT2/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/FABP5/ALDH6A1/ECH1/ASAH1/AUH/PDK2/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/GPT2/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/SUCLG2/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/FN3K/ACAD9/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,102,BP,turquoise,TRUE,23.683548595717628
GO:0061061,Muscle Structure Development,56/206,158/2075,0.35443037974683544,3.5701118348285608,11.155854568487332,3.595817655527888e-20,6.45089687401703e-17,6.1204601568301e-17,TCAP/ACTN4/SVIL/COL3A1/LMNA/MYL3/TPM1/LAMC1/MYH3/COL6A1/COL6A3/ACTN1/MYH7/TNNT1/NID1/MYL6B/YBX3/DES/TNNI1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/LAMB2/MYL6/ACTB/TNNC1/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/FHL3/ITGA7/PRKG1/MYBPC2/PLEC/SPEG/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/JPH2/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4,56,BP,yellow,TRUE,16.190379900813024
GO:0042692,Muscle Cell Differentiation,40/206,102/2075,0.392156862745098,3.9501237388159143,10.141684853941362,3.866337074724574e-16,3.4681043560279433e-13,3.2904563420155986e-13,TCAP/ACTN4/LMNA/TPM1/LAMC1/MYH3/COL6A1/ACTN1/TNNT1/NID1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/LAMB2/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/SPEG/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,40,BP,yellow,TRUE,12.459907842982096
GO:0055002,Striated Muscle Cell Development,31/206,66/2075,0.4696969696969697,4.7311709326272435,10.22493322163482,2.8125223371039226e-15,1.629128583944724e-12,1.545679117666267e-12,TCAP/LMNA/TPM1/MYH3/COL6A1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,31,BP,yellow,TRUE,11.78804463632145
GO:0055001,Muscle Cell Development,33/206,75/2075,0.44,4.432038834951456,10.04849828704799,3.632393721169953e-15,1.629128583944724e-12,1.545679117666267e-12,TCAP/ACTN4/LMNA/TPM1/MYH3/COL6A1/ACTN1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,33,BP,yellow,TRUE,11.78804463632145
GO:0030239,Myofibril Assembly,24/206,44/2075,0.5454545454545454,5.494263018534863,10.001455274740245,7.031148426654848e-14,2.522776055483759e-11,2.393550948610713e-11,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,24,BP,yellow,TRUE,10.598121299694187
