ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module,has_bp,neg_log10_padj
GO:0006457,Protein Folding,32/281,90/2075,0.35555555555555557,2.6255436931593517,6.238583083122632,5.036174347174528e-8,9.72988883874119e-5,9.457405300378274e-5,HSPB6/DNAJA2/BAG3/CRYAB/HSPB1/P4HB/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/HSPA8/HSP90B1/TCP1/CANX/PDIA3/HSPA4/CCT6A/CCT5/CCT3/CCT8/CCT4/HSPA2/CCT2/HSPB2/UNC45B/TXNDC5/DNAJA4/ERO1A/TBCB/CCT7/NUDC/HYOU1,32,BP,blue,TRUE,4.0118921213963015
GO:0007017,Microtubule-Based Process,39/281,130/2075,0.3,2.215302491103203,5.662948056366125,3.189947948150389e-7,2.1987978787492215e-4,2.1372209957985249e-4,DCTN6/DYNC1LI2/BAG3/CRYAB/HSPB1/TUBB/UCHL1/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/KIF5B/PRKAA2/VCP/RAN/DYNLT1/TUBA1B/TUBA4A/TUBB4B/CLTC/KLC1/DYNC1I2/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/KTN1/TBCB/TUBB6/SLK/CLIP2/MAPRE3/NUDC/MEMO1/DYNC1LI1,39,BP,blue,TRUE,3.6578146906839093
GO:0000226,Microtubule Cytoskeleton Organization,31/281,92/2075,0.33695652173913043,2.488202073340554,5.777510965805283,3.414282420418046e-7,2.1987978787492215e-4,2.1372209957985249e-4,DCTN6/DYNC1LI2/CRYAB/TUBB/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/PRKAA2/VCP/RAN/DYNLT1/TUBA1B/TUBA4A/TUBB4B/CLTC/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/TBCB/TUBB6/SLK/CLIP2/MAPRE3/NUDC/DYNC1LI1,31,BP,blue,TRUE,3.6578146906839093
GO:0051084,'De Novo' Post-Translational Protein Folding,13/281,23/2075,0.5652173913043478,4.173758316571252,6.056133057194764,1.2781720014421822e-6,4.908424542818263e-4,4.770965121710679e-4,HSPA1A/HSPA5/HSPA8/TCP1/CCT6A/CCT5/CCT3/CCT8/CCT4/HSPA2/CCT2/ERO1A/CCT7,13,BP,blue,TRUE,3.3090578810246054
GO:1900182,Positive Regulation Of Protein Localization To Nucleus,13/281,23/2075,0.5652173913043478,4.173758316571252,6.056133057194764,1.2781720014421822e-6,4.908424542818263e-4,4.770965121710679e-4,IPO5/BAG3/HSP90AA1/TCP1/FLNA/CCT6A/CCT5/CCT3/CCT8/CCT4/RAN/CCT2/CCT7,13,BP,blue,TRUE,3.3090578810246054
GO:0042773,ATP Synthesis Coupled Electron Transport,61/160,74/2075,0.8243243243243243,10.69045608108108,24.53107110695058,3.0989442776112474e-60,2.4807048942278032e-57,2.4628451890489388e-57,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,TRUE,56.605424896522344
GO:0042775,Mitochondrial ATP Synthesis Coupled Electron Transport,61/160,74/2075,0.8243243243243243,10.69045608108108,24.53107110695058,3.0989442776112474e-60,2.4807048942278032e-57,2.4628451890489388e-57,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,TRUE,56.605424896522344
GO:0022904,Respiratory Electron Transport Chain,61/160,81/2075,0.7530864197530864,9.766589506172838,23.25897553792492,9.798233911518884e-56,5.228990830780576e-53,5.19134498469948e-53,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,TRUE,52.28158211972033
GO:0019646,Aerobic Electron Transport Chain,57/160,70/2075,0.8142857142857143,10.560267857142858,23.514831448893418,2.1368004757101262e-55,8.552543904029782e-53,8.49097031137445e-53,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/NDUFB9,57,BP,green,TRUE,52.06790468770953
GO:0022900,Electron Transport Chain,61/160,82/2075,0.7439024390243902,9.64748475609756,23.089953597941424,3.639167518445779e-55,1.1652614394063384e-52,1.1568722006006583e-52,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,TRUE,51.93357662489255
