module,uniprot_id,gene,kME,kME_ci_lo,kME_ci_hi,kME_p,GS_pheno,GS,GS_ci_lo,GS_ci_hi,GS_p,GS_n
brown,Q15843,NEDD8,0.6871,0.5279,0.7996,6.982225229038634e-10,Training,0.0281,-0.2232,0.2759,0.8283629840177495,62
brown,P21695,GPD1,0.6864,0.527,0.7992,7.366432334100764e-10,Training,-0.0738,-0.3177,0.1793,0.5688420821044351,62
brown,P13861,PRKAR2A,0.681,0.5196,0.7955,1.123657623110008e-9,Training,0.0691,-0.1838,0.3135,0.5935308020822849,62
brown,Q96RK4,BBS4,0.681,0.5196,0.7954,1.1278246217716081e-9,Training,-0.1154,-0.355,0.1383,0.37163373156459356,62
brown,Q9P2T1,GMPR2,0.6801,0.5183,0.7948,1.2085484339702837e-9,Training,0.0871,-0.1663,0.3297,0.5010698173718904,62
brown,P62942,FKBP1A,0.6794,0.5174,0.7943,1.2763811407011017e-9,Training,-0.0793,-0.3226,0.1739,0.5402580742590399,62
brown,O60763,USO1,0.6773,0.5145,0.7929,1.4987949025006181e-9,Training,-0.1762,-0.408,0.077,0.17072823879799548,62
turquoise,P38117,ETFB,0.9262,0.8801,0.9551,4.172268128824793e-27,Type II fCSA,-0.2619,-0.5184,0.038,0.0859464899020837,44
turquoise,P48735,IDH2,0.9072,0.85,0.9432,3.0883100029521146e-24,Type II fCSA,-0.34,-0.5785,-0.048,0.023934444534445203,44
turquoise,P51649,ALDH5A1,0.9011,0.8404,0.9394,1.927673629498653e-23,Type II fCSA,-0.2668,-0.5223,0.0327,0.08001329348358945,44
turquoise,P13804,ETFA,0.8975,0.835,0.9372,5.221479303035799e-23,Type II fCSA,-0.2587,-0.5159,0.0414,0.09000971985130853,44
turquoise,P43155,CRAT,0.8943,0.8299,0.9352,1.2653192932610537e-22,Type II fCSA,-0.302,-0.5496,-0.0056,0.04632922545959582,44
turquoise,Q16762,TST,0.8681,0.7895,0.9187,6.606753450918926e-20,Type II fCSA,-0.2467,-0.5065,0.0541,0.10642491880492727,44
turquoise,Q99798,ACO2,0.867,0.7879,0.918,8.272987131136824e-20,Type II fCSA,-0.288,-0.5388,0.0098,0.05803137140770757,44
turquoise,P35914,HMGCL,0.8414,0.7491,0.9017,1.1096806627941392e-17,Type II fCSA,-0.4625,-0.6677,-0.1919,0.0015748499109428883,44
turquoise,P00505,GOT2,0.8353,0.7399,0.8978,3.1416103426351503e-17,Type II fCSA,-0.0778,-0.3662,0.2243,0.6158449007088596,44
turquoise,P07954,FH,0.831,0.7335,0.895,6.367542457127896e-17,Type II fCSA,-0.234,-0.4964,0.0676,0.1263826724892846,44
turquoise,P30405,PPIF,0.8269,0.7274,0.8924,1.2298110260475506e-16,Type II fCSA,-0.1013,-0.3865,0.2017,0.5129850415453379,44
turquoise,O95822,MLYCD,0.8222,0.7204,0.8894,2.543166668169971e-16,Type II fCSA,-0.3018,-0.5495,-0.0054,0.046472956769365664,44
turquoise,Q16595,FXN,0.8086,0.7003,0.8805,1.8935061533411208e-15,Type II fCSA,-0.2174,-0.4831,0.085,0.1563372915049975,44
turquoise,P42765,ACAA2,0.7982,0.685,0.8738,7.88675800435224e-15,Type II fCSA,-0.0637,-0.3539,0.2377,0.6813807169656321,44
turquoise,Q8NI60,COQ8A,0.7978,0.6845,0.8735,8.293385471811202e-15,Type II fCSA,-0.2738,-0.5278,0.0252,0.07214193672143218,44
turquoise,Q9P0J1,PDP1,0.7941,0.679,0.8711,1.3540437753639321e-14,Type II fCSA,-0.4292,-0.644,-0.1517,0.0036456816600334593,44
turquoise,Q9Y3D2,MSRB2,0.7894,0.6722,0.868,2.4725375606524674e-14,Type II fCSA,-0.2954,-0.5445,0.0016,0.051558927367211606,44
turquoise,P55084,HADHB,0.7841,0.6645,0.8646,4.8014810376248535e-14,Type II fCSA,-0.2633,-0.5195,0.0365,0.08422828810889417,44
turquoise,Q9NSE4,IARS2,0.7837,0.6639,0.8643,5.057985676180637e-14,Type II fCSA,-0.105,-0.3898,0.198,0.49738862950415885,44
turquoise,Q9P2R7,SUCLA2,0.7797,0.6581,0.8617,8.240358426453306e-14,Type II fCSA,0.0155,-0.2827,0.3109,0.9206723048426797,44
turquoise,P49748,ACADVL,0.7793,0.6575,0.8614,8.643818899381498e-14,Type II fCSA,-0.258,-0.5154,0.0421,0.09086630988684985,44
turquoise,Q5HYK3,COQ5,0.7784,0.6562,0.8608,9.626457913885007e-14,Type II fCSA,-0.1614,-0.4373,0.1423,0.2952999532902124,44
turquoise,Q99807,COQ7,0.7781,0.6557,0.8606,1.0029720336059634e-13,Type II fCSA,-0.4074,-0.6283,-0.1258,0.006050363251752181,44
turquoise,P05166,PCCB,0.7747,0.6509,0.8584,1.4915068011524627e-13,Type II fCSA,-0.2386,-0.5001,0.0627,0.11874904746527828,44
turquoise,O75390,CS,0.7726,0.6478,0.857,1.9106260219723367e-13,Type II fCSA,-0.1168,-0.3998,0.1866,0.4503635484823938,44
turquoise,P24752,ACAT1,0.7705,0.6448,0.8556,2.4285688754925704e-13,Type II fCSA,-0.4899,-0.6869,-0.2258,7.378707953511889e-4,44
turquoise,Q9BSH4,TACO1,0.7682,0.6415,0.8541,3.1673618654417583e-13,Type II fCSA,-0.0693,-0.3588,0.2324,0.6549486753743409,44
turquoise,P33121,ACSL1,0.7627,0.6337,0.8505,5.846696687584641e-13,Type II fCSA,-0.0578,-0.3487,0.2432,0.7092721619670932,44
turquoise,Q96RQ3,MCCC1,0.7576,0.6264,0.8471,1.0205918224070859e-12,Type II fCSA,-0.2095,-0.4767,0.0932,0.17226512223989363,44
turquoise,Q9Y4W6,AFG3L2,0.7534,0.6204,0.8443,1.5991945810019268e-12,Type II fCSA,-0.0901,-0.3769,0.2125,0.5607689030029603,44
green,P28331,NDUFS1,0.9472,0.9135,0.9679,2.521233933544794e-31,VL Thickness,0.004,-0.2461,0.2535,0.9756664686378735,62
green,P49821,NDUFV1,0.9268,0.881,0.9554,3.31670843610961e-27,VL Thickness,0.0141,-0.2365,0.2629,0.913538710029789,62
green,O95298,NDUFC2,0.919,0.8686,0.9506,6.171599426776066e-26,VL Thickness,0.0126,-0.2379,0.2616,0.9223867986360137,62
green,O95168,NDUFB4,0.9183,0.8675,0.9501,7.963587841999423e-26,VL Thickness,-0.0761,-0.3198,0.177,0.5563858865099556,62
green,P19404,NDUFV2,0.9131,0.8593,0.9469,4.6956979165933e-25,VL Thickness,0.0022,-0.2477,0.2518,0.9863569015449014,62
green,O95167,NDUFA3,0.9124,0.8582,0.9465,5.933631593707727e-25,VL Thickness,-0.0931,-0.3351,0.1604,0.4715402612536179,62
green,O95182,NDUFA7,0.9089,0.8527,0.9443,1.8379352162940634e-24,VL Thickness,0.1318,-0.122,0.3694,0.3071030569648318,62
green,Q16718,NDUFA5,0.9053,0.8471,0.9421,5.513314849512009e-24,VL Thickness,-0.0159,-0.2646,0.2348,0.9024222127478267,62
green,O00217,NDUFS8,0.9052,0.8469,0.942,5.6486725015201154e-24,VL Thickness,-0.0527,-0.2986,0.1997,0.6839473271398275,62
green,O75251,NDUFS7,0.8988,0.837,0.938,3.6336753967461774e-23,VL Thickness,0.0825,-0.1708,0.3255,0.5240118720807656,62
green,Q16795,NDUFA9,0.8971,0.8342,0.9369,5.925070176035882e-23,VL Thickness,-0.0103,-0.2594,0.2401,0.9369252177569505,62
green,Q9Y6M9,NDUFB9,0.8953,0.8315,0.9358,9.671479559353921e-23,VL Thickness,-0.0033,-0.2529,0.2466,0.9795501003843805,62
green,O43676,NDUFB3,0.8934,0.8285,0.9346,1.6045771037634888e-22,VL Thickness,4e-4,-0.2493,0.2502,0.9972431410914592,62
green,P24311,COX7B,0.8913,0.8253,0.9333,2.7920751274120126e-22,VL Thickness,0.0395,-0.2124,0.2864,0.7605544793346342,62
green,O75489,NDUFS3,0.885,0.8156,0.9294,1.3723462918369406e-21,VL Thickness,-0.0987,-0.3401,0.1549,0.4453736310967471,62
green,P56181,NDUFV3,0.8813,0.8098,0.927,3.3750996797201527e-21,VL Thickness,-0.0032,-0.2528,0.2468,0.9803968828845883,62
green,O96000,NDUFB10,0.8806,0.8087,0.9266,3.993816723789725e-21,VL Thickness,-0.0075,-0.2568,0.2427,0.9539281053060101,62
green,P20674,COX5A,0.8784,0.8054,0.9252,6.6587330597409835e-21,VL Thickness,-0.019,-0.2675,0.2319,0.8836463112041825,62
green,P22695,UQCRC2,0.864,0.7833,0.9161,1.541735214011637e-19,VL Thickness,-0.0651,-0.3099,0.1877,0.6150153121525935,62
green,Q9UI09,NDUFA12,0.8638,0.783,0.916,1.6161650077426162e-19,VL Thickness,0.0662,-0.1867,0.3108,0.6092682555813116,62
green,P13073,COX4I1,0.8614,0.7792,0.9144,2.6581480270495354e-19,VL Thickness,-0.0913,-0.3335,0.1621,0.4801235216610751,62
green,P45880,VDAC2,0.8592,0.776,0.913,4.084252279210769e-19,VL Thickness,0.0202,-0.2307,0.2686,0.8761681885288606,62
green,P14854,COX6B1,0.8588,0.7753,0.9128,4.431496209252643e-19,VL Thickness,0.0297,-0.2217,0.2774,0.8186906603429353,62
green,P00403,MT-CO2,0.8559,0.771,0.9109,7.770247423776972e-19,VL Thickness,0.0349,-0.2168,0.2822,0.7877243171612469,62
green,O43920,NDUFS5,0.8527,0.766,0.9089,1.4506732956520728e-18,VL Thickness,-0.0578,-0.3032,0.1948,0.6556768968424578,62
green,O95139,NDUFB6,0.8509,0.7634,0.9078,2.0055685029428748e-18,VL Thickness,-0.002,-0.2516,0.2479,0.9877040416754692,62
green,O75380,NDUFS6,0.8474,0.7581,0.9055,3.8138025344994974e-18,VL Thickness,-0.0339,-0.2813,0.2177,0.7935055746558619,62
green,O95169,NDUFB8,0.8462,0.7563,0.9048,4.7504380505540276e-18,VL Thickness,-0.0599,-0.3051,0.1928,0.6439035481166618,62
green,P17568,NDUFB7,0.8457,0.7556,0.9044,5.182196049423155e-18,VL Thickness,-0.0697,-0.314,0.1833,0.5904608794730477,62
green,P10606,COX5B,0.8449,0.7544,0.9039,5.963139831712646e-18,VL Thickness,0.1625,-0.0909,0.3962,0.2069253883397383,62
black,P18621,RPL17,0.9181,0.8671,0.95,8.621706600848652e-26,Age,-0.4831,-0.654,-0.2654,6.97533886750961e-5,62
black,P46777,RPL5,0.9165,0.8646,0.949,1.5102851286687685e-25,Age,-0.2911,-0.5042,-0.0446,0.02168720960046774,62
black,P05387,RPLP2,0.907,0.8497,0.9431,3.314663889607565e-24,Age,-0.1927,-0.4221,0.06,0.13350948961347323,62
black,P46779,RPL28,0.9042,0.8454,0.9414,7.672968198299448e-24,Age,-0.4303,-0.6141,-0.2023,4.8098989544654165e-4,62
black,P62906,RPL10A,0.9024,0.8426,0.9403,1.3020033881021675e-23,Age,-0.221,-0.4462,0.0304,0.08430288390291438,62
black,P84098,RPL19,0.8971,0.8342,0.9369,5.953363353246568e-23,Age,-0.3225,-0.5296,-0.0791,0.010582855775895645,62
black,Q02878,RPL6,0.8962,0.8328,0.9364,7.631804290567755e-23,Age,-0.3201,-0.5277,-0.0765,0.01119971192839273,62
black,P05388,RPLP0,0.891,0.8247,0.9331,3.069467979459398e-22,Age,-0.2708,-0.4876,-0.0226,0.033254657464902214,62
black,P18124,RPL7,0.8829,0.8123,0.9281,2.2891291922749356e-21,Age,-0.1424,-0.3787,0.1114,0.269689940546401,62
black,P36578,RPL4,0.8752,0.8004,0.9232,1.3919328888918863e-20,Age,-0.1603,-0.3943,0.0932,0.21325217178645156,62
black,P26373,RPL13,0.8652,0.7851,0.9168,1.2109511401155477e-19,Age,-0.2566,-0.4759,-0.0073,0.04409424418058923,62
black,P47914,RPL29,0.8612,0.779,0.9143,2.7451432231484455e-19,Age,-0.302,-0.513,-0.0564,0.01707253823096665,62
black,P40429,RPL13A,0.8593,0.7761,0.9131,4.0005285747313654e-19,Age,-0.2935,-0.5061,-0.0472,0.0206131430168662,62
black,P30050,RPL12,0.8401,0.7471,0.9008,1.3992840598429178e-17,Age,-0.1261,-0.3644,0.1277,0.3287119244063792,62
black,P62750,RPL23A,0.8331,0.7366,0.8963,4.5544395548104545e-17,Age,-0.4403,-0.6217,-0.214,3.4252444460163494e-4,62
black,P61513,RPL37A,0.8228,0.7213,0.8897,2.322151920232247e-16,Age,-0.3539,-0.5546,-0.1142,0.0047785881112845366,62
black,P50914,RPL14,0.8155,0.7105,0.885,6.987683212717952e-16,Age,-0.2936,-0.5062,-0.0473,0.020560277214031145,62
black,P62424,RPL7A,0.8127,0.7063,0.8832,1.0509342180878502e-15,Age,-0.36,-0.5594,-0.1211,0.00405543448154785,62
black,Q13061,TRDN,0.7989,0.6861,0.8742,7.164631067241314e-15,Age,-0.3372,-0.5413,-0.0954,0.007367362513941834,62
black,Q9Y3U8,RPL36,0.7948,0.68,0.8715,1.2400543914312764e-14,Age,-0.3426,-0.5457,-0.1015,0.00641839983508542,62
black,Q9UQ80,PA2G4,0.794,0.6789,0.8711,1.365963917760572e-14,Age,-0.1273,-0.3655,0.1265,0.3240680511206243,62
black,O75569,PRKRA,0.7929,0.6772,0.8703,1.5919892488669272e-14,Age,-0.1191,-0.3582,0.1347,0.3564491105550287,62
black,P62888,RPL30,0.7895,0.6724,0.8681,2.4394580565873574e-14,Age,-0.434,-0.6169,-0.2066,4.2465440551848343e-4,62
black,P27635,RPL10,0.789,0.6716,0.8678,2.593841798821693e-14,Age,-0.3904,-0.5833,-0.1559,0.0017050318740521107,62
black,P05386,RPLP1,0.7818,0.6612,0.8631,6.351243282138737e-14,Age,-0.3439,-0.5467,-0.103,0.006201421934733682,62
black,Q92901,RPL3L,0.7711,0.6457,0.856,2.2649748712450338e-13,Age,-0.1542,-0.389,0.0994,0.23148583562157368,62
black,Q86TC9,MYPN,0.7631,0.6343,0.8508,5.580541211340321e-13,Age,-0.2789,-0.4943,-0.0313,0.028140949934539288,62
black,Q92614,MYO18A,0.761,0.6312,0.8493,7.070823141288714e-13,Age,-0.2512,-0.4714,-0.0015,0.04891892360658573,62
black,P62913,RPL11,0.7563,0.6244,0.8462,1.182100406213112e-12,Age,-0.2009,-0.4292,0.0514,0.11734276727198666,62
black,P62917,RPL8,0.7498,0.6152,0.8419,2.346860913919505e-12,Age,-0.0491,-0.2952,0.2032,0.7046992446514573,62
pink,P25705,ATP5F1A,0.888,0.8201,0.9312,6.599809257035558e-22,Age,0.1292,-0.1246,0.3671,0.3168914536841889,62
pink,Q00325,SLC25A3,0.8585,0.7749,0.9126,4.674552891692249e-19,Age,-0.2034,-0.43120000000000003,0.0489,0.11291554169462845,62
pink,Q02218,OGDH,0.8555,0.7704,0.9107,8.3571186173220755e-19,Age,-0.0272,-0.2751,0.2241,0.8336611696168047,62
pink,P56385,ATP5ME,0.8515,0.7644,0.9082,1.7856333965745377e-18,Age,-0.178,-0.4096,0.0751,0.16631963150815238,62
pink,O75964,ATP5MG,0.8323,0.7353,0.8958,5.205861911599469e-17,Age,-0.0694,-0.3137,0.1836,0.5920597810178145,62
pink,Q9H7Z7,PTGES2,0.8048,0.6946,0.8781,3.2369749057326977e-15,Age,-0.0414,-0.2882,0.2106,0.7495475327118224,62
pink,P24539,ATP5PB,0.8008,0.6888,0.8754,5.598416490818807e-15,Age,-0.0995,-0.3408,0.154,0.4414092918546102,62
pink,P48047,ATP5PO,0.7801,0.6586,0.8619,7.875137137189587e-14,Age,0.1899,-0.0628,0.4198,0.13925083375562655,62
pink,P42704,LRPPRC,0.7759,0.6526,0.8592,1.2939064760737807e-13,Age,0.0053,-0.2448,0.2547,0.967284931212817,62
pink,Q96A26,FAM162A,0.7691,0.6429,0.8547,2.842823502498334e-13,Age,-0.0138,-0.2627,0.2368,0.9151065466905394,62
pink,O75947,ATP5PD,0.7685,0.642,0.8543,3.042258092942666e-13,Age,0.1232,-0.1306,0.3619,0.3399589776688542,62
pink,Q9Y5U8,MPC1,0.7674,0.6404,0.8536,3.459486443501801e-13,Age,0.0257,-0.2255,0.2737,0.8426658012090348,62
pink,P36542,ATP5F1C,0.7629,0.6339,0.8506,5.729347247332093e-13,Age,0.2538,0.0043,0.4736,0.04651206763922995,62
pink,O00483,NDUFA4,0.7564,0.6247,0.8463,1.1605105342187304e-12,Age,0.0631,-0.1896,0.3081,0.6258670032080265,62
pink,P05141,SLC25A5,0.7529,0.6196,0.8439,1.696008567217155e-12,Age,0.0481,-0.2041,0.2943,0.7104333849164692,62
pink,Q9GZT3,SLIRP,0.7411,0.6029,0.8361,5.699811139608877e-12,Age,0.0638,-0.189,0.3086,0.6223581965335538,62
pink,O95831,AIFM1,0.7392,0.6003,0.8349,6.836947566955832e-12,Age,-0.0663,-0.3109,0.1866,0.6086701272804453,62
pink,P06576,ATP5F1B,0.737,0.5972,0.8334,8.521338534181118e-12,Age,0.1297,-0.1241,0.3676,0.31494914098824384,62
pink,P03928,MT-ATP8,0.7341,0.5931,0.8314,1.1304415426569752e-11,Age,-0.1159,-0.3554,0.1379,0.36969299707203795,62
pink,O95563,MPC2,0.7213,0.5751,0.8228,3.7865988469944743e-11,Age,-0.1622,-0.3959,0.0913,0.20783599083850982,62
pink,P08559,PDHA1,0.72,0.5733,0.8219,4.25527555242127e-11,Age,-0.2449,-0.4661,0.0052,0.05508447635790132,62
pink,P11177,PDHB,0.7102,0.5597,0.8153,1.017983123151241e-10,Age,-0.0661,-0.3108,0.1867,0.6096543948602815,62
pink,Q9BUR5,APOO,0.7028,0.5495,0.8103,1.9233172413982608e-10,Age,0.1614,-0.0921,0.3952,0.21020293839761864,62
pink,O00330,PDHX,0.6785,0.5162,0.7937,1.367588325728775e-9,Age,-0.1518,-0.3869,0.1019,0.23898291437772187,62
pink,P56381,ATP5F1E,0.663,0.4952,0.7831,4.343462130627955e-9,Age,-0.0961,-0.3377,0.1575,0.4576799463300609,62
pink,Q7Z2W9,MRPL21,0.6538,0.4828,0.7767,8.353056576211328e-9,Age,-0.0304,-0.278,0.2211,0.8146917331136236,62
pink,Q9UGL1,KDM5B,0.6469,0.4737,0.7719,1.3427434331291928e-8,Age,-0.1762,-0.4081,0.0769,0.17060133638850228,62
pink,Q8WW59,SPRYD4,0.645,0.4711,0.7706,1.5274794061122003e-8,Age,0.0599,-0.1928,0.3051,0.643758627708797,62
pink,O14521,SDHD,0.6448,0.4709,0.7705,1.5473173413970986e-8,Age,0.0846,-0.1688,0.3274,0.5133952734686953,62
pink,P82663,MRPS25,0.635,0.4578,0.7636,2.9785894155155113e-8,Age,-0.0741,-0.318,0.179,0.5669218002837852,62
