uniprot_id,module,kME,GS,GS_pheno,gene,functional_group
P26038,blue,0.8889599415056675,0.1257416539558345,Type II fCSA,MSN,Other
Q00765,blue,0.886273657560762,0.11646823378246939,Type II fCSA,REEP5,Establishment of localization in cell
Q14204,blue,0.8449132970451256,0.27240939881084186,Type II fCSA,DYNC1H1,Microtubule process
Q14974,blue,0.8242704055811166,0.3081020354231442,Type II fCSA,KPNB1,Microtubule process
O75923,blue,0.819462297959891,0.025284252474306247,Type II fCSA,DYSF,Establishment of localization in cell
P10636,blue,0.8191165355961817,0.007715960300761805,Type II fCSA,MAPT,Microtubule process
P11142,blue,0.8027709837984702,0.10583837971893369,Type II fCSA,HSPA8,Protein folding
E9PAV3,blue,0.7913293822851893,0.26144647915497143,Type II fCSA,NACA,Other
P48643,blue,0.7860797398685999,0.04576022995730804,Type II fCSA,CCT5,Protein folding
P68363,blue,0.7788726603096454,-0.07990344615490322,Type II fCSA,TUBA1B,Microtubule process
P55072,blue,0.7725530405677846,0.08984346043546175,Type II fCSA,VCP,Microtubule process
P07437,blue,0.7700064982632094,-0.12086197989879201,Type II fCSA,TUBB,Microtubule process
P35998,blue,0.7659923665735849,0.23205114637617158,Type II fCSA,PSMC2,Protein catabolism
P45974,blue,0.7591867192206194,0.18575902356108953,Type II fCSA,USP5,Protein catabolism
Q99584,blue,0.7591061849659626,0.15536743082312457,Type II fCSA,S100A13,Establishment of localization in cell
P09936,blue,0.7551085575157886,0.125026435908624,Type II fCSA,UCHL1,Microtubule process
Q14315,blue,0.750980872463329,0.22311409573260033,Type II fCSA,FLNC,Other
P68104,blue,0.7503024745726583,0.27427186617081867,Type II fCSA,EEF1A1,Protein catabolism
Q99832,blue,0.7492671013296067,0.12287582457682203,Type II fCSA,CCT7,Protein folding
Q14232,blue,0.7463399926610231,0.33422883014656174,Type II fCSA,EIF2B1,Other
Q16082,blue,0.742317854431187,-0.0673921522388134,Type II fCSA,HSPB2,Protein folding
P06703,blue,0.740752233170036,0.15566031961961016,Type II fCSA,S100A6,Other
Q00610,blue,0.7342944420551701,0.12461376570824935,Type II fCSA,CLTC,Microtubule process
Q9Y3A3,blue,0.7296454935837472,0.12861870948475387,Type II fCSA,MOB4,Other
O75369,blue,0.7289337877125711,0.23778290980058947,Type II fCSA,FLNB,Other
P21333,blue,0.7288697386518128,0.16205852001085044,Type II fCSA,FLNA,Microtubule process
Q92973,blue,0.7282184610611923,0.1138964745397043,Type II fCSA,TNPO1,Establishment of localization in cell
O00499,blue,0.7232491073267754,0.028526688933018966,Type II fCSA,BIN1,Establishment of localization in cell
Q9Y696,blue,0.7180541207000736,0.024291910557496032,Type II fCSA,CLIC4,Other
P26641,blue,0.7159878864422405,0.32156679204616867,Type II fCSA,EEF1G,Other
Q9UHG3,brown,0.8681702413654725,-0.17317935637596746,Training,PCYOX1,Modification-dependent protein catabolism
O14983,brown,0.8405469656310677,0.05994463361053626,Training,ATP2A1,Other
Q93084,brown,0.8375971599562434,0.05055955790650142,Training,ATP2A3,Other
P10768,brown,0.7925550650187876,-0.10180223920205424,Training,ESD,Other
P25789,brown,0.7742923961528694,0.12270858698234755,Training,PSMA4,Modification-dependent protein catabolism
P63241,brown,0.7736804424757545,0.07988467402591934,Training,EIF5A,Other
P60900,brown,0.7575169760863467,0.13341425368844112,Training,PSMA6,Modification-dependent protein catabolism
Q5VU43,brown,0.7533299367659853,0.12391889344424215,Training,PDE4DIP,Endomembrane system org.
O75298,brown,0.7532050173875459,-0.056535254517425894,Training,RTN2,Endomembrane system org.
P49773,brown,0.7527917124148945,0.08405090580672023,Training,HINT1,Other
P28072,brown,0.742460355434766,0.011750567910918937,Training,PSMB6,Modification-dependent protein catabolism
P25787,brown,0.7401277132205797,0.06293676870592411,Training,PSMA2,Modification-dependent protein catabolism
P28074,brown,0.7382552170217174,0.022592684793755945,Training,PSMB5,Modification-dependent protein catabolism
P60174,brown,0.7295004877322714,-0.03598142835883551,Training,TPI1,Carbohydrate catabolism
P49720,brown,0.7201368855742429,0.10095021310938318,Training,PSMB3,Modification-dependent protein catabolism
P61019,brown,0.7163398785534212,-0.19204776728566542,Training,RAB2A,Endomembrane system org.
P48147,brown,0.710431260707666,-0.17896927540623064,Training,PREP,Other
Q9NQC3,brown,0.7088147823337861,-0.17995029684108263,Training,RTN4,Intracellular signaling cassette
P18669,brown,0.703529554454255,-0.017096539830849793,Training,PGAM1,Carbohydrate catabolism
P08237,brown,0.702394456904655,0.06554875210676674,Training,PFKM,Carbohydrate catabolism
O43826,brown,0.6989553650175756,0.005271593966439121,Training,SLC37A4,Other
P10644,brown,0.6971174956663453,0.0846714302048592,Training,PRKAR1A,Intracellular signaling cassette
P61586,brown,0.6933066590836323,-0.1794199918900229,Training,RHOA,Intracellular signaling cassette
Q15843,brown,0.6870685538939918,0.02810026430078738,Training,NEDD8,Modification-dependent protein catabolism
P21695,brown,0.6863934346675276,-0.07376173403055476,Training,GPD1,Carbohydrate catabolism
P13861,brown,0.6810077715565317,0.06910862812520407,Training,PRKAR2A,Intracellular signaling cassette
Q96RK4,brown,0.680960050637657,-0.11543336427696287,Training,BBS4,Other
Q9P2T1,brown,0.6800671881981211,0.08705585931711371,Training,GMPR2,Other
P62942,brown,0.6793596612101231,-0.07926842256679453,Training,FKBP1A,Intracellular signaling cassette
O60763,brown,0.6772670817947662,-0.1761946021981811,Training,USO1,Intracellular signaling cassette
P38117,turquoise,0.9262326354226931,-0.261874095404764,Type II fCSA,ETFB,Organic acid catabolism
P48735,turquoise,0.9072034579796627,-0.3400086551433264,Type II fCSA,IDH2,Oxoacid metabolism
P51649,turquoise,0.901065516734416,-0.2667877984764183,Type II fCSA,ALDH5A1,Organic acid catabolism
P13804,turquoise,0.8975473806966981,-0.25865950762367934,Type II fCSA,ETFA,Organic acid catabolism
P43155,turquoise,0.8943115272646918,-0.30200281159490394,Type II fCSA,CRAT,Organic acid catabolism
Q16762,turquoise,0.8680954772525398,-0.24671444340328266,Type II fCSA,TST,Organic acid catabolism
Q99798,turquoise,0.8670324386367652,-0.2879558584741478,Type II fCSA,ACO2,Oxoacid metabolism
P35914,turquoise,0.8414205020311746,-0.4624507971413361,Type II fCSA,HMGCL,Organic acid catabolism
P00505,turquoise,0.8353151001578336,-0.07776535185935388,Type II fCSA,GOT2,Organic acid catabolism
P07954,turquoise,0.8310233759222672,-0.23395747180868606,Type II fCSA,FH,Oxoacid metabolism
P30405,turquoise,0.8269136288385496,-0.10128560418004733,Type II fCSA,PPIF,Other
O95822,turquoise,0.8222486157489189,-0.3018137019036871,Type II fCSA,MLYCD,Organic acid catabolism
Q16595,turquoise,0.8086155268565215,-0.21738883539586584,Type II fCSA,FXN,Other
P42765,turquoise,0.7982158106374021,-0.06366723426775142,Type II fCSA,ACAA2,Organic acid catabolism
Q8NI60,turquoise,0.797837936511361,-0.2737680176970426,Type II fCSA,COQ8A,Small molecule metabolism
Q9P0J1,turquoise,0.7941110174389003,-0.4292129664913936,Type II fCSA,PDP1,Other
Q9Y3D2,turquoise,0.7894262756023083,-0.29540832307179193,Type II fCSA,MSRB2,Other
P55084,turquoise,0.7841219670807853,-0.26326909482486494,Type II fCSA,HADHB,Organic acid catabolism
Q9NSE4,turquoise,0.7836996232071889,-0.10504389187767649,Type II fCSA,IARS2,Other
Q9P2R7,turquoise,0.7796925640080301,0.015457396845300156,Type II fCSA,SUCLA2,Oxoacid metabolism
P49748,turquoise,0.7792955817801569,-0.25799625783525165,Type II fCSA,ACADVL,Organic acid catabolism
Q5HYK3,turquoise,0.778398376180036,-0.16138454700374352,Type II fCSA,COQ5,Small molecule metabolism
Q99807,turquoise,0.7780553185662566,-0.4074350438314129,Type II fCSA,COQ7,Small molecule metabolism
P05166,turquoise,0.7747064436513936,-0.23864343349773992,Type II fCSA,PCCB,Organic acid catabolism
O75390,turquoise,0.7725870955869962,-0.11676309224883231,Type II fCSA,CS,Oxoacid metabolism
P24752,turquoise,0.7705123632958023,-0.48986536146721316,Type II fCSA,ACAT1,Organic acid catabolism
Q9BSH4,turquoise,0.7681896152782975,-0.0692859769442679,Type II fCSA,TACO1,Other
P33121,turquoise,0.7627243808479316,-0.057824405618421816,Type II fCSA,ACSL1,Oxoacid metabolism
Q96RQ3,turquoise,0.7576274147675139,-0.2095150841480352,Type II fCSA,MCCC1,Organic acid catabolism
Q9Y4W6,turquoise,0.7534253257052276,-0.0901099491180464,Type II fCSA,AFG3L2,Other
