uniprot_id,module,kME,GS,GS_pheno,gene,functional_group
P28331,green,0.9471731144673075,0.003954254060615843,VL Thickness,NDUFS1,Atp synthesis coupled electron transport
P49821,green,0.926815435596574,0.014074941202773736,VL Thickness,NDUFV1,Atp synthesis coupled electron transport
O95298,green,0.9190185164122933,0.01262986395992912,VL Thickness,NDUFC2,Atp synthesis coupled electron transport
O95168,green,0.9182988670704946,-0.07614481528261631,VL Thickness,NDUFB4,Atp synthesis coupled electron transport
P19404,green,0.9131012107107693,0.0022168047000709415,VL Thickness,NDUFV2,Atp synthesis coupled electron transport
O95167,green,0.9123904160916683,-0.09313328029364366,VL Thickness,NDUFA3,Atp synthesis coupled electron transport
O95182,green,0.9088692052266104,0.13182333927433698,VL Thickness,NDUFA7,Atp synthesis coupled electron transport
Q16718,green,0.9053054941783827,-0.015892938386654516,VL Thickness,NDUFA5,Atp synthesis coupled electron transport
O00217,green,0.9052251785644583,-0.052736784836774624,VL Thickness,NDUFS8,Atp synthesis coupled electron transport
O75251,green,0.8988423847624111,0.08246128466129492,VL Thickness,NDUFS7,Atp synthesis coupled electron transport
Q16795,green,0.8970917243266999,-0.010258673361514127,VL Thickness,NDUFA9,Atp synthesis coupled electron transport
Q9Y6M9,green,0.8953052105524353,-0.00332300753819631,VL Thickness,NDUFB9,Atp synthesis coupled electron transport
O43676,green,0.8934248785710988,4.4792899156434474e-4,VL Thickness,NDUFB3,Atp synthesis coupled electron transport
P24311,green,0.8913265136247726,0.03949224162698266,VL Thickness,COX7B,Atp synthesis coupled electron transport
O75489,green,0.8850468345541073,-0.09869172503777461,VL Thickness,NDUFS3,Atp synthesis coupled electron transport
P56181,green,0.8813282207143045,-0.0031853819911853917,VL Thickness,NDUFV3,Atp synthesis coupled electron transport
O96000,green,0.8806185531594283,-0.007489715412552642,VL Thickness,NDUFB10,Atp synthesis coupled electron transport
P20674,green,0.8784354558105886,-0.018970679055816585,VL Thickness,COX5A,Atp synthesis coupled electron transport
P22695,green,0.864041740922961,-0.06512940926431492,VL Thickness,UQCRC2,Atp synthesis coupled electron transport
Q9UI09,green,0.8638122943810996,0.06618781763502962,VL Thickness,NDUFA12,Atp synthesis coupled electron transport
P13073,green,0.8613651977246956,-0.09134653287994128,VL Thickness,COX4I1,Atp synthesis coupled electron transport
P45880,green,0.8592146545863683,0.020199305234315575,VL Thickness,VDAC2,Other
P14854,green,0.8588020312366642,0.029710370649333802,VL Thickness,COX6B1,Atp synthesis coupled electron transport
P00403,green,0.8559266035280041,0.034896696668742136,VL Thickness,MT-CO2,Atp synthesis coupled electron transport
O43920,green,0.8526552180741174,-0.05775613694818224,VL Thickness,NDUFS5,Atp synthesis coupled electron transport
O95139,green,0.850926291606087,-0.0019978962402210365,VL Thickness,NDUFB6,Atp synthesis coupled electron transport
O75380,green,0.8474299805753458,-0.03392453399830398,VL Thickness,NDUFS6,Atp synthesis coupled electron transport
O95169,green,0.8462149020583609,-0.05987127287628767,VL Thickness,NDUFB8,Atp synthesis coupled electron transport
P17568,green,0.8457306703809027,-0.06968237450367047,VL Thickness,NDUFB7,Atp synthesis coupled electron transport
P10606,green,0.8449458152262296,0.16252181019732603,VL Thickness,COX5B,Atp synthesis coupled electron transport
P18621,black,0.9180733496507713,-0.4831084271462768,Age,RPL17,Cytoplasmic translation
P46777,black,0.9164625658591237,-0.2911447126720615,Age,RPL5,Cytoplasmic translation
P05387,black,0.906973970335272,-0.19268233607590207,Age,RPLP2,Cytoplasmic translation
P46779,black,0.9042047794907572,-0.43033966796870904,Age,RPL28,Cytoplasmic translation
P62906,black,0.9024158134381849,-0.22101141879858205,Age,RPL10A,Cytoplasmic translation
P84098,black,0.897074511240592,-0.3224747945181633,Age,RPL19,Cytoplasmic translation
Q02878,black,0.8961728550192053,-0.3201132881134501,Age,RPL6,Cytoplasmic translation
P05388,black,0.8909633407404736,-0.27081904748475405,Age,RPLP0,Cytoplasmic translation
P18124,black,0.8829480518039311,-0.14236157205159714,Age,RPL7,Cytoplasmic translation
P36578,black,0.8752110224798703,-0.16031136542215485,Age,RPL4,Cytoplasmic translation
P26373,black,0.8652105153259533,-0.2565996043903048,Age,RPL13,Cytoplasmic translation
P47914,black,0.8612051918302772,-0.3019509206291051,Age,RPL29,Cytoplasmic translation
P40429,black,0.8593191831885876,-0.2934711913216512,Age,RPL13A,Cytoplasmic translation
P30050,black,0.840081844774333,-0.12611287458727688,Age,RPL12,Cytoplasmic translation
P62750,black,0.8330742628930843,-0.440260373916583,Age,RPL23A,Cytoplasmic translation
P61513,black,0.8228399155075575,-0.35387013439589776,Age,RPL37A,Cytoplasmic translation
P50914,black,0.8155252519666636,-0.2935883380011272,Age,RPL14,Cytoplasmic translation
P62424,black,0.8127306730363429,-0.3599794649148416,Age,RPL7A,Cytoplasmic translation
Q13061,black,0.7989353896295852,-0.33716446256067933,Age,TRDN,Other
Q9Y3U8,black,0.7947852631747232,-0.3425817424628345,Age,RPL36,Cytoplasmic translation
Q9UQ80,black,0.7940436793551712,-0.1273194258873755,Age,PA2G4,Other
O75569,black,0.7928632337979364,-0.11911996562441449,Age,PRKRA,Other
P62888,black,0.7895323787559793,-0.43401496798879485,Age,RPL30,Cytoplasmic translation
P27635,black,0.7890484872996082,-0.3904417285135997,Age,RPL10,Cytoplasmic translation
P05386,black,0.7818408263760486,-0.34391847835851913,Age,RPLP1,Cytoplasmic translation
Q92901,black,0.7711177963804781,-0.15418790732614499,Age,RPL3L,Other
Q86TC9,black,0.7631449834139862,-0.27892304806211704,Age,MYPN,Other
Q92614,black,0.7609992378272291,-0.2511872638999226,Age,MYO18A,Other
P62913,black,0.756262137727497,-0.2009401900585001,Age,RPL11,Cytoplasmic translation
P62917,black,0.7497688957119121,-0.049101312882167195,Age,RPL8,Cytoplasmic translation
P25705,pink,0.8879804505648,0.12920581998766018,Age,ATP5F1A,Purine-containing compound biosynthesis
Q00325,pink,0.8585313122052682,-0.20335219961004486,Age,SLC25A3,Other
Q02218,pink,0.8555491596617066,-0.02722010490714228,Age,OGDH,Other
P56385,pink,0.8515488272803003,-0.1779993904799387,Age,ATP5ME,Purine-containing compound biosynthesis
O75964,pink,0.8322594256670475,-0.06938338522887492,Age,ATP5MG,Purine-containing compound biosynthesis
Q9H7Z7,pink,0.8047793774314855,-0.041367527921001235,Age,PTGES2,Other
P24539,pink,0.80077058016778,-0.09954938814181147,Age,ATP5PB,Purine-containing compound biosynthesis
P48047,pink,0.7800682996885934,0.18993200495324963,Age,ATP5PO,Purine-containing compound biosynthesis
P42704,pink,0.7759124659177636,0.005316922093832582,Age,LRPPRC,Mitochondrial gene expression
Q96A26,pink,0.769138261727631,-0.013818761489989437,Age,FAM162A,Mitochondrion org.
O75947,pink,0.7685437856646606,0.12323458380376982,Age,ATP5PD,Purine-containing compound biosynthesis
Q9Y5U8,pink,0.7674120903807812,0.02572699439932523,Age,MPC1,Other
P36542,pink,0.7629075225795955,0.25382967503568243,Age,ATP5F1C,Purine-containing compound biosynthesis
O00483,pink,0.756433930164442,0.06314236388895281,Age,NDUFA4,Other
P05141,pink,0.7528691120629154,0.048103500358827544,Age,SLC25A5,Other
Q9GZT3,pink,0.7410634589383095,0.06378324998363658,Age,SLIRP,Mitochondrion org.
O95831,pink,0.739235007644526,-0.06629821948217773,Age,AIFM1,Other
P06576,pink,0.7370008587539721,0.1297210442907979,Age,ATP5F1B,Purine-containing compound biosynthesis
P03928,pink,0.7341004726932061,-0.11589937505233643,Age,MT-ATP8,Purine-containing compound biosynthesis
O95563,pink,0.721256059802779,-0.1622007517634012,Age,MPC2,Purine-containing compound biosynthesis
P08559,pink,0.7199772656613734,-0.2448732184302715,Age,PDHA1,Purine-containing compound biosynthesis
P11177,pink,0.7101908824071803,-0.06611656944308755,Age,PDHB,Purine-containing compound biosynthesis
Q9BUR5,pink,0.7027900573260116,0.16137084217695058,Age,APOO,Mitochondrion org.
O00330,pink,0.6784626169948338,-0.151767287984567,Age,PDHX,Purine-containing compound biosynthesis
P56381,pink,0.6629632271584269,-0.09605592686523094,Age,ATP5F1E,Purine-containing compound biosynthesis
Q7Z2W9,pink,0.6537713167206992,-0.030377348054779568,Age,MRPL21,Mitochondrial gene expression
Q9UGL1,pink,0.6468971918358736,-0.17624607418165902,Age,KDM5B,Other
Q8WW59,pink,0.6450000594684417,0.059897404730462143,Age,SPRYD4,Other
O14521,pink,0.6448094236190742,0.08457448060322839,Age,SDHD,Purine-containing compound biosynthesis
P82663,pink,0.6349563011909386,-0.0741275076076971,Age,MRPS25,Mitochondrial gene expression
