pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
GOSLIM_PROTEIN_FOLDING,3.4837779812560724e-09,3.135400183130465e-8,0.7749390301364363,0.5530507298806538,2.3445485979980765,89,CCT6A;CCT5;HSPB6;CCT8;HSPB1;CCT2;CCT7;PDIA3;TXNDC5;CCT4;DNAJA2;HYOU1;CANX;TCP1;CCT3;HSPB2;HSPA4;DNAJA4;HSP90B1;HSPA8;UNC45B;TBCB;CRYAB;HSPA5;HSP90AB1;DNAJA1;BAG3;AHSA1;ERO1A;RUVBL2;CALR;PDCD5;PDIA4;HSPE1;P4HB;LMAN1;CSNK2A1;CLU;PPIA;HSPA2;PPIB;CHCHD4;HSPD1;HSPA9;FKBP4;NGLY1;BAG2,GO Slim,Training_Young,1,-1.8333333333333428,18.49999999999999,8.333333333333323,-0.03199770295322954,0.32288591161895075,0.14544410433286062,6.31842062700779,Protein Folding
GOSLIM_TRNA_METABOLIC_PROCESS,7.355975805377533e-5,4.965283668629834e-4,0.5384340963099162,0.550918388430815,1.990141233372912,39,VARS1;FARSB;EPRS1;QARS1;DARS1;FARSA;TARS1;RTCB;DDX1;HARS1;SARS1;FAM98A;AARS1;MARS1,GO Slim,Training_Young,2,21.49999999999999,41.83333333333332,31.666666666666657,0.37524578917878065,0.7301294037509609,0.5526875964648709,5.677595114766329,"tRNA
Metabolism"
HALLMARK_MYC_TARGETS_V1,1.340043431504587e-4,0.00281409120615963,0.5188480777437918,0.3870592202704254,1.740012759718041,128,CCT5;EPRS1;KPNB1;ABCE1;HPRT1;TOMM70;CCT2;CCT7;CCT4;SLC25A3;CANX;TCP1;CCT3;PRDX3;TUFM;RPS6;SSBP1;EEF1B2;AIMP2;HSP90AB1;RPS2;NME1;EIF3J;PSMD1;ETF1;RUVBL2;PSMC6;PSMD3;PSMA7;TARDBP;HDDC2;HSPE1;PSMA6;DHX15;FAM120A;RAN;PSMC4;EIF2S1;PPIA;PSMB3;EIF1AX;RPS3;SRM;HSPD1;YWHAQ;PSMA1;RPL14;RPL34;RAD23B;PSMD14;YWHAE;PSMD8,Hallmark,Training_Young,3,44.83333333333332,65.16666666666666,54.999999999999986,0.7824892813107909,1.1373728958829712,0.9599310885968809,5.498816199821656,"MYC Targets
V1"
GOSLIM_MICROTUBULE-BASED_MOVEMENT,0.00133517204961961,0.00600827422328824,0.45505986738722953,0.48485289328411385,1.8206728446501996,48,DYNC1H1;DYNLT1;DYNC1LI1;DYNC1I2;UCHL1;KPNB1;HSPB1;ACTR2;RAB6A;MAPT;KIF5B;DNAJA1;BAG3;TUBB4B;MAP4;DYNC1LI2;KTN1;ARL3,GO Slim,Training_Young,4,68.16666666666666,88.49999999999999,78.33333333333331,1.1897327734428012,1.5446163880149815,1.367174580728891,5.402768753710059,"MT-Based
Movement"
HALLMARK_MITOTIC_SPINDLE,7.646898606393486e-4,0.00667792021312626,0.47727081536286214,0.533016301800723,1.8699320233048555,35,DYNC1H1;FSCN1;EZR;BIN1;MARCKS;FLNA;KIF5B;VCL;GSN;FLNB;SPTBN1;SPTAN1;PXN;PAFAH1B1;SEPTIN9;LRPPRC;CTTN;CLIP1;YWHAE;MAPRE1,Hallmark,Training_Young,5,91.49999999999999,111.83333333333331,101.66666666666666,1.5969762655748112,1.9518598801469915,1.7744180728609014,5.388029032857272,"Mitotic
Spindle"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,7.949905015626505e-4,0.00667792021312626,0.47727081536286214,0.5532304058473411,1.907896504445653,32,DCTN1;TARS1;TUBB2A;HYOU1;KIF5B;DNAJA4;HSP90B1;HSPA5;PREB;YWHAZ;BAG3;ERO1A;CALR;RPS14;EIF2S1,Hallmark,Training_Young,6,114.83333333333331,135.16666666666666,124.99999999999999,2.0042197577068213,2.3591033722790016,2.1816615649929116,5.388029032857272,UPR
GOSLIM_CHROMOSOME_SEGREGATION,0.00575850278927478,0.02221136790148847,0.25663501697244306,0.4308297239177462,1.6489779008577228,52,DYNC1H1;DYNC1LI1;USP9X;DCTN2;KPNB1;TUBB;ACTR2;FLNA;DDB1;PPP2R1A,GO Slim,Training_Young,7,138.16666666666666,158.5,148.33333333333334,2.4114632498388318,2.7663468644110125,2.5889050571249226,5.176520934138922,"Chromosome
Segregation"
HALLMARK_MTORC1_SIGNALING,0.0039426523297491,0.02365591397849462,0.3107769199772489,0.3818646583705335,1.609170724877067,86,CCT6A;EPRS1;HPRT1;ACTR2;GBE1;CANX;HSPA4;HSP90B1;SERPINH1;GAPDH;ACSL3;PSMC2;HSPA5;ACACA;GSR;PSMA3;ETF1;ERO1A;CALR;PSMC6;STIP1;YKT6;HSPE1;PSMC4;NAMPT;CACYBP;PPIA;PSMD13;PSMB5;UFM1;HSPD1;HSPA9;ACTR3;RDH11;PSMD14;PFKL;GPI,Hallmark,Training_Young,8,161.5,181.83333333333334,171.66666666666666,2.8187067419708423,3.1735903565430226,2.996148549256932,5.161494475910744,"mTORC1
Signaling"
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,4.308607279601963e-10,6.215118386017819e-9,0.8140358378479079,-0.41233583503880655,-2.076653413627575,223,NDUFA3;NDUFV2;NDUFA6;NDUFS7;MT-ND1;NDUFS6;NDUFB7;MT-CO3;NDUFB4;MT-ND4;NDUFB9;NDUFB6;COX7B;NDUFB10;NDUFS1;MT-ND3;NDUFB3;NDUFA8;NDUFV1;NDUFS3;NDUFA2;NDUFA9;NDUFC2;COX6B1;NDUFS5;NDUFA12;NDUFB5;MT-CO2;NDUFA5;EPM2A;NDUFS2;NDUFS8;COL6A1;COX5B;NDUFA7;SORBS1;NDUFA10;UQCR11;COX6C;NDUFB11;NDUFS4;NDUFB8;COX7A1;MT-ND2;NDUFAB1;COX4I1;NDUFB1;COQ9;IDH1;COX7C;PPP1CC;MT-CO1;NDUFV3;COX5A;TALDO1;SIRT3;COX7A2;ACTN3;COQ10A;NIPSNAP2;MDH1;GNPDA1;NDUFA13;COX6A2;BPGM;COA6;CYCS;NDUFA1;LYRM7;CYC1;RBKS;MACROH2A1;UQCRQ;STAT3;UQCRC2;ADSL,GO Slim,Training_Young,9,189.83333333333334,210.16666666666669,200.00000000000003,3.3132166967025687,3.6681003112747494,3.49065850398866,6.3999999999999995,"Gen. of
Precursor
Metabolites"
GOSLIM_MITOCHONDRION_ORGANIZATION,4.603791397050236e-10,6.215118386017819e-9,0.8140358378479079,-0.455927765926413,-2.205677843988583,163,TOMM22;NDUFA3;NDUFA6;NDUFS7;MT-ND1;NDUFB7;NDUFB4;MT-ND4;NDUFB9;NDUFB6;NDUFB10;NDUFS1;NDUFB3;NDUFA8;NDUFS3;NDUFA2;TOMM40;NDUFA9;NDUFC2;NDUFS5;NDUFA12;NDUFB5;TMEM11;GGCT;NDUFA5;EPM2A;NDUFS2;NDUFS8;COL6A1;NDUFA10;NDUFB11;GPX1;VDAC2;NDUFS4;NDUFB8;COX7A1;MT-ND2;NDUFAB1;MTX2;LMNA;RALA;NDUFB1;MFN1;CHCHD7;MCU;PSMD10;CAV2;ATPAF2;COX7A2;DCN;PARP1;NIPSNAP2;TIMM8A;NDUFA13;CHCHD3;NDUFA1;MICOS10;LYRM7;IMMT;ATAD3A,GO Slim,Training_Young,10,213.16666666666669,233.50000000000003,223.33333333333334,3.720460188834579,4.07534380340676,3.8979019961206696,6.3999999999999995,Mito. Org.
