classifier,fpr,tpr
Pre,1,1
Pre,1,0.9333333333333333
Pre,0.9333333333333333,0.9333333333333333
Pre,0.8666666666666667,0.9333333333333333
Pre,0.8,0.9333333333333333
Pre,0.7333333333333334,0.9333333333333333
Pre,0.7333333333333334,0.8666666666666667
Pre,0.6666666666666667,0.8666666666666667
Pre,0.6,0.8666666666666667
Pre,0.5333333333333333,0.8666666666666667
Pre,0.4666666666666667,0.8666666666666667
Pre,0.4,0.8666666666666667
Pre,0.33333333333333337,0.8666666666666667
Pre,0.2666666666666667,0.8666666666666667
Pre,0.2666666666666667,0.8
Pre,0.19999999999999996,0.8
Pre,0.1333333333333333,0.8
Pre,0.06666666666666665,0.8
Pre,0.06666666666666665,0.7333333333333333
Pre,0.06666666666666665,0.6666666666666666
Pre,0.06666666666666665,0.6
Pre,0.06666666666666665,0.5333333333333333
Pre,0.06666666666666665,0.4666666666666667
Pre,0.06666666666666665,0.4
Pre,0.06666666666666665,0.3333333333333333
Pre,0.06666666666666665,0.26666666666666666
Pre,0.06666666666666665,0.2
Pre,0.06666666666666665,0.13333333333333333
Pre,0.06666666666666665,0.06666666666666667
Pre,0,0.06666666666666667
Pre,0,0
Post,1,1
Post,1,0.9333333333333333
Post,0.9333333333333333,0.9333333333333333
Post,0.8666666666666667,0.9333333333333333
Post,0.8,0.9333333333333333
Post,0.7333333333333334,0.9333333333333333
Post,0.6666666666666667,0.9333333333333333
Post,0.6,0.9333333333333333
Post,0.5333333333333333,0.9333333333333333
Post,0.4666666666666667,0.9333333333333333
Post,0.4,0.9333333333333333
Post,0.33333333333333337,0.9333333333333333
Post,0.2666666666666667,0.9333333333333333
Post,0.19999999999999996,0.9333333333333333
Post,0.1333333333333333,0.9333333333333333
Post,0.1333333333333333,0.8666666666666667
Post,0.1333333333333333,0.8
Post,0.1333333333333333,0.7333333333333333
Post,0.1333333333333333,0.6666666666666666
Post,0.1333333333333333,0.6
Post,0.1333333333333333,0.5333333333333333
Post,0.1333333333333333,0.4666666666666667
Post,0.1333333333333333,0.4
Post,0.1333333333333333,0.3333333333333333
Post,0.1333333333333333,0.26666666666666666
Post,0.1333333333333333,0.2
Post,0.1333333333333333,0.13333333333333333
Post,0.1333333333333333,0.06666666666666667
Post,0.1333333333333333,0
Post,0,0
DeltaME,1,1
DeltaME,1,0.9333333333333333
DeltaME,1,0.8666666666666667
DeltaME,0.9333333333333333,0.8666666666666667
DeltaME,0.9333333333333333,0.8
DeltaME,0.8666666666666667,0.8
DeltaME,0.8,0.8
DeltaME,0.7333333333333334,0.8
DeltaME,0.7333333333333334,0.7333333333333333
DeltaME,0.6666666666666667,0.7333333333333333
DeltaME,0.6,0.7333333333333333
DeltaME,0.6,0.6666666666666666
DeltaME,0.6,0.6
DeltaME,0.6,0.5333333333333333
DeltaME,0.5333333333333333,0.5333333333333333
DeltaME,0.4666666666666667,0.5333333333333333
DeltaME,0.4666666666666667,0.4666666666666667
DeltaME,0.4666666666666667,0.4
DeltaME,0.4,0.4
DeltaME,0.4,0.3333333333333333
DeltaME,0.4,0.26666666666666666
DeltaME,0.4,0.2
DeltaME,0.4,0.13333333333333333
DeltaME,0.33333333333333337,0.13333333333333333
DeltaME,0.2666666666666667,0.13333333333333333
DeltaME,0.19999999999999996,0.13333333333333333
DeltaME,0.1333333333333333,0.13333333333333333
DeltaME,0.06666666666666665,0.13333333333333333
DeltaME,0.06666666666666665,0.06666666666666667
DeltaME,0.06666666666666665,0
DeltaME,0,0
Combined,1,1
Combined,0.9333333333333333,1
Combined,0.8666666666666667,1
Combined,0.8,1
Combined,0.7333333333333334,1
Combined,0.6666666666666667,1
Combined,0.6,1
Combined,0.5333333333333333,1
Combined,0.4666666666666667,1
Combined,0.4,1
Combined,0.33333333333333337,1
Combined,0.2666666666666667,1
Combined,0.19999999999999996,1
Combined,0.19999999999999996,0.9333333333333333
Combined,0.1333333333333333,0.9333333333333333
Combined,0.1333333333333333,0.8666666666666667
Combined,0.06666666666666665,0.8666666666666667
Combined,0.06666666666666665,0.8
Combined,0.06666666666666665,0.7333333333333333
Combined,0.06666666666666665,0.6666666666666666
Combined,0.06666666666666665,0.6
Combined,0.06666666666666665,0.5333333333333333
Combined,0.06666666666666665,0.4666666666666667
Combined,0.06666666666666665,0.4
Combined,0.06666666666666665,0.3333333333333333
Combined,0.06666666666666665,0.26666666666666666
Combined,0.06666666666666665,0.2
Combined,0.06666666666666665,0.13333333333333333
Combined,0.06666666666666665,0.06666666666666667
Combined,0.06666666666666665,0
Combined,0,0
