module_color,x,y,module
purple,-0.5656455299228333,3.2813986421401538,Purple
yellow,-2.329935844445812,-2.243718029876007,Muscle Contraction
black,-1.1200312817986406,2.8964184563081647,Translation Machinery
green,2.3776282967974725,1.8584953097077777,Oxidative Phosphorylation
