subject_key,PC1,PC2,age,correct
OP_S06,-2.3961672922818713,-2.2638637492982956,Old,TRUE
OP_S11,1.597063086258501,0.45818790585183566,Old,TRUE
OP_S12,0.3795750383855032,-2.285086485590815,Old,TRUE
OP_S17,4.349382835652559,0.9057659560165545,Old,TRUE
O_S05,-0.045451354321582295,-2.0988295220482933,Old,TRUE
O_S06,4.496666073866377,1.41170176591822,Old,TRUE
O_S07,-3.1587641499957706,-2.7136355889540673,Old,FALSE
O_S10,-0.19835714057257248,-0.7479841857264159,Old,TRUE
O_S16,1.1537858672833334,-0.2889778454176648,Old,TRUE
O_S17,-0.16557437553941362,-0.6944979997078112,Old,TRUE
O_S24,1.3354743740874062,-5.048305603292545,Old,TRUE
O_S28,-1.5467405039355726,-0.10179764027290687,Old,FALSE
O_S29,2.135934768596019,0.11461022049068151,Old,TRUE
O_S32,2.1293669522771905,0.5565805071239347,Old,TRUE
O_S35,3.83715335857334,0.3140847418213965,Old,TRUE
YP_S14,-0.015539679292548887,0.4952025423632614,Young,FALSE
YP_S45,-3.1270577350571154,1.1405597202959201,Young,TRUE
YP_S56,0.6170341905400976,1.0987451073453347,Young,TRUE
Y_S01,-1.926918238963045,1.518799372356511,Young,TRUE
Y_S10,-0.643378689242535,-1.0591107493471668,Young,TRUE
Y_S11,1.7778689517268362,-0.42475819159375344,Young,FALSE
Y_S16,-0.29651958674436923,0.6993909784663376,Young,TRUE
Y_S28,-1.2734720025847817,2.3553102691917456,Young,TRUE
Y_S30,-2.9725299915896617,1.7969376814034363,Young,TRUE
Y_S31,0.22177421601629868,0.47782442817961673,Young,TRUE
Y_S32,-1.1637925882864748,0.6403568087731281,Young,TRUE
Y_S34,-0.014935932996083586,1.0754757560157737,Young,TRUE
Y_S35,-1.2478046916676861,0.7882594699419307,Young,TRUE
Y_S36,-3.117638224699787,1.1624591442969243,Young,TRUE
Y_S40,-0.7204375354925902,0.7165951853971947,Young,TRUE
