classifier,n,n_pos,n_neg,k_med,auc,ci_lo,ci_hi,perm_p
Age|proteins,30,15,15,5,0.9955555555555555,0.983236410450225,1,0
Age|pheno,30,15,15,2,0.8399999999999999,0.667217990418248,1,0.12
Age|ME+pheno,30,15,15,2,0.8711111111111112,0.6987609688923074,1,0.085
ΔVL-resp|ME_Pre,30,15,15,2,0.6622222222222223,0.46143797251030394,0.8630064719341406,0.385
ΔLBM-resp|ME_Pre,30,15,15,2,0.5155555555555555,0.2907040376133908,0.7404070734977203,0.89
AgingDEP|prot_features,2113,196,1917,14,0.8404636091054549,0.8092258598951454,0.8717013583157645,0
Reversed|prot_features,195,147,48,15,0.5547760770975056,0.4635469613876527,0.6460051928073586,0.445
