set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within,circularity_r
aging_up,80,Down,0.02730001983373883,0.007929820239210392,Down,TRUE,0.26192308794780833,-0.33555832612280134
aging_down,116,Up,0.09819628059205572,0.14480774483439401,Up,TRUE,0.26192308794780833,-0.33555832612280134
