pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,module,Description,geneID,Count,p.adjust,ID
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,1.453630683443944e-7,5.650989281888332e-6,4.844620811287478,13,21,Reactome,11.602626459143968,blue,Cooperation Of Prefoldin And Tric Cct In Actin And Tubulin Folding,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TCP1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,13,5.650989281888332e-6,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING
REACTOME_PROTEIN_FOLDING,2.947223578237809e-7,1.0184294809243985e-5,3.9129629629629634,16,32,Reactome,7.192913385826771,blue,Protein Folding,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CSNK2B/GNG12/TBCB/TCP1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,16,1.0184294809243985e-5,REACTOME_PROTEIN_FOLDING
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,4.0847869705587283e-7,1.1548806798579678e-5,3.3793771043771046,19,44,Reactome,5.504701195219123,blue,Mhc Class Ii Antigen Presentation,AP1B1/AP2A1/AP2B1/CANX/CLTC/DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/SEC31A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,19,1.1548806798579678e-5,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,1.2428210932222292e-6,2.6099242957666815e-5,4.239043209876543,13,24,KEGG,8.424478245489919,blue,Reference Rab7 Regulated Microtubule Minus End Directed Transport,DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,13,2.6099242957666815e-5,KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,2.9684995682652024e-6,7.693361381087316e-5,4.268686868686869,12,22,Reactome,8.525581395348837,blue,Recruitment Of Numa To Mitotic Centrosomes,DCTN1/DYNC1H1/DYNC1I2/HSP90AA1/MAPRE1/PPP2R1A/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,12,7.693361381087316e-5,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES
GOBP_RESPONSE_TO_HEAT,1.663062014245078e-7,8.265418210798037e-5,4.039187574671446,16,31,GO:BP,7.676640419947507,blue,Response To Heat,BAG3/CRYAB/DNAJA1/DNAJA2/DNAJA4/EEF1D/EIF2B1/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPB1/HSPB2/HSPB6/MAPT/VCP,16,8.265418210798037e-5,GOBP_RESPONSE_TO_HEAT
GOBP_PROTEIN_REFOLDING,3.3147259354597973e-7,1.0982791932823461e-4,4.942690058479532,12,19,GO:BP,12.199335548172758,blue,Protein Refolding,CRYAB/DNAJA1/DNAJA2/DNAJA4/HSP90AA1/HSPA1A/HSPA2/HSPA5/HSPA8/HSPB1/HSPB2/HSPB6,12,1.0982791932823461e-4,GOBP_PROTEIN_REFOLDING
REACTOME_SIGNALING_BY_HEDGEHOG,6.7805537252876e-6,1.405834805709629e-4,2.997163120567376,18,47,Reactome,4.467980295566503,blue,Signaling By Hedgehog,ADRM1/P4HB/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP,18,1.405834805709629e-4,REACTOME_SIGNALING_BY_HEDGEHOG
REACTOME_PCP_CE_PATHWAY,1.171824327940713e-5,2.2777335374347607e-4,3.1303703703703705,16,40,Reactome,4.774278215223097,blue,Pcp Ce Pathway,ADRM1/AP2A1/AP2B1/CLTB/CLTC/PFN1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,16,2.2777335374347607e-4,REACTOME_PCP_CE_PATHWAY
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,1.5324286639222175e-5,2.8034430263518213e-4,2.956460905349794,17,45,Reactome,4.355590062111801,blue,Golgi To Er Retrograde Transport,ARCN1/DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/RAB18/SEC22B/SURF4/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,17,2.8034430263518213e-4,REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT
REACTOME_RECYCLING_PATHWAY_OF_L1,1.692415350389535e-5,2.9241176331730304e-4,4.347736625514403,10,18,Reactome,8.822115384615385,blue,Recycling Pathway Of L1,AP2A1/AP2B1/CLTC/EZR/MSN/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,10,2.9241176331730304e-4,REACTOME_RECYCLING_PATHWAY_OF_L1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,1.2428210932222292e-6,3.0884104166572395e-4,4.239043209876543,13,24,GO:BP,8.424478245489919,blue,Positive Regulation Of Protein Localization To Nucleus,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/FLNA/HSP90AA1/IPO5/RAN/TCP1,13,3.0884104166572395e-4,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS
REACTOME_NEUTROPHIL_DEGRANULATION,2.10452431802694e-5,0.00034447740152967284,1.9075694444444444,39,160,Reactome,2.4027047332832456,blue,Neutrophil Degranulation,ANXA2/CAND1/CCT2/CCT8/CKAP4/CSNK2B/CYB5R3/DYNC1H1/DYNC1LI1/DYNLT1/EEF2/GDI2/GYG1/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/KPNB1/LGALS3/PADI2/PSMC2/PSMC3/PSMD11/PSMD13/PSMD7/RAB10/RAB18/RAP1B/S100A11/SPTAN1/SURF4/TMEM63A/TUBB/TUBB4B/TXNDC5/UBR4/VAT1/VCL/VCP,39,0.00034447740152967284,REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_PROTEASOME_ASSEMBLY,2.6875847849539802e-5,4.179194340603439e-4,3.089181286549707,15,38,Reactome,4.654731457800511,blue,Proteasome Assembly,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD7/PSMD8/PSME1/PSME2/PSME4,15,4.179194340603439e-4,REACTOME_PROTEASOME_ASSEMBLY
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,2.2568703883191693e-6,4.486658331978509e-4,3.3260185185185183,17,40,GO:BP,5.31706478776422,blue,Chaperone Mediated Protein Folding,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/ERO1A/HSP90AB1/HSPA1A/HSPA2/HSPA5/HSPA8/HSPB1/HSPB6/TCP1/UNC45B,17,4.486658331978509e-4,GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING
REACTOME_AGGREPHAGY,3.1735574805184624e-5,4.6998875068630567e-4,4.118908382066277,10,19,Reactome,7.837606837606837,blue,Aggrephagy,DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP,10,4.6998875068630567e-4,REACTOME_AGGREPHAGY
GOBP_DNA_BIOSYNTHETIC_PROCESS,3.593874332735083e-6,4.879108024404837e-4,4.530799220272905,11,19,GO:BP,9.741795366795367,blue,DNA Biosynthetic Process,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/HSP90AB1/TCP1/VCP,11,4.879108024404837e-4,GOBP_DNA_BIOSYNTHETIC_PROCESS
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,3.926847504551177e-6,4.879108024404837e-4,4.891203703703703,10,16,GO:BP,11.775641025641026,blue,RNA Templated DNA Biosynthetic Process,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/HSP90AB1/TCP1,10,4.879108024404837e-4,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,7.636845930121511e-5,8.482353872384965e-4,4.14313725490196,9,17,Reactome,7.9094827586206895,blue,Hsf1 Dependent Transactivation,CRYAB/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA8/HSPB1/HSPB2/SERPINH1,9,8.482353872384965e-4,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION
REACTOME_RHO_GTPASE_EFFECTORS,8.654777120461228e-5,9.281502360218765e-4,2.295604938271605,22,75,Reactome,2.9960438222763237,blue,Rho Gtpase Effectors,ARPC1B/CLIP1/DYNC1H1/DYNC1I2/DYNC1LI1/FLNA/KIF5B/KLC1/KTN1/MAPRE1/NUDC/PFN1/PFN2/PPP1R12B/PPP2R1A/RPS27/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/YWHAH,22,9.281502360218765e-4,REACTOME_RHO_GTPASE_EFFECTORS
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,8.959827178361042e-5,9.288354174900947e-4,2.722061191626409,16,46,Reactome,3.806824146981627,blue,Regulation Of Mrna Stability By Proteins That Bind Au Rich Elements,ADRM1/ANP32A/HSPA1A/HSPA8/HSPB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/TNPO1,16,9.288354174900947e-4,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS
HALLMARK_MITOTIC_SPINDLE,4.226305142102846e-5,0.0011913385636328267,3.1303703703703705,14,35,Hallmark,4.744791666666667,blue,Mitotic Spindle,BIN1/CLIP1/CLIP2/DYNC1H1/EZR/FLNA/FLNB/KIF5B/KLC1/MAPRE1/MARCKS/SPTAN1/TUBA4A/VCL,14,0.0011913385636328267,HALLMARK_MITOTIC_SPINDLE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,6.618547575737926e-5,0.0011913385636328267,3.1792824074074075,13,32,Hallmark,4.856031128404669,blue,Unfolded Protein Response,BAG3/DCTN1/DNAJA4/EEF2/ERO1A/HSP90B1/HSPA5/HYOU1/KIF5B/SEC31A/SRPRB/TARS1/TUBB2A,13,0.0011913385636328267,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,1.3913908970813644e-4,0.0012727134382126597,2.9922657952069716,13,34,Reactome,4.3887344821196965,blue,Hedgehog Ligand Biogenesis,ADRM1/P4HB/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/VCP,13,0.0012727134382126597,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS
REACTOME_CELL_CYCLE_CHECKPOINTS,1.7625792095343437e-4,0.001566177526186231,2.301742919389978,20,68,Reactome,2.9916666666666667,blue,Cell Cycle Checkpoints,ADRM1/CLIP1/DYNC1H1/DYNC1I2/DYNC1LI1/MAPRE1/NUDC/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/RPS27/YWHAH,20,0.001566177526186231,REACTOME_CELL_CYCLE_CHECKPOINTS
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,1.5324286639222175e-5,0.001682260858287198,2.956460905349794,17,45,GO:BP,4.355590062111801,blue,Response To Topologically Incorrect Protein,BAG3/DNAJA1/ERO1A/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA4/HSPA5/HSPA8/HSPB1/HSPB2/HSPB3/HSPB7/SERPINH1/UBR4/VCP,17,0.001682260858287198,GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
REACTOME_L1CAM_INTERACTIONS,1.9638402142324512e-4,0.0016965397406285899,2.906772486772487,13,35,Reactome,4.186947293951185,blue,L1cam Interactions,AP2A1/AP2B1/CLTC/CSNK2B/EZR/HSPA8/MSN/SPTAN1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,13,0.0016965397406285899,REACTOME_L1CAM_INTERACTIONS
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,2.1072782182794526e-4,0.0017712527726619182,2.5554043839758127,16,49,Reactome,3.4550226676210927,blue,Antigen Processing Cross Presentation,ADRM1/PDIA3/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/PSME1/PSME2/SEC22B/SEC61A1,16,0.0017712527726619182,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
GOBP_SPINDLE_ORGANIZATION,2.1539341620337014e-5,0.0017841754642179159,2.892190016103059,17,46,GO:BP,4.203080278042797,blue,Spindle Organization,CLTC/DCTN1/DCTN6/DDB1/DYNC1H1/EZR/FLNA/HSPA1A/KPNB1/MAP4/MAPRE1/MAPRE3/NUDC/PPP2R1A/RAN/TUBB/VCP,17,0.0017841754642179159,GOBP_SPINDLE_ORGANIZATION
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,1.9638402142324512e-4,0.0018012802114001267,2.906772486772487,13,35,KEGG,4.186947293951185,blue,Variant Mutation Inactivated Vcp To 26s Proteasome Mediated Protein Degradation,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD7/PSMD8/VCP,13,0.0018012802114001267,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,2.449046225218464e-4,0.0019529573744690829,3.402576489533011,10,23,Reactome,5.414201183431953,blue,Cytosolic Trna Aminoacylation,DARS1/EPRS1/FARSA/FARSB/LARS1/MARS1/RARS1/SARS1/TARS1/VARS1,10,0.0019529573744690829,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,2.7272217522628436e-4,0.002120414912384361,2.8260288065843624,13,36,Reactome,4.002706817797327,blue,Cellular Response To Heat Stress,BAG3/CRYAB/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA4/HSPA5/HSPA8/HSPB1/HSPB2/SERPINH1/VCP,13,0.002120414912384361,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS
REACTOME_SELECTIVE_AUTOPHAGY,3.123121421565138e-4,0.0023690018587969705,2.67226738934056,14,41,Reactome,3.678240740740741,blue,Selective Autophagy,CSNK2B/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/HSPA8/PRKAA2/PRKAG1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP,14,0.0023690018587969705,REACTOME_SELECTIVE_AUTOPHAGY
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,3.3871728425566473e-4,0.002508120842940756,2.0689229459344403,23,87,Reactome,2.588372975708502,blue,Asparagine N Linked Glycosylation,ARCN1/CANX/DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/GANAB/LMAN1/PDIA3/PRKCSH/PSMC1/SEC22B/SEC23IP/SEC31A/SPTAN1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP,23,0.002508120842940756,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_DNA_REPLICATION_PRE_INITIATION,4.1553367206098417e-4,0.0028717993780214687,2.608641975308642,14,42,Reactome,3.544921875,blue,DNA Replication Pre Initiation,ADRM1/KPNA1/KPNA6/KPNB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,14,0.0028717993780214687,REACTOME_DNA_REPLICATION_PRE_INITIATION
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,0.0021124988030777232,0.004436247486463219,3.4238425925925924,7,16,KEGG,5.423743134769751,blue,Reference Dynein Recruitment To The Kinetochore,DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1,7,0.004436247486463219,KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE
REACTOME_SIGNALING_BY_WNT,7.909687984545769e-4,0.00502023053713007,2.1241798941798944,19,70,Reactome,2.6597922037340833,blue,Signaling By Wnt,ADRM1/AP2A1/AP2B1/CLTB/CLTC/CSNK2B/GNG12/PFN1/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,19,0.00502023053713007,REACTOME_SIGNALING_BY_WNT
REACTOME_INTERFERON_SIGNALING,8.388544415269546e-4,0.005185400164682848,2.167179487179487,18,65,Reactome,2.729483282674772,blue,Interferon Signaling,ABCE1/EIF4G2/FLNA/FLNB/HSPA1A/HSPA2/HSPA5/HSPA8/KPNA1/KPNA4/KPNB1/MAPT/PPP2R1A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,18,0.005185400164682848,REACTOME_INTERFERON_SIGNALING
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,8.795390973848598e-4,0.005185400164682848,2.2173456790123454,17,60,Reactome,2.8127585255997793,blue,Er To Golgi Anterograde Transport,ARCN1/DCTN1/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/LMAN1/SEC22B/SEC23IP/SEC31A/SPTAN1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,17,0.005185400164682848,REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_HCMV_EARLY_EVENTS,8.848110181447651e-4,0.005185400164682848,3.4781893004115227,8,18,Reactome,5.596946564885497,blue,Hcmv Early Events,DYNC1H1/DYNC1I2/DYNC1LI1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,8,0.005185400164682848,REACTOME_HCMV_EARLY_EVENTS
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,9.670521207447111e-4,0.005185400164682848,2.776941457586619,11,31,Reactome,3.8712355212355214,blue,Formation Of Paraxial Mesoderm,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.005185400164682848,REACTOME_FORMATION_OF_PARAXIAL_MESODERM
REACTOME_GASTRULATION,9.670521207447111e-4,0.005185400164682848,2.776941457586619,11,31,Reactome,3.8712355212355214,blue,Gastrulation,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.005185400164682848,REACTOME_GASTRULATION
REACTOME_PKR_MEDIATED_SIGNALING,0.0011273550619354251,0.005942498716303682,2.8984910836762685,10,27,Reactome,4.131221719457014,blue,Pkr Mediated Signaling,HSPA1A/HSPA2/HSPA8/MAPT/PPP2R1A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,10,0.005942498716303682,REACTOME_PKR_MEDIATED_SIGNALING
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.0013092780254547855,0.00626439178332982,2.6901620370370374,11,32,Reactome,3.684868542011399,blue,Transcriptional Regulation By Runx3,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.00626439178332982,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0.0014200506678568431,0.006591578473186242,2.5381381381381383,12,37,Reactome,3.382325581395349,blue,Regulation Of Pten Stability And Activity,ADRM1/CSNK2B/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,12,0.006591578473186242,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.00147129339628179,0.006729003621229951,2.422310405643739,13,42,Reactome,3.1640949953039046,blue,Transcriptional Regulation By Runx1,ADRM1/CSNK2B/LGALS3/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,13,0.006729003621229951,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
REACTOME_SIGNALING_BY_INTERLEUKINS,0.0015734424161593498,0.006945524531131531,1.8413943355119828,24,102,Reactome,2.2076297686053783,blue,Signaling By Interleukins,ADRM1/ANXA1/ANXA2/CANX/HSP90AA1/HSP90B1/HSPA8/IL18/MSN/P4HB/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/PSME2/RAP1B/TCP1,24,0.006945524531131531,REACTOME_SIGNALING_BY_INTERLEUKINS
REACTOME_KEAP1_NFE2L2_PATHWAY,0.0017039742220876224,0.006945524531131531,2.158876117496807,16,58,Reactome,2.701162354705662,blue,Keap1 Nfe2l2 Pathway,ADRM1/CSNK2B/DPP3/GSR/PRKAA2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/VCP,16,0.006945524531131531,REACTOME_KEAP1_NFE2L2_PATHWAY
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.0017451073721022991,0.006945524531131531,2.6086419753086423,11,33,Reactome,3.5154440154440154,blue,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.006945524531131531,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1
REACTOME_METABOLISM_OF_POLYAMINES,0.0017451073721022991,0.006945524531131531,2.6086419753086423,11,33,Reactome,3.5154440154440154,blue,Metabolism Of Polyamines,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.006945524531131531,REACTOME_METABOLISM_OF_POLYAMINES
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.0017451073721022991,0.006945524531131531,2.6086419753086423,11,33,Reactome,3.5154440154440154,blue,Neurotransmitter Receptors And Postsynaptic Signal Transmission,AP2A1/AP2B1/GNG12/MAPT/PRKAA2/PRKAG1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,11,0.006945524531131531,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.001764297228165244,0.006945524531131531,1.8556319205803742,23,97,Reactome,2.2260094102199366,blue,Class I Mhc Mediated Antigen Processing Presentation,ADRM1/BCAP31/CANX/HSPA5/KLHL41/PDIA3/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/PSME1/PSME2/SEC22B/SEC31A/SEC61A1/UBE2O/UBR4,23,0.006945524531131531,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.0018432226827777287,0.0070770648684428845,2.471345029239766,12,38,Reactome,3.250447227191413,blue,Abc Family Proteins Mediated Transport,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/VCP,12,0.0070770648684428845,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT
REACTOME_UCH_PROTEINASES,0.0018432226827777287,0.0070770648684428845,2.471345029239766,12,38,Reactome,3.250447227191413,blue,Uch Proteinases,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/UCHL1,12,0.0070770648684428845,REACTOME_UCH_PROTEINASES
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.0023647458410504148,0.008081713808425043,2.407977207977208,12,39,Reactome,3.128337639965547,blue,Degradation Of Beta Catenin By The Destruction Complex,ADRM1/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,12,0.008081713808425043,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.002518227234916883,0.008398135589243851,2.817333333333333,9,25,Reactome,3.9375,blue,Nuclear Envelope Ne Reassembly,KPNB1/PPP2R1A/RAN/TNPO1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,9,0.008398135589243851,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY
REACTOME_NEDDYLATION,0.002538343232761807,0.008398135589243851,1.9840375586854462,18,71,Reactome,2.4123989218328843,blue,Neddylation,ADRM1/CAND1/COMMD6/COMMD7/DDB1/DPP3/KLHL41/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/VCP,18,0.008398135589243851,REACTOME_NEDDYLATION
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.0029715070218059884,0.008718289469638325,2.45957671957672,11,35,Reactome,3.218951093951094,blue,Cyclin A Cdk2 Associated Events At S Phase Entry,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.008718289469638325,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.0029715070218059884,0.008718289469638325,2.45957671957672,11,35,Reactome,3.218951093951094,blue,Orc1 Removal From Chromatin,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.008718289469638325,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN
REACTOME_SIGNALING_BY_NOTCH4,0.0029715070218059884,0.008718289469638325,2.45957671957672,11,35,Reactome,3.218951093951094,blue,Signaling By Notch4,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8,11,0.008718289469638325,REACTOME_SIGNALING_BY_NOTCH4
