uniprot_id,kME,module,gene
P28331,0.9465572908622956,green,NDUFS1
P49821,0.9262041476489185,green,NDUFV1
O95298,0.9195103722965563,green,NDUFC2
O95168,0.916932825362291,green,NDUFB4
P19404,0.9123743690253598,green,NDUFV2
O95167,0.9110762501990537,green,NDUFA3
O95182,0.9099316775529938,green,NDUFA7
Q16718,0.9065754354181886,green,NDUFA5
O00217,0.9060745406772831,green,NDUFS8
Q16795,0.8972317076471226,green,NDUFA9
P26038,0.8915197345721642,blue,MSN
Q00765,0.87463964992307,blue,REEP5
Q14204,0.841060002216989,blue,DYNC1H1
P48643,0.8042365835627233,blue,CCT5
O75923,0.8022930664591784,blue,DYSF
Q14974,0.7987269070977445,blue,KPNB1
P11142,0.7945513774397156,blue,HSPA8
P68363,0.7893019915459578,blue,TUBA1B
P10636,0.7889842976505855,blue,MAPT
P07437,0.7822174824205537,blue,TUBB
P09493,0.9470121297854904,brown,TPM1
P07951,0.9445347039063939,brown,TPM2
P48788,0.928507913708007,brown,TNNI2
O43707,0.9207413948903435,brown,ACTN4
P45378,0.9125106946650171,brown,TNNT3
Q9NZQ9,0.9114563008955691,brown,TMOD4
P35609,0.9092529330237723,brown,ACTN2
P52179,0.9084851957632721,brown,MYOM1
P12814,0.9063555322494593,brown,ACTN1
Q9NP98,0.8989669102545333,brown,MYOZ1
P38117,0.9264193971250836,turquoise,ETFB
P48735,0.9099973207891433,turquoise,IDH2
P51649,0.9028648367936312,turquoise,ALDH5A1
P43155,0.9012034245605306,turquoise,CRAT
P13804,0.89856224876661,turquoise,ETFA
Q99798,0.8643042517275784,turquoise,ACO2
Q16762,0.8634606491079786,turquoise,TST
P35914,0.8404054247426861,turquoise,HMGCL
P00505,0.8363093991652141,turquoise,GOT2
P07954,0.8262743845287849,turquoise,FH
P18621,0.9181011964212156,black,RPL17
P46777,0.9135708798891011,black,RPL5
P05387,0.9075383029179335,black,RPLP2
P46779,0.9005227612025708,black,RPL28
P84098,0.89944860348695,black,RPL19
P62906,0.8983626265293052,black,RPL10A
Q02878,0.8980296634936338,black,RPL6
P05388,0.8866350747125264,black,RPLP0
P18124,0.8821073674138254,black,RPL7
P36578,0.8772116866645389,black,RPL4
P25789,0.84901946123971,red,PSMA4
P23528,0.8363477162415258,red,CFL1
Q5VU43,0.8339698386151766,red,PDE4DIP
P49720,0.82271950633746,red,PSMB3
P25787,0.8156743572885854,red,PSMA2
Q15843,0.8138722277544347,red,NEDD8
P63241,0.8059048031885074,red,EIF5A
P31415,0.7940899370801052,red,CASQ1
P28072,0.7925934036973172,red,PSMB6
P10768,0.7919800715049852,red,ESD
P25705,0.8830474884962121,pink,ATP5F1A
Q00325,0.8565713393429044,pink,SLC25A3
P56385,0.8415532081579825,pink,ATP5ME
Q02218,0.8346314947828719,pink,OGDH
O75964,0.8316298396164671,pink,ATP5MG
P24539,0.81582598730244,pink,ATP5PB
Q9H7Z7,0.7953202361485935,pink,PTGES2
O75947,0.7900551166167904,pink,ATP5PD
P48047,0.7877345348728544,pink,ATP5PO
P36542,0.7771404005628708,pink,ATP5F1C
P62979,0.8956131827649499,magenta,RPS27A
O43242,0.8543636160708376,magenta,PSMD3
P41091,0.8518326004245241,magenta,EIF2S3
Q05639,0.84672533121151,magenta,EEF1A2
Q02978,0.8393698061943123,magenta,SLC25A11
Q86Y39,0.8261408020772969,magenta,NDUFA11
Q15008,0.8182072531522511,magenta,PSMD6
O00232,0.7958571021954209,magenta,PSMD12
Q9H2I8,0.7893749401776844,magenta,LRMDA
O00487,0.7564693508115136,magenta,PSMD14
P62269,0.9256083070849608,purple,RPS18
P63244,0.896309678966893,purple,RACK1
P62701,0.8724892863308794,purple,RPS4X
P61247,0.8715829436415035,purple,RPS3A
P35268,0.8678574589163329,purple,RPL22
Q13557,0.8281719399277285,purple,CAMK2D
P62249,0.8148320573294663,purple,RPS16
P08865,0.8107051272197493,purple,RPSA
P46782,0.7929673794752952,purple,RPS5
P60866,0.7923526780146716,purple,RPS20
P55786,0.9099388841960123,yellow,NPEPPS
P21695,0.8646069509418005,yellow,GPD1
Q96DG6,0.8299339685476926,yellow,CMBL
Q04760,0.805035585860139,yellow,GLO1
P36871,0.8019096639679432,yellow,PGM1
P30566,0.7932189381707899,yellow,ADSL
P48147,0.7909789484607485,yellow,PREP
P09417,0.788899508502544,yellow,QDPR
P63098,0.7858479046838163,yellow,PPP3R1
Q9H1R3,0.7519920705661151,yellow,MYLK2
