module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,-0.10637473431501021,0.06222463513736011,0.2476332557274003
MEpink,-0.12555059370627095,0.01079899948602893,0.04776344918425715
MEturquoise,0.2752932118620259,-0.2099407486866004,-0.01103247639091665
MEred,0.2910720751643484,-0.037518042358723504,0.15288942343950152
MEyellow,0.11651613630168561,0.15369642925682267,0.0711593832800209
MEbrown,-0.1474271640478151,0.35989718747736593,0.18719829491889142
MEblack,-0.23676669117601257,0.2250414316699118,-0.021418617061659508
MEpurple,-0.09915887822900768,0.03161692680710899,0.12083051174816435
MEblue,-0.3386921853541481,-0.1559633356586688,-0.33889353941359507
MEmagenta,-0.30246257769024004,0.14898400553872124,0.07185379538148198
MEgrey,0.1061443708861655,-0.17975401501619,-0.09273083423217814
